year,bats,throws,PA,wv,wd,wOBA
2015,B,L,2912,1004.1919647809524,2912.0,0.3448461417517007
2015,B,R,23942,6529.594320461904,23942.0,0.27272551668456707
2015,L,L,230094,65400.97819917619,230094.0,0.284235913144959
2015,L,R,46718,13099.827757242858,46718.0,0.2804021524303878
2015,L,S,1202,313.927317,1202.0,0.26117081281198007
2015,R,L,62418,17525.62542368095,62418.0,0.2807783880239827
2015,R,R,771814,221411.8994769901,771814.0,0.2868720954491498
