year,metric,value,kind,league
1906,SO_roll3,9310.666666666666,batting,MLB
1907,SO_roll3,9156.333333333334,batting,MLB
1908,SO_roll3,9008.0,batting,MLB
1909,SO_roll3,9097.0,batting,MLB
1910,SO_roll3,9377.333333333334,batting,MLB
1911,SO_roll3,7950.666666666667,batting,MLB
1912,SO_roll3,6367.333333333333,batting,MLB
1913,SO_roll3,6236.0,batting,MLB
1914,SO_roll3,7892.0,batting,MLB
1915,SO_roll3,9548.333333333334,batting,MLB
1916,SO_roll3,9632.0,batting,MLB
1917,SO_roll3,9270.0,batting,MLB
1918,SO_roll3,8046.333333333333,batting,MLB
1919,SO_roll3,7151.333333333333,batting,MLB
1920,SO_roll3,6673.666666666667,batting,MLB
1921,SO_roll3,7018.333333333333,batting,MLB
1922,SO_roll3,7052.0,batting,MLB
1923,SO_roll3,6976.666666666667,batting,MLB
1924,SO_roll3,6869.333333333333,batting,MLB
1925,SO_roll3,6774.333333333333,batting,MLB
1926,SO_roll3,6693.0,batting,MLB
1927,SO_roll3,6777.0,batting,MLB
1928,SO_roll3,6921.666666666667,batting,MLB
1929,SO_roll3,6990.0,batting,MLB
1930,SO_roll3,7338.333333333333,batting,MLB
1931,SO_roll3,7603.333333333333,batting,MLB
1932,SO_roll3,7902.0,batting,MLB
1933,SO_roll3,7738.666666666667,batting,MLB
1934,SO_roll3,7918.0,batting,MLB
1935,SO_roll3,7960.0,batting,MLB
1936,SO_roll3,8223.666666666666,batting,MLB
1937,SO_roll3,8413.333333333334,batting,MLB
1938,SO_roll3,8523.666666666666,batting,MLB
1939,SO_roll3,8612.333333333334,batting,MLB
1940,SO_roll3,8628.333333333334,batting,MLB
1941,SO_roll3,8792.0,batting,MLB
1942,SO_roll3,8733.333333333334,batting,MLB
1943,SO_roll3,8565.666666666666,batting,MLB
1944,SO_roll3,8352.0,batting,MLB
1945,SO_roll3,8258.666666666666,batting,MLB
1946,SO_roll3,8642.0,batting,MLB
1947,SO_roll3,8966.0,batting,MLB
1948,SO_roll3,9289.666666666666,batting,MLB
1949,SO_roll3,9041.333333333334,batting,MLB
1950,SO_roll3,9173.666666666666,batting,MLB
1951,SO_roll3,9280.0,batting,MLB
1952,SO_roll3,9756.333333333334,batting,MLB
1953,SO_roll3,9976.0,batting,MLB
1954,SO_roll3,10269.333333333334,batting,MLB
1955,SO_roll3,10410.333333333334,batting,MLB
1956,SO_roll3,10841.0,batting,MLB
1957,SO_roll3,11418.666666666666,batting,MLB
1958,SO_roll3,11892.666666666666,batting,MLB
1959,SO_roll3,12259.0,batting,MLB
1960,SO_roll3,12548.0,batting,MLB
1961,SO_roll3,13455.333333333334,batting,MLB
1962,SO_roll3,15109.666666666666,batting,MLB
1963,SO_roll3,17095.666666666668,batting,MLB
1964,SO_roll3,18517.333333333332,batting,MLB
1965,SO_roll3,19089.333333333332,batting,MLB
1966,SO_roll3,19100.0,batting,MLB
1967,SO_roll3,19167.0,batting,MLB
1968,SO_roll3,19120.333333333332,batting,MLB
1969,SO_roll3,20343.0,batting,MLB
1970,SO_roll3,21330.0,batting,MLB
1971,SO_roll3,21934.333333333332,batting,MLB
1972,SO_roll3,21349.333333333332,batting,MLB
1973,SO_roll3,20677.333333333332,batting,MLB
1974,SO_roll3,20190.333333333332,batting,MLB
1975,SO_roll3,19711.0,batting,MLB
1976,SO_roll3,19173.333333333332,batting,MLB
1977,SO_roll3,19915.666666666668,batting,MLB
1978,SO_roll3,20175.0,batting,MLB
1979,SO_roll3,20605.0,batting,MLB
1980,SO_roll3,20101.666666666668,batting,MLB
1981,SO_roll3,17828.0,batting,MLB
1982,SO_roll3,18223.333333333332,batting,MLB
1983,SO_roll3,18724.666666666668,batting,MLB
1984,SO_roll3,21812.333333333332,batting,MLB
1985,SO_roll3,22222.333333333332,batting,MLB
1986,SO_roll3,23219.0,batting,MLB
1987,SO_roll3,24085.333333333332,batting,MLB
1988,SO_roll3,24386.666666666668,batting,MLB
1989,SO_roll3,24034.666666666668,batting,MLB
1990,SO_roll3,23619.333333333332,batting,MLB
1991,SO_roll3,23964.333333333332,batting,MLB
1992,SO_roll3,23927.0,batting,MLB
1993,SO_roll3,24746.0,batting,MLB
1994,SO_roll3,23204.666666666668,batting,MLB
1995,SO_roll3,23833.666666666668,batting,MLB
1996,SO_roll3,24833.0,batting,MLB
1997,SO_roll3,28223.333333333332,batting,MLB
1998,SO_roll3,30379.333333333332,batting,MLB
1999,SO_roll3,30983.0,batting,MLB
2000,SO_roll3,31456.0,batting,MLB
2001,SO_roll3,31626.333333333332,batting,MLB
2002,SO_roll3,31718.0,batting,MLB
2003,SO_roll3,31533.0,batting,MLB
2004,SO_roll3,31341.0,batting,MLB
2005,SO_roll3,31091.0,batting,MLB
2006,SO_roll3,31375.666666666668,batting,MLB
2007,SO_roll3,31496.0,batting,MLB
2008,SO_roll3,32242.666666666668,batting,MLB
2009,SO_roll3,32888.0,batting,MLB
2010,SO_roll3,33593.666666666664,batting,MLB
2011,SO_roll3,34128.333333333336,batting,MLB
2012,SO_roll3,35073.333333333336,batting,MLB
2013,SO_roll3,35874.666666666664,batting,MLB
2014,SO_roll3,36859.0,batting,MLB
2015,SO_roll3,37199.0,batting,MLB
2016,SO_roll3,37956.333333333336,batting,MLB
2017,SO_roll3,38844.0,batting,MLB
2018,SO_roll3,40097.666666666664,batting,MLB
2019,SO_roll3,41378.0,batting,MLB
2020,SO_roll3,33205.333333333336,batting,MLB
2021,SO_roll3,33518.0,batting,MLB
2022,SO_roll3,32847.666666666664,batting,MLB
2023,SO_roll3,41600.0,batting,MLB
2024,SO_roll3,41284.0,batting,MLB
1876,AVG_roll3,0.2652949654589732,batting,MLB
1877,AVG_roll3,0.2681929572301085,batting,MLB
1878,AVG_roll3,0.26525577584518717,batting,MLB
1879,AVG_roll3,0.2619824730002069,batting,MLB
1880,AVG_roll3,0.25317925294507576,batting,MLB
1881,AVG_roll3,0.2533988491964921,batting,MLB
1882,AVG_roll3,0.25201456931772753,batting,MLB
1883,AVG_roll3,0.25790071353729543,batting,MLB
1884,AVG_roll3,0.25352655788720085,batting,MLB
1885,AVG_roll3,0.2502502952235085,batting,MLB
1886,AVG_roll3,0.24637972319607124,batting,MLB
1887,AVG_roll3,0.2536527236661386,batting,MLB
1888,AVG_roll3,0.2527416289796108,batting,MLB
1889,AVG_roll3,0.25784021470461166,batting,MLB
1890,AVG_roll3,0.2528472853503679,batting,MLB
1891,AVG_roll3,0.25740163733461,batting,MLB
1892,AVG_roll3,0.2503591703724602,batting,MLB
1893,AVG_roll3,0.2589984913901447,batting,MLB
1894,AVG_roll3,0.27795993632530175,batting,MLB
1895,AVG_roll3,0.29509868284296537,batting,MLB
1896,AVG_roll3,0.29868201095111957,batting,MLB
1897,AVG_roll3,0.29277402330427,batting,MLB
1898,AVG_roll3,0.28419748230235237,batting,MLB
1899,AVG_roll3,0.2814865920035922,batting,MLB
1900,AVG_roll3,0.2773531600231365,batting,MLB
1901,AVG_roll3,0.27775823302828273,batting,MLB
1902,AVG_roll3,0.2725872525147034,batting,MLB
1903,AVG_roll3,0.26690801833364425,batting,MLB
1904,AVG_roll3,0.2585953356975062,batting,MLB
1905,AVG_roll3,0.25234006360829203,batting,MLB
1906,AVG_roll3,0.24715386456146782,batting,MLB
1907,AVG_roll3,0.24664389646602816,batting,MLB
1908,AVG_roll3,0.2436255183874876,batting,MLB
1909,AVG_roll3,0.2427112075793004,batting,MLB
1910,AVG_roll3,0.2440399187923216,batting,MLB
1911,AVG_roll3,0.25318546907627765,batting,MLB
1912,AVG_roll3,0.2614509622840718,batting,MLB
1913,AVG_roll3,0.2646216059456947,batting,MLB
1914,AVG_roll3,0.25891829667983235,batting,MLB
1915,AVG_roll3,0.25207664776680466,batting,MLB
1916,AVG_roll3,0.2483373982481399,batting,MLB
1917,AVG_roll3,0.24807673039542033,batting,MLB
1918,AVG_roll3,0.24997378095063016,batting,MLB
1919,AVG_roll3,0.2550389860474915,batting,MLB
1920,AVG_roll3,0.2643701093705451,batting,MLB
1921,AVG_roll3,0.27675592172802954,batting,MLB
1922,AVG_roll3,0.28528412483318966,batting,MLB
1923,AVG_roll3,0.2878356867402952,batting,MLB
1924,AVG_roll3,0.28640350171645074,batting,MLB
1925,AVG_roll3,0.28748115564950516,batting,MLB
1926,AVG_roll3,0.2863137911419724,batting,MLB
1927,AVG_roll3,0.2853183291747883,batting,MLB
1928,AVG_roll3,0.28176571635778974,batting,MLB
1929,AVG_roll3,0.28461284806811227,batting,MLB
1930,AVG_roll3,0.28861123326203453,batting,MLB
1931,AVG_roll3,0.2874860989301677,batting,MLB
1932,AVG_roll3,0.2832563058557061,batting,MLB
1933,AVG_roll3,0.27453738131465505,batting,MLB
1934,AVG_roll3,0.27497939700859403,batting,MLB
1935,AVG_roll3,0.2756503828615872,batting,MLB
1936,AVG_roll3,0.28037755839429696,batting,MLB
1937,AVG_roll3,0.2795729344639812,batting,MLB
1938,AVG_roll3,0.27806573494790515,batting,MLB
1939,AVG_roll3,0.2752803244588115,batting,MLB
1940,AVG_roll3,0.27226469280543725,batting,MLB
1941,AVG_roll3,0.26841152952686276,batting,MLB
1942,AVG_roll3,0.2609316075081361,batting,MLB
1943,AVG_roll3,0.25626116848902475,batting,MLB
1944,AVG_roll3,0.25558255609185204,batting,MLB
1945,AVG_roll3,0.2580295343627659,batting,MLB
1946,AVG_roll3,0.25874600978254103,batting,MLB
1947,AVG_roll3,0.25880928934128883,batting,MLB
1948,AVG_roll3,0.259861161958894,batting,MLB
1949,AVG_roll3,0.2622352912427112,batting,MLB
1950,AVG_roll3,0.2640239275102074,batting,MLB
1951,AVG_roll3,0.2631803972496731,batting,MLB
1952,AVG_roll3,0.25982549696835683,batting,MLB
1953,AVG_roll3,0.2592518454948247,batting,MLB
1954,AVG_roll3,0.2592976084185103,batting,MLB
1955,AVG_roll3,0.26125499649321826,batting,MLB
1956,AVG_roll3,0.25924953350854346,batting,MLB
1957,AVG_roll3,0.2580867647378933,batting,MLB
1958,AVG_roll3,0.25788686841170666,batting,MLB
1959,AVG_roll3,0.25737240390949,batting,MLB
1960,AVG_roll3,0.2565737588911179,batting,MLB
1961,AVG_roll3,0.2567081228661636,batting,MLB
1962,AVG_roll3,0.25704050131152184,batting,MLB
1963,AVG_roll3,0.25408640630793305,batting,MLB
1964,AVG_roll3,0.2514706211465606,batting,MLB
1965,AVG_roll3,0.24744752704004988,batting,MLB
1966,AVG_roll3,0.24820712541446047,batting,MLB
1967,AVG_roll3,0.24549160280728913,batting,MLB
1968,AVG_roll3,0.24252208844910383,batting,MLB
1969,AVG_roll3,0.2423972801643457,batting,MLB
1970,AVG_roll3,0.24626461140446554,batting,MLB
1971,AVG_roll3,0.25047322966131613,batting,MLB
1972,AVG_roll3,0.24902031228043875,batting,MLB
1973,AVG_roll3,0.2500235444170397,batting,MLB
1974,AVG_roll3,0.25253172848770605,batting,MLB
1975,AVG_roll3,0.257117966223309,batting,MLB
1976,AVG_roll3,0.25661950544940443,batting,MLB
1977,AVG_roll3,0.25906914218500426,batting,MLB
1978,AVG_roll3,0.25917539777409776,batting,MLB
1979,AVG_roll3,0.2625249087106109,batting,MLB
1980,AVG_roll3,0.2626593069151744,batting,MLB
1981,AVG_roll3,0.26193729666106985,batting,MLB
1982,AVG_roll3,0.2605029454525289,batting,MLB
1983,AVG_roll3,0.25925723125005823,batting,MLB
1984,AVG_roll3,0.26065055772595913,batting,MLB
1985,AVG_roll3,0.2592702174486954,batting,MLB
1986,AVG_roll3,0.25822132257087566,batting,MLB
1987,AVG_roll3,0.2592504281159296,batting,MLB
1988,AVG_roll3,0.2583066127068598,batting,MLB
1989,AVG_roll3,0.2571080206561726,batting,MLB
1990,AVG_roll3,0.2554059182236329,batting,MLB
1991,AVG_roll3,0.25590092638729284,batting,MLB
1992,AVG_roll3,0.2564425722775235,batting,MLB
1993,AVG_roll3,0.2588467407001747,batting,MLB
1994,AVG_roll3,0.2635237610702741,batting,MLB
1995,AVG_roll3,0.26722059217611244,batting,MLB
1996,AVG_roll3,0.2688218640329263,batting,MLB
1997,AVG_roll3,0.26784262367922307,batting,MLB
1998,AVG_roll3,0.26763780992915737,batting,MLB
1999,AVG_roll3,0.268071291613837,batting,MLB
2000,AVG_roll3,0.26929247559202735,batting,MLB
2001,AVG_roll3,0.2685401280172426,batting,MLB
2002,AVG_roll3,0.2652521515504041,batting,MLB
2003,AVG_roll3,0.26317416215790485,batting,MLB
2004,AVG_roll3,0.2638665700471648,batting,MLB
2005,AVG_roll3,0.2649130854860265,batting,MLB
2006,AVG_roll3,0.26661899294680486,batting,MLB
2007,AVG_roll3,0.2672956692119896,batting,MLB
2008,AVG_roll3,0.26705726691493537,batting,MLB
2009,AVG_roll3,0.2647516908385716,batting,MLB
2010,AVG_roll3,0.2611803446323117,batting,MLB
2011,AVG_roll3,0.2582859055323499,batting,MLB
2012,AVG_roll3,0.2556554303367442,batting,MLB
2013,AVG_roll3,0.25435974837912945,batting,MLB
2014,AVG_roll3,0.253053924220921,batting,MLB
2015,AVG_roll3,0.25301902542664473,batting,MLB
2016,AVG_roll3,0.2536472206572695,batting,MLB
2017,AVG_roll3,0.2549192220147279,batting,MLB
2018,AVG_roll3,0.25275569134058834,batting,MLB
2019,AVG_roll3,0.25172493146693614,batting,MLB
2020,AVG_roll3,0.24826897517949795,batting,MLB
2021,AVG_roll3,0.24689311444245873,batting,MLB
2022,AVG_roll3,0.24371137945565968,batting,MLB
2023,AVG_roll3,0.2449716377478838,batting,MLB
2024,AVG_roll3,0.24479507145892676,batting,MLB
1876,OBP_roll3,0.2773622720829056,batting,MLB
1877,OBP_roll3,0.28320011976968573,batting,MLB
1878,OBP_roll3,0.28167557956090605,batting,MLB
1879,OBP_roll3,0.279491664162932,batting,MLB
1880,OBP_roll3,0.27214638052040757,batting,MLB
1881,OBP_roll3,0.27597821387692817,batting,MLB
1882,OBP_roll3,0.27879366180730947,batting,MLB
1883,OBP_roll3,0.2863869451692369,batting,MLB
1884,OBP_roll3,0.2852323341723759,batting,MLB
1885,OBP_roll3,0.28679404573495737,batting,MLB
1886,OBP_roll3,0.2900653267360928,batting,MLB
1887,OBP_roll3,0.30322205519635387,batting,MLB
1888,OBP_roll3,0.3035070370264895,batting,MLB
1889,OBP_roll3,0.3154176364323187,batting,MLB
1890,OBP_roll3,0.31630640552512385,batting,MLB
1891,OBP_roll3,0.32977454565352954,batting,MLB
1892,OBP_roll3,0.32365139416395605,batting,MLB
1893,OBP_roll3,0.3328502850895453,batting,MLB
1894,OBP_roll3,0.3508166204331849,batting,MLB
1895,OBP_roll3,0.36563074829325953,batting,MLB
1896,OBP_roll3,0.3649061373447555,batting,MLB
1897,OBP_roll3,0.35655399986154673,batting,MLB
1898,OBP_roll3,0.3473893392562915,batting,MLB
1899,OBP_roll3,0.3437777987987667,batting,MLB
1900,OBP_roll3,0.33879297150604554,batting,MLB
1901,OBP_roll3,0.33641164977162913,batting,MLB
1902,OBP_roll3,0.32913427101257936,batting,MLB
1903,OBP_roll3,0.32188055352038997,batting,MLB
1904,OBP_roll3,0.31320918840076867,batting,MLB
1905,OBP_roll3,0.3084653278373545,batting,MLB
1906,OBP_roll3,0.3048036487353467,batting,MLB
1907,OBP_roll3,0.30607576993421376,batting,MLB
1908,OBP_roll3,0.30255560877065346,batting,MLB
1909,OBP_roll3,0.30257054849301007,batting,MLB
1910,OBP_roll3,0.30704150940097724,batting,MLB
1911,OBP_roll3,0.3202654545466799,batting,MLB
1912,OBP_roll3,0.3303258842260821,batting,MLB
1913,OBP_roll3,0.3326848578156336,batting,MLB
1914,OBP_roll3,0.3265125337682348,batting,MLB
1915,OBP_roll3,0.3200462552271814,batting,MLB
1916,OBP_roll3,0.31581976595207834,batting,MLB
1917,OBP_roll3,0.3136336899781674,batting,MLB
1918,OBP_roll3,0.31352050501631484,batting,MLB
1919,OBP_roll3,0.3167113318781692,batting,MLB
1920,OBP_roll3,0.3245336797544714,batting,MLB
1921,OBP_roll3,0.334799616945084,batting,MLB
1922,OBP_roll3,0.3435961897503936,batting,MLB
1923,OBP_roll3,0.34757417802103396,batting,MLB
1924,OBP_roll3,0.34758671029053406,batting,MLB
1925,OBP_roll3,0.3494509944190136,batting,MLB
1926,OBP_roll3,0.3487678266456811,batting,MLB
1927,OBP_roll3,0.347926429319755,batting,MLB
1928,OBP_roll3,0.34461974574461124,batting,MLB
1929,OBP_roll3,0.34737353942002297,batting,MLB
1930,OBP_roll3,0.35088590016112886,batting,MLB
1931,OBP_roll3,0.34924443572672564,batting,MLB
1932,OBP_roll3,0.34383047803367556,batting,MLB
1933,OBP_roll3,0.33527569506738225,batting,MLB
1934,OBP_roll3,0.33615522858733166,batting,MLB
1935,OBP_roll3,0.3376267199447753,batting,MLB
1936,OBP_roll3,0.34404600788026024,batting,MLB
1937,OBP_roll3,0.34462004044688693,batting,MLB
1938,OBP_roll3,0.34535822636501234,batting,MLB
1939,OBP_roll3,0.3434788243792555,batting,MLB
1940,OBP_roll3,0.3404189092358201,batting,MLB
1941,OBP_roll3,0.33723604328781726,batting,MLB
1942,OBP_roll3,0.3305108752672528,batting,MLB
1943,OBP_roll3,0.32672085755908536,batting,MLB
1944,OBP_roll3,0.3239775845748741,batting,MLB
1945,OBP_roll3,0.325841720572477,batting,MLB
1946,OBP_roll3,0.32761319020812935,batting,MLB
1947,OBP_roll3,0.33095657994093136,batting,MLB
1948,OBP_roll3,0.3349986867596994,batting,MLB
1949,OBP_roll3,0.3401385325483946,batting,MLB
1950,OBP_roll3,0.3436236809398681,batting,MLB
1951,OBP_roll3,0.34205712917791714,batting,MLB
1952,OBP_roll3,0.33641207563799674,batting,MLB
1953,OBP_roll3,0.33301620577842167,batting,MLB
1954,OBP_roll3,0.33189597350004085,batting,MLB
1955,OBP_roll3,0.33368469069764023,batting,MLB
1956,OBP_roll3,0.33214583582209667,batting,MLB
1957,OBP_roll3,0.32910382971979546,batting,MLB
1958,OBP_roll3,0.3267158461251342,batting,MLB
1959,OBP_roll3,0.3242708849515503,batting,MLB
1960,OBP_roll3,0.3242264517502909,batting,MLB
1961,OBP_roll3,0.32533979510096883,batting,MLB
1962,OBP_roll3,0.3260580660018441,batting,MLB
1963,OBP_roll3,0.3210877169414092,batting,MLB
1964,OBP_roll3,0.31586821326218856,batting,MLB
1965,OBP_roll3,0.3108306447014902,batting,MLB
1966,OBP_roll3,0.3110462424705925,batting,MLB
1967,OBP_roll3,0.30899205264456087,batting,MLB
1968,OBP_roll3,0.3049214037616638,batting,MLB
1969,OBP_roll3,0.30840866282104046,batting,MLB
1970,OBP_roll3,0.3148521883920381,batting,MLB
1971,OBP_roll3,0.3208756460998458,batting,MLB
1972,OBP_roll3,0.3177008240573036,batting,MLB
1973,OBP_roll3,0.31748848751167774,batting,MLB
1974,OBP_roll3,0.3199860134494921,batting,MLB
1975,OBP_roll3,0.32558369636668616,batting,MLB
1976,OBP_roll3,0.3239316041806602,batting,MLB
1977,OBP_roll3,0.3255468474088483,batting,MLB
1978,OBP_roll3,0.3242691053698426,batting,MLB
1979,OBP_roll3,0.3274961633594264,batting,MLB
1980,OBP_roll3,0.32656387753519844,batting,MLB
1981,OBP_roll3,0.32542580822558104,batting,MLB
1982,OBP_roll3,0.32348270729611867,batting,MLB
1983,OBP_roll3,0.32301408027718087,batting,MLB
1984,OBP_roll3,0.3239439054864665,batting,MLB
1985,OBP_roll3,0.32368593190555334,batting,MLB
1986,OBP_roll3,0.3239923105916734,batting,MLB
1987,OBP_roll3,0.32674858972347604,batting,MLB
1988,OBP_roll3,0.3249756155310756,batting,MLB
1989,OBP_roll3,0.32288387409790137,batting,MLB
1990,OBP_roll3,0.3207104164442797,batting,MLB
1991,OBP_roll3,0.3225229216050333,batting,MLB
1992,OBP_roll3,0.3234392158718647,batting,MLB
1993,OBP_roll3,0.3259974029429395,batting,MLB
1994,OBP_roll3,0.3311143034481987,batting,MLB
1995,OBP_roll3,0.3362773083087429,batting,MLB
1996,OBP_roll3,0.33899869514090586,batting,MLB
1997,OBP_roll3,0.3383733174154779,batting,MLB
1998,OBP_roll3,0.33747635519201175,batting,MLB
1999,OBP_roll3,0.33883677896300995,batting,MLB
2000,OBP_roll3,0.34153378992396005,batting,MLB
2001,OBP_roll3,0.34055100441478875,batting,MLB
2002,OBP_roll3,0.3361077770940482,batting,MLB
2003,OBP_roll3,0.3319921250780274,batting,MLB
2004,OBP_roll3,0.33296046368667676,batting,MLB
2005,OBP_roll3,0.33266559585321603,batting,MLB
2006,OBP_roll3,0.33399925146951553,batting,MLB
2007,OBP_roll3,0.3342247092799453,batting,MLB
2008,OBP_roll3,0.33514241204329703,batting,MLB
2009,OBP_roll3,0.3339298686084704,batting,MLB
2010,OBP_roll3,0.33049329272098216,batting,MLB
2011,OBP_roll3,0.32632189571080145,batting,MLB
2012,OBP_roll3,0.3216632146861855,batting,MLB
2013,OBP_roll3,0.31903954349416597,batting,MLB
2014,OBP_roll3,0.3167475724953949,batting,MLB
2015,OBP_roll3,0.31602559676040737,batting,MLB
2016,OBP_roll3,0.31735235741115925,batting,MLB
2017,OBP_roll3,0.32094499859382447,batting,MLB
2018,OBP_roll3,0.32139619724343865,batting,MLB
2019,OBP_roll3,0.321766818773959,batting,MLB
2020,OBP_roll3,0.3208906268943954,batting,MLB
2021,OBP_roll3,0.3205390481639008,batting,MLB
2022,OBP_roll3,0.31682453650841663,batting,MLB
2023,OBP_roll3,0.3162584739934019,batting,MLB
2024,OBP_roll3,0.3145989266797189,batting,MLB
1876,SLG_roll3,0.320709706277024,batting,MLB
1877,SLG_roll3,0.3292287830426607,batting,MLB
1878,SLG_roll3,0.3258329676455615,batting,MLB
1879,SLG_roll3,0.32845847023134067,batting,MLB
1880,SLG_roll3,0.3224283927146207,batting,MLB
1881,SLG_roll3,0.3287968183012299,batting,MLB
1882,SLG_roll3,0.3334161417106382,batting,MLB
1883,SLG_roll3,0.3468829016489041,batting,MLB
1884,SLG_roll3,0.3473622118832583,batting,MLB
1885,SLG_roll3,0.3406266749619625,batting,MLB
1886,SLG_roll3,0.33456840838198404,batting,MLB
1887,SLG_roll3,0.3483794056177147,batting,MLB
1888,SLG_roll3,0.34918274328531346,batting,MLB
1889,SLG_roll3,0.35555310502482945,batting,MLB
1890,SLG_roll3,0.34256717791848884,batting,MLB
1891,SLG_roll3,0.34832297241747767,batting,MLB
1892,SLG_roll3,0.3371666432619123,batting,MLB
1893,SLG_roll3,0.349595223510436,batting,MLB
1894,SLG_roll3,0.38064096383729445,batting,MLB
1895,SLG_roll3,0.40470413829693047,batting,MLB
1896,SLG_roll3,0.40739179325903585,batting,MLB
1897,SLG_roll3,0.39106507625119913,batting,MLB
1898,SLG_roll3,0.3734755889025152,batting,MLB
1899,SLG_roll3,0.3664368375729683,batting,MLB
1900,SLG_roll3,0.35983719987202734,batting,MLB
1901,SLG_roll3,0.36406393885507055,batting,MLB
1902,SLG_roll3,0.3565007090873387,batting,MLB
1903,SLG_roll3,0.34989811884161653,batting,MLB
1904,SLG_roll3,0.33716952252068216,batting,MLB
1905,SLG_roll3,0.33020033310778807,batting,MLB
1906,SLG_roll3,0.31948615735027813,batting,MLB
1907,SLG_roll3,0.3153768829122195,batting,MLB
1908,SLG_roll3,0.30946991094288756,batting,MLB
1909,SLG_roll3,0.30847955702345625,batting,MLB
1910,SLG_roll3,0.3139629815052773,batting,MLB
1911,SLG_roll3,0.33130425331070495,batting,MLB
1912,SLG_roll3,0.347089478955976,batting,MLB
1913,SLG_roll3,0.3536237564933223,batting,MLB
1914,SLG_roll3,0.34416129853969996,batting,MLB
1915,SLG_roll3,0.3339707428408026,batting,MLB
1916,SLG_roll3,0.3275987742611885,batting,MLB
1917,SLG_roll3,0.3260423690813527,batting,MLB
1918,SLG_roll3,0.3250249642254368,batting,MLB
1919,SLG_roll3,0.33233041131044777,batting,MLB
1920,SLG_roll3,0.34830953771453776,batting,MLB
1921,SLG_roll3,0.374194346599333,batting,MLB
1922,SLG_roll3,0.3918497670635477,batting,MLB
1923,SLG_roll3,0.39837788758329135,batting,MLB
1924,SLG_roll3,0.39558961926007347,batting,MLB
1925,SLG_roll3,0.39889641995158315,batting,MLB
1926,SLG_roll3,0.3979578984855569,batting,MLB
1927,SLG_roll3,0.3974245024121359,batting,MLB
1928,SLG_roll3,0.3927099038029047,batting,MLB
1929,SLG_roll3,0.40204508370884023,batting,MLB
1930,SLG_roll3,0.41594215077448043,batting,MLB
1931,SLG_roll3,0.41415840840527673,batting,MLB
1932,SLG_roll3,0.40872288399769346,batting,MLB
1933,SLG_roll3,0.3892564402851019,batting,MLB
1934,SLG_roll3,0.39100258180337216,batting,MLB
