player_uid,season,league,team_id,name_full,avg,obp,slg,woba,wrc_plus,bb_pct,k_pct,iso,babip,pa,pa_or_bf,era,fip,xfip,k9,bb9,hr9,war,wraa,raa_def,raa_bsr,standard_scale,age,last_update_utc,data_version
milb_tmp:kyle_karros:2024,2024,MiLB,COL,Kyle Karros,0.311440677,0.389610389,0.485169491,0.3997098227415829,137.17962262329047,0.100185528,0.228200371,0.173728814,0.390532544,539.0,539.0,,,,,,,,29.812538174384706,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:luke_keaschall:2024,2024,MiLB,MIN,Luke Keaschall,0.303430079,0.42025862,0.482849604,0.4164336282542663,157.15571758425472,0.133620689,0.172413793,0.179419525,0.346020761,464.0,464.0,,,,,,,,32.31165773039333,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:matt_shaw:2024,2024,MiLB,CHC,Matt Shaw,0.284424379,0.379310344,0.48758465,0.3935404713354805,144.03907302937452,0.118546845,0.181644359,0.203160271,0.314371257,523.0,523.0,,,,,,,,28.30207759103257,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:bryce_eldridge:2024,2024,MiLB,SFG,Bryce Eldridge,0.29147982,0.373795761,0.515695067,0.3997216214274251,139.38615606266063,0.113680154,0.25433526,0.224215247,0.356666666,519.0,519.0,,,,,,,,24.0498672662364,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:dylan_crews:2024,2024,MiLB,WSN,Dylan Crews,0.26952141,0.341517857,0.450881612,0.3541728428431919,116.6833007238114,0.080178173,0.204899777,0.181360202,0.316498316,449.0,449.0,,,,,,,,7.9585672949477715,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:kyle_teel:2024,2024,MiLB,BOS,Kyle Teel,0.288056206,0.386138613,0.433255269,0.3759942723972962,131.2874220591536,0.134653465,0.22970297,0.145199063,0.361842105,505.0,505.0,,,,,,,,19.82221418782861,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:kristian_campbell:2024,2024,MiLB,BOS,Kristian Campbell,0.330232558,0.439071566,0.558139534,0.4473002058591029,177.6620842301456,0.143133462,0.199226305,0.227906976,0.394822006,517.0,517.0,,,,,,,,49.50594150193174,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:c.j._kayfus:2024,2024,MiLB,CLE,C.J. Kayfus,0.291358024,0.392931392,0.511111111,0.4098850063623361,159.22469399595994,0.122661122,0.243243243,0.219753087,0.365942028,481.0,481.0,,,,,,,,32.51307119004825,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:trayce_thompson:2024,2024,MiLB,NYM,Trayce Thompson,0.232804232,0.314814814,0.47089947,0.3406612199586394,94.19205257812308,0.106481481,0.277777777,0.238095238,0.269709543,432.0,432.0,,,,,,,,-0.8752161011797428,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:anthony_prato:2024,2024,MiLB,MIN,Anthony Prato,0.22754491,0.369829683,0.350299401,0.3404639488009061,95.06622055752152,0.162227602,0.205811138,0.122754491,0.295546558,413.0,413.0,,,,,,,,-0.9067189226702016,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:ivan_johnson:2024,2024,MiLB,CIN,Ivan Johnson,0.255936675,0.354545454,0.464379947,0.3712407456202941,125.90830967885356,0.11590909,0.3,0.208443272,0.355932203,440.0,440.0,,,,,,,,15.73693755992553,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:ryan_ward:2024,2024,MiLB,LAD,Ryan Ward,0.264583333,0.325141776,0.558333333,0.3690147734823681,113.03367394693404,0.081285444,0.268431001,0.29375,0.301948051,529.0,529.0,,,,,,,,6.504931772036217,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:clay_dungan:2024,2024,MiLB,SDP,Clay Dungan,0.242222222,0.352504638,0.402222222,0.3427794849938939,93.6738951332447,0.137037037,0.231481481,0.16,0.308641975,540.0,540.0,,,,,,,,-1.6653784006727357,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:cody_milligan:2024,2024,MiLB,ATL,Cody Milligan,0.242268041,0.305882352,0.358247422,0.3115400868303635,107.12305321275556,0.077464788,0.244131455,0.115979381,0.317857142,426.0,426.0,,,,,,,,-0.8428918513121816,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:matt_lloyd:2024,2024,MiLB,STL,Matt Lloyd,0.268765133,0.358024691,0.452784503,0.3675741373878164,122.67914989069156,0.115226337,0.20164609,0.18401937,0.305194805,486.0,486.0,,,,,,,,15.828922227198037,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:robert_perez_jr.:2024,2024,MiLB,SDP,Robert Perez Jr.,0.224691358,0.334033613,0.343209876,0.3211407257381238,104.87934199610947,0.109243697,0.310924369,0.118518518,0.326693227,476.0,476.0,,,,,,,,-1.7028947732789406,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:ernesto_martinez_jr.:2024,2024,MiLB,MIL,Ernesto Martinez Jr.,0.284289276,0.365426695,0.466334164,0.3841968368281397,144.5465392395414,0.087527352,0.168490153,0.182044888,0.32165605,457.0,457.0,,,,,,,,23.251350879723923,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:yunior_severino:2024,2024,MiLB,MIN,Yunior Severino,0.253578732,0.34159292,0.433537832,0.3448706427787212,97.89053649916816,0.11858407,0.272566371,0.1799591,0.320872274,565.0,565.0,,,,,,,,0.900077042139875,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:rafael_lantigua:2024,2024,MiLB,TOR,Rafael Lantigua,0.264573991,0.367307692,0.336322869,0.3328893925134952,96.55396946830416,0.134357005,0.191938579,0.071748878,0.332361516,521.0,521.0,,,,,,,,-4.5365590145235055,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:eliezer_alfonzo:2024,2024,MiLB,DET,Eliezer Alfonzo,0.255494505,0.303797468,0.368131868,0.3071154734204868,94.53142433351168,0.058080808,0.078282828,0.112637363,0.25609756,396.0,396.0,,,,,,,,-3.5556332670157627,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:jeremy_arocho:2024,2024,MiLB,HOU,Jeremy Arocho,0.213513513,0.334090909,0.259459459,0.293875619362701,82.99406310721422,0.148984198,0.178329571,0.045945946,0.267123287,443.0,443.0,,,,,,,,-10.987617448337096,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:jancarlos_cintron:2024,2024,MiLB,ARI,Jancarlos Cintron,0.23798627,0.297916666,0.308924485,0.2850017511596282,55.81316022929203,0.064182194,0.132505175,0.070938215,0.270053475,483.0,483.0,,,,,,,,-19.7058297026039,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:lamar_sparks:2024,2024,MiLB,MIL,Lamar Sparks,0.277310924,0.336734693,0.420168067,0.350662402789611,122.38437058117628,0.084183673,0.298469387,0.142857143,0.383620689,392.0,392.0,,,,,,,,10.38108554728381,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:imanol_vargas:2024,2024,MiLB,LAA,Imanol Vargas,0.274509803,0.364406779,0.463235294,0.3843928710923326,119.21945732688388,0.122881355,0.26059322,0.188725491,0.356363636,472.0,472.0,,,,,,,,12.59996845726237,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:jeferson_morales:2024,2024,MiLB,MIN,Jeferson Morales,0.289473684,0.366589327,0.452631578,0.3725599069928014,125.21355964132243,0.083526682,0.157772621,0.163157894,0.327868852,431.0,431.0,,,,,,,,15.394892121123672,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:carlos_rodriguez:2024,2024,MiLB,MIL,Carlos Rodriguez,0.284403669,0.368,0.373853211,0.3488929740190506,117.68583164245776,0.118,0.104,0.089449542,0.3125,500.0,500.0,,,,,,,,9.35246630264944,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:keyber_rodriguez:2024,2024,MiLB,TEX,Keyber Rodriguez,0.233802816,0.284974093,0.369014084,0.2991113268958472,81.79323391768538,0.059431524,0.193798449,0.135211268,0.27173913,387.0,387.0,,,,,,,,-8.021300295249302,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:alexfri_planez:2024,2024,MiLB,CLE,Alexfri Planez,0.218905472,0.254117647,0.383084577,0.2873435901193057,82.28328211088302,0.037647058,0.289411764,0.164179105,0.270676691,425.0,425.0,,,,,,,,-10.262861049666814,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:neyfy_castillo:2024,2024,MiLB,ARI,Neyfy Castillo,0.221978021,0.30078125,0.367032967,0.3094771131144111,81.38213348884312,0.0859375,0.33203125,0.145054946,0.318840579,512.0,512.0,,,,,,,,-7.68448296544241,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:rainer_nunez:2024,2024,MiLB,TOR,Rainer Nunez,0.275324675,0.348729792,0.415584415,0.3503598540539554,121.20282304209375,0.101616628,0.200923787,0.14025974,0.325259515,433.0,433.0,,,,,,,,10.477873009584211,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:danny_bautista_jr.:2024,2024,MiLB,OAK,Danny Bautista Jr.,0.265486725,0.342857142,0.380530973,0.3406239786705413,98.67241409655284,0.085051546,0.131443298,0.115044248,0.298611111,388.0,388.0,,,,,,,,4.743391545408633,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:alberto_rodriguez:2024,2024,MiLB,SEA,Alberto Rodriguez,0.240793201,0.287206266,0.328611898,0.2837128867029519,84.42702952729164,0.057291666,0.268229166,0.087818697,0.325396825,384.0,384.0,,,,,,,,-12.56225062982601,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:stanley_consuegra:2024,2024,MiLB,NYM,Stanley Consuegra,0.214797136,0.302325581,0.343675417,0.3030082505133192,93.34013272281636,0.088794926,0.310782241,0.128878281,0.304182509,473.0,473.0,,,,,,,,-6.353667796795135,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:brandon_valenzuela:2024,2024,MiLB,SDP,Brandon Valenzuela,0.231770833,0.311926605,0.3515625,0.3083337785183698,89.67682329652101,0.100686498,0.231121281,0.119791667,0.286738351,437.0,437.0,,,,,,,,-9.108764950579678,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:junior_perez:2024,2024,MiLB,OAK,Junior Perez,0.219941348,0.304123711,0.372434017,0.3123011011438271,90.18265116349907,0.107692307,0.353846153,0.152492669,0.336683417,390.0,390.0,,,,,,,,-4.078989705060932,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:diego_hernandez:2024,2024,MiLB,KCR,Diego Hernandez,0.240437158,0.271317829,0.352459016,0.2844832274648878,71.86733488291007,0.040506329,0.24556962,0.112021858,0.301886792,395.0,395.0,,,,,,,,-12.685228428154083,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:dereck_salom:2024,2024,MiLB,OAK,Dereck Salom,0.223642172,0.352480417,0.284345047,0.3223911751627298,80.02836451857853,0.156657963,0.164490861,0.060702875,0.265873015,383.0,383.0,,,,,,,,-7.585549299145775,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:bladimir_restituyo:2024,2024,MiLB,COL,Bladimir Restituyo,0.269607843,0.312217194,0.350490196,0.3048635055037105,90.70865608721316,0.056306306,0.164414414,0.080882353,0.3125,444.0,444.0,,,,,,,,-4.753724669444341,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:devin_mann:2024,2024,MiLB,KCR,Devin Mann,0.256559766,0.3575,0.419825072,0.3513949138478826,102.71275956770766,0.119106699,0.223325062,0.163265306,0.309917355,403.0,403.0,,,,,,,,2.9024350522212083,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:kristian_robinson:2024,2024,MiLB,ARI,Kristian Robinson,0.213675213,0.336515513,0.35042735,0.3260225694902188,85.29811915640838,0.150357995,0.357995226,0.136752137,0.333333333,419.0,419.0,,,,,,,,0.0933906837956171,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:luis_verdugo:2024,2024,MiLB,CHC,Luis Verdugo,0.256790123,0.313199105,0.328395061,0.3022498455090277,91.29979263907248,0.076062639,0.165548098,0.071604938,0.304477611,447.0,447.0,,,,,,,,-3.9055061180197286,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:carlos_de_la_cruz:2024,2024,MiLB,PHI,Carlos De La Cruz,0.233576642,0.301762114,0.367396593,0.3072904234153059,83.54433308084288,0.070484581,0.325991189,0.133819951,0.334645669,454.0,454.0,,,,,,,,-8.97930081377801,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:frainyer_chavez:2024,2024,MiLB,TEX,Frainyer Chavez,0.25,0.327146171,0.3359375,0.3102470722309379,84.7163165457492,0.099078341,0.216589861,0.0859375,0.319444444,434.0,434.0,,,,,,,,-9.509698469131273,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:p.j._hilson:2024,2024,MiLB,PIT,P.J. Hilson,0.238505747,0.297368421,0.416666666,0.3261997018766277,97.54482473402688,0.065616797,0.262467191,0.178160919,0.289361702,381.0,381.0,,,,,,,,0.9267325086542124,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:nick_schnell:2024,2024,MiLB,TBR,Nick Schnell,0.250652741,0.313539192,0.404699738,0.3318712670276397,107.08202911703872,0.071090047,0.274881516,0.154046997,0.326848249,422.0,422.0,,,,,,,,2.4354238695085053,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:nicholas_northcut:2024,2024,MiLB,CIN,Nicholas Northcut,0.191815856,0.256470588,0.439897698,0.3199506444188784,96.71645952089622,0.065882352,0.30117647,0.248081842,0.206751054,425.0,425.0,,,,,,,,1.7594799568653774,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:grant_lavigne:2024,2024,MiLB,COL,Grant Lavigne,0.242630385,0.359168241,0.426303854,0.3519445548021364,89.06452386231514,0.137735849,0.26981132,0.183673469,0.312280701,530.0,530.0,,,,,,,,-1.4299459276798494,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:jake_slaughter:2024,2024,MiLB,CHC,Jake Slaughter,0.281179138,0.357429718,0.444444444,0.358161578336394,105.20070041447131,0.088353413,0.261044176,0.163265306,0.364548494,498.0,498.0,,,,,,,,2.5685666498972703,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:malcom_nunez:2024,2024,MiLB,PIT,Malcom Nunez,0.25,0.309885931,0.365384615,0.3043440563370519,76.45759530476091,0.079847908,0.205323193,0.115384615,0.293628808,526.0,526.0,,,,,,,,-17.48858894753596,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:hunter_stovall:2024,2024,MiLB,COL,Hunter Stovall,0.270676691,0.318604651,0.373433583,0.3123553454875946,64.18834055324032,0.067285382,0.11600928,0.102756892,0.293604651,431.0,431.0,,,,,,,,-16.634203553104665,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:jimmy_herron:2024,2024,MiLB,COL,Jimmy Herron,0.282666666,0.361502347,0.458666666,0.3645802802043342,96.66919432599224,0.098360655,0.138173302,0.176,0.299342105,427.0,427.0,,,,,,,,3.5043267141043173,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:jax_biggers:2024,2024,MiLB,TEX,Jax Biggers,0.274725274,0.389639639,0.381868131,0.3585504224976977,105.44887196119674,0.157079646,0.192477876,0.107142857,0.345195729,452.0,452.0,,,,,,,,1.487838448252782,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:omar_martinez:2024,2024,MiLB,NYY,Omar Martinez,0.237822349,0.374418604,0.404011461,0.3662347119908,128.16848520505374,0.169767441,0.23488372,0.166189112,0.294117647,430.0,430.0,,,,,,,,14.617928411573743,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:misael_urbina:2024,2024,MiLB,MIN,Misael Urbina,0.218181818,0.335038363,0.324242424,0.3199235618571796,98.48255972978087,0.142857142,0.247448979,0.106060606,0.291304347,392.0,392.0,,,,,,,,-1.3350091684288996,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:jose_de_la_cruz:2024,2024,MiLB,DET,Jose De La Cruz,0.236276849,0.316348195,0.398568019,0.3408750071647061,106.67181159265056,0.080679405,0.348195329,0.16229117,0.34439834,471.0,471.0,,,,,,,,3.4089593435650927,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:eduarqui_fernandez:2024,2024,MiLB,MIL,Eduarqui Fernandez,0.190348525,0.281395348,0.316353887,0.2847019808236943,73.22566074046416,0.111627906,0.341860465,0.126005362,0.28,430.0,430.0,,,,,,,,-12.900614504436238,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:juan_guerrero:2024,2024,MiLB,COL,Juan Guerrero,0.304439746,0.343195266,0.395348837,0.3408677673198768,103.11260300521516,0.05108055,0.135559921,0.090909091,0.343283582,509.0,509.0,,,,,,,,5.745788606996168,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:victor_bericoto:2024,2024,MiLB,SFG,Victor Bericoto,0.260674157,0.308977035,0.384269662,0.3165297646652206,100.5297808423021,0.06263048,0.240083507,0.123595505,0.327102803,479.0,479.0,,,,,,,,-0.8412221855682321,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:dayan_frias:2024,2024,MiLB,CLE,Dayan Frias,0.202702702,0.301401869,0.302702702,0.2867191698506613,81.87527455708022,0.114219114,0.242424242,0.1,0.264150943,429.0,429.0,,,,,,,,-10.564968021651811,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:geury_estevez:2024,2024,MiLB,DET,Geury Estevez,0.307189542,0.43523316,0.437908496,0.4393086060881614,141.74394556098656,0.124352331,0.139896373,0.130718954,0.349206349,193.0,193.0,,,,,,,,11.552038456200558,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:alex_de_jesus:2024,2024,MiLB,TOR,Alex De Jesus,0.259740259,0.327830188,0.376623376,0.3261365297268022,105.37486261225332,0.082352941,0.28,0.116883117,0.356589147,425.0,425.0,,,,,,,,2.3860045281012336,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:jose_ramos:2024,2024,MiLB,LAD,Jose Ramos,0.221218961,0.308300395,0.388261851,0.3198776739658696,99.30893702148758,0.112648221,0.339920948,0.16704289,0.312741312,506.0,506.0,,,,,,,,-2.3077475218397847,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:gabriel_martinez:2024,2024,MiLB,TOR,Gabriel Martinez,0.212121212,0.26952141,0.322314049,0.2732882790961854,70.84285501203986,0.070528967,0.156171284,0.110192837,0.237458193,397.0,397.0,,,,,,,,-13.867677191430564,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:brayan_buelvas:2024,2024,MiLB,OAK,Brayan Buelvas,0.26744186,0.351626016,0.420930232,0.3586385148327525,112.76034821306892,0.109756097,0.231707317,0.153488372,0.342948717,492.0,492.0,,,,,,,,12.524071679356515,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:euribiel_angeles:2024,2024,MiLB,OAK,Euribiel Angeles,0.266365688,0.302966101,0.381489841,0.3161764456811597,85.19719534372894,0.046610169,0.114406779,0.115124153,0.287564766,472.0,472.0,,,,,,,,-3.166883760963843,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:milkar_perez:2024,2024,MiLB,SEA,Milkar Perez,0.281065088,0.385964912,0.417159763,0.3837564746339117,121.4941482166295,0.140350877,0.210526315,0.136094675,0.356,399.0,399.0,,,,,,,,10.441666941324373,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:leandro_pineda:2024,2024,MiLB,PHI,Leandro Pineda,0.260479041,0.330666666,0.413173652,0.3414741000708411,115.05075445942326,0.074666666,0.2,0.152694611,0.301587301,375.0,375.0,,,,,,,,5.669936273384346,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:rodolfo_nolasco:2024,2024,MiLB,PIT,Rodolfo Nolasco,0.219745222,0.314917127,0.388535031,0.3271502220169615,100.12632468576577,0.110497237,0.372928176,0.168789809,0.335294117,362.0,362.0,,,,,,,,0.0281723255518855,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:carlos_mendoza:2024,2024,MiLB,DET,Carlos Mendoza,0.263513513,0.388475836,0.362612612,0.35618951123076,126.74498615425884,0.132596685,0.17679558,0.099099099,0.324637681,543.0,543.0,,,,,,,,15.454947003962568,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:felix_stevens:2024,2024,MiLB,CHC,Felix Stevens,0.236641221,0.354077253,0.44529262,0.3715247307615033,133.08494718459306,0.13304721,0.35193133,0.208651399,0.347619047,466.0,466.0,,,,,,,,18.24363350203708,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:rubel_cespedes:2024,2024,MiLB,MIN,Rubel Cespedes,0.28229665,0.346320346,0.430622009,0.3603948800786198,124.38116537564714,0.084233261,0.20086393,0.148325359,0.336507936,463.0,463.0,,,,,,,,12.572408964901426,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:darlyn_montero:2024,2024,MiLB,OAK,Darlyn Montero,0.256198347,0.318295739,0.352617079,0.3221263538924673,78.08665256893157,0.059850374,0.25935162,0.096418732,0.34117647,401.0,401.0,,,,,,,,-9.90371098243004,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:yohendrick_pinango:2024,2024,MiLB,TOR,Yohendrick Pinango,0.239130434,0.331223628,0.388888888,0.3356834865980229,110.65890505601898,0.11392405,0.187763713,0.149758454,0.280757097,474.0,474.0,,,,,,,,6.277050248401435,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:juan_brito:2024,2024,MiLB,CLE,Juan Brito,0.255898366,0.364615384,0.442831215,0.3627524456735385,114.6439007834063,0.134969325,0.161042944,0.186932849,0.280373831,652.0,652.0,,,,,,,,11.062037693484932,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:luke_ritter:2024,2024,MiLB,NYM,Luke Ritter,0.256784968,0.368606701,0.480167014,0.3771217773410588,119.1481016268688,0.128747795,0.306878306,0.223382046,0.345195729,567.0,567.0,,,,,,,,16.624354466024126,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:aaron_bracho:2024,2024,MiLB,CLE,Aaron Bracho,0.220670391,0.296296296,0.337988826,0.2932459304828455,86.13997859299364,0.088888888,0.197530864,0.117318435,0.257246376,405.0,405.0,,,,,,,,-7.945945539672797,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:kody_hoese:2024,2024,MiLB,LAD,Kody Hoese,0.286637931,0.360687022,0.474137931,0.3676163451817199,113.00473610774137,0.099047619,0.198095238,0.1875,0.334293948,525.0,525.0,,,,,,,,6.043776096418873,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:nerwilian_cedeno:2024,2024,MiLB,SDP,Nerwilian Cedeno,0.215686274,0.302729528,0.347338935,0.3074119915416585,89.47853364537268,0.096059113,0.263546798,0.131652661,0.286885245,406.0,406.0,,,,,,,,-5.218364456465597,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:christian_cairo:2024,2024,MiLB,CLE,Christian Cairo,0.240469208,0.354368932,0.325513196,0.3222813279304689,94.92219317264738,0.142857142,0.23244552,0.085043988,0.314516129,413.0,413.0,,,,,,,,-4.244690926319925,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:jack_dunn:2024,2024,MiLB,WSN,Jack Dunn,0.236263736,0.362186788,0.351648351,0.3358173883585832,96.32173289260682,0.144469525,0.162528216,0.115384615,0.270175438,443.0,443.0,,,,,,,,-2.742242757250152,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:j.t._arruda:2024,2024,MiLB,WSN,J.T. Arruda,0.219638242,0.298850574,0.310077519,0.2863050799260194,81.99552498896652,0.09276018,0.210407239,0.090439277,0.278911564,442.0,442.0,,,,,,,,-11.025537895629222,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:yordys_valdes:2024,2024,MiLB,CLE,Yordys Valdes,0.230555555,0.316953316,0.338888888,0.3075273958119479,95.47174763741766,0.107055961,0.299270072,0.108333333,0.326086956,411.0,411.0,,,,,,,,-3.560428898816083,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:dj_gladney:2024,2024,MiLB,CHW,DJ Gladney,0.246458923,0.303108808,0.450424929,0.3426816915909861,115.57485820540538,0.069948186,0.284974093,0.203966006,0.308695652,386.0,386.0,,,,,,,,6.468834385973571,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:ripken_reyes:2024,2024,MiLB,SDP,Ripken Reyes,0.225490196,0.348268839,0.311274509,0.3206046222426498,104.53379121370725,0.088932806,0.124505928,0.085784313,0.255072463,506.0,506.0,,,,,,,,-2.021396060467573,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:kellen_strahm:2024,2024,MiLB,TEX,Kellen Strahm,0.273869346,0.369098712,0.381909547,0.3481740260432506,108.26860995658735,0.130901287,0.210300429,0.108040201,0.344481605,466.0,466.0,,,,,,,,4.171877044985985,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:jake_holton:2024,2024,MiLB,DET,Jake Holton,0.279202279,0.373170731,0.458689458,0.3793900231035744,141.7569288521512,0.107317073,0.221951219,0.179487179,0.336,410.0,410.0,,,,,,,,19.052838013312947,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:andrew_navigato:2024,2024,MiLB,DET,Andrew Navigato,0.266519823,0.357692307,0.491189427,0.374162645981862,124.36736822045796,0.10576923,0.246153846,0.224669604,0.326797385,520.0,520.0,,,,,,,,14.325827313235916,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:sammy_siani:2024,2024,MiLB,PIT,Sammy Siani,0.265402843,0.338266384,0.400473933,0.3395190992516644,110.49001209371328,0.094537815,0.18907563,0.13507109,0.31595092,476.0,476.0,,,,,,,,7.349784414167419,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:stephen_paolini:2024,2024,MiLB,ATL,Stephen Paolini,0.22,0.314356435,0.322857142,0.301107240553519,94.79027462209632,0.116336633,0.324257425,0.102857142,0.330275229,404.0,404.0,,,,,,,,-6.600094300688573,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:hudson_head:2024,2024,MiLB,PIT,Hudson Head,0.208333333,0.302663438,0.383333333,0.3169937421685284,91.7031861620694,0.108173076,0.319711538,0.175,0.285714285,416.0,416.0,,,,,,,,-1.6887116904209354,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
milb_tmp:kervin_pichardo:2024,2024,MiLB,PIT,Kervin Pichardo,0.251781472,0.3061674,0.372921615,0.3128053289940704,94.5034704095635,0.058823529,0.278867102,0.121140143,0.336879432,459.0,459.0,,,,,,,,-2.117642855830048,,,milb_std,,2025-10-05T07:08:54.113034,day55_v1
