year,league,role,age_group,weight,share
1959,MLB,batting,30-32,20688.0,0.2184190799961992
1959,MLB,batting,33-35,11183.0,0.11806750636105451
1959,MLB,batting,36+,4632.0,0.048903575915622326
1960,MLB,batting,<=23,11123.0,0.11736712707473805
1960,MLB,batting,24-26,25078.0,0.2646168131601439
1960,MLB,batting,27-29,26179.0,0.2762342910806048
1960,MLB,batting,30-32,18780.0,0.1981618849648099
1960,MLB,batting,33-35,9137.0,0.09641134946344346
1960,MLB,batting,36+,4474.0,0.04720853425625983
1961,MLB,batting,<=23,14643.0,0.13364303446261683
1961,MLB,batting,24-26,27589.0,0.2517979702102804
1961,MLB,batting,27-29,30533.0,0.27866712908878505
1961,MLB,batting,30-32,20210.0,0.18445166471962618
1961,MLB,batting,33-35,11841.0,0.10806987441588785
1961,MLB,batting,36+,4752.0,0.04337032710280374
1962,MLB,batting,<=23,18205.0,0.14617793480006425
1962,MLB,batting,24-26,30200.0,0.2424923719286976
1962,MLB,batting,27-29,35309.0,0.2835153364380922
1962,MLB,batting,30-32,23886.0,0.19179380118837322
1962,MLB,batting,33-35,12275.0,0.09856271077565441
1962,MLB,batting,36+,4665.0,0.03745784486911836
1963,MLB,batting,<=23,19312.0,0.15786031912110907
1963,MLB,batting,24-26,33916.0,0.2772364635103322
1963,MLB,batting,27-29,33894.0,0.2770566309181271
1963,MLB,batting,30-32,19877.0,0.16247874705728485
1963,MLB,batting,33-35,11141.0,0.09106885953439707
1963,MLB,batting,36+,4196.0,0.034298979858749676
1964,MLB,batting,<=23,19607.0,0.1594324280370792
1964,MLB,batting,24-26,37324.0,0.3034965034965035
1964,MLB,batting,27-29,30842.0,0.25078874613758334
1964,MLB,batting,30-32,21013.0,0.1708651813302976
1964,MLB,batting,33-35,11097.0,0.09023418442023093
1964,MLB,batting,36+,3097.0,0.025182956578305417
1965,MLB,batting,<=23,22671.0,0.18469396899363744
1965,MLB,batting,24-26,33913.0,0.276279236490725
1965,MLB,batting,27-29,30165.0,0.2457453828544428
1965,MLB,batting,30-32,22262.0,0.18136196628893106
1965,MLB,batting,33-35,11340.0,0.09238364467327637
1965,MLB,batting,36+,2398.0,0.019535800698987364
1966,MLB,batting,<=23,20577.0,0.16911166448876944
1966,MLB,batting,24-26,36378.0,0.2989718681427057
1966,MLB,batting,27-29,32889.0,0.2702975911634902
1966,MLB,batting,30-32,20478.0,0.16829803496141424
1966,MLB,batting,33-35,8911.0,0.07323487594204328
1966,MLB,batting,36+,2444.0,0.020085965301577125
1967,MLB,batting,<=23,17223.0,0.14135867825573092
1967,MLB,batting,24-26,38375.0,0.3149648306371523
1967,MLB,batting,27-29,34952.0,0.2868703781219478
1967,MLB,batting,30-32,18987.0,0.15583680102430256
1967,MLB,batting,33-35,9701.0,0.07962146767455412
1967,MLB,batting,36+,2601.0,0.021347844286312263
1968,MLB,batting,<=23,13036.0,0.10789961594490796
1968,MLB,batting,24-26,39847.0,0.32981558733942523
1968,MLB,batting,27-29,35681.0,0.29533339954972854
1968,MLB,batting,30-32,19041.0,0.15760329757647992
1968,MLB,batting,33-35,10444.0,0.08644550390676732
1968,MLB,batting,36+,2767.0,0.022902595682691033
1969,MLB,batting,<=23,21934.0,0.14802167619330414
1969,MLB,batting,24-26,45519.0,0.3071851316970462
1969,MLB,batting,27-29,38971.0,0.26299593065237786
1969,MLB,batting,30-32,29299.0,0.197724404613277
1969,MLB,batting,33-35,9527.0,0.06429299302879586
1969,MLB,batting,36+,2931.0,0.01977986381519898
1970,MLB,batting,<=23,20757.0,0.1390176275182169
1970,MLB,batting,24-26,41155.0,0.2756308936990999
1970,MLB,batting,27-29,44567.0,0.2984823724817831
1970,MLB,batting,30-32,26340.0,0.17640912987569654
1970,MLB,batting,33-35,12475.0,0.08354988212601801
1970,MLB,batting,36+,4018.0,0.0269100942991856
1971,MLB,batting,<=23,22707.0,0.15479582793646465
1971,MLB,batting,24-26,35335.0,0.2408821323880292
1971,MLB,batting,27-29,44425.0,0.3028495466630309
1971,MLB,batting,30-32,28283.0,0.19280796236962303
1971,MLB,batting,33-35,10877.0,0.07414956711432272
1971,MLB,batting,36+,5063.0,0.03451496352852955
1972,MLB,batting,<=23,23592.0,0.16857810456815794
1972,MLB,batting,24-26,39433.0,0.2817709561476845
1972,MLB,batting,27-29,35538.0,0.25393899118952173
1972,MLB,batting,30-32,24773.0,0.17701701358371383
1972,MLB,batting,33-35,11858.0,0.08473207714349004
1972,MLB,batting,36+,4753.0,0.03396285736743196
1973,MLB,batting,<=23,22761.0,0.1529873569167277
1973,MLB,batting,24-26,43340.0,0.2913084683788489
1973,MLB,batting,27-29,35990.0,0.24190567090343265
1973,MLB,batting,30-32,27660.0,0.18591583376462759
1973,MLB,batting,33-35,14137.0,0.09502140787890602
1973,MLB,batting,36+,4889.0,0.03286126215745713
1974,MLB,batting,<=23,24158.0,0.16231833421800565
1974,MLB,batting,24-26,46269.0,0.3108828133923712
1974,MLB,batting,27-29,34494.0,0.23176623149747028
1974,MLB,batting,30-32,26238.0,0.17629391726186078
1974,MLB,batting,33-35,13120.0,0.08815367766123992
1974,MLB,batting,36+,4552.0,0.030585025969052146
1975,MLB,batting,<=23,23612.0,0.15890064335513743
1975,MLB,batting,24-26,46452.0,0.31260599208592427
1975,MLB,batting,27-29,39533.0,0.2660435004979946
1975,MLB,batting,30-32,22714.0,0.15285741204339282
1975,MLB,batting,33-35,9675.0,0.06510942421061132
1975,MLB,batting,36+,6610.0,0.04448302780693962
1976,MLB,batting,<=23,20772.0,0.14075459424296632
1976,MLB,batting,24-26,41818.0,0.2833658589472543
1976,MLB,batting,27-29,43978.0,0.29800238521168754
1976,MLB,batting,30-32,24860.0,0.16845557543231962
1976,MLB,batting,33-35,10921.0,0.07400254783975714
1976,MLB,batting,36+,5227.0,0.03541903832601507
1977,MLB,batting,<=23,22639.0,0.14016394457583675
1977,MLB,batting,24-26,50190.0,0.31073936031897376
1977,MLB,batting,27-29,43760.0,0.2709295558389777
1977,MLB,batting,30-32,26749.0,0.16561002488886686
1977,MLB,batting,33-35,13779.0,0.08530937728302727
1977,MLB,batting,36+,4401.0,0.027247737094317662
1978,MLB,batting,<=23,20809.0,0.13073854176483524
1978,MLB,batting,24-26,45084.0,0.28325322778248985
1978,MLB,batting,27-29,47477.0,0.29828794018785537
1978,MLB,batting,30-32,28742.0,0.18057990136022367
1978,MLB,batting,33-35,11894.0,0.07472748405742469
1978,MLB,batting,36+,5159.0,0.03241290484717117
1979,MLB,batting,<=23,15998.0,0.09976489956783925
1979,MLB,batting,24-26,45515.0,0.28383544216965895
1979,MLB,batting,27-29,45989.0,0.2867913468074359
1979,MLB,batting,30-32,33294.0,0.20762423841802977
1979,MLB,batting,33-35,13029.0,0.08124996102446416
1979,MLB,batting,36+,6532.0,0.040734112012571946
1980,MLB,batting,<=23,15044.0,0.09333316789299319
1980,MLB,batting,24-26,41999.0,0.260562331716154
1980,MLB,batting,27-29,46956.0,0.29131562294492075
1980,MLB,batting,30-32,36471.0,0.22626654920402517
1980,MLB,batting,33-35,14923.0,0.09258248234958372
1980,MLB,batting,36+,5793.0,0.03593984589232316
1981,MLB,batting,<=23,8815.0,0.08325462788061957
1981,MLB,batting,24-26,26005.0,0.24560823573857196
1981,MLB,batting,27-29,28315.0,0.26742538723082737
1981,MLB,batting,30-32,26529.0,0.25055723460521345
1981,MLB,batting,33-35,12203.0,0.11525311673592746
1981,MLB,batting,36+,4013.0,0.0379013978088402
1982,MLB,batting,<=23,16359.0,0.10155255790277425
1982,MLB,batting,24-26,38084.0,0.23641589431928933
1982,MLB,batting,27-29,42615.0,0.2645432028257671
1982,MLB,batting,30-32,32630.0,0.20255883393651955
1982,MLB,batting,33-35,23001.0,0.14278442351743445
1982,MLB,batting,36+,8400.0,0.052145087498215274
1983,MLB,batting,<=23,16605.0,0.10339996263777321
1983,MLB,batting,24-26,39209.0,0.2441559250264649
1983,MLB,batting,27-29,42503.0,0.2646677875334703
1983,MLB,batting,30-32,29157.0,0.18156174107976836
1983,MLB,batting,33-35,22002.0,0.1370072856342238
1983,MLB,batting,36+,11114.0,0.0692072980882994
1984,MLB,batting,<=23,16736.0,0.10424946118675953
1984,MLB,batting,24-26,41326.0,0.2574219187980416
1984,MLB,batting,27-29,42117.0,0.2623491011473919
1984,MLB,batting,30-32,25705.0,0.160117853716877
1984,MLB,batting,33-35,23419.0,0.14587823443670658
1984,MLB,batting,36+,11235.0,0.06998343071422343
1985,MLB,batting,<=23,11372.0,0.07093977106141418
1985,MLB,batting,24-26,45946.0,0.28661613798696234
1985,MLB,batting,27-29,41539.0,0.25912479336265243
1985,MLB,batting,30-32,25810.0,0.1610055831072019
1985,MLB,batting,33-35,20489.0,0.12781260721749166
1985,MLB,batting,36+,15149.0,0.09450110726427748
1986,MLB,batting,<=23,13713.0,0.08526129262909192
1986,MLB,batting,24-26,47632.0,0.29615444399539903
1986,MLB,batting,27-29,39794.0,0.24742127024590418
1986,MLB,batting,30-32,25451.0,0.1582429197624895
1986,MLB,batting,33-35,17975.0,0.11176049989119284
1986,MLB,batting,36+,16270.0,0.10115957347592253
1987,MLB,batting,<=23,18455.0,0.11399645440450673
1987,MLB,batting,24-26,45889.0,0.2834561525965001
1987,MLB,batting,27-29,42772.0,0.26420245720886276
1987,MLB,batting,30-32,27846.0,0.17200462039273337
1987,MLB,batting,33-35,14728.0,0.09097479168082229
1987,MLB,batting,36+,12201.0,0.07536552371657473
1988,MLB,batting,<=23,13115.0,0.08229535970884448
1988,MLB,batting,24-26,43585.0,0.27349167006557273
1988,MLB,batting,27-29,49922.0,0.31325573369309445
1988,MLB,batting,30-32,30143.0,0.18914441690459008
1988,MLB,batting,33-35,13390.0,0.08402095817776802
1988,MLB,batting,36+,9210.0,0.057791861450130204
1989,MLB,batting,<=23,10653.0,0.06657459254074592
1989,MLB,batting,24-26,42252.0,0.26404859514048595
1989,MLB,batting,27-29,51826.0,0.3238801119888011
1989,MLB,batting,30-32,30621.0,0.19136211378862114
1989,MLB,batting,33-35,15995.0,0.09995875412458755
1989,MLB,batting,36+,8669.0,0.05417583241675832
1990,MLB,batting,<=23,10681.0,0.06663090061821199
1990,MLB,batting,24-26,44477.0,0.27745927973000795
1990,MLB,batting,27-29,48484.0,0.3024560046412686
1990,MLB,batting,30-32,32356.0,0.20184527856969076
1990,MLB,batting,33-35,17401.0,0.10855203648136942
1990,MLB,batting,36+,6902.0,0.04305649995945128
1991,MLB,batting,<=23,16947.0,0.10543769053692528
1991,MLB,batting,24-26,38758.0,0.24113731101847818
1991,MLB,batting,27-29,42655.0,0.2653829403347228
1991,MLB,batting,30-32,38288.0,0.23821315249175637
1991,MLB,batting,33-35,16750.0,0.10421203260125676
1991,MLB,batting,36+,7332.0,0.04561687301686057
1992,MLB,batting,<=23,14285.0,0.08899424356450447
1992,MLB,batting,24-26,41021.0,0.25555707842208875
1992,MLB,batting,27-29,47656.0,0.2968925216177827
1992,MLB,batting,30-32,34214.0,0.21315009095666476
1992,MLB,batting,33-35,15644.0,0.09746068927708142
1992,MLB,batting,36+,7696.0,0.047945376161877946
1993,MLB,batting,<=23,9566.0,0.054805037067592495
1993,MLB,batting,24-26,50603.0,0.2899121148579744
1993,MLB,batting,27-29,53801.0,0.3082339326022939
1993,MLB,batting,30-32,34794.0,0.19934000206249355
1993,MLB,batting,33-35,17771.0,0.1018127026686375
1993,MLB,batting,36+,8011.0,0.0458962107410081
1994,MLB,batting,<=23,6121.0,0.04917571823381965
1994,MLB,batting,24-26,35710.0,0.28689183109454336
1994,MLB,batting,27-29,34350.0,0.27596567902821517
1994,MLB,batting,30-32,27585.0,0.22161610643357543
1994,MLB,batting,33-35,15523.0,0.12471077832765602
1994,MLB,batting,36+,5183.0,0.04163988688219037
1995,MLB,batting,<=23,10613.0,0.06773203310975104
1995,MLB,batting,24-26,38923.0,0.2484060986272345
1995,MLB,batting,27-29,46019.0,0.29369268177495833
1995,MLB,batting,30-32,36493.0,0.23289786905438092
1995,MLB,batting,33-35,15674.0,0.10003127173864484
1995,MLB,batting,36+,8969.0,0.05724004569503035
1996,MLB,batting,<=23,10642.0,0.06004220218684059
1996,MLB,batting,24-26,38989.0,0.21997607790478554
1996,MLB,batting,27-29,54738.0,0.30883199241714715
1996,MLB,batting,30-32,43027.0,0.24275848839439862
1996,MLB,batting,33-35,18851.0,0.10635740964331253
1996,MLB,batting,36+,10995.0,0.06203382945351553
1997,MLB,batting,<=23,13494.0,0.07688319383749352
1997,MLB,batting,24-26,36409.0,0.20744332328659415
1997,MLB,batting,27-29,54039.0,0.3078917231202247
1997,MLB,batting,30-32,40769.0,0.23228478802140012
1997,MLB,batting,33-35,20092.0,0.11447585079167925
1997,MLB,batting,36+,10710.0,0.06102112094260824
1998,MLB,batting,<=23,15894.0,0.08442713949547692
1998,MLB,batting,24-26,39757.0,0.2111847102630978
1998,MLB,batting,27-29,52565.0,0.2792193650169715
1998,MLB,batting,30-32,40904.0,0.217277445194601
1998,MLB,batting,33-35,28916.0,0.15359853816856744
1998,MLB,batting,36+,10221.0,0.05429280186128537
1999,MLB,batting,<=23,17071.0,0.09000131804402267
1999,MLB,batting,24-26,41866.0,0.2207249242124687
1999,MLB,batting,27-29,49159.0,0.25917490444180835
1999,MLB,batting,30-32,42739.0,0.2253275339396336
1999,MLB,batting,33-35,28196.0,0.14865427705285356
1999,MLB,batting,36+,10644.0,0.056117042309213126
2000,MLB,batting,<=23,10457.0,0.05496683171959925
2000,MLB,batting,24-26,49453.0,0.2599478558888153
2000,MLB,batting,27-29,44940.0,0.2362254391774687
2000,MLB,batting,30-32,44699.0,0.23495863163759842
2000,MLB,batting,33-35,28779.0,0.15127574352666603
2000,MLB,batting,36+,11914.0,0.06262549804985229
2001,MLB,batting,<=23,12246.0,0.06550029150464536
2001,MLB,batting,24-26,42198.0,0.22570482614021106
2001,MLB,batting,27-29,51758.0,0.2768384850316376
2001,MLB,batting,30-32,39961.0,0.2137397639079808
2001,MLB,batting,33-35,25306.0,0.13535443220778665
2001,MLB,batting,36+,15492.0,0.08286220120773852
2002,MLB,batting,<=23,9935.0,0.0532405174538868
2002,MLB,batting,24-26,44864.0,0.24042099396589606
2002,MLB,batting,27-29,50599.0,0.2711541965424477
2002,MLB,batting,30-32,40542.0,0.2172598951802193
2002,MLB,batting,33-35,26316.0,0.14102440435998842
2002,MLB,batting,36+,14350.0,0.07689999249756171
2003,MLB,batting,<=23,11587.0,0.06181810421635003
2003,MLB,batting,24-26,42077.0,0.22448609399424874
2003,MLB,batting,27-29,56324.0,0.3004956331994217
2003,MLB,batting,30-32,38289.0,0.20427663695001522
2003,MLB,batting,33-35,24620.0,0.13135080053564666
2003,MLB,batting,36+,14540.0,0.07757273110431771
2004,MLB,batting,<=23,10102.0,0.053586110683803756
2004,MLB,batting,24-26,40471.0,0.2146786265575353
2004,MLB,batting,27-29,54298.0,0.2880240187991661
2004,MLB,batting,30-32,42314.0,0.22445482948668305
2004,MLB,batting,33-35,23729.0,0.12587060190219554
2004,MLB,batting,36+,17605.0,0.09338581257061622
2005,MLB,batting,<=23,14923.0,0.08011316662550866
2005,MLB,batting,24-26,36034.0,0.1934462136422689
2005,MLB,batting,27-29,54101.0,0.290437742250663
2005,MLB,batting,30-32,39330.0,0.2111405778584236
2005,MLB,batting,33-35,27068.0,0.14531281875087237
2005,MLB,batting,36+,14818.0,0.07954948087226343
2006,MLB,batting,<=23,17416.0,0.09261268159870674
2006,MLB,batting,24-26,40283.0,0.21421202646076618
2006,MLB,batting,27-29,43869.0,0.23328122008806074
2006,MLB,batting,30-32,46790.0,0.24881415778614427
2006,MLB,batting,33-35,24094.0,0.12812413587731053
2006,MLB,batting,36+,15600.0,0.08295577818901155
2007,MLB,batting,<=23,17719.0,0.09395115536750125
2007,MLB,batting,24-26,40828.0,0.21648161698427343
2007,MLB,batting,27-29,46226.0,0.2451033414988494
2007,MLB,batting,30-32,42247.0,0.22400555679275497
2007,MLB,batting,33-35,26145.0,0.138628193300035
2007,MLB,batting,36+,15433.0,0.08183013605658597
2008,MLB,batting,<=23,14233.0,0.07586320850256377
2008,MLB,batting,24-26,51113.0,0.2724370249554937
2008,MLB,batting,27-29,45178.0,0.2408029251548392
2008,MLB,batting,30-32,39045.0,0.20811346701205666
2008,MLB,batting,33-35,22309.0,0.11890903663905679
2008,MLB,batting,36+,15736.0,0.08387433773598985
2009,MLB,batting,<=23,13465.0,0.07198225168395167
2009,MLB,batting,24-26,50288.0,0.268833529348872
2009,MLB,batting,27-29,47354.0,0.2531487223350797
2009,MLB,batting,30-32,35995.0,0.1924248904094943
2009,MLB,batting,33-35,29541.0,0.15792259168181333
2009,MLB,batting,36+,10417.0,0.05568801454078905
2010,MLB,batting,<=23,15115.0,0.08147149979787091
2010,MLB,batting,24-26,45448.0,0.2449696806360329
2010,MLB,batting,27-29,49128.0,0.2648052823069667
2010,MLB,batting,30-32,37174.0,0.20037191753133002
2010,MLB,batting,33-35,25610.0,0.1380406953240803
2010,MLB,batting,36+,13050.0,0.07034092440371918
2011,MLB,batting,<=23,12832.0,0.06928052349123735
2011,MLB,batting,24-26,46157.0,0.24920364111479446
2011,MLB,batting,27-29,54382.0,0.29361077217117126
2011,MLB,batting,30-32,35717.0,0.1928376291721107
2011,MLB,batting,33-35,25106.0,0.13554838082691748
2011,MLB,batting,36+,11024.0,0.05951905322376875
2012,MLB,batting,<=23,16300.0,0.08851191381220269
2012,MLB,batting,24-26,48473.0,0.26321705510545407
2012,MLB,batting,27-29,53351.0,0.28970546710397704
2012,MLB,batting,30-32,35629.0,0.19347183909294294
2012,MLB,batting,33-35,18614.0,0.10107734746627858
2012,MLB,batting,36+,11789.0,0.06401637741914463
2013,MLB,batting,<=23,19277.0,0.10428568337228425
2013,MLB,batting,24-26,44322.0,0.2397753830173981
2013,MLB,batting,27-29,53764.0,0.29085518912836494
2013,MLB,batting,30-32,37933.0,0.20521184973599932
2013,MLB,batting,33-35,18370.0,0.0993789491906864
2013,MLB,batting,36+,11182.0,0.06049294555526703
2014,MLB,batting,<=23,16517.0,0.0898121866605766
2014,MLB,batting,24-26,44171.0,0.2401824845301404
2014,MLB,batting,27-29,51117.0,0.27795177971354934
2014,MLB,batting,30-32,42913.0,0.23334203343012191
2014,MLB,batting,33-35,21026.0,0.11433014692288451
2014,MLB,batting,36+,8162.0,0.044381368742727266
2015,MLB,batting,<=23,18098.0,0.098575669272039
2015,MLB,batting,24-26,45507.0,0.2478662272937716
2015,MLB,batting,27-29,55443.0,0.30198534818486344
2015,MLB,batting,30-32,37756.0,0.20564830196900788
2015,MLB,batting,33-35,17995.0,0.09801465181513658
2015,MLB,batting,36+,8796.0,0.04790980146518151
2016,MLB,batting,<=23,18250.0,0.0988950845078818
2016,MLB,batting,24-26,50385.0,0.27303171687285616
2016,MLB,batting,27-29,45462.0,0.24635442914505876
2016,MLB,batting,30-32,41712.0,0.2260335213694666
2016,MLB,batting,33-35,19894.0,0.10780377047670141
2016,MLB,batting,36+,8836.0,0.04788147762803527
2017,MLB,batting,<=23,16182.0,0.08735128365685661
2017,MLB,batting,24-26,52371.0,0.2827014013343985
2017,MLB,batting,27-29,47607.0,0.2569850797832142
2017,MLB,batting,30-32,37505.0,0.20245395461317556
2017,MLB,batting,33-35,24187.0,0.13056269298037268
2017,MLB,batting,36+,7400.0,0.03994558763198238
2018,MLB,batting,<=23,15512.0,0.08380425504327438
2018,MLB,batting,24-26,55468.0,0.29966828382802624
2018,MLB,batting,27-29,53829.0,0.29081351500286334
2018,MLB,batting,30-32,37459.0,0.20237387762158424
2018,MLB,batting,33-35,17678.0,0.09550616430215346
2018,MLB,batting,36+,5152.0,0.027833904202098348
2019,MLB,batting,<=23,15299.0,0.08205152958338696
2019,MLB,batting,24-26,59958.0,0.3215664821727378
2019,MLB,batting,27-29,55715.0,0.2988104432144849
2019,MLB,batting,30-32,31692.0,0.16997039516025228
2019,MLB,batting,33-35,17614.0,0.09446732741236538
2019,MLB,batting,36+,6178.0,0.03313382245677264
2020,MLB,batting,<=23,6527.0,0.09819319703329271
2020,MLB,batting,24-26,18430.0,0.2772637691624919
2020,MLB,batting,27-29,19995.0,0.30080787110168344
2020,MLB,batting,30-32,13439.0,0.20217839358517248
2020,MLB,batting,33-35,5240.0,0.07883137007115885
2020,MLB,batting,36+,2840.0,0.042725399046200596
2021,MLB,batting,<=23,10539.0,0.057984330641079246
2021,MLB,batting,24-26,50817.0,0.2795891194788618
2021,MLB,batting,27-29,56842.0,0.3127379563810823
2021,MLB,batting,30-32,41469.0,0.2281575298752173
2021,MLB,batting,33-35,15922.0,0.08760095952815863
2021,MLB,batting,36+,6167.0,0.0339301040956007
2022,MLB,batting,<=23,15880.0,0.08726329556319995
2022,MLB,batting,24-26,43952.0,0.2415237006671136
2022,MLB,batting,27-29,59877.0,0.32903427886887426
2022,MLB,batting,30-32,41371.0,0.22734066755322072
2022,MLB,batting,33-35,14752.0,0.08106474408994493
2022,MLB,batting,36+,6146.0,0.03377331325764653
2023,MLB,batting,<=23,20082.0,0.1091365592800313
2023,MLB,batting,24-26,51503.0,0.27989543932872485
2023,MLB,batting,27-29,50389.0,0.2738413547237077
2023,MLB,batting,30-32,39177.0,0.2129092213382027
2023,MLB,batting,33-35,17522.0,0.09522412069040477
2023,MLB,batting,36+,5335.0,0.02899330463892874
2024,MLB,batting,<=23,17975.0,0.09857471113085348
2024,MLB,batting,24-26,53558.0,0.2937115092487483
2024,MLB,batting,27-29,53183.0,0.2916550131889947
2024,MLB,batting,30-32,35754.0,0.19607456032114243
2024,MLB,batting,33-35,16880.0,0.0925697426363731
2024,MLB,batting,36+,4999.0,0.027414463473887984
1876,MLB,pitching,<=23,2238.666666666667,0.4728578469337464
1876,MLB,pitching,24-26,1126.3333333333335,0.23790748433429557
1876,MLB,pitching,27-29,906.0,0.19136802084066745
1876,MLB,pitching,30-32,463.33333333333337,0.09786664789129057
1876,MLB,pitching,33-35,0.0,0.0
1876,MLB,pitching,36+,0.0,0.0
1877,MLB,pitching,<=23,1439.0,0.44399876581302067
1877,MLB,pitching,24-26,884.3333333333334,0.2728581713462923
1877,MLB,pitching,27-29,892.6666666666666,0.275429394219891
1877,MLB,pitching,30-32,25.0,0.007713668620796051
1877,MLB,pitching,33-35,0.0,0.0
1877,MLB,pitching,36+,0.0,0.0
1878,MLB,pitching,<=23,2923.6666666666665,0.879562775772162
1878,MLB,pitching,24-26,288.3333333333333,0.0867428800641797
1878,MLB,pitching,27-29,98.0,0.029482551143200964
1878,MLB,pitching,30-32,5.0,0.0015042117930204573
1878,MLB,pitching,33-35,9.0,0.002707581227436823
1878,MLB,pitching,36+,0.0,0.0
1879,MLB,pitching,<=23,4008.3333333333335,0.6914496003680065
1879,MLB,pitching,24-26,1585.6666666666665,0.27353228681501923
1879,MLB,pitching,27-29,203.0,0.0350181128169743
1879,MLB,pitching,30-32,0.0,0.0
1879,MLB,pitching,33-35,0.0,0.0
1879,MLB,pitching,36+,0.0,0.0
1880,MLB,pitching,<=23,3845.3333333333335,0.6375594119597656
1880,MLB,pitching,24-26,1972.3333333333335,0.327014479938101
1880,MLB,pitching,27-29,213.66666666666666,0.0354261081021333
1880,MLB,pitching,30-32,0.0,0.0
1880,MLB,pitching,33-35,0.0,0.0
1880,MLB,pitching,36+,0.0,0.0
1881,MLB,pitching,<=23,2503.0,0.4179794043974394
1881,MLB,pitching,24-26,3247.3333333333335,0.5422766490397996
1881,MLB,pitching,27-29,238.0,0.03974394656276092
1881,MLB,pitching,30-32,0.0,0.0
1881,MLB,pitching,33-35,0.0,0.0
1881,MLB,pitching,36+,0.0,0.0
1882,MLB,pitching,<=23,1546.6666666666667,0.25612718039302274
1882,MLB,pitching,24-26,3157.333333333333,0.5228527268712739
1882,MLB,pitching,27-29,794.0,0.1314859792448664
1882,MLB,pitching,30-32,285.0,0.047195848973283286
1882,MLB,pitching,33-35,255.66666666666666,0.04233826451755354
1882,MLB,pitching,36+,0.0,0.0
1883,MLB,pitching,<=23,3337.666666666667,0.4803550011993284
1883,MLB,pitching,24-26,2017.3333333333335,0.2903334132885584
1883,MLB,pitching,27-29,1153.3333333333335,0.16598704725353802
1883,MLB,pitching,30-32,60.333333333333336,0.008683137443031902
1883,MLB,pitching,33-35,378.6666666666667,0.05449748141041017
1883,MLB,pitching,36+,1.0,0.00014391940513312543
1884,MLB,pitching,<=23,3465.3333333333335,0.4306901980280057
1884,MLB,pitching,24-26,2348.3333333333335,0.2918634518187091
1884,MLB,pitching,27-29,2092.6666666666665,0.2600878283204905
1884,MLB,pitching,30-32,118.0,0.01466567238379319
1884,MLB,pitching,33-35,21.666666666666664,0.002692849449001574
1884,MLB,pitching,36+,0.0,0.0
1885,MLB,pitching,<=23,2743.3333333333335,0.3516643165406145
1885,MLB,pitching,24-26,3050.3333333333335,0.39101824552407816
1885,MLB,pitching,27-29,1454.3333333333333,0.18642909028756996
1885,MLB,pitching,30-32,461.6666666666667,0.059180446951245566
1885,MLB,pitching,33-35,0.0,0.0
1885,MLB,pitching,36+,91.33333333333333,0.011707900696491903
1886,MLB,pitching,<=23,3580.666666666667,0.42011811177597874
1886,MLB,pitching,24-26,2017.0,0.23665376041300012
1886,MLB,pitching,27-29,2351.0,0.27584183972779536
1886,MLB,pitching,30-32,525.3333333333333,0.06163713872267198
1886,MLB,pitching,33-35,0.0,0.0
1886,MLB,pitching,36+,49.0,0.005749149360553795
1887,MLB,pitching,<=23,3138.0,0.3536040265935469
1887,MLB,pitching,24-26,2518.0,0.28373962363370014
1887,MLB,pitching,27-29,1503.6666666666667,0.1694399579311122
1887,MLB,pitching,30-32,1714.6666666666667,0.1932163918416407
1887,MLB,pitching,33-35,0.0,0.0
1887,MLB,pitching,36+,0.0,0.0
1888,MLB,pitching,<=23,3623.3333333333335,0.379168410771592
1888,MLB,pitching,24-26,2136.6666666666665,0.22359425143016604
1888,MLB,pitching,27-29,2323.0,0.24309334449560485
1888,MLB,pitching,30-32,1257.0,0.13154039347007115
1888,MLB,pitching,33-35,207.0,0.02166178317287568
1888,MLB,pitching,36+,9.0,0.0009418166596902469
1889,MLB,pitching,<=23,3687.6666666666665,0.396267640948492
1889,MLB,pitching,24-26,1953.0,0.20986460348162475
1889,MLB,pitching,27-29,2554.0,0.27444659359552975
1889,MLB,pitching,30-32,782.0,0.08403180743606276
1889,MLB,pitching,33-35,329.3333333333333,0.03538935453829071
1889,MLB,pitching,36+,0.0,0.0
1890,MLB,pitching,<=23,4586.333333333333,0.4831618499139656
1890,MLB,pitching,24-26,2680.3333333333335,0.28236822699020264
1890,MLB,pitching,27-29,686.3333333333334,0.07230396460301296
1890,MLB,pitching,30-32,1390.6666666666665,0.14650419636899953
1890,MLB,pitching,33-35,148.66666666666669,0.015661762123819225
1890,MLB,pitching,36+,0.0,0.0
1891,MLB,pitching,<=23,3364.333333333333,0.34521325717412865
1891,MLB,pitching,24-26,2062.666666666667,0.21164962205424637
1891,MLB,pitching,27-29,2409.3333333333335,0.2472209871053802
1891,MLB,pitching,30-32,1232.3333333333333,0.12644936210965557
1891,MLB,pitching,33-35,459.0,0.04709785545712625
1891,MLB,pitching,36+,218.0,0.02236891609946301
1892,MLB,pitching,<=23,5092.0,0.3161423841059603
1892,MLB,pitching,24-26,6717.0,0.4170322847682119
1892,MLB,pitching,27-29,1613.0,0.10014486754966888
1892,MLB,pitching,30-32,1677.3333333333333,0.10413907284768212
1892,MLB,pitching,33-35,1007.3333333333333,0.06254139072847682
1892,MLB,pitching,36+,0.0,0.0
1893,MLB,pitching,<=23,4554.666666666667,0.32860372276465777
1893,MLB,pitching,24-26,6060.666666666667,0.4372565052186042
1893,MLB,pitching,27-29,1816.3333333333333,0.13104227790871048
