year,league,role,age_group,weight,share
1968,MLB,pitching,36+,942.6666666666666,0.032245191156516875
1969,MLB,pitching,<=23,5934.333333333333,0.17008369000305718
1969,MLB,pitching,24-26,12603.333333333334,0.36122363191684503
1969,MLB,pitching,27-29,7530.666666666667,0.21583613573830635
1969,MLB,pitching,30-32,5505.333333333333,0.15778813818404158
1969,MLB,pitching,33-35,2447.0,0.07013336900030573
1969,MLB,pitching,36+,870.0,0.024935035157444208
1970,MLB,pitching,<=23,6702.0,0.1922620869033048
1970,MLB,pitching,24-26,10693.666666666666,0.3067721083231334
1970,MLB,pitching,27-29,9268.0,0.2658736230110159
1970,MLB,pitching,30-32,4318.333333333333,0.1238811964504284
1970,MLB,pitching,33-35,3229.0,0.0926311964504284
1970,MLB,pitching,36+,647.6666666666666,0.018579788861689105
1971,MLB,pitching,<=23,6301.333333333333,0.18124466687759463
1971,MLB,pitching,24-26,10592.666666666666,0.3046758899722917
1971,MLB,pitching,27-29,9443.0,0.2716081341501999
1971,MLB,pitching,30-32,4566.333333333333,0.1313410226172328
1971,MLB,pitching,33-35,3371.0,0.09695976069261081
1971,MLB,pitching,36+,492.66666666666663,0.014170525690070084
1972,MLB,pitching,<=23,5339.333333333333,0.15961973473109384
1972,MLB,pitching,24-26,10071.333333333334,0.30108319797510735
1972,MLB,pitching,27-29,9637.0,0.288098773305697
1972,MLB,pitching,30-32,5113.666666666667,0.15287341431575172
1972,MLB,pitching,33-35,2418.0,0.07228627517413877
1972,MLB,pitching,36+,871.0,0.026038604498211278
1973,MLB,pitching,<=23,5617.0,0.16104400015291107
1973,MLB,pitching,24-26,10838.666666666666,0.31075346916931074
1973,MLB,pitching,27-29,8022.0,0.22999732405673
1973,MLB,pitching,30-32,6460.666666666667,0.18523261592568527
1973,MLB,pitching,33-35,2615.6666666666665,0.07499331014182499
1973,MLB,pitching,36+,1324.6666666666667,0.037979280553537983
1974,MLB,pitching,<=23,4153.0,0.11885296726988277
1974,MLB,pitching,24-26,11348.666666666666,0.3247827372718861
1974,MLB,pitching,27-29,8920.666666666666,0.25529682238354623
1974,MLB,pitching,30-32,6085.333333333333,0.1741536054642411
1974,MLB,pitching,33-35,3077.6666666666665,0.08807845307029678
1974,MLB,pitching,36+,1357.0,0.038835414540147106
1975,MLB,pitching,<=23,5027.0,0.14477018776638637
1975,MLB,pitching,24-26,11153.0,0.3211899550743002
1975,MLB,pitching,27-29,8242.333333333334,0.2373670468072035
1975,MLB,pitching,30-32,5787.0,0.1666570671581615
1975,MLB,pitching,33-35,2782.6666666666665,0.08013669700111353
1975,MLB,pitching,36+,1732.0,0.049879046192834925
1976,MLB,pitching,<=23,5279.0,0.15114958435534517
1976,MLB,pitching,24-26,11196.333333333334,0.3205760806283822
1976,MLB,pitching,27-29,8111.666666666667,0.23225517050497727
1976,MLB,pitching,30-32,5472.666666666667,0.15669469444630027
1976,MLB,pitching,33-35,3680.6666666666665,0.10538572396613761
1976,MLB,pitching,36+,1185.3333333333333,0.033938746098857574
1977,MLB,pitching,<=23,6858.0,0.18172182622751
1977,MLB,pitching,24-26,10443.666666666666,0.276734059372709
1977,MLB,pitching,27-29,10015.666666666666,0.2653930063506364
1977,MLB,pitching,30-32,6017.0,0.15943718699488593
1977,MLB,pitching,33-35,3038.0,0.08050027822676807
1977,MLB,pitching,36+,1366.6666666666665,0.036213642827490566
1978,MLB,pitching,<=23,6283.0,0.1675615610276469
1978,MLB,pitching,24-26,10022.333333333334,0.2672859809760868
1978,MLB,pitching,27-29,10475.0,0.27935816517023737
1978,MLB,pitching,30-32,5251.666666666667,0.14005689394612855
1978,MLB,pitching,33-35,3885.0,0.10360920970752957
1978,MLB,pitching,36+,1579.6666666666667,0.042128189172370885
1979,MLB,pitching,<=23,5752.333333333333,0.15348423533597189
1979,MLB,pitching,24-26,11024.0,0.2941432827856094
1979,MLB,pitching,27-29,9104.333333333334,0.242922577489216
1979,MLB,pitching,30-32,5853.0,0.15617023168942054
1979,MLB,pitching,33-35,2988.0,0.07972606394805887
1979,MLB,pitching,36+,2756.6666666666665,0.0735536087517232
1980,MLB,pitching,<=23,5150.666666666667,0.13604028736441753
1980,MLB,pitching,24-26,11790.0,0.311399492886322
1980,MLB,pitching,27-29,8409.666666666666,0.2221175517678546
1980,MLB,pitching,30-32,6313.666666666667,0.1667576419213974
1980,MLB,pitching,33-35,4096.666666666667,0.10820185941681927
1980,MLB,pitching,36+,2100.6666666666665,0.055483166643189176
1981,MLB,pitching,<=23,2562.0,0.10209205020920502
1981,MLB,pitching,24-26,7464.0,0.29742976688583384
1981,MLB,pitching,27-29,6518.666666666667,0.25975958026167234
1981,MLB,pitching,30-32,4283.333333333333,0.1706847313541874
1981,MLB,pitching,33-35,1999.6666666666667,0.0796838679683868
1981,MLB,pitching,36+,2267.3333333333335,0.09035000332071462
1982,MLB,pitching,<=23,3919.3333333333335,0.10347164165969991
1982,MLB,pitching,24-26,10532.0,0.27804813657763894
1982,MLB,pitching,27-29,10897.333333333334,0.2876930523166278
1982,MLB,pitching,30-32,5925.666666666667,0.15643947727372728
1982,MLB,pitching,33-35,3333.0,0.08799225590707088
1982,MLB,pitching,36+,3271.0,0.08635543626523517
1983,MLB,pitching,<=23,3662.0,0.09702718456891526
1983,MLB,pitching,24-26,10864.0,0.2878490805998622
1983,MLB,pitching,27-29,11156.0,0.29558581951141966
1983,MLB,pitching,30-32,4870.666666666667,0.1290516312507728
1983,MLB,pitching,33-35,3464.0,0.09178103969053045
1983,MLB,pitching,36+,3725.3333333333335,0.09870524437849965
1984,MLB,pitching,<=23,4288.666666666667,0.11374365684177025
1984,MLB,pitching,24-26,10006.666666666666,0.265395972205032
1984,MLB,pitching,27-29,11240.333333333334,0.29811517584030267
1984,MLB,pitching,30-32,6345.0,0.16828155665965308
1984,MLB,pitching,33-35,2922.0,0.077497038386053
1984,MLB,pitching,36+,2902.0,0.07696660006718885
1985,MLB,pitching,<=23,3437.3333333333335,0.09127602322617194
1985,MLB,pitching,24-26,11172.0,0.2966647783600057
1985,MLB,pitching,27-29,9858.666666666666,0.26179011471462965
1985,MLB,pitching,30-32,7644.666666666667,0.20299886701600342
1985,MLB,pitching,33-35,2944.0,0.07817589576547232
1985,MLB,pitching,36+,2602.0,0.06909432091771704
1986,MLB,pitching,<=23,5014.666666666667,0.13310565106217317
1986,MLB,pitching,24-26,10398.0,0.27599692098068535
1986,MLB,pitching,27-29,9463.666666666666,0.25119665908708844
1986,MLB,pitching,30-32,6952.666666666667,0.18454650823283755
1986,MLB,pitching,33-35,3172.6666666666665,0.08421294780708351
1986,MLB,pitching,36+,2672.6666666666665,0.07094131283013191
1987,MLB,pitching,<=23,4865.666666666667,0.12949327561122745
1987,MLB,pitching,24-26,9767.666666666666,0.2599535147794613
1987,MLB,pitching,27-29,9794.333333333334,0.2606632128029524
1987,MLB,pitching,30-32,7659.666666666666,0.20385188602249743
1987,MLB,pitching,33-35,2752.3333333333335,0.07324970724956532
1987,MLB,pitching,36+,2735.0,0.07278840353429616
1988,MLB,pitching,<=23,3847.6666666666665,0.10214773059122324
1988,MLB,pitching,24-26,10307.333333333334,0.27363875295346146
1988,MLB,pitching,27-29,9666.0,0.25661265630116015
1988,MLB,pitching,30-32,7374.333333333333,0.1957735635337115
1988,MLB,pitching,33-35,4039.0,0.1072272417546437
1988,MLB,pitching,36+,2433.3333333333335,0.06460005486580003
1989,MLB,pitching,<=23,3093.3333333333335,0.08201864863670512
1989,MLB,pitching,24-26,10536.0,0.27935834548588095
1989,MLB,pitching,27-29,10803.0,0.2864377568606655
1989,MLB,pitching,30-32,6541.0,0.17343232135755005
1989,MLB,pitching,33-35,4403.0,0.11674400106058597
1989,MLB,pitching,36+,2338.6666666666665,0.062008926598612395
1990,MLB,pitching,<=23,3940.0,0.10488858915086387
1990,MLB,pitching,24-26,9854.0,0.2623279587544702
1990,MLB,pitching,27-29,10115.666666666666,0.26929390989520013
1990,MLB,pitching,30-32,7223.666666666667,0.192304620599693
1990,MLB,pitching,33-35,4474.666666666667,0.11912220141803695
1990,MLB,pitching,36+,1955.6666666666667,0.052062720181735904
1991,MLB,pitching,<=23,4154.666666666667,0.11000008825424283
1991,MLB,pitching,24-26,10922.666666666666,0.28919150288150103
1991,MLB,pitching,27-29,9679.0,0.25626384488434284
1991,MLB,pitching,30-32,6567.666666666667,0.17388733463361253
1991,MLB,pitching,33-35,4482.0,0.1186666548994343
1991,MLB,pitching,36+,1963.6666666666667,0.05199057444686654
1992,MLB,pitching,<=23,3552.3333333333335,0.09390337389526737
1992,MLB,pitching,24-26,10272.0,0.27153292389570793
1992,MLB,pitching,27-29,11061.333333333334,0.29239838222206554
1992,MLB,pitching,30-32,6413.666666666667,0.16954066032831375
1992,MLB,pitching,33-35,4141.333333333333,0.10947316480011277
1992,MLB,pitching,36+,2389.0,0.06315149485853254
1993,MLB,pitching,<=23,3456.0,0.08531858691090428
1993,MLB,pitching,24-26,12680.0,0.31303231540227616
1993,MLB,pitching,27-29,10433.666666666666,0.25757687971626303
1993,MLB,pitching,30-32,7745.333333333333,0.19120974975518634
1993,MLB,pitching,33-35,3016.6666666666665,0.07447272487882753
1993,MLB,pitching,36+,3175.3333333333335,0.07838974333654265
1994,MLB,pitching,<=23,2428.6666666666665,0.08495901304819319
1994,MLB,pitching,24-26,8331.666666666666,0.2914562903018925
1994,MLB,pitching,27-29,7692.333333333333,0.2690912907100129
1994,MLB,pitching,30-32,5446.333333333333,0.19052227754521392
1994,MLB,pitching,33-35,2784.3333333333335,0.0974008558868457
1994,MLB,pitching,36+,1903.0,0.06657027250784174
1995,MLB,pitching,<=23,3387.6666666666665,0.0940182800473653
1995,MLB,pitching,24-26,9978.333333333334,0.276929766133807
1995,MLB,pitching,27-29,10864.333333333334,0.3015190201302546
1995,MLB,pitching,30-32,7185.0,0.19940608348134992
1995,MLB,pitching,33-35,3128.3333333333335,0.0868209739490823
1995,MLB,pitching,36+,1488.3333333333335,0.04130587625814092
1996,MLB,pitching,<=23,3869.3333333333335,0.09539619664371067
1996,MLB,pitching,24-26,9998.0,0.24649496227872653
1996,MLB,pitching,27-29,13657.0,0.33670551108627406
1996,MLB,pitching,30-32,6675.666666666667,0.1645847372659884
1996,MLB,pitching,33-35,4986.0,0.12292697358689042
1996,MLB,pitching,36+,1374.6666666666667,0.033891619138409955
1997,MLB,pitching,<=23,3086.6666666666665,0.07630065424103095
1997,MLB,pitching,24-26,11693.333333333334,0.2890525864768214
1997,MLB,pitching,27-29,11663.333333333334,0.2883110034442412
1997,MLB,pitching,30-32,8126.666666666667,0.200886603714507
1997,MLB,pitching,33-35,4023.3333333333335,0.0994545244804799
1997,MLB,pitching,36+,1860.6666666666667,0.04599462764291953
1998,MLB,pitching,<=23,4535.0,0.10440968811394892
1998,MLB,pitching,24-26,10683.666666666666,0.24597096021611
1998,MLB,pitching,27-29,10730.666666666666,0.24705304518664048
1998,MLB,pitching,30-32,9432.0,0.21715373280943026
1998,MLB,pitching,33-35,5509.333333333333,0.1268418467583497
1998,MLB,pitching,36+,2544.0,0.058570726915520635
1999,MLB,pitching,<=23,4253.0,0.0984232531588935
1999,MLB,pitching,24-26,10837.333333333334,0.2507984016538871
1999,MLB,pitching,27-29,10216.0,0.23641945785827792
1999,MLB,pitching,30-32,9699.666666666666,0.2244704321397164
1999,MLB,pitching,33-35,5238.666666666667,0.12123362698057609
1999,MLB,pitching,36+,2966.6666666666665,0.06865482820864896
2000,MLB,pitching,<=23,4459.0,0.10311177572398696
2000,MLB,pitching,24-26,9755.666666666666,0.22559410481527442
2000,MLB,pitching,27-29,11612.333333333334,0.26852843917892905
2000,MLB,pitching,30-32,8759.0,0.2025467691335281
2000,MLB,pitching,33-35,6004.0,0.1388390001002058
2000,MLB,pitching,36+,2654.3333333333335,0.061379911048075664
2001,MLB,pitching,<=23,5256.666666666667,0.1214366019312809
2001,MLB,pitching,24-26,10948.666666666666,0.25293003342009207
2001,MLB,pitching,27-29,10179.333333333334,0.2351573208482851
2001,MLB,pitching,30-32,8062.0,0.18624385886556497
2001,MLB,pitching,33-35,5518.333333333333,0.1274814803406693
2001,MLB,pitching,36+,3322.3333333333335,0.07675070459410759
2002,MLB,pitching,<=23,4577.666666666667,0.10579552720577473
2002,MLB,pitching,24-26,11883.333333333334,0.2746385017757132
2002,MLB,pitching,27-29,10634.0,0.24576486630150918
2002,MLB,pitching,30-32,7337.666666666667,0.16958253406981133
2002,MLB,pitching,33-35,4693.0,0.10846102290323326
2002,MLB,pitching,36+,4143.333333333333,0.09575754774395834
2003,MLB,pitching,<=23,4448.666666666667,0.1026568004553636
2003,MLB,pitching,24-26,12694.333333333334,0.2929326338784364
2003,MLB,pitching,27-29,10165.333333333334,0.23457378890205066
2003,MLB,pitching,30-32,8299.666666666666,0.19152192975708812
2003,MLB,pitching,33-35,3644.6666666666665,0.08410381059335723
2003,MLB,pitching,36+,4082.6666666666665,0.09421103641370397
2004,MLB,pitching,<=23,3814.3333333333335,0.08790001689941775
2004,MLB,pitching,24-26,11399.0,0.2626860856339586
2004,MLB,pitching,27-29,11620.333333333334,0.2677866371695012
2004,MLB,pitching,30-32,8236.0,0.18979582430750794
2004,MLB,pitching,33-35,3705.6666666666665,0.08539583045275076
2004,MLB,pitching,36+,4618.666666666667,0.10643560553686378
2005,MLB,pitching,<=23,3696.3333333333335,0.08549927908895348
2005,MLB,pitching,24-26,10759.0,0.24886466148021927
2005,MLB,pitching,27-29,12468.666666666666,0.2884106802778784
2005,MLB,pitching,30-32,7280.333333333333,0.16840019429902
2005,MLB,pitching,33-35,4157.333333333333,0.09616259435453402
2005,MLB,pitching,36+,4870.666666666667,0.11266259049939474
2006,MLB,pitching,<=23,5585.0,0.12910906653104628
2006,MLB,pitching,24-26,9942.0,0.22983032040316242
2006,MLB,pitching,27-29,12690.0,0.2933561422164686
2006,MLB,pitching,30-32,6348.0,0.14674742244209163
2006,MLB,pitching,33-35,4302.666666666667,0.09946522415892244
2006,MLB,pitching,36+,4390.333333333333,0.10149182424830859
2007,MLB,pitching,<=23,4548.666666666667,0.10474604112775086
2007,MLB,pitching,24-26,12887.0,0.2967599806566009
2007,MLB,pitching,27-29,12008.333333333334,0.2765261711583779
2007,MLB,pitching,30-32,6944.333333333333,0.15991310822324736
2007,MLB,pitching,33-35,2672.0,0.06153043131174343
2007,MLB,pitching,36+,4365.333333333333,0.10052426752227943
2008,MLB,pitching,<=23,3820.3333333333335,0.08811206015083839
2008,MLB,pitching,24-26,14034.666666666666,0.3236951557971293
2008,MLB,pitching,27-29,10841.333333333334,0.25004420594589194
2008,MLB,pitching,30-32,7409.333333333333,0.1708886548322865
2008,MLB,pitching,33-35,3678.0,0.08482928816895129
2008,MLB,pitching,36+,3574.0,0.08243063510490263
2009,MLB,pitching,<=23,4391.0,0.10147439452763912
2009,MLB,pitching,24-26,14839.0,0.342923830652616
2009,MLB,pitching,27-29,8952.333333333334,0.20688512972206818
2009,MLB,pitching,30-32,8532.666666666666,0.1971867874530104
2009,MLB,pitching,33-35,3887.3333333333335,0.08983484316263018
2009,MLB,pitching,36+,2669.6666666666665,0.06169501448203611
2010,MLB,pitching,<=23,4158.333333333333,0.09602358446996521
2010,MLB,pitching,24-26,13491.666666666666,0.3115474614366206
2010,MLB,pitching,27-29,12276.666666666666,0.2834908710243542
2010,MLB,pitching,30-32,6160.333333333333,0.1422534560793128
2010,MLB,pitching,33-35,5354.666666666667,0.1236491271282983
2010,MLB,pitching,36+,1863.6666666666667,0.043035499861448945
2011,MLB,pitching,<=23,4428.666666666667,0.10174449771025103
2011,MLB,pitching,24-26,12560.0,0.2885543183593451
2011,MLB,pitching,27-29,12716.0,0.2921382732689038
2011,MLB,pitching,30-32,6419.0,0.14747055490036912
2011,MLB,pitching,33-35,4989.0,0.11461763489608062
2011,MLB,pitching,36+,2414.6666666666665,0.05547472086505031
2012,MLB,pitching,<=23,3733.0,0.08610244029954023
2012,MLB,pitching,24-26,12873.666666666666,0.29693386434579366
2012,MLB,pitching,27-29,13934.0,0.3213906785785678
2012,MLB,pitching,30-32,5142.666666666667,0.11861670228960682
2012,MLB,pitching,33-35,5199.666666666667,0.11993141943321083
2012,MLB,pitching,36+,2472.3333333333335,0.05702489505328064
2013,MLB,pitching,<=23,3777.3333333333335,0.08653023824068418
2013,MLB,pitching,24-26,12851.666666666666,0.2944028711056811
2013,MLB,pitching,27-29,13708.0,0.3140195479535736
2013,MLB,pitching,30-32,7107.0,0.16280543677458764
2013,MLB,pitching,33-35,3476.0,0.07962736713500305
2013,MLB,pitching,36+,2733.3333333333335,0.06261453879047037
2014,MLB,pitching,<=23,3358.6666666666665,0.07700950008025008
2014,MLB,pitching,24-26,12859.333333333334,0.2948464166431012
2014,MLB,pitching,27-29,12254.333333333334,0.28097461804785967
2014,MLB,pitching,30-32,8189.0,0.18776224577922823
2014,MLB,pitching,33-35,4360.0,0.09996866425661681
2014,MLB,pitching,36+,2592.3333333333335,0.059438555192944116
2015,MLB,pitching,<=23,3013.3333333333335,0.06941938060096911
2015,MLB,pitching,24-26,12421.0,0.28614760833339736
2015,MLB,pitching,27-29,13519.666666666666,0.31145803736667105
2015,MLB,pitching,30-32,8782.0,0.20231449129570048
2015,MLB,pitching,33-35,2971.3333333333335,0.068451809588168
2015,MLB,pitching,36+,2700.3333333333335,0.06220867281509412
2016,MLB,pitching,<=23,3993.6666666666665,0.09221899799105596
2016,MLB,pitching,24-26,11697.333333333334,0.2701067588266535
2016,MLB,pitching,27-29,13133.0,0.30325818394538134
2016,MLB,pitching,30-32,9298.333333333334,0.2147107043619486
2016,MLB,pitching,33-35,3660.0,0.08451419730755316
2016,MLB,pitching,36+,1524.0,0.035191157567407386
2017,MLB,pitching,<=23,2627.0,0.06073005525117322
2017,MLB,pitching,24-26,12306.0,0.2844857479714266
2017,MLB,pitching,27-29,13083.0,0.3024481586795201
2017,MLB,pitching,30-32,8558.0,0.19784081189171696
2017,MLB,pitching,33-35,5022.333333333333,0.1161045225820869
2017,MLB,pitching,36+,1660.6666666666667,0.03839070362407626
2018,MLB,pitching,<=23,2997.6666666666665,0.06892930779430814
2018,MLB,pitching,24-26,12612.333333333334,0.2900120336943442
2018,MLB,pitching,27-29,12749.333333333334,0.29316225558953607
2018,MLB,pitching,30-32,8703.0,0.20011957046609488
2018,MLB,pitching,33-35,5327.666666666667,0.1225060743329731
2018,MLB,pitching,36+,1099.0,0.02527075812274368
2019,MLB,pitching,<=23,3098.0,0.07134413141935979
2019,MLB,pitching,24-26,12702.0,0.2925155446380594
2019,MLB,pitching,27-29,12742.333333333334,0.29344438473938744
2019,MLB,pitching,30-32,9101.333333333334,0.20959545559223153
2019,MLB,pitching,33-35,4606.333333333333,0.10607968066323788
2019,MLB,pitching,36+,1173.3333333333333,0.027020802947723955
2020,MLB,pitching,<=23,1241.6666666666667,0.08026979269921994
2020,MLB,pitching,24-26,4348.0,0.28108434254191267
2020,MLB,pitching,27-29,4661.0,0.30131879498340736
2020,MLB,pitching,30-32,3136.6666666666665,0.20277550316769383
2020,MLB,pitching,33-35,1560.0,0.10084902814291256
2020,MLB,pitching,36+,521.3333333333334,0.03370253846485369
2021,MLB,pitching,<=23,2241.0,0.05258711721224921
2021,MLB,pitching,24-26,12069.0,0.2832101372756072
2021,MLB,pitching,27-29,12652.666666666666,0.29690641010598773
2021,MLB,pitching,30-32,8661.333333333334,0.20324611834643516
2021,MLB,pitching,33-35,4745.666666666667,0.11136141421252298
2021,MLB,pitching,36+,2245.3333333333335,0.052688802847197784
2022,MLB,pitching,<=23,1278.6666666666667,0.029684428830111586
2022,MLB,pitching,24-26,11942.666666666666,0.2772507080618451
2022,MLB,pitching,27-29,15011.333333333334,0.34849024190178446
2022,MLB,pitching,30-32,8515.666666666666,0.19769241483911904
2022,MLB,pitching,33-35,4250.666666666667,0.0986798322319038
2022,MLB,pitching,36+,2076.3333333333335,0.04820237413523595
2023,MLB,pitching,<=23,1761.3333333333333,0.04087821633581408
2023,MLB,pitching,24-26,10995.333333333334,0.2551871392984791
2023,MLB,pitching,27-29,13461.666666666666,0.31242747288452904
2023,MLB,pitching,30-32,9595.0,0.2226872553418638
2023,MLB,pitching,33-35,5068.0,0.11762157478609335
2023,MLB,pitching,36+,2206.0,0.051198341353220586
2024,MLB,pitching,<=23,2020.0,0.04684999497483552
2024,MLB,pitching,24-26,10813.333333333334,0.25079436253855847
2024,MLB,pitching,27-29,12964.0,0.3006749182444394
2024,MLB,pitching,30-32,8733.333333333334,0.20255278355456943
2024,MLB,pitching,33-35,6680.0,0.15492968635242638
2024,MLB,pitching,36+,1905.6666666666667,0.04419825433517074
