player_uid,season,league,team_id,name_full,avg,obp,slg,woba,wrc_plus,bb_pct,k_pct,iso,babip,pa
milb_tmp:carlos_perez:2024,2024,MiLB,OAK,Carlos Perez,0.259803921,0.344017094,0.544117647,0.3764504324445377,105.2712238723936,0.104700854,0.17094017,0.284313726,0.258169934,468
milb_tmp:elliot_soto:2024,2024,MiLB,LAA,Elliot Soto,0.22361809,0.322510822,0.306532663,0.2964537987998664,61.962454613957455,0.123931623,0.239316239,0.082914573,0.297202797,468
milb_tmp:jake_lamb:2024,2024,MiLB,PIT,Jake Lamb,0.264044943,0.350241545,0.393258426,0.3351386328683282,96.19429902219524,0.103864734,0.20289855,0.129213483,0.319852941,414
milb_tmp:erik_gonzalez:2024,2024,MiLB,CIN,Erik Gonzalez,0.245977011,0.286637931,0.347126436,0.2857383176170546,63.75060917047204,0.051724137,0.204741379,0.101149425,0.299703264,464
milb_tmp:jack_lopez:2024,2024,MiLB,LAA,Jack Lopez,0.273901808,0.332552693,0.42118863,0.3349260958631368,86.13681754359433,0.071759259,0.256944444,0.147286822,0.350746268,432
milb_tmp:albert_almora_jr.:2024,2024,MiLB,ARI,Albert Almora Jr.,0.292307692,0.348511383,0.438461538,0.3499791799618776,89.12663428257889,0.072916666,0.140625,0.146153846,0.329493087,576
milb_tmp:andrew_velazquez:2024,2024,MiLB,ATL,Andrew Velazquez,0.242424242,0.297644539,0.393939393,0.3080843861914804,80.62354422391752,0.071881606,0.33192389,0.151515151,0.339768339,473
milb_tmp:jamie_westbrook:2024,2024,MiLB,BOS,Jamie Westbrook,0.276536312,0.369047619,0.44972067,0.366273222934632,114.55357021947545,0.112941176,0.169411764,0.173184358,0.310714285,425
milb_tmp:mark_payton:2024,2024,MiLB,CHW,Mark Payton,0.309352517,0.383157894,0.462829736,0.3771899406668506,114.75667988320528,0.110647181,0.169102296,0.153477219,0.359516616,479
milb_tmp:sergio_alcantara:2024,2024,MiLB,ARI,Sergio Alcantara,0.271393643,0.388211382,0.415647921,0.367659060935664,101.59427275012771,0.158536585,0.184959349,0.144254278,0.329073482,492
milb_tmp:jason_vosler:2024,2024,MiLB,SEA,Jason Vosler,0.302575107,0.370936902,0.572961373,0.4018003590033885,133.19169878418273,0.087786259,0.215648854,0.270386266,0.337423312,524
milb_tmp:eddy_alvarez:2024,2024,MiLB,BOS,Eddy Alvarez,0.24671916,0.348993288,0.461942257,0.3598312300857015,110.42480085386848,0.107929515,0.240088105,0.215223097,0.294573643,454
milb_tmp:michael_chavis:2024,2024,MiLB,SEA,Michael Chavis,0.257352941,0.332603938,0.44362745,0.3415954824586272,93.34346931333889,0.078774617,0.216630196,0.186274509,0.301694915,457
milb_tmp:myles_straw:2024,2024,MiLB,CLE,Myles Straw,0.239631336,0.321138211,0.329493087,0.2999828128182158,74.41390623032679,0.107070707,0.191919191,0.089861751,0.297058823,495
milb_tmp:josh_lester:2024,2024,MiLB,KCR,Josh Lester,0.259079903,0.32688172,0.450363196,0.3509287691885425,114.3990314500816,0.090128755,0.197424892,0.191283293,0.287096774,466
milb_tmp:scott_kingery:2024,2024,MiLB,PHI,Scott Kingery,0.267818574,0.316,0.48812095,0.3484917989969253,102.5969417703275,0.067326732,0.273267326,0.220302376,0.326732673,505
milb_tmp:hoy_park:2024,2024,MiLB,OAK,Hoy Park,0.254189944,0.373549883,0.396648044,0.353254644538081,90.69597263726756,0.15437788,0.225806451,0.1424581,0.322834645,434
milb_tmp:kyle_garlick:2024,2024,MiLB,ARI,Kyle Garlick,0.237037037,0.329052969,0.444444444,0.3381520996170659,81.69499763807985,0.113964686,0.27447833,0.207407407,0.288184438,623
milb_tmp:brett_sullivan:2024,2024,MiLB,SDP,Brett Sullivan,0.262626262,0.346578366,0.484848484,0.3610745399399141,95.48550853117644,0.10816777,0.132450331,0.222222222,0.269349845,453
milb_tmp:edwin_rios:2024,2024,MiLB,CIN,Edwin Rios,0.286111111,0.384798099,0.547222222,0.4034453708874552,139.19081642549523,0.133016627,0.277909738,0.261111111,0.363228699,421
milb_tmp:travis_blankenhorn:2024,2024,MiLB,WSN,Travis Blankenhorn,0.238095238,0.32150776,0.498746867,0.3550863301753997,108.67148529789596,0.090507726,0.260485651,0.260651629,0.26848249,453
milb_tmp:p.j._higgins:2024,2024,MiLB,CIN,P.J. Higgins,0.258754863,0.320422535,0.385214007,0.31755337324092,84.14135316931144,0.079225352,0.246478873,0.126459144,0.331521739,568
milb_tmp:brendon_davis:2024,2024,MiLB,LAD,Brendon Davis,0.228915662,0.346076458,0.36626506,0.3340965052766184,107.45764922647857,0.128772635,0.231388329,0.137349398,0.288135593,497
milb_tmp:trenton_brooks:2024,2024,MiLB,SFG,Trenton Brooks,0.302114803,0.409876543,0.453172205,0.3892495227448734,132.40359839984384,0.154791154,0.149877149,0.151057402,0.335820895,407
milb_tmp:cooper_hummel:2024,2024,MiLB,HOU,Cooper Hummel,0.277142857,0.418552036,0.454285714,0.3952494159340858,136.16211163662803,0.178733031,0.201357466,0.177142857,0.34117647,442
milb_tmp:nate_mondou:2024,2024,MiLB,SDP,Nate Mondou,0.266846361,0.367346938,0.404312668,0.3491747291050087,88.00817112540797,0.124153498,0.200902934,0.137466307,0.330985915,443
milb_tmp:daniel_johnson:2024,2024,MiLB,BAL,Daniel Johnson,0.259423503,0.32,0.447893569,0.337606676697731,100.26450231919306,0.074,0.258,0.188470066,0.312703583,500
milb_tmp:mike_brosseau:2024,2024,MiLB,NYM,Mike Brosseau,0.262857142,0.355555555,0.417142857,0.3502811322977513,101.94988180693926,0.098765432,0.207407407,0.154285715,0.303149606,405
milb_tmp:darick_hall:2024,2024,MiLB,PHI,Darick Hall,0.236111111,0.319672131,0.386574074,0.3181877686898894,83.17463644956233,0.102459016,0.227459016,0.150462963,0.280130293,488
milb_tmp:carlos_narvaez:2024,2024,MiLB,NYY,Carlos Narvaez,0.253731343,0.369727047,0.411940298,0.3558353016625589,109.49088513942225,0.138957816,0.260545905,0.158208955,0.331838565,403
milb_tmp:rylan_bannon:2024,2024,MiLB,NYM,Rylan Bannon,0.221198156,0.369202226,0.405529953,0.3546856539653444,104.41461375795988,0.178107606,0.252319109,0.184331797,0.276595744,539
milb_tmp:charles_leblanc:2024,2024,MiLB,LAA,Charles Leblanc,0.253687315,0.379227053,0.436578171,0.3672111976810575,106.4234088870526,0.164251207,0.24879227,0.182890856,0.324561403,414
milb_tmp:tristan_gray:2024,2024,MiLB,MIA,Tristan Gray,0.251196172,0.32196162,0.466507177,0.3442404595519434,103.44431129452369,0.087420042,0.257995735,0.215311005,0.303886925,469
milb_tmp:diego_castillo:2024,2024,MiLB,MIN,Diego Castillo,0.261306532,0.363829787,0.396984924,0.3479593302341218,100.10942622207826,0.134042553,0.14893617,0.135678392,0.293209876,470
milb_tmp:sandro_fabian:2024,2024,MiLB,TEX,Sandro Fabian,0.270089285,0.343313373,0.462053571,0.3536990323066711,102.40046372608973,0.089820359,0.151696606,0.191964286,0.291316526,501
milb_tmp:taylor_trammell:2024,2024,MiLB,NYY,Taylor Trammell,0.25595238,0.38083538,0.488095238,0.3858283693725998,128.71388989056084,0.154791154,0.267813267,0.232142858,0.322274881,407
milb_tmp:eguy_rosario:2024,2024,MiLB,SDP,Eguy Rosario,0.262711864,0.360774818,0.531073446,0.3836672925198626,109.68183789380736,0.123486682,0.21307506,0.268361582,0.29032258,413
milb_tmp:bobby_dalbec:2024,2024,MiLB,BOS,Bobby Dalbec,0.252077562,0.336585365,0.479224376,0.3578709721565246,109.16844228960568,0.112195121,0.360975609,0.227146814,0.364102564,410
milb_tmp:bligh_madris:2024,2024,MiLB,DET,Bligh Madris,0.221917808,0.323113207,0.443835616,0.3392787097759966,101.76849760134482,0.123543123,0.258741258,0.221917808,0.260504201,429
milb_tmp:j.c._escarra:2024,2024,MiLB,NYY,J.C. Escarra,0.26056338,0.354969574,0.4342723,0.3576258894879726,121.10337586195976,0.111561866,0.137931034,0.17370892,0.283667621,493
milb_tmp:matthew_batten:2024,2024,MiLB,SDP,Matthew Batten,0.25052192,0.325367647,0.375782881,0.3165097333230147,67.48287049596183,0.093406593,0.203296703,0.125260961,0.300546448,546
milb_tmp:brewer_hicklen:2024,2024,MiLB,MIL,Brewer Hicklen,0.245783132,0.36272545,0.469879518,0.3676473397401071,118.66283651559368,0.122244488,0.278557114,0.224096386,0.308880308,499
milb_tmp:seth_beer:2024,2024,MiLB,PIT,Seth Beer,0.277310924,0.353960396,0.431372549,0.3556492920264159,116.73621707630872,0.076543209,0.212345679,0.154061625,0.332061068,405
milb_tmp:drew_waters:2024,2024,MiLB,KCR,Drew Waters,0.290076335,0.378555798,0.493638676,0.3849246723646669,124.20248224308764,0.115973741,0.26477024,0.203562341,0.382575757,457
milb_tmp:cj_alexander:2024,2024,MiLB,KCR,CJ Alexander,0.302139037,0.360975609,0.558823529,0.3967271845515181,129.65543220393948,0.07542579,0.206812652,0.256684492,0.346863468,411
milb_tmp:dermis_garcia:2024,2024,MiLB,WSN,Dermis Garcia,0.18230563,0.274231678,0.332439678,0.2823385289777512,79.40370849820685,0.103773584,0.299528301,0.150134048,0.23076923,424
milb_tmp:alejo_lopez:2024,2024,MiLB,ATL,Alejo Lopez,0.306569343,0.391949152,0.396593673,0.3645479516205141,116.81188604348986,0.09936575,0.135306553,0.09002433,0.353623188,473
milb_tmp:luken_baker:2024,2024,MiLB,STL,Luken Baker,0.231382978,0.345132743,0.534574468,0.3758031202687157,119.780687270698,0.148230088,0.243362831,0.30319149,0.228215767,452
milb_tmp:griffin_conine:2024,2024,MiLB,MIA,Griffin Conine,0.267532467,0.350114416,0.475324675,0.3644841022840626,119.17261285844424,0.107551487,0.295194508,0.207792208,0.351464435,437
milb_tmp:andres_chaparro:2024,2024,MiLB,WSN,Andres Chaparro,0.328358208,0.404814004,0.572139303,0.4214869902684138,135.7057101628174,0.107221006,0.179431072,0.243781095,0.364548494,457
milb_tmp:nick_pratto:2024,2024,MiLB,KCR,Nick Pratto,0.242424242,0.324435318,0.41025641,0.3290117699997136,88.36706860010027,0.108163265,0.304081632,0.167832168,0.328358208,490
milb_tmp:ryan_vilade:2024,2024,MiLB,DET,Ryan Vilade,0.278061224,0.346153846,0.448979591,0.350739899277687,109.1141450147615,0.088235294,0.244343891,0.170918367,0.346570397,442
milb_tmp:cal_mitchell:2024,2024,MiLB,SDP,Cal Mitchell,0.276960784,0.358974358,0.512254901,0.376757417861213,105.3399651555671,0.117270788,0.202558635,0.235294117,0.307432432,469
milb_tmp:sam_huff:2024,2024,MiLB,TEX,Sam Huff,0.245977011,0.310272536,0.416091954,0.3213107732107054,82.0490527157893,0.081761006,0.314465408,0.170114943,0.344322344,477
milb_tmp:mason_mccoy:2024,2024,MiLB,SDP,Mason McCoy,0.259740259,0.329439252,0.381818181,0.3222741850904215,71.10500797547093,0.090277777,0.243055555,0.122077922,0.342960288,432
milb_tmp:jeremiah_jackson:2024,2024,MiLB,NYM,Jeremiah Jackson,0.205298013,0.244813278,0.373068432,0.2788297325001713,77.34550437990264,0.047717842,0.255186721,0.167770419,0.234920634,482
milb_tmp:samad_taylor:2024,2024,MiLB,SEA,Samad Taylor,0.261811023,0.352040816,0.379921259,0.3353969000634693,91.46657606648056,0.113522537,0.260434056,0.118110236,0.351585014,599
milb_tmp:cal_stevenson:2024,2024,MiLB,PHI,Cal Stevenson,0.302180685,0.420918367,0.485981308,0.4048912700934288,138.74420457555354,0.171284634,0.166246851,0.183800623,0.356,397
milb_tmp:buddy_kennedy:2024,2024,MiLB,PHI,Buddy Kennedy,0.272493573,0.375809935,0.457583547,0.3719468825049214,119.4516686401933,0.129589632,0.181425485,0.185089974,0.312080536,463
milb_tmp:johnathan_rodriguez:2024,2024,MiLB,CLE,Johnathan Rodriguez,0.300683371,0.389763779,0.539863325,0.4057168376281181,142.18042084387926,0.125984251,0.251968503,0.239179954,0.361403508,508
milb_tmp:tirso_ornelas:2024,2024,MiLB,SDP,Tirso Ornelas,0.296907216,0.366788321,0.496907216,0.3758650464670999,104.77923674587946,0.096715328,0.160583941,0.2,0.318421052,548
milb_tmp:jordan_diaz:2024,2024,MiLB,OAK,Jordan Diaz,0.301265822,0.362385321,0.529113924,0.3854570148188039,110.9305789848038,0.077981651,0.178899082,0.227848102,0.326599326,436
milb_tmp:gustavo_campero:2024,2024,MiLB,LAA,Gustavo Campero,0.279005524,0.391608391,0.47237569,0.4018279919836008,155.80430753297748,0.101851851,0.159722222,0.193370166,0.311827956,432
milb_tmp:oswald_peraza:2024,2024,MiLB,NYY,Oswald Peraza,0.242587601,0.342592592,0.407008086,0.3402499199743337,100.2733518956866,0.113163972,0.2147806,0.164420485,0.279245283,433
milb_tmp:ryan_noda:2024,2024,MiLB,OAK,Ryan Noda,0.224137931,0.391498881,0.485632183,0.3887678141551167,113.01094514052362,0.199105145,0.299776286,0.261494252,0.288659793,447
milb_tmp:eric_wagaman:2024,2024,MiLB,LAA,Eric Wagaman,0.2735426,0.339393939,0.468609865,0.3675191872047655,130.60549542658853,0.088888888,0.167676767,0.195067265,0.300859598,495
milb_tmp:jose_tena:2024,2024,MiLB,CLE,Jose Tena,0.286764705,0.343820224,0.480392156,0.362656667527188,114.52129333311332,0.075892857,0.256696428,0.193627451,0.358695652,448
milb_tmp:jordyn_adams:2024,2024,MiLB,LAA,Jordyn Adams,0.261410788,0.333333333,0.385892116,0.3251188893564059,79.97438411702484,0.092896174,0.269581056,0.124481328,0.351515151,549
milb_tmp:anthony_seigler:2024,2024,MiLB,NYY,Anthony Seigler,0.233516483,0.349537037,0.398351648,0.3470372865321459,121.83040752355969,0.147806004,0.177829099,0.164835165,0.263537906,433
milb_tmp:jorbit_vivas:2024,2024,MiLB,NYY,Jorbit Vivas,0.22459893,0.348115299,0.35828877,0.3295786708527288,93.41355808343552,0.138461538,0.167032967,0.13368984,0.255972696,455
milb_tmp:curtis_mead:2024,2024,MiLB,TBR,Curtis Mead,0.288461538,0.358536585,0.48076923,0.3693526518374025,114.97523852212336,0.070731707,0.15609756,0.192307692,0.316151202,410
milb_tmp:liover_peguero:2024,2024,MiLB,PIT,Liover Peguero,0.256565656,0.318840579,0.41010101,0.3242368928116301,89.20721110802936,0.082882882,0.25045045,0.153535354,0.324786324,555
milb_tmp:j.p._martinez:2024,2024,MiLB,ATL,J.P. Martinez,0.23342175,0.334096109,0.350132625,0.3175627833372941,86.69839042266622,0.121004566,0.269406392,0.116710875,0.321568627,438
milb_tmp:dashawn_keirsey_jr.:2024,2024,MiLB,MIN,DaShawn Keirsey Jr.,0.300225733,0.368316831,0.476297968,0.3724327264445843,115.55548729320752,0.095049504,0.22970297,0.176072235,0.369565217,505
milb_tmp:ryan_fitzgerald:2024,2024,MiLB,KCR,Ryan Fitzgerald,0.243967828,0.336448598,0.418230563,0.3386765527222698,94.5613720968454,0.099767981,0.229698375,0.174262735,0.293893129,431
milb_tmp:david_villar:2024,2024,MiLB,SFG,David Villar,0.259803921,0.36099585,0.44117647,0.3574704681513463,112.43498571104996,0.124481327,0.25726141,0.181372549,0.328467153,482
milb_tmp:heriberto_hernandez:2024,2024,MiLB,TBR,Heriberto Hernandez,0.233983286,0.343457943,0.495821727,0.3759959209972704,132.06874246974104,0.130841121,0.273364485,0.261838441,0.271111111,428
milb_tmp:justin_dean:2024,2024,MiLB,ATL,Justin Dean,0.246786632,0.338495575,0.32133676,0.3151745322795041,104.62607154690066,0.112831858,0.269911504,0.074550128,0.344444444,452
milb_tmp:vinny_capra:2024,2024,MiLB,MIL,Vinny Capra,0.261072261,0.347648261,0.382284382,0.3338078811276154,96.97462242650548,0.106339468,0.186094069,0.121212121,0.313253012,489
milb_tmp:nate_eaton:2024,2024,MiLB,KCR,Nate Eaton,0.252336448,0.298474945,0.439252336,0.3232100798153929,84.64867876895622,0.058189655,0.23275862,0.186915888,0.300653594,464
milb_tmp:drew_avans:2024,2024,MiLB,LAD,Drew Avans,0.271719038,0.3664,0.39556377,0.3484182064540875,100.94143839479084,0.128,0.2512,0.123844732,0.367724867,625
milb_tmp:ronny_simon:2024,2024,MiLB,TBR,Ronny Simon,0.283261802,0.355640535,0.429184549,0.3528442633539495,104.39476595029566,0.08918406,0.187855787,0.145922747,0.338888888,527
milb_tmp:will_wilson:2024,2024,MiLB,SFG,Will Wilson,0.21641791,0.298901098,0.2960199,0.2814151653896869,74.91982183382639,0.095652173,0.208695652,0.07960199,0.268852459,460
milb_tmp:greg_jones:2024,2024,MiLB,COL,Greg Jones,0.266846361,0.34375,0.452830188,0.3526541374337215,89.66015187234188,0.091127098,0.354916067,0.185983827,0.399038461,417
milb_tmp:will_robertson:2024,2024,MiLB,TOR,Will Robertson,0.225806451,0.318965517,0.429280397,0.330691726950856,95.14545280837328,0.10775862,0.3125,0.203473946,0.296296296,464
milb_tmp:isaac_collins:2024,2024,MiLB,MIL,Isaac Collins,0.273381294,0.386,0.474820143,0.3825562090040689,128.21815334633243,0.142,0.192,0.201438849,0.321543408,500
milb_tmp:nick_sogard:2024,2024,MiLB,BOS,Nick Sogard,0.282608695,0.38952164,0.445652173,0.3765721613685834,121.15431357662308,0.145454545,0.204545454,0.163043478,0.338289962,440
milb_tmp:cade_marlowe:2024,2024,MiLB,SEA,Cade Marlowe,0.235465116,0.341463414,0.395348837,0.3298969125279045,88.01061671540354,0.133819951,0.323600973,0.159883721,0.331707317,411
milb_tmp:cody_freeman:2024,2024,MiLB,TEX,Cody Freeman,0.263829787,0.32046332,0.431914893,0.340288720462954,108.3345280605601,0.071428571,0.181467181,0.168085106,0.298913043,518
milb_tmp:cam_devanney:2024,2024,MiLB,KCR,Cam Devanney,0.253796095,0.335892514,0.444685466,0.3466251498231521,99.65574661406076,0.089694656,0.259541984,0.190889371,0.318181818,524
milb_tmp:grant_mccray:2024,2024,MiLB,SFG,Grant McCray,0.241935483,0.33016627,0.446236559,0.3471982981699946,113.03075167574976,0.106888361,0.287410926,0.204301076,0.326359832,421
milb_tmp:dustin_harris:2024,2024,MiLB,TEX,Dustin Harris,0.271604938,0.357651245,0.390946502,0.3387210274041767,92.98891946921027,0.108156028,0.218085106,0.119341564,0.338888888,564
milb_tmp:blaine_crim:2024,2024,MiLB,TEX,Blaine Crim,0.277227722,0.370307167,0.46930693,0.3722044355633316,114.02847579280062,0.119453924,0.172354948,0.192079208,0.30927835,586
milb_tmp:tyler_tolbert:2024,2024,MiLB,KCR,Tyler Tolbert,0.239915074,0.32330827,0.322717622,0.3066192426179585,84.5241433135653,0.085144927,0.231884057,0.082802548,0.319648093,552
milb_tmp:blake_sabol:2024,2024,MiLB,SFG,Blake Sabol,0.245070422,0.33737864,0.394366197,0.3313667156453271,96.45422495372983,0.11566265,0.243373493,0.149295775,0.303643724,415
milb_tmp:andre_lipcius:2024,2024,MiLB,LAD,Andre Lipcius,0.270944741,0.35062893,0.458110516,0.3564989113432216,106.01901128824085,0.106918238,0.227987421,0.187165775,0.321518987,636
milb_tmp:matt_gorski:2024,2024,MiLB,PIT,Matt Gorski,0.257069408,0.319444444,0.521850899,0.3591618670664918,111.59114837396775,0.087759815,0.286374133,0.264781491,0.31174089,433
milb_tmp:kevin_alcantara:2024,2024,MiLB,CHC,Kevin Alcantara,0.277909738,0.353065539,0.427553444,0.3596277371773508,121.23730797815,0.09936575,0.260042283,0.149643706,0.36013986,473
milb_tmp:troy_johnston:2024,2024,MiLB,MIA,Troy Johnston,0.275574112,0.339015151,0.423799582,0.3419118493118069,104.70571903069776,0.070075757,0.189393939,0.14822547,0.327027027,528
milb_tmp:tristin_english:2024,2024,MiLB,ARI,Tristin English,0.262672811,0.325678496,0.423963133,0.3325040942691811,78.14603015938334,0.066805845,0.198329853,0.161290322,0.300613496,479
milb_tmp:jake_mangum:2024,2024,MiLB,TBR,Jake Mangum,0.316582914,0.357476635,0.442211055,0.3571875383642232,107.17843572909732,0.053738317,0.170560747,0.125628141,0.372670807,428
milb_tmp:john_rave:2024,2024,MiLB,KCR,John Rave,0.259036144,0.345614035,0.469879518,0.3595511550443214,107.94021628491728,0.112456747,0.216262975,0.210843374,0.303370786,578
milb_tmp:kameron_misner:2024,2024,MiLB,TBR,Kameron Misner,0.248291571,0.360308285,0.441913439,0.3596995518934773,108.78842269257188,0.140655105,0.292870905,0.193621868,0.338235294,519
milb_tmp:warming_bernabel:2024,2024,MiLB,COL,Warming Bernabel,0.263048016,0.296442687,0.359081419,0.3003034880274369,87.72905777943947,0.035573122,0.14229249,0.096033403,0.291770573,506
milb_tmp:agustin_ramirez:2024,2024,MiLB,MIA,Agustin Ramirez,0.266806722,0.357664233,0.487394957,0.3777060257015542,133.75268174122755,0.111313868,0.186131386,0.220588235,0.289772727,548
milb_tmp:luisangel_acuna:2024,2024,MiLB,NYM,Luisangel Acuna,0.257769652,0.299145299,0.354661791,0.2950277923518776,66.53284136929189,0.05451448,0.163543441,0.096892139,0.299107142,587
milb_tmp:jonatan_clase:2024,2024,MiLB,SEA,Jonatan Clase,0.262872628,0.343529411,0.43902439,0.346094904647154,100.33378965239874,0.115023474,0.258215962,0.176151762,0.334645669,426
milb_tmp:zach_deloach:2024,2024,MiLB,CHW,Zach DeLoach,0.286516853,0.374695863,0.410112359,0.3580448963926366,102.48633526217913,0.116788321,0.260340632,0.123595506,0.390243902,411
milb_tmp:rece_hinds:2024,2024,MiLB,CIN,Rece Hinds,0.207894736,0.281990521,0.376315789,0.2934404850855576,68.68704325825728,0.087677725,0.379146919,0.168421053,0.3125,422
milb_tmp:owen_caissie:2024,2024,MiLB,CHC,Owen Caissie,0.277542372,0.375227686,0.472457627,0.3759434138025556,114.56074609259336,0.129326047,0.284153005,0.194915255,0.374581939,549
milb_tmp:nick_yorke:2024,2024,MiLB,PIT,Nick Yorke,0.302966101,0.385185185,0.449152542,0.3765841144168244,126.56514706416088,0.11090573,0.186691312,0.146186441,0.361878453,541
milb_tmp:gage_workman:2024,2024,MiLB,DET,Gage Workman,0.279503105,0.366425992,0.476190476,0.3800198279213214,142.16845476821416,0.116906474,0.275179856,0.196687371,0.371428571,556
milb_tmp:pedro_leon:2024,2024,MiLB,HOU,Pedro Leon,0.298507462,0.371698113,0.513859275,0.3854125672792892,129.98105233897584,0.080675422,0.270168855,0.215351813,0.380327868,533
milb_tmp:tyler_gentry:2024,2024,MiLB,KCR,Tyler Gentry,0.250580046,0.338114754,0.422273781,0.3420504723660281,96.72376755331992,0.108384458,0.304703476,0.171693735,0.345864661,489
milb_tmp:shay_whitcomb:2024,2024,MiLB,HOU,Shay Whitcomb,0.292978208,0.378378378,0.530266343,0.3921942219138145,134.242357041652,0.11018711,0.197505197,0.237288135,0.32,481
milb_tmp:thomas_saggese:2024,2024,MiLB,STL,Thomas Saggese,0.252609603,0.313092979,0.438413361,0.3315458215165183,91.41552394659966,0.058712121,0.231060606,0.185803758,0.296187683,528
milb_tmp:alejandro_osuna:2024,2024,MiLB,TEX,Alejandro Osuna,0.291666666,0.361842105,0.507352941,0.3917236111976288,142.87688506947893,0.078091106,0.236442516,0.215686275,0.356890459,461
milb_tmp:petey_halpin:2024,2024,MiLB,CLE,Petey Halpin,0.233146067,0.314356435,0.398876404,0.3259161667953623,107.48730485606988,0.106172839,0.234567901,0.165730337,0.280632411,405
milb_tmp:adael_amador:2024,2024,MiLB,COL,Adael Amador,0.229765013,0.342920353,0.375979112,0.3362755957430443,111.233886836381,0.136263736,0.193406593,0.146214099,0.261484098,455
milb_tmp:maximo_acosta:2024,2024,MiLB,TEX,Maximo Acosta,0.287564766,0.352534562,0.424870466,0.3557531576826825,118.3022832156777,0.078341013,0.133640552,0.1373057,0.31595092,434
milb_tmp:edgar_quero:2024,2024,MiLB,CHW,Edgar Quero,0.28,0.365671641,0.462857142,0.3807323487540383,136.16602707603093,0.097014925,0.174129353,0.182857142,0.307116104,402
milb_tmp:jhostynxon_garcia:2024,2024,MiLB,BOS,Jhostynxon Garcia,0.286407766,0.355895196,0.536407766,0.4033526898212975,148.58765212898248,0.071895424,0.215686274,0.25,0.326460481,459
milb_tmp:javier_sanoja:2024,2024,MiLB,MIA,Javier Sanoja,0.286004056,0.345454545,0.417849898,0.3424041732874783,106.35287399237032,0.084990958,0.065099457,0.131845842,0.292576419,553
milb_tmp:coby_mayo:2024,2024,MiLB,BAL,Coby Mayo,0.293296089,0.371921182,0.59217877,0.4127994740363395,148.67114181559313,0.103448275,0.251231527,0.298882681,0.343347639,406
milb_tmp:tsung-che_cheng:2024,2024,MiLB,PIT,Tsung-Che Cheng,0.225287356,0.32938856,0.347126436,0.3182001441893493,97.44236047679289,0.125725338,0.230174081,0.12183908,0.282467532,517
milb_tmp:yanquiel_fernandez:2024,2024,MiLB,COL,Yanquiel Fernandez,0.262443438,0.318840579,0.402714932,0.3255162596702575,95.71599635130252,0.072314049,0.194214876,0.140271494,0.30678466,484
milb_tmp:denzer_guzman:2024,2024,MiLB,LAA,Denzer Guzman,0.224,0.302380952,0.314666666,0.2945985538618905,88.19533025950871,0.093896713,0.276995305,0.090666666,0.308300395,426
milb_tmp:moises_ballesteros:2024,2024,MiLB,CHC,Moises Ballesteros,0.288546255,0.354330708,0.471365638,0.3710276406897596,122.77872533977808,0.088582677,0.183070866,0.182819383,0.32276657,508
milb_tmp:samuel_basallo:2024,2024,MiLB,BAL,Samuel Basallo,0.277661795,0.34086629,0.448851774,0.3562002565500871,115.51626108583412,0.086466165,0.210526315,0.171189979,0.323863636,532
milb_tmp:carter_jensen:2024,2024,MiLB,KCR,Carter Jensen,0.258695652,0.358974358,0.45,0.3705011285184061,130.31183731684695,0.131868131,0.234432234,0.191304348,0.312693498,546
milb_tmp:blake_dunn:2024,2024,MiLB,CIN,Blake Dunn,0.239554317,0.336561743,0.353760445,0.320369351429743,85.9461556198699,0.106888361,0.268408551,0.114206128,0.329166666,421
milb_tmp:bryce_teodosio:2024,2024,MiLB,LAA,Bryce Teodosio,0.276283618,0.33916849,0.418092909,0.3371985301668847,87.56471906718193,0.075757575,0.259740259,0.141809291,0.372413793,462
milb_tmp:ryan_bliss:2024,2024,MiLB,SEA,Ryan Bliss,0.269444444,0.377314814,0.455555555,0.3714822642505169,114.14109141634869,0.140877598,0.224018475,0.186111111,0.330739299,433
milb_tmp:adrian_del_castillo:2024,2024,MiLB,ARI,Adrian Del Castillo,0.312348668,0.398734177,0.602905569,0.4250250193666904,136.28226304962746,0.116033755,0.168776371,0.290556901,0.334415584,474
milb_tmp:tim_tawa:2024,2024,MiLB,ARI,Tim Tawa,0.278688524,0.349102773,0.519125683,0.3843890869014609,119.66657296332892,0.086460032,0.208809135,0.240437159,0.310432569,613
milb_tmp:billy_cook:2024,2024,MiLB,BAL,Billy Cook,0.275119617,0.375253549,0.47368421,0.3773463659170197,125.56844260661316,0.119675456,0.235294117,0.198564593,0.337931034,493
milb_tmp:trey_sweeney:2024,2024,MiLB,DET,Trey Sweeney,0.266821345,0.344969199,0.450116009,0.3502461809472939,102.85835431364102,0.100616016,0.266940451,0.183294664,0.346020761,487
milb_tmp:connor_norby:2024,2024,MiLB,MIA,Connor Norby,0.292875989,0.381818181,0.496042216,0.3880097837610678,132.8170783640338,0.120454545,0.279545454,0.203166227,0.386831275,440
milb_tmp:chad_stevens:2024,2024,MiLB,LAA,Chad Stevens,0.27118644,0.329646017,0.435835351,0.349670180441004,114.35564208340334,0.061810154,0.289183222,0.164648911,0.372262773,453
milb_tmp:caleb_durbin:2024,2024,MiLB,NYY,Caleb Durbin,0.274626865,0.388059701,0.450746268,0.3779624907155881,125.05045245208343,0.130541871,0.098522167,0.176119403,0.284722222,406
milb_tmp:braxton_fulford:2024,2024,MiLB,COL,Braxton Fulford,0.241486068,0.341269841,0.411764705,0.3463114231982559,117.79147891979856,0.100263852,0.25065963,0.170278637,0.306306306,379
