retroID,mlbam
,605201
,669668
,810980
,453130
,556575
,557876
,439388
,463844
,533982
,533697
,448851
,815933
,691049
,660711
humpa101,116307
,568405
,803424
,660994
,683620
,444818
,493034
,676754
snydr102,122513
,470844
,807389
,828530
,606129
,442685
,828609
bedgp101,110783
rodrt001,121360
kunze101,117367
,456600
,572183
,440547
,594031
,821154
,692710
,464041
,664347
wongg701,499125
,701059
,457903
,453451
,467697
brunr101,111631
,808770
,440425
,459596
jackj001,543351
,467286
thomp101,123238
,665903
,526371
,556833
rojac101,121406
,699274
,832505
,806773
,675914
,693073
,458007
,666636
,808161
,556161
,623837
,466731
wilsz101,124391
contg801,434699
,688146
,623380
,448606
,462400
keltj101,116967
maxtc101,
,533479
,808931
kleig901,
,608677
,475547
,800596
,534025
,557143
,503804
,670588
,443779
tewkb001,123213
metzb101,119000
wadel101,816784
,459945
,470093
,700370
,449723
,456448
gobbj001,425471
,685817
,820886
ridis001,670050
,438932
,808472
hoovb101,116136
hartk001,453954
,452939
,468211
,447958
,613550
,446553
,822878
,684717
,703681
,566943
,809703
,803409
,808207
burtm101,111780
,800745
,692808
,457945
pinne101,120589
,557308
,808010
mccar101,118545
judnw101,116787
,561425
,592536
shalm701,431076
,441868
,665100
,829942
,690330
,804062
,801536
,669109
,443881
,800333
,806081
,667646
,820951
,465678
,467224
,805165
,455944
vandf101,123640
,822729
mcdos101,118659
,451802
,546802
,518729
ray-k001,150208
,622464
whitr001,124185
,801126
,450240
,448478
,701782
jeffd101,818830
,607357
,528465
,817306
,453036
,565651
,453084
,822357
rackd901,482663
,450959
,646581
,806284
,530727
,570259
,502629
,501473
kersc001,477132
,815414
gider801,492488
,671969
,436690
,452689
,606990
,682795
,460928
,450980
,458746
shiet001,122152
,489383
,683574
,563034
wilsj003,425543
,666798
,448188
,474095
,445418
,438856
,822658
,703082
castm002,612434
mcclb103,818255
jamec001,116477
,667704
,685912
thond001,123309
,664788
,645448
,670914
,554311
,692736
,438034
chamr101,112178
,443571
,699054
,475666
,817429
,678727
,644659
andec101,110250
,802222
andre101,110265
,474768
,703175
,682935
,808852
,609173
,688242
treah101,816898
,824202
,681143
,451636
,621270
,809635
,831498
,673140
hartf102,115561
,462086
,805746
bilks101,110995
beckr101,110762
,699387
,532941
,436221
stees001,668715
foy-j101,114368
merrs801,492665
,605292
,467888
,462441
,667387
,817404
,468041
,462597
,458020
,457968
,472180
,517371
,437395
maurb001,543506
jordt101,116761
,675850
,612673
,678712
,681606
hager101,115303
leart001,117592
,572167
,832162
,687723
,703821
perrw101,817761
,801206
,450150
motam101,119453
,689044
,830450
vinaf001,123726
,443288
clara104,820072
rearp101,120972
hensr101,115794
valdr001,123604
,622057
,514718
,467396
hopej001,116137
,450786
,688365
,467221
,690210
avere101,110396
,558577
,808756
,700766
evanr101,113940
,460831
lopem101,117923
,812929
,611470
,669190
gatej101,114655
trekh101,123454
,547806
,806088
,562672
,688338
,828890
,663581
,823972
,814721
,437668
,558333
,630027
,701766
kubsg101,117347
,452917
,836017
,534595
,502779
,502584
,809976
,507994
,458704
stris001,232994
,827292
alcav001,622505
,476578
,688548
,442855
hamlk101,115387
,680889
,668870
,702089
,669734
,543865
johnb109,116639
,830361
,683308
,821824
,805839
,452312
,807266
,542637
halld101,115350
,687187
,490312
weave801,
,436259
,833390
,455059
,807374
maloj801,562235
,642489
,468267
,530509
,443386
rendt001,573113
,533447
,699798
,443092
jodib001,407093
,687212
,489275
,563573
straj102,122862
,489074
johna105,116559
womaj101,816483
,499620
,443224
,545875
,807507
,476378
joneu104,818709
,682237
,681286
,436868
,472670
macom701,433437
,451991
,693277
,675651
,491653
oneie101,120016
,801350
ordor001,120045
,566097
,557251
grane101,115042
priea001,120768
castc001,112118
,459705
,695198
,575530
,680786
,690581
brooh101,111510
,441233
walkk001,276526
,438927
,836129
,458977
,621298
,575648
rangj801,468007
mille106,119093
hayeb102,115639
,830222
,517211
,815491
,666220
,678144
,816276
,468707
festm001,670036
,695570
sweeb101,123045
,690803
,518995
,816314
polhm101,120650
,656099
,566999
,821936
kerrt101,
,621570
littj102,117823
,454296
,538498
norrj101,119841
,815413
,529881
,439196
evanc102,819615
,826140
mosej101,119436
rungp001,121553
oceaf801,
,476211
,460293
,808162
,449739
,491630
,699400
,835395
,677423
,571773
arocr001,110338
,829273
,805091
costm001,453068
camik001,111908
,441353
schic101,121810
,528218
craws001,112807
,684318
nunnj001,119869
,823814
,828331
mussp101,119605
terwd101,123205
,559083
,499526
,827767
,569735
,567709
,690035
schmm001,121836
hased101,115588
,499502
,563351
mcdod002,150021
,528565
,802219
,450589
milld107,119150
,444600
,469719
,669283
webbr001,444436
,685787
,816387
,475249
,806442
,695675
,703508
,553990
,443418
,691714
,813917
,825578
,445225
,823882
,474805
laydg101,117569
snydj001,122511
,605893
,607596
,455070
,543891
,689351
,573592
,694665
,675865
,593453
,556249
,656764
,439452
,471636
,449483
,803009
,517899
,823204
,809317
,568410
weine101,124046
sists101,122282
,803254
,676303
,439161
torbj101,123401
,471097
nen-r001,119718
,435904
tilsc001,605508
,531495
,800068
,446822
,593935
clarj101,112329
,699927
,676835
,681367
gordh101,819323
turnj002,545363
,436833
,567941
dowij101,113510
,491727
,815551
smite103,122384
,466307
rondh001,444468
,456511
,564399
,830456
lestj001,452657
,489441
,609045
,530896
,830106
,664980
,462139
,643717
,440284
grayw101,819294
,476002
,442130
,827534
,563296
,681326
,571618
,555888
,472314
,465062
,805632
,694937
,473573
,532109
,556145
,661152
,571445
,520529
,471230
,466975
,699026
bartd101,110639
,665713
,529249
,527034
chand101,112188
,803304
rixee101,121255
,557624
,463040
,564499
,830584
,684338
,689699
,518562
,657718
,473358
,477447
vansc901,
,623995
,836097
,569696
,439643
murra101,119588
,515808
,461226
,445833
,447837
,500280
trouq101,123478
,693220
,443193
weckp101,124028
,804981
,682722
levyl801,
,449098
,439052
,493649
,665939
,469904
,519354
,622529
,518462
,557954
,444990
heflr101,115696
,571838
tannu101,
,684623
,452301
,489360
,815329
,807930
albuv101,110113
,452808
,592862
,544519
,826621
,831785
,555569
,608607
,809484
fishs102,114154
,440507
,562598
bohnj101,111159
,437865
giraf101,
,824676
,596857
,466191
,467958
,442277
,665133
wohlm001,124498
,823281
,686435
,821027
dente101,113274
,689492
,570643
,489344
,444933
alvaj002,235094
,471737
olinf101,119977
,457818
,689789
,664252
,801686
,676764
,807260
,821346
,691854
seibs101,121981
,685305
,700802
,694330
,803693
,622559
,559010
,687281
,463952
,623258
,438151
,450727
,592469
,514710
,821774
,800284
,656411
,699546
calll101,111890
mchea101,118748
,554062
,694566
turnt801,815800
,689547
,689657
,621448
,687897
,469227
,442367
,447049
taylc001,621035
,435980
,572079
ocond102,119922
,676920
,453583
cousd101,112741
,692694
,672666
bongn101,111194
berbj001,110890
,566571
,541629
,444329
mckej801,429341
,474552
,534563
,444901
,470763
,488729
buchb002,150211
,809747
webbj701,613603
,581475
,441657
,444826
lewij104,818507
,570826
,656483
scheh102,121803
,558212
maybj001,460055
pickc001,136730
,659328
,519367
pereh001,541650
noyew101,119863
,699365
,503583
,469882
,806003
loftk001,117863
,446902
,672413
,562349
,673685
,554526
webeb001,276533
,692243
,560976
,443848
,665957
,472160
aberb001,150466
,516757
,829590
bentc101,110878
,803845
hennl101,115771
,676239
wille001,124305
,688702
,628226
,438234
avilr101,110399
rodrs002,446481
,823769
,683749
,642037
,441341
washd001,572241
,656063
,821385
,672887
spanj901,
,835880
,449812
,489102
,443364
,677305
,596259
,662144
,566022
ellij105,819644
,834999
,691128
,621032
,669885
,687903
,516922
valds001,123606
chapu101,820104
,450338
,821158
,665908
,445844
,669900
,814095
,438092
,803152
,570683
,563633
,451698
,703190
,676339
wardp103,123914
,556268
,656746
,500285
,830320
,641148
,489312
,649810
,806913
,801772
,532211
,581685
,808088
,562076
,687150
,502027
,542263
,439934
,665158
,565626
lemoj001,621082
,805938
,667809
,822743
,608409
,450198
,809798
,808660
,811326
,605545
,561232
,694134
smitm006,445224
,554932
,687554
,824746
,815186
,689691
,800542
,680620
,458956
,665946
mejie001,625510
barrf104,110612
,519115
,444337
,805166
,663995
,489345
,678412
,458438
,703037
,821619
,693204
,477441
,617224
garcr003,424505
,562265
,679922
,830684
jackj107,
,830974
,543693
,526429
,444929
,801733
,830628
,573573
,696264
durhe101,113655
,557499
,456415
,555419
,611843
,642335
,440218
,642027
,687841
,606260
,438123
,466904
,821787
,813824
,558466
,811358
,439593
,802545
boydm001,571510
geerb101,114679
,694910
,659407
,678644
,694319
,493607
pitka101,120601
lancr001,117446
ziskr101,124780
,438929
mcclb102,118581
,688496
,458497
,568993
,612315
,460832
,450378
rodrg001,276534
,805377
,607012
,626841
,658679
,803157
,516735
,688286
,545392
demej101,113253
,683022
,800230
,823452
,470461
,813865
,471379
,563640
,665130
,688084
jackl103,818860
,453760
,570478
,448172
,594134
,500002
,545407
,566238
,565668
hydec101,818910
choad101,112255
,808573
,593623
,676913
,823678
,665107
,820836
,448277
,451119
,827531
,443642
,677038
dural001,470516
,456291
,543217
,829546
,678785
,561010
,450883
karnb101,116847
,439129
sawyd901,
,556278
,669781
,695752
,801734
,695734
,807743
,684386
,650991
,471297
,518705
,570879
,813551
,502639
,473517
,670823
,679749
,825288
mcleb901,
,564022
,821615
,439570
morrb101,119392
faheh101,113975
johnw102,116635
,807694
,521830
,808941
,606204
,623241
,440246
,663501
,456301
,576848
,525428
,499912
,693824
beeld001,542923
,623223
delaj003,503444
,463345
,672899
,805381
davig001,113109
riceu901,
,813573
,813296
,622813
,656736
beavb001,518444
mackt001,118091
,543199
sweec101,123034
,443783
krsnr101,117329
,434558
,831631
,441192
,455015
,693451
,440752
,654784
donnb101,113451
,660827
,461244
,595249
,437746
sundg101,122984
,808042
,568812
,678364
,593486
,656914
,693288
cogse101,112449
,815217
,457151
,530389
,592692
,596835
,686705
,821785
walkt101,123814
,452813
,451706
,448432
denis901,
,502453
,461742
,437841
,564039
,621519
nelsb101,119716
,442173
,680763
,435946
,814099
rosas001,466459
,455410
faheb101,113976
,829319
,832120
,805874
,593641
,680834
,812514
,593939
,532438
,687390
,671938
bullb101,111683
,440028
blanc103,111077
,622604
,821413
,695385
,457811
,608735
,572158
walld003,123856
,572941
,436375
delar003,523989
,622739
,687817
,605231
,628240
,442494
,806522
woodd103,124546
,800237
,657058
,456048
,807625
,467073
,457369
,562976
,467362
norrl101,119842
roweb101,121508
,811338
,828433
,680824
,681244
,658553
hannl102,819201
,450220
,528997
,825303
,565645
stahj101,122639
,566561
,672855
,444905
,689836
myerb101,119630
,828366
,703046
,650696
,670304
,805674
,611464
,459017
,437712
,555796
torew001,444430
,607165
,565396
,693709
,686976
,598676
,441358
bolar001,671790
kusna101,117374
lapof101,117497
,660648
,607176
,436243
kramk001,596012
,650689
,530137
,458355
,438521
,451351
espyd801,427151
hennb001,430913
,439845
,442406
hulvh101,116304
hitcs001,115982
,459378
,436128
,476238
,606582
,557699
,702857
devlc901,
,438429
,442517
,449832
,800569
,444431
coleb102,112486
,501960
bithh101,111026
,438219
,830025
,658427
sawyw101,121729
,457010
,696035
,565981
,672433
,440460
gorer002,434698
,443932
,693831
,689930
,599805
,823013
,470973
,808131
,542482
,642521
,691743
,698960
,555050
watte101,123991
,519430
,488913
,458813
,465867
,680696
,453537
,678373
,672502
,643279
,685301
miner101,119169
,680956
,445721
,437478
,818184
,643599
,608107
,559783
,533351
,831469
,663740
younr101,124717
swisn001,430897
,668962
hanrj001,430629
,692307
,684643
,830136
newet001,119736
jetes001,116541
,700988
raver001,592660
,690192
,442099
,455137
,829830
,592457
,458514
,661257
,503570
,819970
,554931
shorr001,430907
,643235
,802615
,808402
,607323
,437482
,573654
,556690
,439067
,665325
,466598
,665021
steee101,122706
,524628
,449111
,808555
leder001,133342
grotj001,115195
,688446
,673923
,661389
,679829
,532443
,623506
berkf101,110910
,441143
,663576
,502536
,832730
,695136
calhj101,111878
currs001,112961
boslt001,111251
,688085
fordm001,425651
whitb107,124158
willg001,124314
,669916
,695087
,457973
,463100
,667436
,569523
,800550
dwyef101,113675
hodec101,116003
bormj001,657524
,656202
,502502
,443176
,807939
,694896
kempg102,818630
,449262
specc001,122567
,804248
,457849
,807487
,801452
,835993
,458405
,466939
,531951
,684240
,813387
,541605
,472669
,471844
carep001,111990
uptoj001,457708
,645739
,445646
,703682
,593912
ruiza101,817417
,679056
,667398
,452824
,558218
,542153
kahns901,
,669321
,456375
,831595
reinz001,643617
,437958
,445597
,700930
,827279
,820839
,826928
,573182
,666592
,813651
,407863
,809375
jackl101,116435
,501544
,809995
,802696
,809697
,823509
pashl001,120269
herna002,406324
,448541
,558249
,279908
,531632
,815337
,815985
,458573
,692170
,623334
,608610
bartb102,110645
,673508
,448216
weltd101,124081
,559874
johnr004,116623
carne101,112016
,701032
hamij103,819209
martf103,818336
,802658
,441253
,442660
,555649
,702652
,450323
,452024
,806725
,694570
,690221
lockm901,
walkl102,816767
milot001,543548
,659252
,502654
,446871
,520969
,621246
,605427
,566046
,805971
,461159
,565013
,815830
,476037
,546184
stevt001,122771
,593851
,686176
,643201
,531200
,488941
,529188
,692412
,581487
augud101,110378
,805740
,673746
,431141
,621299
,830266
,695148
batit001,110682
,681631
,665157
,444755
,445843
,683015
,817763
,831717
,657096
,836172
,458059
,806227
,828145
,800015
heltt001,115732
,686576
,694708
,831192
,472546
,562810
,562865
,561677
,448164
dennd101,113270
brang101,820400
giort101,114830
,554539
,624644
,518699
,626411
,671989
,470425
,442334
,694025
,572678
ederj001,671109
loper003,625643
,817878
,801151
,437271
lee-k002,686676
,818784
,556802
chape101,112196
,808695
,452867
,819159
,812439
,806651
hopkd101,116139
,685476
,688200
,822562
,835043
,454524
,644937
blacu102,820493
,517528
,678294
,493300
,599670
,824472
,475079
,463227
,455753
,437027
,800488
jeffw101,818826
,688287
,447619
,532222
warrl901,
,694360
taylb002,664701
,702319
,444615
,689384
,439917
,669139
,690681
ellib102,113823
willb111,816603
,630112
lemom101,117673
,681715
,562280
meisj101,118921
,680639
,464349
,434523
,451293
,660792
,573154
,808126
,555732
,469393
,688568
grimr101,115171
mizej001,119209
,684994
stilu101,817087
,472315
,672894
,607624
,457536
,669425
dannb101,113042
,830485
,830296
odeap101,119930
hents001,656529
chatt001,543022
,562146
,801641
,461851
,667546
,592477
,515039
,829315
,530483
,801847
,531067
,555173
,457156
,692059
,674265
,640452
kiebc001,666198
,656006
,689995
,642341
,673562
gallg001,606149
,520971
,805048
brigh101,111467
mitcj101,119192
,630042
,472197
clart101,112362
,680298
,476998
,461616
,641738
,445935
,473184
,595317
,835886
,682863
schuf101,121880
,572106
joned104,116679
bucka801,492625
,463797
,456740
evant001,113941
,702019
,830842
,808182
dugag101,113603
,556645
connf101,112571
,425790
,621181
,653248
,447821
,533302
,566519
hodgg102,116007
,694418
,581215
,446017
,814258
bullc901,
,696503
,440897
,456246
,690399
,681894
,464461
gonzv001,624647
,563064
,699373
,679307
hilld101,115932
,565544
,608766
,807194
,503063
,622719
,642498
,694966
millf106,818148
,519788
,468796
,465935
bingb101,820508
,518822
rasmc002,474284
withc001,519437
,453737
,801274
,595891
romaj002,400099
,701396
,687129
gertl101,114724
,463153
,682687
,436265
,807589
,529690
,450673
,807353
,607782
,443668
,601724
,572328
holll101,818992
,690543
,808991
eastr102,113713
saund101,121712
,642468
,525828
,702896
dormc101,113477
rossb103,121472
,449973
,690287
,468819
,669772
,453230
,823841
,702284
wallf001,657088
,531755
,809533
johnb102,116620
,682843
,533023
sulld103,122941
,693558
hughr001,446560
,804829
,683598
,442211
,656059
smitg105,817201
,564020
,813923
hinkg101,115967
davim101,113148
,687036
,437590
,665976
,827610
andrk101,110261
,824495
stepr101,122752
,464210
,504475
,544926
,681479
,533504
klinr101,117159
,464092
,437715
,436089
,555224
,809400
,440296
,561485
,519442
,657717
hoagm101,115987
,518442
,677572
,469879
,820852
matsy001,673513
,440334
,458910
,816434
,467638
,824531
,437352
,462130
mangp101,118231
,836026
butcm101,111804
,678230
,441308
,656261
,462558
,829666
,688462
,543910
,836155
,818958
,621579
,461001
,472026
carrm001,112036
,835872
,466692
,699235
,465487
,436453
casta004,502162
,689895
dialk101,819782
smilb101,122343
flord001,114251
garmm101,114623
santl101,817369
,683515
,443907
,446511
,455041
,800758
rodrj001,316792
,664481
buttb801,
morrj103,119417
,563233
,608050
,474901
,822494
,449024
,823660
,825844
,567107
,458931
,823526
berrg001,110928
mcgrt002,118731
,527046
pralw101,120740
,556212
,678539
,476194
,492517
,452068
,457507
,694312
,666011
,488900
mujij001,620445
,669061
malos001,118219
,472361
,443156
,800838
,441998
,543127
,491881
,490675
,679052
,814370
,593597
,680203
mccod101,118592
,622419
,811636
smite110,137202
fussc001,136728
kaisk901,
,821453
fagab102,819592
chapb102,112205
,664966
,688605
wistt101,124481
,827114
,829629
,695470
,473257
,467015
,573468
,581265
hechm101,115687
ortoj001,120080
tidrd001,123333
gunkf101,115251
,822850
,460076
,517391
,558646
,557506
,674490
,461538
,660427
,601982
,441096
,542402
,543674
,564925
hillf101,115949
,465895
,685124
,689643
,660728
,549078
,817992
,815343
,809057
,656912
,805173
,663596
,654030
,655994
,702987
smitj001,400136
leadb801,492658
,669089
,456931
johnn101,818732
,690610
suzum001,123010
,447532
,448793
,440217
,622449
schrc001,456744
,460634
,594874
,450249
,450572
thomc001,433595
,692795
,520548
,458790
,502485
,560087
,679709
carpj901,
,436465
,502138
,684721
,503036
wortd001,519445
,806514
,695145
,608161
,436264
,822703
,608743
,521811
,649417
,701447
,559899
,808438
,680442
snyde001,407897
,835318
,501844
taboj101,123074
,453229
,804523
smitm001,122434
,437618
,642240
,448620
,502411
,567992
,520910
pacip001,120154
,573223
,592485
,827425
,824229
,458362
,516468
,442465
,438923
mainj001,429720
,682791
,642058
,831783
,443186
,561380
,566954
arsep801,427007
,464821
,456351
mcgid101,118708
,822810
,467651
,835956
hughl001,471863
grasl101,115051
,695569
,672808
,702306
,700750
,438433
,808899
,700976
,504309
,484180
,529373
,820160
,681902
joner106,
herri001,671056
,820845
,446344
,663370
,687718
,441701
,663382
,444269
,809983
,451722
,466621
pickc102,120546
,596731
,447000
,701328
millj110,119137
,681109
,803352
sandp001,467055
,472850
,566632
,683806
,446571
,467630
,564081
,518867
,642101
,450710
,445179
,674017
krisb001,621139
,528271
,802590
,690837
,564593
fryec101,114463
,645612
,815265
,814098
,695403
,463389
,688405
,451006
,441185
,475215
ornej001,680716
,673983
,563062
,529039
,444670
,560413
,453590
,564333
,458403
,469930
,695226
,689950
lystb101,118059
,546895
palmr001,120191
,805797
,691633
,833509
,701687
,448447
,660723
collh101,112498
,425504
,605372
,466857
auerr102,
,436762
rodrr005,400156
chava002,425824
,804963
jacke101,818873
,438578
,570616
,834956
,821760
,445876
lee-m101,117608
,701082
,831634
,474909
,807667
,471999
,581408
,689285
jackl104,818862
,674174
,637379
,815463
,827543
,643362
,810002
,572908
,699186
,807149
,690989
protd101,120780
,673554
,678325
,702421
,835987
rittj101,121242
,683929
,692670
,456582
,801629
shorr101,122186
,804247
,448737
,669047
connb102,112583
johnp101,116555
,453699
,801775
,804856
,805261
,809460
kissb101,117129
,437523
gearh101,114669
,467035
,445248
,688120
,594949
,543769
,461185
,445901
,672277
,510600
,818351
,650628
zivid901,
,822723
macle001,449774
,831713
,452296
,682800
,556877
,827326
,817806
,703461
,607063
parmr101,120241
,650854
crimj101,112828
,816515
,687803
,448538
mabrj001,118065
,490633
,830017
,557149
,470466
berrc102,110931
,530069
,453885
,673078
,460517
,818625
,454444
,502050
,677415
,542641
,450750
,624733
,438758
,811332
,676862
,462848
,686125
reida101,817583
pramj101,120741
butlb103,111810
hartj001,115578
,464775
sancc002,650911
,801181
,433636
,664752
einsd701,431022
,804678
shaft101,122041
,695106
prouw101,
,688700
olive101,119981
,446726
,440042
wyatw101,124627
,673893
,441579
,635543
,608762
,676335
,699204
,672080
,570680
,819642
,407846
,556149
,832188
,816154
,566538
,618521
,642088
hodgp101,116011
,669418
wallm101,123852
hauga101,115612
ankep101,110282
,684932
sullt101,122970
,677589
,473855
machv001,605353
,450761
,823609
morac103,818073
,680395
,517809
,446084
,819899
,425563
,597453
,571586
,823284
,488929
johnk101,116605
martb901,
,607598
,665240
,477531
sutcr001,122996
paynf101,120320
,669310
,669299
,450682
,440784
,800852
,501734
,527037
,804590
,622496
pearn001,663878
,438235
,817782
,818636
,626354
,670297
,592316
,564849
assep001,110358
,809114
,680878
,656013
ockew101,119915
,563128
,502291
,604813
darwd001,113060
,466583
,832557
,642740
,834985
hentp001,115797
,641591
freer101,114398
,800794
crosn101,819932
,820551
,605117
willb901,
,574988
,450692
,522828
,689759
,438707
,606122
,800961
,836274
,560129
,686845
,689416
,682643
megit001,656730
,643552
,543210
,592174
,703215
thomd004,605504
,800300
dixos001,113399
cox-c102,819960
,436193
,678106
,458348
,650531
,442353
,556100
,470497
,682022
thurj001,407871
,693667
,592898
,685786
,699658
,489270
,832541
,453490
haleg101,115325
,530847
,501713
thomj104,816972
,808808
,642563
,542624
,674166
,563012
,678268
,598020
,450245
,684258
,450116
,643438
,451179
,437783
moorg102,119298
,545713
,605489
,518926
janzm001,116495
,454457
,665125
,437400
,475679
,438272
bassr101,110661
gee-r101,819400
garcw001,591994
halli101,115342
,442578
,832009
,702505
nicod801,
,699272
,571910
,440122
,448731
,439138
,676086
,488718
,688778
hubbm001,116247
bradg103,111343
,606475
,623982
,831799
,561757
brooi102,820372
,699932
,699112
,821849
,467852
,693023
,821053
,684959
,563844
bosic001,111249
,695370
,472090
,468683
,700276
,622530
,475384
edwaw101,819656
hernr102,115831
,666218
,563155
,802178
,430934
,470895
tepef101,123189
,478779
,831875
,501505
blacc101,111042
,660522
,543311
,506085
,444678
,570250
ponde101,120663
trume101,123489
,439045
,821446
,463154
,489010
,817230
,456753
,671260
,515054
,593433
,650977
,678966
,463213
,689024
galaa101,114525
,813548
,451622
,695103
,818648
,801735
,644758
,534023
,699783
,442677
magrp101,118148
,678844
,701483
,468417
,808651
,454135
,805103
,687608
,572721
meinh101,118916
,518827
brieb101,111460
,660680
,592765
,569475
,436094
,806320
,821322
,516670
,573142
,459634
,688091
,518783
,677603
,445763
,568899
,676349
,452040
,606283
,519729
,676736
,455074
,557902
colla102,820018
,830955
,828425
,567010
,466551
blasj001,518466
,821188
,534612
normb101,119838
,688738
,558405
,466110
,607486
bumba001,111687
,572747
,607904
,558419
,693685
,467371
,669799
,463971
,815054
,677624
,657685
,663426
,688371
,809707
,806580
kintb001,445213
,447847
,817056
,656121
sprob101,122625
,452752
,446576
,673901
,606218
,681236
,562153
,445208
,573214
,621189
,809851
,696038
burgp101,111704
,445809
albeb101,110108
,436206
,542680
,801219
,685297
,690999
johnb004,598271
,823858
bennf101,110872
,821440
,475501
,479122
,543928
,465287
,665106
,436337
,818266
,502344
,446805
,687789
,607329
paluj001,643478
,443559
,686982
,442230
,444395
,519044
harit001,115475
,451203
clars103,112335
,547372
,806367
,430601
,542905
eader001,592280
,456479
,440011
,450259
,449712
,699699
cadag001,111854
,545398
,804295
,682091
,547809
hookj101,116124
,686544
,678952
,817764
willb108,816599
aguih101,110091
,663780
,664771
,676943
,809838
,572176
,468801
,532733
,831024
,443936
,464425
fielj001,435222
,595011
,448332
,471635
,476999
propw101,817662
jayem001,594867
holcg101,818997
cruzv101,112908
,831951
endet001,341316
,821197
,473907
,663923
,682538
,442366
,811562
,460636
,452819
,820679
,650811
,472378
,556500
,605432
,440248
lawig101,117553
,669378
,803071
gastw101,114652
,475783
,693085
,678673
,692383
,438471
,833084
,562458
,660570
,438344
,606166
,466357
,699623
,555023
rodgb102,121343
,444534
,664385
,519040
,521231
bennj002,430831
,676506
,436530
,441882
,800915
,821261
,831541
,592449
,831653
,444499
thomc102,123237
,436942
,459076
,808064
,827614
,812433
,532314
,642292
,698977
,692434
,557578
,694083
,563725
,441838
narub101,119657
,671885
luskc101,118017
,803138
shawd901,
,677614
rizza001,519203
,444810
,832041
,489415
monas001,136265
,460609
,701106
,702695
holld101,116072
,696000
,623462
,640637
,679740
,560199
ochoa001,119913
schmg801,492689
,467069
,458566
,823666
laddh101,117399
arnsb001,110336
,800678
,448377
,455268
,562376
,436182
,558735
,543847
,689598
,542350
,594973
buchc001,453329
,450066
,444912
barkl002,673316
,678110
,806370
,443079
,660583
,464787
,690460
,818414
,800732
brocd001,111492
valej004,123609
,677047
,519011
,542532
rober002,440251
,566429
ramsd901,
,831666
,699292
irwiu101,818901
,669991
,674942
,695241
redmm001,133226
,563591
,829675
,441291
,622170
,457639
moatd101,119213
,570619
,557395
,469178
,538081
izquh101,116416
,451401
,676269
,476334
,691558
,650528
,818603
,642052
,820665
,701949
,455649
,807361
bigbl001,406933
,800461
,812727
,543799
,622174
,829508
,451758
gleah101,114852
,436136
,548120
,827810
,447648
,649718
,628348
,680596
oneih101,120026
,801791
,567222
,808215
,448355
,657074
,702187
,440884
,811352
,545591
,807035
,811551
,506807
,621403
,452823
,449185
,450748
,466513
,447805
,669617
,801197
mitca103,
,488663
,688810
tempg001,123182
,462092
,828524
,573254
,561272
,529661
,834704
,491520
,830744
,621526
macll001,118101
,824737
,621328
,809340
,680529
,439782
,681818
,656187
,677309
,688207
,438038
,607613
,802737
ullrs101,123556
,665981
,824520
,683150
,661538
,569601
,685774
fox-c001,114354
,802391
,561412
,572839
,623151
,820904
,443034
riosm101,817534
ramoe101,817625
,559701
,621457
,607038
craws101,112806
,517466
,692020
arroc001,624414
,664210
,438425
tscht901,427514
,812440
,502764
vandb102,123641
,814387
,528179
,470083
,819453
,581497
,456734
wilse104,816519
dunnj902,
,688239
,545844
,678648
,613464
,685308
rosaa001,489267
,557384
,819330
snydc103,
eatoc101,113717
,441955
,688463
,703860
,469149
,835495
,807211
cooks001,112633
,823251
,463129
,449645
padrl101,817891
casej102,820140
,558021
,665612
,690079
,686489
,458785
,823901
,688760
,829294
campp001,669294
,608465
,691836
bannj102,110538
strzp001,657265
walsj001,665120
,808104
,656472
jackc102,116421
,502016
,466758
,682803
,529990
,821508
aldrv101,110121
,699194
,815612
white101,124212
mcnad102,118841
plewh101,120626
,657673
,566997
,560819
,563609
,695278
joneg002,434540
mccoa103,118586
blumg001,150398
,437537
,686366
,492918
,702492
,449038
,817615
,445575
,805521
howel101,116221
,462193
knacb001,117177
,457378
,669902
,832195
,691495
,660632
,820576
gablg101,114502
,543763
,815665
,530079
,566266
,502428
,818394
,559774
,569180
pardj101,817871
,663314
,695319
,444064
kessu101,818622
,687055
,454258
,449675
,674465
,680679
,664787
,805820
hoffb101,116035
hills101,819012
,678655
,561477
,642219
,809108
,544817
irwic101,116407
,622775
,555954
,641839
,445737
,436256
,455945
karnj001,400112
,460961
overo101,120128
,441064
,669382
,595187
,689649
,558884
,501735
,677672
freed701,489955
,450413
,544823
,609273
,663652
,466374
,829885
,674864
,663375
,605378
naylb001,666310
,678259
browm005,136301
,501996
,823080
,449848
,501190
hurdt101,116345
,801011
,499470
,820729
,687600
,462451
,449338
thomr001,123263
,545754
,680548
morrb001,453344
perei101,817791
,570018
,596051
,569864
,532608
millb902,
,566396
,689427
abbop001,110015
,678851
,437839
,608886
,437419
,475874
,502486
,801028
,814240
,543014
,687179
,465445
,593835
,501554
,682894
,573197
,474902
,687028
,439081
infaa001,116387
,605514
parkr101,120234
,678128
blacc001,453568
,643241
,469886
,672558
,543774
,809610
,813683
,458712
,520968
smitj111,122457
,439888
,565649
,542595
massm001,686681
,608567
sisld101,122281
,653857
,567221
,690280
,563656
,670375
,643510
,687614
,466946
munoj101,818021
,641705
,573584
,617654
,685383
,501778
,442129
,477361
,446998
,502615
,827330
,690534
,558277
,806516
cuelb101,112916
