year,teamID,salary,threshold,over_amount,cbt_tax,cbt_flag
1997,MIN,34072500,,0.0,0.0,0
1997,ML4,23655338,,0.0,0.0,0
1997,MON,19295500,,0.0,0.0,0
1997,NYA,62241545,,0.0,0.0,0
1997,NYN,39800400,,0.0,0.0,0
1997,OAK,24018500,,0.0,0.0,0
1997,PHI,36656500,,0.0,0.0,0
1997,PIT,10771667,,0.0,0.0,0
1997,SDN,37363672,,0.0,0.0,0
1997,SEA,41540661,,0.0,0.0,0
1997,SFN,35592378,,0.0,0.0,0
1997,SLN,45456667,,0.0,0.0,0
1997,TEX,53448838,,0.0,0.0,0
1997,TOR,47079833,,0.0,0.0,0
1998,ANA,41281000,,0.0,0.0,0
1998,ARI,32347000,,0.0,0.0,0
1998,ATL,61186000,,0.0,0.0,0
1998,BAL,72355634,,0.0,0.0,0
1998,BOS,56757000,,0.0,0.0,0
1998,CHA,38335000,,0.0,0.0,0
1998,CHN,50838000,,0.0,0.0,0
1998,CIN,23005000,,0.0,0.0,0
1998,CLE,60800166,,0.0,0.0,0
1998,COL,50484648,,0.0,0.0,0
1998,DET,24065000,,0.0,0.0,0
1998,FLO,41322667,,0.0,0.0,0
1998,HOU,42374000,,0.0,0.0,0
1998,KCA,36862500,,0.0,0.0,0
1998,LAN,48820000,,0.0,0.0,0
1998,MIL,33914904,,0.0,0.0,0
1998,MIN,27927500,,0.0,0.0,0
1998,MON,10641500,,0.0,0.0,0
1998,NYA,66806867,,0.0,0.0,0
1998,NYN,52077999,,0.0,0.0,0
1998,OAK,21303000,,0.0,0.0,0
1998,PHI,36297500,,0.0,0.0,0
1998,PIT,15065000,,0.0,0.0,0
1998,SDN,46861500,,0.0,0.0,0
1998,SEA,54087036,,0.0,0.0,0
1998,SFN,42565834,,0.0,0.0,0
1998,SLN,54672521,,0.0,0.0,0
1998,TBA,27280000,,0.0,0.0,0
1998,TEX,56572095,,0.0,0.0,0
1998,TOR,51376000,,0.0,0.0,0
1999,ANA,55388166,,0.0,0.0,0
1999,ARI,68703999,,0.0,0.0,0
1999,ATL,73140000,,0.0,0.0,0
1999,BAL,80605863,,0.0,0.0,0
1999,BOS,63497500,,0.0,0.0,0
1999,CHA,25620000,,0.0,0.0,0
1999,CHN,62343000,,0.0,0.0,0
1999,CIN,33962761,,0.0,0.0,0
1999,CLE,72978462,,0.0,0.0,0
1999,COL,61935837,,0.0,0.0,0
1999,DET,36489666,,0.0,0.0,0
1999,FLO,21085000,,0.0,0.0,0
1999,HOU,54914000,,0.0,0.0,0
1999,KCA,26225000,,0.0,0.0,0
1999,LAN,80862453,,0.0,0.0,0
1999,MIL,43377395,,0.0,0.0,0
1999,MIN,21257500,,0.0,0.0,0
1999,MON,17903000,,0.0,0.0,0
1999,NYA,86734359,,0.0,0.0,0
1999,NYN,65092092,,0.0,0.0,0
1999,OAK,24431833,,0.0,0.0,0
1999,PHI,31692500,,0.0,0.0,0
1999,PIT,24697666,,0.0,0.0,0
1999,SDN,49768179,,0.0,0.0,0
1999,SEA,54125003,,0.0,0.0,0
1999,SFN,46595057,,0.0,0.0,0
1999,SLN,49778195,,0.0,0.0,0
1999,TBA,38870000,,0.0,0.0,0
1999,TEX,76709931,,0.0,0.0,0
1999,TOR,45444333,,0.0,0.0,0
2000,ANA,51464167,,0.0,0.0,0
2000,ARI,81027833,,0.0,0.0,0
2000,ATL,84537836,,0.0,0.0,0
2000,BAL,81447435,,0.0,0.0,0
2000,BOS,77940333,,0.0,0.0,0
2000,CHA,31133500,,0.0,0.0,0
2000,CHN,60539333,,0.0,0.0,0
2000,CIN,46867200,,0.0,0.0,0
2000,CLE,75880771,,0.0,0.0,0
2000,COL,61111190,,0.0,0.0,0
2000,DET,58265167,,0.0,0.0,0
2000,FLO,19872000,,0.0,0.0,0
2000,HOU,51289111,,0.0,0.0,0
2000,KCA,23433000,,0.0,0.0,0
2000,LAN,87924286,,0.0,0.0,0
2000,MIL,36505333,,0.0,0.0,0
2000,MIN,16519500,,0.0,0.0,0
2000,MON,32994333,,0.0,0.0,0
2000,NYA,92338260,,0.0,0.0,0
2000,NYN,79509776,,0.0,0.0,0
2000,OAK,31971333,,0.0,0.0,0
2000,PHI,47308000,,0.0,0.0,0
2000,PIT,28928334,,0.0,0.0,0
2000,SDN,54821000,,0.0,0.0,0
2000,SEA,58915000,,0.0,0.0,0
2000,SFN,53737826,,0.0,0.0,0
2000,SLN,61453863,,0.0,0.0,0
2000,TBA,62765129,,0.0,0.0,0
2000,TEX,70795921,,0.0,0.0,0
2000,TOR,44838332,,0.0,0.0,0
2001,ANA,47535167,,0.0,0.0,0
2001,ARI,85082999,,0.0,0.0,0
2001,ATL,91936166,,0.0,0.0,0
2001,BAL,67599540,,0.0,0.0,0
2001,BOS,110035833,,0.0,0.0,0
2001,CHA,65653667,,0.0,0.0,0
2001,CHN,64715833,,0.0,0.0,0
2001,CIN,48986000,,0.0,0.0,0
2001,CLE,93152001,,0.0,0.0,0
2001,COL,71541334,,0.0,0.0,0
2001,DET,53416167,,0.0,0.0,0
2001,FLO,35762500,,0.0,0.0,0
2001,HOU,60612667,,0.0,0.0,0
2001,KCA,35422500,,0.0,0.0,0
2001,LAN,109105953,,0.0,0.0,0
2001,MIL,43886833,,0.0,0.0,0
2001,MIN,24130000,,0.0,0.0,0
2001,MON,35159500,,0.0,0.0,0
2001,NYA,112287143,,0.0,0.0,0
2001,NYN,93174428,,0.0,0.0,0
2001,OAK,33810750,,0.0,0.0,0
2001,PHI,41663833,,0.0,0.0,0
2001,PIT,57760833,,0.0,0.0,0
2001,SDN,39182833,,0.0,0.0,0
2001,SEA,74720834,,0.0,0.0,0
2001,SFN,63280167,,0.0,0.0,0
2001,SLN,78538333,,0.0,0.0,0
2001,TBA,56980000,,0.0,0.0,0
2001,TEX,88633500,,0.0,0.0,0
2001,TOR,76895999,,0.0,0.0,0
2002,ANA,61721667,,0.0,0.0,0
2002,ARI,102819999,,0.0,0.0,0
2002,ATL,92870367,,0.0,0.0,0
2002,BAL,60493487,,0.0,0.0,0
2002,BOS,108366060,,0.0,0.0,0
2002,CHA,57052833,,0.0,0.0,0
2002,CHN,75690833,,0.0,0.0,0
2002,CIN,45050390,,0.0,0.0,0
2002,CLE,78909449,,0.0,0.0,0
2002,COL,56851043,,0.0,0.0,0
2002,DET,55048000,,0.0,0.0,0
2002,FLO,41979917,,0.0,0.0,0
2002,HOU,63448417,,0.0,0.0,0
2002,KCA,47257000,,0.0,0.0,0
2002,LAN,94850953,,0.0,0.0,0
2002,MIL,50287833,,0.0,0.0,0
2002,MIN,40425000,,0.0,0.0,0
2002,MON,38670500,,0.0,0.0,0
2002,NYA,125928583,,0.0,0.0,0
2002,NYN,94633593,,0.0,0.0,0
2002,OAK,40004167,,0.0,0.0,0
2002,PHI,57954999,,0.0,0.0,0
2002,PIT,42323599,,0.0,0.0,0
2002,SDN,41425000,,0.0,0.0,0
2002,SEA,80282668,,0.0,0.0,0
2002,SFN,78299835,,0.0,0.0,0
2002,SLN,74660875,,0.0,0.0,0
2002,TBA,34380000,,0.0,0.0,0
2002,TEX,105526122,,0.0,0.0,0
2002,TOR,76864333,,0.0,0.0,0
2003,ANA,79031667,117000000.0,0.0,0.0,0
2003,ARI,80657000,117000000.0,0.0,0.0,0
2003,ATL,106243667,117000000.0,0.0,0.0,0
2003,BAL,73877500,117000000.0,0.0,0.0,0
2003,BOS,99946500,117000000.0,0.0,0.0,0
2003,CHA,51010000,117000000.0,0.0,0.0,0
2003,CHN,79868333,117000000.0,0.0,0.0,0
2003,CIN,59355667,117000000.0,0.0,0.0,0
2003,CLE,48584834,117000000.0,0.0,0.0,0
2003,COL,67179667,117000000.0,0.0,0.0,0
2003,DET,49168000,117000000.0,0.0,0.0,0
2003,FLO,49450000,117000000.0,0.0,0.0,0
2003,HOU,71040000,117000000.0,0.0,0.0,0
2003,KCA,40518000,117000000.0,0.0,0.0,0
2003,LAN,105572620,117000000.0,0.0,0.0,0
2003,MIL,40627000,117000000.0,0.0,0.0,0
2003,MIN,55505000,117000000.0,0.0,0.0,0
2003,MON,51948500,117000000.0,0.0,0.0,0
2003,NYA,152749814,117000000.0,35749814.0,7149962.800000001,1
2003,NYN,116876429,117000000.0,0.0,0.0,0
2003,OAK,50260834,117000000.0,0.0,0.0,0
2003,PHI,70780000,117000000.0,0.0,0.0,0
2003,PIT,54812429,117000000.0,0.0,0.0,0
2003,SDN,45210000,117000000.0,0.0,0.0,0
2003,SEA,86959167,117000000.0,0.0,0.0,0
2003,SFN,82852167,117000000.0,0.0,0.0,0
2003,SLN,83786666,117000000.0,0.0,0.0,0
2003,TBA,19630000,117000000.0,0.0,0.0,0
2003,TEX,103491667,117000000.0,0.0,0.0,0
2003,TOR,51269000,117000000.0,0.0,0.0,0
2004,ANA,100534667,120000000.0,0.0,0.0,0
2004,ARI,69780750,120000000.0,0.0,0.0,0
2004,ATL,90182500,120000000.0,0.0,0.0,0
2004,BAL,51623333,120000000.0,0.0,0.0,0
2004,BOS,127298500,120000000.0,7298500.0,1459700.0,1
2004,CHA,65212500,120000000.0,0.0,0.0,0
2004,CHN,90560000,120000000.0,0.0,0.0,0
2004,CIN,46615250,120000000.0,0.0,0.0,0
2004,CLE,34319300,120000000.0,0.0,0.0,0
2004,COL,65445167,120000000.0,0.0,0.0,0
2004,DET,46832000,120000000.0,0.0,0.0,0
2004,FLO,42143042,120000000.0,0.0,0.0,0
2004,HOU,75397000,120000000.0,0.0,0.0,0
2004,KCA,47609000,120000000.0,0.0,0.0,0
2004,LAN,92902001,120000000.0,0.0,0.0,0
2004,MIL,27528500,120000000.0,0.0,0.0,0
2004,MIN,53585000,120000000.0,0.0,0.0,0
2004,MON,40897500,120000000.0,0.0,0.0,0
2004,NYA,184193950,120000000.0,64193950.0,12838790.0,1
2004,NYN,96660970,120000000.0,0.0,0.0,0
2004,OAK,59425667,120000000.0,0.0,0.0,0
2004,PHI,92919167,120000000.0,0.0,0.0,0
2004,PIT,32227929,120000000.0,0.0,0.0,0
2004,SDN,55384833,120000000.0,0.0,0.0,0
2004,SEA,81515834,120000000.0,0.0,0.0,0
2004,SFN,82019166,120000000.0,0.0,0.0,0
2004,SLN,83228333,120000000.0,0.0,0.0,0
2004,TBA,29556667,120000000.0,0.0,0.0,0
2004,TEX,55050417,120000000.0,0.0,0.0,0
2004,TOR,50017000,120000000.0,0.0,0.0,0
2005,ARI,62329166,128000000.0,0.0,0.0,0
2005,ATL,86457302,128000000.0,0.0,0.0,0
2005,BAL,73914333,128000000.0,0.0,0.0,0
2005,BOS,123505125,128000000.0,0.0,0.0,0
2005,CHA,75178000,128000000.0,0.0,0.0,0
2005,CHN,87032933,128000000.0,0.0,0.0,0
2005,CIN,61892583,128000000.0,0.0,0.0,0
2005,CLE,41502500,128000000.0,0.0,0.0,0
2005,COL,47839000,128000000.0,0.0,0.0,0
2005,DET,69092000,128000000.0,0.0,0.0,0
2005,FLO,60408834,128000000.0,0.0,0.0,0
2005,HOU,76779000,128000000.0,0.0,0.0,0
2005,KCA,36881000,128000000.0,0.0,0.0,0
2005,LAA,94867822,128000000.0,0.0,0.0,0
2005,LAN,83039000,128000000.0,0.0,0.0,0
2005,MIL,39934833,128000000.0,0.0,0.0,0
2005,MIN,56186000,128000000.0,0.0,0.0,0
2005,NYA,208306817,128000000.0,80306817.0,16061363.4,1
2005,NYN,101305821,128000000.0,0.0,0.0,0
2005,OAK,55425762,128000000.0,0.0,0.0,0
2005,PHI,95522000,128000000.0,0.0,0.0,0
2005,PIT,38133000,128000000.0,0.0,0.0,0
2005,SDN,63290833,128000000.0,0.0,0.0,0
2005,SEA,87754334,128000000.0,0.0,0.0,0
2005,SFN,90199500,128000000.0,0.0,0.0,0
2005,SLN,92106833,128000000.0,0.0,0.0,0
2005,TBA,29679067,128000000.0,0.0,0.0,0
2005,TEX,55849000,128000000.0,0.0,0.0,0
2005,TOR,45719500,128000000.0,0.0,0.0,0
2005,WAS,48581500,128000000.0,0.0,0.0,0
