feature,coef
bias,-0.07184198084642308
whiff_rate,-0.14935084826580083
chase_rate,-0.08884738322560473
z_contact_rate,0.04442300582833516
o_contact_rate,0.04400376624666302
barrel_rate,0.8419506251791682
hardhit_rate,0.21863742412142398
avg_ev,0.003164539445939918
