year,role,mlbam,player_name,pitch_type,pitches,usage_rate,zone_rate,whiff_rate,z_whiff_rate,o_whiff_rate,chase_rate,csw_rate,avg_spin,avg_ext,h_mov_in,v_mov_in,segment,edge_rate,heart_rate
2015,pit,218596,,CU,3,0.0009897723523589,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2374.5,5.25,10.72,-5.84,behind,,
2015,pit,218596,,FC,75,0.0247443088089739,0.48,0.4186046511627907,0.32,0.5555555555555556,0.4615384615384615,0.4,2148.7272727272725,5.453731343283581,3.9008,1.1136,,,
2015,pit,218596,,FC,27,0.0089079511712306,0.3333333333333333,0.1666666666666666,0.1111111111111111,0.2222222222222222,0.5,0.1481481481481481,2152.833333333333,5.434782608695652,4.377777777777778,1.106666666666667,two_strike,,
2015,pit,218596,,FC,29,0.0095677994061365,0.3103448275862069,0.2777777777777778,0.1111111111111111,0.4444444444444444,0.45,0.2068965517241379,2161.695652173913,5.466666666666667,4.617931034482758,1.456551724137931,ahead,,
2015,pit,218596,,FC,11,0.0036291652919828,0.3636363636363636,0.25,0.0,0.5,0.2857142857142857,0.2727272727272727,2116.833333333333,5.4375,4.494545454545453,0.4909090909090908,behind,,
2015,pit,218596,,FF,13,0.0042890135268888,0.3076923076923077,0.0,0.0,0.0,0.1111111111111111,0.2307692307692307,2081.9166666666665,5.733333333333333,-8.243076923076924,10.984615384615385,,,
2015,pit,218596,,FF,1,0.0003299241174529,0.0,0.0,0.0,0.0,0.0,0.0,2182.0,5.3,-6.720000000000001,12.6,two_strike,,
2015,pit,218596,,FF,6,0.0019795447047179,0.1666666666666666,0.0,0.0,0.0,0.2,0.0,1988.8,5.62,-8.18,10.78,ahead,,
2015,pit,218596,,FF,2,0.0006598482349059,0.0,0.0,0.0,0.0,0.0,0.0,2113.0,5.75,-8.16,12.3,behind,,
2015,pit,218596,,FS,44,0.0145166611679313,0.3409090909090909,0.2692307692307692,0.0833333333333333,0.4285714285714285,0.4827586206896552,0.2727272727272727,1569.9444444444443,5.667567567567567,-7.971818181818182,0.8945454545454546,,,
2015,pit,218596,,FS,11,0.0036291652919828,0.3636363636363636,0.3333333333333333,0.25,0.4,0.7142857142857143,0.2727272727272727,1625.5,5.75,-6.927272727272729,-0.1309090909090908,two_strike,,
2015,pit,218596,,FS,17,0.0056087099967007,0.1176470588235294,0.4444444444444444,0.5,0.4285714285714285,0.4666666666666667,0.2941176470588235,1670.3333333333333,5.5375,-6.508235294117647,0.96,ahead,,
2015,pit,218596,,FS,13,0.0042890135268888,0.5384615384615384,0.0,0.0,0.0,0.3333333333333333,0.0769230769230769,1377.8,5.8100000000000005,-9.996923076923077,0.4523076923076923,behind,,
