role,year,mlbam,pitch_type,segment,vhb,pitches,Z_Pitches,O_Pitches,Z_Swings,O_Swings,Z_Whiffs,O_Whiffs,CS,edge_cnt,heart_cnt,chase_cnt,group_total,usage_rate,zone_rate,z_swing_rate,o_swing_rate,z_contact_rate,o_contact_rate,z_csw_rate,csw_rate,edge_rate,heart_rate,chase_rate,batter,vs_hand,z_whiff_rate,o_whiff_rate
bat,2015,466988,SL,two_strike,vsL,4,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,35.0,0.1142857142857142,0.5,0.0,0.5,,0.0,0.0,0.5,0.25,0.0,0.5,466988.0,vsL,,
bat,2015,466988,SL,two_strike,vsR,4,1.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,28.0,0.1428571428571428,0.25,1.0,0.6666666666666666,0.0,0.0,1.0,0.75,0.25,0.0,0.6666666666666666,466988.0,vsR,1.0,
bat,2015,466988,SL,,vsL,9,5.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,94.0,0.0957446808510638,0.5555555555555556,0.4,0.0,0.0,,0.4,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,466988.0,vsL,1.0,
bat,2015,466988,SL,,vsR,6,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,86.0,0.0697674418604651,0.5,0.0,0.3333333333333333,,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,466988.0,vsR,,
bat,2015,466988,ST,two_strike,vsL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0285714285714285,1.0,0.0,,,,0.0,0.0,0.0,1.0,,466988.0,vsL,,
bat,2015,466988,ST,,vsL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,0.0106382978723404,1.0,0.0,,,,0.0,0.0,1.0,0.0,,466988.0,vsL,,
bat,2015,467055,CH,ahead,vsL,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0263157894736842,0.5,1.0,0.0,0.0,,1.0,0.5,0.0,0.0,0.0,467055.0,vsL,1.0,
bat,2015,467055,CH,ahead,vsR,2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,0.1176470588235294,0.5,0.0,1.0,,0.0,0.0,0.5,0.0,0.0,1.0,467055.0,vsR,,
bat,2015,467055,CH,behind,vsL,10,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0847457627118644,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467055.0,vsL,,
bat,2015,467055,CH,behind,vsR,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0,0.0277777777777777,0.0,,1.0,,0.0,,1.0,0.0,0.0,1.0,467055.0,vsR,,
bat,2015,467055,CH,two_strike,vsL,31,8.0,23.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,292.0,0.1061643835616438,0.2580645161290322,0.0,0.0434782608695652,,0.0,0.0,0.032258064516129,0.1290322580645161,0.0,0.0434782608695652,467055.0,vsL,,
bat,2015,467055,CH,two_strike,vsR,7,1.0,6.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,88.0,0.0795454545454545,0.1428571428571428,1.0,0.6666666666666666,0.0,0.0,1.0,0.7142857142857143,0.0,0.0,0.6666666666666666,467055.0,vsR,1.0,
bat,2015,467055,CH,,vsL,100,38.0,62.0,3.0,3.0,3.0,3.0,3.0,17.0,4.0,3.0,827.0,0.120918984280532,0.38,0.0789473684210526,0.0483870967741935,0.0,0.0,0.0789473684210526,0.09,0.17,0.04,0.0483870967741935,467055.0,vsL,1.0,
bat,2015,467055,CH,,vsR,16,8.0,8.0,1.0,3.0,1.0,3.0,3.0,5.0,0.0,3.0,215.0,0.0744186046511627,0.5,0.125,0.375,0.0,0.0,0.125,0.4375,0.3125,0.0,0.375,467055.0,vsR,1.0,
bat,2015,467055,CU,ahead,vsL,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,76.0,0.0131578947368421,1.0,0.0,,,,0.0,1.0,0.0,0.0,,467055.0,vsL,,
bat,2015,467055,CU,behind,vsL,9,4.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,118.0,0.0762711864406779,0.4444444444444444,0.25,0.0,0.0,,0.25,0.1111111111111111,0.3333333333333333,0.0,0.0,467055.0,vsL,1.0,
bat,2015,467055,CU,behind,vsR,4,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.1111111111111111,0.25,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,467055.0,vsR,,
bat,2015,467055,CU,two_strike,vsL,35,14.0,21.0,0.0,5.0,0.0,5.0,0.0,8.0,2.0,5.0,292.0,0.1198630136986301,0.4,0.0,0.238095238095238,,0.0,0.0,0.1428571428571428,0.2285714285714285,0.0571428571428571,0.238095238095238,467055.0,vsL,,
bat,2015,467055,CU,two_strike,vsR,16,7.0,9.0,1.0,2.0,1.0,2.0,0.0,5.0,0.0,2.0,88.0,0.1818181818181818,0.4375,0.1428571428571428,0.2222222222222222,0.0,0.0,0.1428571428571428,0.1875,0.3125,0.0,0.2222222222222222,467055.0,vsR,1.0,
bat,2015,467055,CU,,vsL,63,37.0,26.0,1.0,2.0,1.0,2.0,18.0,14.0,7.0,2.0,827.0,0.0761789600967352,0.5873015873015873,0.027027027027027,0.0769230769230769,0.0,0.0,0.027027027027027,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0769230769230769,467055.0,vsL,1.0,
bat,2015,467055,CU,,vsR,20,7.0,13.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0,215.0,0.0930232558139534,0.35,0.1428571428571428,0.0,0.0,,0.1428571428571428,0.25,0.1,0.15,0.0,467055.0,vsR,1.0,
bat,2015,467055,EP,two_strike,vsL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0034246575342465,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467055.0,vsL,,
bat,2015,467055,EP,,vsL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.0,0.0012091898428053,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467055.0,vsL,,
bat,2015,467055,FC,ahead,vsL,5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0657894736842105,0.6,0.0,0.0,,,0.0,0.0,0.0,0.4,0.0,467055.0,vsL,,
bat,2015,467055,FC,behind,vsL,8,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,118.0,0.0677966101694915,0.5,0.0,0.0,,,0.0,0.0,0.25,0.0,0.0,467055.0,vsL,,
bat,2015,467055,FC,behind,vsR,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0555555555555555,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467055.0,vsR,,
bat,2015,467055,FC,two_strike,vsL,12,5.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,292.0,0.0410958904109589,0.4166666666666667,0.0,0.1428571428571428,,0.0,0.0,0.0833333333333333,0.0,0.1666666666666666,0.1428571428571428,467055.0,vsL,,
bat,2015,467055,FC,two_strike,vsR,6,5.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,88.0,0.0681818181818181,0.8333333333333334,0.2,0.0,0.0,,0.2,0.1666666666666666,0.6666666666666666,0.0,0.0,467055.0,vsR,1.0,
bat,2015,467055,FC,,vsL,58,26.0,32.0,5.0,1.0,5.0,1.0,5.0,14.0,3.0,1.0,827.0,0.0701330108827085,0.4482758620689655,0.1923076923076923,0.03125,0.0,0.0,0.1923076923076923,0.1896551724137931,0.2413793103448276,0.0517241379310344,0.03125,467055.0,vsL,1.0,
bat,2015,467055,FC,,vsR,17,8.0,9.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,0.0,215.0,0.0790697674418604,0.4705882352941176,0.125,0.0,0.0,,0.125,0.1764705882352941,0.2352941176470588,0.1764705882352941,0.0,467055.0,vsR,1.0,
bat,2015,467055,FF,ahead,vsL,41,19.0,22.0,2.0,0.0,2.0,0.0,6.0,11.0,4.0,0.0,76.0,0.5394736842105263,0.4634146341463415,0.1052631578947368,0.0,0.0,,0.1052631578947368,0.1951219512195122,0.2682926829268293,0.0975609756097561,0.0,467055.0,vsL,1.0,
bat,2015,467055,FF,ahead,vsR,10,5.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,17.0,0.5882352941176471,0.5,0.2,0.4,0.0,0.0,0.2,0.3,0.2,0.0,0.4,467055.0,vsR,1.0,
bat,2015,467055,FF,behind,vsL,50,10.0,40.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,118.0,0.423728813559322,0.2,0.1,0.025,0.0,0.0,0.1,0.06,0.08,0.0,0.025,467055.0,vsL,1.0,
bat,2015,467055,FF,behind,vsR,14,5.0,9.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,36.0,0.3888888888888889,0.3571428571428571,0.2,0.0,0.0,,0.2,0.0714285714285714,0.2142857142857142,0.0,0.0,467055.0,vsR,1.0,
bat,2015,467055,FF,two_strike,vsL,95,45.0,50.0,5.0,7.0,5.0,7.0,4.0,26.0,3.0,7.0,292.0,0.3253424657534247,0.4736842105263157,0.1111111111111111,0.14,0.0,0.0,0.1111111111111111,0.1684210526315789,0.2736842105263158,0.031578947368421,0.14,467055.0,vsL,1.0,
bat,2015,467055,FF,two_strike,vsR,26,10.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,88.0,0.2954545454545454,0.3846153846153846,0.0,0.0,,,0.0,0.0,0.1538461538461538,0.0,0.0,467055.0,vsR,,
bat,2015,467055,FF,,vsL,286,143.0,143.0,15.0,15.0,15.0,15.0,45.0,71.0,13.0,15.0,827.0,0.3458282950423216,0.5,0.1048951048951049,0.1048951048951049,0.0,0.0,0.1048951048951049,0.2622377622377622,0.2482517482517482,0.0454545454545454,0.1048951048951049,467055.0,vsL,1.0,
bat,2015,467055,FF,,vsR,76,40.0,36.0,1.0,4.0,1.0,4.0,11.0,18.0,10.0,4.0,215.0,0.3534883720930232,0.5263157894736842,0.025,0.1111111111111111,0.0,0.0,0.025,0.2105263157894736,0.2368421052631578,0.131578947368421,0.1111111111111111,467055.0,vsR,1.0,
bat,2015,467055,FS,ahead,vsL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0131578947368421,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467055.0,vsL,,
bat,2015,467055,FS,behind,vsL,5,1.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,118.0,0.0423728813559322,0.2,0.0,0.25,,0.0,0.0,0.2,0.2,0.0,0.25,467055.0,vsL,,
bat,2015,467055,FS,two_strike,vsL,16,3.0,13.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,292.0,0.0547945205479452,0.1875,0.0,0.2307692307692307,,0.0,0.0,0.1875,0.125,0.0,0.2307692307692307,467055.0,vsL,,
bat,2015,467055,FS,,vsL,28,17.0,11.0,1.0,2.0,1.0,2.0,3.0,7.0,1.0,2.0,827.0,0.0338573155985489,0.6071428571428571,0.0588235294117647,0.1818181818181818,0.0,0.0,0.0588235294117647,0.2142857142857142,0.25,0.0357142857142857,0.1818181818181818,467055.0,vsL,1.0,
bat,2015,467055,IN,ahead,vsL,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0263157894736842,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467055.0,vsL,,
bat,2015,467055,IN,,vsL,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.0,0.0024183796856106,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467055.0,vsL,,
bat,2015,467055,KC,behind,vsL,3,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,118.0,0.0254237288135593,0.3333333333333333,0.0,0.5,,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,467055.0,vsL,,
bat,2015,467055,KC,behind,vsR,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0555555555555555,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467055.0,vsR,,
bat,2015,467055,KC,two_strike,vsL,8,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,292.0,0.0273972602739726,0.5,0.0,0.0,,,0.0,0.125,0.125,0.0,0.0,467055.0,vsL,,
bat,2015,467055,KC,two_strike,vsR,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0,0.0227272727272727,1.0,0.0,,,,0.0,0.0,0.5,0.0,,467055.0,vsR,,
bat,2015,467055,KC,,vsL,25,14.0,11.0,0.0,1.0,0.0,1.0,6.0,5.0,0.0,1.0,827.0,0.030229746070133,0.56,0.0,0.0909090909090909,,0.0,0.0,0.28,0.2,0.0,0.0909090909090909,467055.0,vsL,,
bat,2015,467055,KC,,vsR,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215.0,0.0186046511627906,0.5,0.0,0.0,,,0.0,0.0,0.25,0.0,0.0,467055.0,vsR,,
bat,2015,467055,KN,ahead,vsL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0131578947368421,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467055.0,vsL,,
bat,2015,467055,KN,behind,vsL,3,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,118.0,0.0254237288135593,0.0,,0.3333333333333333,,0.0,,0.3333333333333333,0.0,0.0,0.3333333333333333,467055.0,vsL,,
bat,2015,467055,KN,two_strike,vsL,6,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0205479452054794,0.5,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,467055.0,vsL,,
bat,2015,467055,KN,,vsL,25,15.0,10.0,5.0,0.0,5.0,0.0,5.0,9.0,2.0,0.0,827.0,0.030229746070133,0.6,0.3333333333333333,0.0,0.0,,0.3333333333333333,0.4,0.36,0.08,0.0,467055.0,vsL,1.0,
bat,2015,467055,SI,ahead,vsL,21,11.0,10.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,76.0,0.2763157894736842,0.5238095238095238,0.1818181818181818,0.1,0.0,0.0,0.1818181818181818,0.1428571428571428,0.0476190476190476,0.1428571428571428,0.1,467055.0,vsL,1.0,
bat,2015,467055,SI,ahead,vsR,4,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,17.0,0.2352941176470588,0.75,0.0,0.0,,,0.0,0.75,0.25,0.0,0.0,467055.0,vsR,,
bat,2015,467055,SI,behind,vsL,12,1.0,11.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,118.0,0.1016949152542373,0.0833333333333333,1.0,0.1818181818181818,0.0,0.0,1.0,0.25,0.0,0.0,0.1818181818181818,467055.0,vsL,1.0,
bat,2015,467055,SI,behind,vsR,6,1.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,36.0,0.1666666666666666,0.1666666666666666,0.0,0.4,,0.0,0.0,0.3333333333333333,0.0,0.0,0.4,467055.0,vsR,,
bat,2015,467055,SI,two_strike,vsL,41,18.0,23.0,0.0,2.0,0.0,2.0,1.0,11.0,2.0,2.0,292.0,0.1404109589041096,0.4390243902439024,0.0,0.0869565217391304,,0.0,0.0,0.073170731707317,0.2682926829268293,0.048780487804878,0.0869565217391304,467055.0,vsL,,
bat,2015,467055,SI,two_strike,vsR,20,10.0,10.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,88.0,0.2272727272727272,0.5,0.1,0.1,0.0,0.0,0.1,0.2,0.35,0.05,0.1,467055.0,vsR,1.0,
bat,2015,467055,SI,,vsL,144,56.0,88.0,5.0,8.0,5.0,8.0,25.0,28.0,4.0,8.0,827.0,0.1741233373639661,0.3888888888888889,0.0892857142857142,0.0909090909090909,0.0,0.0,0.0892857142857142,0.2638888888888889,0.1944444444444444,0.0277777777777777,0.0909090909090909,467055.0,vsL,1.0,
bat,2015,467055,SI,,vsR,55,28.0,27.0,2.0,4.0,2.0,4.0,10.0,15.0,3.0,4.0,215.0,0.2558139534883721,0.509090909090909,0.0714285714285714,0.1481481481481481,0.0,0.0,0.0714285714285714,0.2909090909090909,0.2727272727272727,0.0545454545454545,0.1481481481481481,467055.0,vsR,1.0,
bat,2015,467055,SL,ahead,vsL,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,0.0263157894736842,1.0,0.0,,,,0.0,0.0,0.0,0.5,,467055.0,vsL,,
bat,2015,467055,SL,ahead,vsR,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0588235294117647,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467055.0,vsR,,
bat,2015,467055,SL,behind,vsL,18,5.0,13.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,118.0,0.1525423728813559,0.2777777777777778,0.4,0.0769230769230769,0.0,0.0,0.4,0.1666666666666666,0.1666666666666666,0.0,0.0769230769230769,467055.0,vsL,1.0,
bat,2015,467055,SL,behind,vsR,7,0.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,36.0,0.1944444444444444,0.0,,0.2857142857142857,,0.0,,0.2857142857142857,0.0,0.0,0.2857142857142857,467055.0,vsR,,
bat,2015,467055,SL,two_strike,vsL,47,18.0,29.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,292.0,0.160958904109589,0.3829787234042553,0.0555555555555555,0.1724137931034483,0.0,0.0,0.0555555555555555,0.1489361702127659,0.1063829787234042,0.0212765957446808,0.1724137931034483,467055.0,vsL,1.0,
bat,2015,467055,SL,two_strike,vsR,11,4.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,88.0,0.125,0.3636363636363636,0.25,0.1428571428571428,0.0,0.0,0.25,0.1818181818181818,0.0909090909090909,0.0,0.1428571428571428,467055.0,vsR,1.0,
bat,2015,467055,SL,,vsL,95,44.0,51.0,3.0,5.0,3.0,5.0,15.0,19.0,5.0,5.0,827.0,0.1148730350665054,0.4631578947368421,0.0681818181818181,0.0980392156862745,0.0,0.0,0.0681818181818181,0.2421052631578947,0.2,0.0526315789473684,0.0980392156862745,467055.0,vsL,1.0,
bat,2015,467055,SL,,vsR,27,13.0,14.0,1.0,1.0,1.0,1.0,3.0,10.0,0.0,1.0,215.0,0.1255813953488372,0.4814814814814814,0.0769230769230769,0.0714285714285714,0.0,0.0,0.0769230769230769,0.1851851851851851,0.3703703703703703,0.0,0.0714285714285714,467055.0,vsR,1.0,
bat,2015,467070,CH,ahead,vsL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.025,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467070.0,vsL,,
bat,2015,467070,CH,ahead,vsR,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0625,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467070.0,vsR,,
bat,2015,467070,CH,behind,vsR,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0952380952380952,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467070.0,vsR,,
bat,2015,467070,CH,two_strike,vsL,18,4.0,14.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,5.0,186.0,0.0967741935483871,0.2222222222222222,0.0,0.3571428571428571,,0.0,0.0,0.2777777777777778,0.0555555555555555,0.0,0.3571428571428571,467070.0,vsL,,
bat,2015,467070,CH,two_strike,vsR,9,4.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,82.0,0.1097560975609756,0.4444444444444444,0.0,0.2,,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.2,467070.0,vsR,,
bat,2015,467070,CH,,vsL,62,25.0,37.0,2.0,4.0,2.0,4.0,7.0,12.0,0.0,4.0,416.0,0.1490384615384615,0.4032258064516129,0.08,0.1081081081081081,0.0,0.0,0.08,0.2096774193548387,0.1935483870967742,0.0,0.1081081081081081,467070.0,vsL,1.0,
bat,2015,467070,CH,,vsR,28,14.0,14.0,4.0,0.0,4.0,0.0,2.0,9.0,1.0,0.0,191.0,0.1465968586387434,0.5,0.2857142857142857,0.0,0.0,,0.2857142857142857,0.2142857142857142,0.3214285714285714,0.0357142857142857,0.0,467070.0,vsR,1.0,
bat,2015,467070,CU,ahead,vsL,2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.05,0.0,,0.0,,,,0.5,0.0,0.0,0.0,467070.0,vsL,,
bat,2015,467070,CU,behind,vsL,5,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,44.0,0.1136363636363636,0.2,0.0,0.25,,0.0,0.0,0.2,0.0,0.0,0.25,467070.0,vsL,,
bat,2015,467070,CU,behind,vsR,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.1428571428571428,0.3333333333333333,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,467070.0,vsR,,
bat,2015,467070,CU,two_strike,vsL,17,5.0,12.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,186.0,0.0913978494623656,0.2941176470588235,0.2,0.1666666666666666,0.0,0.0,0.2,0.1764705882352941,0.1176470588235294,0.0,0.1666666666666666,467070.0,vsL,1.0,
bat,2015,467070,CU,two_strike,vsR,6,0.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,82.0,0.073170731707317,0.0,,0.3333333333333333,,0.0,,0.3333333333333333,0.0,0.0,0.3333333333333333,467070.0,vsR,,
bat,2015,467070,CU,,vsL,24,13.0,11.0,0.0,1.0,0.0,1.0,5.0,8.0,3.0,1.0,416.0,0.0576923076923076,0.5416666666666666,0.0,0.0909090909090909,,0.0,0.0,0.25,0.3333333333333333,0.125,0.0909090909090909,467070.0,vsL,,
bat,2015,467070,CU,,vsR,11,7.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,191.0,0.0575916230366492,0.6363636363636364,0.1428571428571428,0.25,0.0,0.0,0.1428571428571428,0.6363636363636364,0.1818181818181818,0.0909090909090909,0.25,467070.0,vsR,1.0,
bat,2015,467070,FC,ahead,vsL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.025,1.0,0.0,,,,0.0,0.0,0.0,0.0,,467070.0,vsL,,
bat,2015,467070,FC,behind,vsL,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0454545454545454,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467070.0,vsL,,
bat,2015,467070,FC,two_strike,vsL,8,4.0,4.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,186.0,0.043010752688172,0.5,0.0,0.5,,0.0,0.0,0.375,0.375,0.0,0.5,467070.0,vsL,,
bat,2015,467070,FC,two_strike,vsR,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.048780487804878,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467070.0,vsR,,
bat,2015,467070,FC,,vsL,12,7.0,5.0,0.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0,416.0,0.0288461538461538,0.5833333333333334,0.0,0.4,,0.0,0.0,0.4166666666666667,0.25,0.0833333333333333,0.4,467070.0,vsL,,
bat,2015,467070,FC,,vsR,6,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,191.0,0.031413612565445,0.8333333333333334,0.2,0.0,0.0,,0.2,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,467070.0,vsR,1.0,
bat,2015,467070,FF,ahead,vsL,23,13.0,10.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,40.0,0.575,0.5652173913043478,0.0,0.0,,,0.0,0.3043478260869565,0.1739130434782608,0.1304347826086956,0.0,467070.0,vsL,,
bat,2015,467070,FF,ahead,vsR,5,4.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,16.0,0.3125,0.8,0.5,0.0,0.0,,0.5,0.6,0.2,0.0,0.0,467070.0,vsR,1.0,
bat,2015,467070,FF,behind,vsL,17,6.0,11.0,3.0,2.0,3.0,2.0,0.0,4.0,1.0,2.0,44.0,0.3863636363636363,0.3529411764705882,0.5,0.1818181818181818,0.0,0.0,0.5,0.2941176470588235,0.2352941176470588,0.0588235294117647,0.1818181818181818,467070.0,vsL,1.0,
bat,2015,467070,FF,behind,vsR,8,1.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,21.0,0.3809523809523809,0.125,0.0,0.1428571428571428,,0.0,0.0,0.25,0.125,0.0,0.1428571428571428,467070.0,vsR,,
bat,2015,467070,FF,two_strike,vsL,72,35.0,37.0,5.0,7.0,5.0,7.0,1.0,17.0,7.0,7.0,186.0,0.3870967741935484,0.4861111111111111,0.1428571428571428,0.1891891891891892,0.0,0.0,0.1428571428571428,0.1805555555555555,0.2361111111111111,0.0972222222222222,0.1891891891891892,467070.0,vsL,1.0,
bat,2015,467070,FF,two_strike,vsR,29,19.0,10.0,2.0,1.0,2.0,1.0,5.0,10.0,1.0,1.0,82.0,0.3536585365853658,0.6551724137931034,0.1052631578947368,0.1,0.0,0.0,0.1052631578947368,0.2758620689655172,0.3448275862068966,0.0344827586206896,0.1,467070.0,vsR,1.0,
bat,2015,467070,FF,,vsL,155,84.0,71.0,12.0,3.0,12.0,3.0,28.0,34.0,17.0,3.0,416.0,0.3725961538461538,0.5419354838709678,0.1428571428571428,0.0422535211267605,0.0,0.0,0.1428571428571428,0.2774193548387096,0.2193548387096774,0.1096774193548387,0.0422535211267605,467070.0,vsL,1.0,
bat,2015,467070,FF,,vsR,82,40.0,42.0,7.0,1.0,7.0,1.0,14.0,16.0,11.0,1.0,191.0,0.4293193717277487,0.4878048780487805,0.175,0.0238095238095238,0.0,0.0,0.175,0.2682926829268293,0.1951219512195122,0.1341463414634146,0.0238095238095238,467070.0,vsR,1.0,
bat,2015,467070,FS,behind,vsL,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0227272727272727,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,,467070.0,vsL,1.0,
bat,2015,467070,FS,two_strike,vsL,2,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,186.0,0.010752688172043,0.0,,0.5,,0.0,,0.5,0.0,0.0,0.5,467070.0,vsL,,
bat,2015,467070,FS,,vsL,6,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,416.0,0.0144230769230769,0.5,0.0,0.3333333333333333,,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,467070.0,vsL,,
bat,2015,467070,IN,ahead,vsL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.025,0.0,,0.0,,,,0.0,0.0,0.0,0.0,467070.0,vsL,,
