mlb_id,retro_id,bbref_id,full_name
122674.0,stanb001,stanlbo01,Bob Stanley
114498.0,fussl101,fussele01,Les Fusselman
111530.0,browu101,brown01,Robert Brown
123601.0,valde001,valdeef01,Efrain Valdez
814005.0,blosj001,blossja01,Jake Bloss
119047.0,milbl001,milbola01,Larry Milbourne
817299.0,sharu101,sharp02,Sharpe
114571.0,ganzb101,ganzeba01,Babe Ganzel
818945.0,howeh102,,Henry Howell
817681.0,powew101,powelwi01,Willie Powell
818559.0,langu101,langr01,Langrum
120995.0,reedj003,reedjo01,Jody Reed
817822.0,pearf104,pearsfr02,Frank Pearson
150484.0,wellv001,wellsve01,Vernon Wells
113755.0,edwad102,edwardo01,Doc Edwards
458628.0,mathj002,mathejo02,Joe Mather
816465.0,wrigb105,wrighbr01,Bruce Wright
528748.0,casth002,castehu01,Humberto Castellanos
457751.0,crawe001,crawfev01,Evan Crawford
119261.0,montj001,montejo01,John Montefusco
117602.0,lee-d102,leedo01,Don Lee
112713.0,costd101,costeda01,Dan Costello
113209.0,deitb101,deitrbi01,Bill Deitrick
123572.0,uphaj101,uphamjo01,John Upham
110502.0,baldh101,baldwha01,Harry Baldwin
123018.0,swand101,swandu01,Harry Swan
110080.0,adkis001,adkinst01,Steve Adkins
120381.0,pendt001,pendlte01,Terry Pendleton
502188.0,samaj001,samarje01,Jeff Samardzija
124338.0,willa103,williac01,Ace Williams
116772.0,jossa101,jossad01,Addie Joss
111863.0,cahit101,cahilto01,Tommy Cahill
608325.0,ceccg002,cecchga02,Gavin Cecchini
592769.0,sneld001,sneltdj01,D. J. Snelten
118817.0,mcmas101,mcmahsa01,Sadie McMahon
113428.0,dolat101,dolanto01,Tom Dolan
818908.0,hutcw101,hutchwi01,Willie Hutchinson
818874.0,jackf102,jacksfr01,Francis Jackson
673548.0,suzus001,suzukse01,Seiya Suzuki
114104.0,fielj102,fieldji01,Jim Field
116512.0,jeffm001,jeffcmi01,Mike Jeffcoat
820224.0,calde102,caldeev01,Evelio Calderín
118989.0,messb101,messebo01,Bobby Messenger
112809.0,creag101,creamge01,George Creamer
111821.0,butld101,butledi01,Dick Butler
150082.0,ramih001,ramirhe01,Héctor Ramírez
819154.0,harrn103,,Nate Harris
110419.0,backw001,backmwa01,Wally Backman
608723.0,votha001,vothau01,Austin Voth
517008.0,coloa001,colomal01,Alex Colomé
805300.0,marsj002,marseja01,Jakob Marsee
111094.0,blayb101,blaylbo01,Bob Blaylock
112554.0,coneb101,conebo01,Bob Cone
114654.0,gateb001,gatesbr01,Brent Gates
670124.0,ollea001,ollerad01,Adam Oller
427344.0,millb901,,Bill Miller
120648.0,polck001,polcoke01,Kevin Polcovich
119522.0,munnl101,munnsle01,Les Munns
111439.0,bretk101,brettke01,Ken Brett
656382.0,doylt001,doyleto01,Tommy Doyle
113246.0,delsj101,delsiji01,Jim Delsing
120171.0,pagem101,pagemi01,Mike Page
150039.0,meyec001,meyerch02,Chad Meyers
819942.0,crosw101,crosbwa01,Walter Crosby
818366.0,mangu101,mangr01,Mangrum
122580.0,spenh101,spencha01,Hack Spencer
444520.0,bresc001,breslcr01,Craig Breslow
117628.0,leffc001,leffecr01,Craig Lefferts
122461.0,smitt104,smithto02,Tom Smith
116073.0,hollw101,hollawi01,Will Holland
112190.0,chanl101,channle01,Les Channell
118960.0,mercj001,mercejo02,José Mercedes
643265.0,coopg002,coopega03,Garrett Cooper
116525.0,jenkt101,jenkito01,Tom Jenkins
116017.0,hoerj101,hoernjo01,Joe Hoerner
573124.0,roget001,rogerta01,Taylor Rogers
136267.0,glaut001,glaustr01,Troy Glaus
461347.0,vermj001,vermija01,Jamie Vermilyea
114496.0,fusse101,fusseed01,Eddie Fusselback
116734.0,jonet003,jonesto02,Todd Jones
119890.0,obrid102,o'brida03,Dan O'Brien
451774.0,desam001,desalma01,Matt DeSalvo
114625.0,garnp001,garneph01,Phil Garner
112313.0,clard105,claredo01,Doug Clarey
592593.0,nicoj001,nicolju01,Justin Nicolino
124171.0,whitg001,whitega01,Gabe White
110793.0,beenf101,beenefr01,Fred Beene
124574.0,wordf102,wordefr01,Fred Worden
121132.0,rhynh101,rhyneha01,Hal Rhyne
573949.0,mccac701,,Charlie McCarthy
118280.0,marcj101,marcujo01,Johnny Marcum
123096.0,tartd001,tartada01,Danny Tartabull
117387.0,lachc101,lachaca01,George LaChance
121397.0,roheg101,rohege01,George Rohe
118550.0,mccaj106,mccarje01,Jerry McCarthy
116449.0,jacoa101,jacobar01,Art Jacobs
506433.0,darvy001,darviyu01,Yu Darvish
113326.0,diazc001,diazca01,Carlos Diaz
642564.0,martf003,martefr01,Francis Martes
124744.0,zardj101,zardojo01,José Zardón
817560.0,richg103,richagl01,Glen Richardson
820134.0,casoj101,casonjo01,John Cason
425246.0,vancc001,vanceco01,Cory Vance
605421.0,perem005,perezmi03,Michael Pérez
118978.0,merrj101,merrijo01,John Merritt
115733.0,helth101,heltzhe01,Heinie Heltzel
817025.0,tatug101,tatumgo01,Goose Tatum
119940.0,odonj001,o'donjo03,John O'Donoghue
110989.0,bigli101,biglepe01,Ivan Bigler
820451.0,boonl102,boonele01,Lefty Boone
116542.0,jeths101,jethrsa01,Sam Jethroe
133321.0,coraa001,coraal01,Alex Cora
118131.0,maesh101,maesthe01,Héctor Maestri
110599.0,barnb101,barnibi01,Billy Barnie
116329.0,huntn101,huntene01,Newt Hunter
820227.0,cainm101,cainma02,Marion Cain
442146.0,washr002,washiri01,Rico Washington
111282.0,bowcb101,bowcobe01,Benny Bowcock
819833.0,davis103,davisst04,Steel Arm Davis
120800.0,pulic001,pulidca01,Carlos Pulido
116789.0,judyl101,judyly01,Lyle Judy
451595.0,galls001,gallase01,Sean Gallagher
123255.0,thoml001,thomala01,Larry Thomas
119507.0,mullf001,mullifr01,Fran Mullins
490313.0,sania001,sanitam01,Amauri Sanit
115609.0,hattj101,hattejo01,Joe Hatten
122894.0,stuaj101,stuarjo01,Johnny Stuart
117922.0,lopel002,lopezlu02,Luis López
571788.0,holtb002,holtbr01,Brock Holt
122949.0,sullj108,sulliji02,Jim Sullivan
150299.0,mahom001,mahonmi02,Mike Mahoney
119703.0,nelsj101,nelsoja01,Jamie Nelson
121272.0,rober104,roberre01,Red Roberts
430884.0,craij001,crainje01,Jesse Crain
819863.0,davib109,davisba01,Babe Davis
820242.0,,byroncy01,Cyril Byron
817900.0,paceb101,pacebr01,Brother Pace
819257.0,grima101,grimead01,Adolphus Grimes
122078.0,shawj101,shawji01,Jim Shaw
120662.0,pondr101,pondra01,Ralph Pond
122418.0,smitj104,smithjo02,John Smith
122042.0,shalg101,shallgu01,Gus Shallix
482388.0,mathb701,,Bill Mathews
660757.0,gonzo001,gonzaos01,Oscar González
112127.0,castp101,castnpa01,Paul Castner
120620.0,plase101,plaskel01,Elmo Plaskett
115176.0,groad101,groatdi01,Dick Groat
117734.0,lewid101,lewisdu01,Duffy Lewis
122450.0,smitd102,smithdi03,Dick Smith
122166.0,shipj101,shipljo01,Joe Shipley
113770.0,egand101,egandi02,Dick Egan
111630.0,brunj101,bruneja01,Jack Bruner
114994.0,goula101,gouldal01,Al Gould
110775.0,beckr003,beckero01,Robbie Beckett
113757.0,edwaj101,edwarjo01,Johnny Edwards
430665.0,meddb001,meddebr01,Brandon Medders
820687.0,arenm101,arencma01,Mario Arencibia
819291.0,greeu101,green04,Green
122054.0,shanj102,shannjo01,Joe Shannon
434118.0,calic001,calica01,Carmen Cali
817101.0,stevn101,steven01,N. Stevens
445928.0,macid001,maciadr01,Drew Macias
110699.0,bauea101,baueral01,Al Bauer
116241.0,hoytw101,hoytwa01,Waite Hoyt
118011.0,lupla101,luploal01,Al Luplow
434564.0,segoz001,segovza01,Zack Segovia
120929.0,raner101,raneyri01,Ribs Raney
124661.0,yelll101,yellela01,Larry Yellen
819840.0,davip104,davispr01,Preacher Davis
118142.0,magns101,magnest01,Stubby Magner
112338.0,clarr104,clarkri01,Rickey Clark
123117.0,tavaj002,tavarje01,Jesús Tavárez
114703.0,georc001,georgch01,Chris George
820463.0,bobow101,bobowi01,Willie Bobo
121558.0,rushb101,rushbo01,Bob Rush
122591.0,spers101,sperrst01,Stan Sperry
641743.0,kay-a001,kayan01,Anthony Kay
119265.0,monta102,montgal01,Al Montgomery
115800.0,herbe101,herbeer01,Ernie Herbert
680769.0,alexc001,alexacj01,CJ Alexander
427556.0,younl901,,Larry Young
123908.0,wantd101,wantzdi01,Dick Wantz
116567.0,johnc105,johnsca01,William Johnson
120199.0,palmj101,palmijo01,Joe Palmisano
123854.0,wallj104,wallaja01,Jack Wallace
134321.0,pavac001,pavanca01,Carl Pavano
819670.0,dykea101,dykesaj01,A. J. Dykes
669618.0,barlj001,barlojo01,Joe Barlow
117379.0,kutzj001,kutzlje01,Jerry Kutzler
119889.0,obric001,o'brich01,Charlie O'Brien
122379.0,smitm105,smithma01,Mayo Smith
124582.0,worth101,worthhe01,Herb Worth
817980.0,nelsj103,,John Nelson
430916.0,breej801,,Joe Breeden
433298.0,radoe701,,Eric Radovich
430911.0,aardd001,aardsda01,David Aardsma
112109.0,castt001,castito02,Tony Castillo
119912.0,obrib102,o'bribi01,Billy O'Brien
434625.0,salaj002,salazje01,Jeff Salazar
118284.0,marid101,marioda01,Dan Marion
112755.0,cox-f101,coxfr01,Frank Cox
818137.0,,millew05,W. Miller
112436.0,cochd001,cochrda01,Dave Cochrane
114232.0,fleta101,fletcar01,Art Fletcher
120163.0,paddd101,paddode01,Del Paddock
121006.0,reedb101,reedebi01,Bill Reeder
115279.0,habeb101,habenbo01,Bob Habenicht
425488.0,younw001,youngwa01,Walter Young
650644.0,civaa001,civalaa01,Aaron Civale
118480.0,maybj101,maybejo01,John Mayberry
113375.0,dimad101,dimagdo01,Dom DiMaggio
452764.0,carpc003,carpech02,Chris Carpenter
122105.0,sheeb102,sheehbi01,Timothy Sheehan
116652.0,joinr101,joinero01,Roy Joiner
666464.0,encaj002,encarje01,Jerar Encarnacion
427197.0,guccc901,,Chris Guccione
448855.0,guerj003,guerrju02,Junior Guerra
119201.0,mitcr102,mitchbo01,Bobby Mitchell
817620.0,randw101,randawi01,William Randall
117551.0,law-v001,lawva01,Vance Law
820683.0,ariom101,ariosma01,Mario Ariosa
674841.0,alvaa003,alvaran01,Andrew Alvarez
663978.0,paddc001,paddach01,Chris Paddack
114842.0,gladr101,gladuro01,Roland Gladu
117326.0,kronj101,kronejo01,John Kroner
114336.0,fostl101,fostele01,Leo Foster
113251.0,demaf102,demarfr02,Frank Demaree
115968.0,hinrp101,hinripa01,Paul Hinrichs
112219.0,chatj101,chattji01,Jim Chatterton
543819.0,stewz001,stewaza01,Zach Stewart
123902.0,waltr101,waltore01,Reggie Walton
122185.0,shore101,shoreer01,Ernie Shore
117801.0,lintl101,lintzla01,Larry Lintz
111750.0,burnj105,burnsja02,Jack Burns
445984.0,delgj001,delgaje01,Jesús Delgado
114962.0,goolr101,goolsra01,Ray Goolsby
429280.0,blann001,blandna01,Nate Bland
121525.0,rubea101,rubelal01,Al Rubeling
119332.0,moraj001,moraljo01,José Morales
114673.0,geddj101,geddeji01,Jim Geddes
112087.0,cases001,caseyse01,Sean Casey
519393.0,waldm002,waldema01,Marcus Walden
118794.0,mclaj104,mclauja01,William McLaughlin
666745.0,britj003,britojh01,Jhony Brito
407857.0,bevej001,beverja01,Jason Beverlin
818967.0,hornb101,hornebi01,Billy Horne
122455.0,smitb108,smithbo05,Bob Smith
113644.0,dunns101,dunnist01,Steve Dunning
122923.0,suchc101,suchech01,Charley Suche
820453.0,booku101,,Bookman
276521.0,cotah001,cotahu01,Humberto Cota
818271.0,mcalg101,mcallge01,George McAllister
118157.0,mahab101,maharbi01,Billy Maharg
117604.0,lee-h101,leeha01,Hal Lee
115743.0,hendb103,hendebe01,Bernie Henderson
113475.0,dorgm101,dorgami01,Mike Dorgan
114266.0,flyng101,flynnge01,George Flynn
120776.0,procr101,proctre01,Red Proctor
122359.0,smitb105,smithbe01,Bernie Smith
114699.0,genth101,gentrha01,Harvey Gentry
122403.0,smith104,smithha03,Harry Smith
116018.0,hoerl101,hoersle01,Lefty Hoerst
111712.0,burkm101,burkma01,Mack Burk
124379.0,wilsa102,wilsoar01,Art Wilson
686668.0,doylb001,doylebr02,Brenton Doyle
118333.0,martb101,martiba01,Babe Martin
123930.0,wardt001,wardtu01,Turner Ward
110833.0,bellr101,bellra01,Ralph Bell
111456.0,bridr101,bridgro01,Rocky Bridges
596112.0,stepr002,stephro01,Robert Stephenson
820702.0,andrp101,,Pop Andrews
519008.0,mcfat001,mcfartj01,T. J. McFarland
111861.0,cagew101,cagewa01,Wayne Cage
113235.0,delgb101,delgrbo01,Bobby Del Greco
119813.0,nixod001,nixondo01,Donell Nixon
525732.0,wilkj701,,Jack Wilkinson
116474.0,jamec102,jamesch01,Charlie James
122995.0,sutcs101,sutclsy01,Elmer Sutcliffe
120608.0,pittg101,pittsga01,Gaylen Pitts
460579.0,morgn001,morgany01,Nyjer Morgan
115782.0,henre101,henryea01,Earl Henry
113126.0,davim001,davisma01,Mark Davis
431030.0,giulj701,,Joe Giuliotti
115500.0,harrr103,harrera01,Ray Harrell
150118.0,fuenb001,fuentbr01,Brian Fuentes
110730.0,beamt001,beamotr01,Trey Beamon
118714.0,mcglj102,mcglojo01,John McGlone
453203.0,robis001,robinsh01,Shane Robinson
112872.0,crouj101,croucja01,Jack Crouch
120386.0,pennh101,pennohe01,Herb Pennock
110168.0,allib101,alliebo01,Bob Allietta
430626.0,rodre002,rodried03,Eddy Rodriguez
123422.0,townb101,towneba01,Babe Towne
117353.0,kuehb101,kuehnbi01,Bill Kuehne
407793.0,lackj001,lackejo01,John Lackey
110889.0,berbl101,berbelo01,Lou Berberet
119396.0,morre103,morrie.01,James Morris
673451.0,akiys001,akiyash01,Shogo Akiyama
112974.0,cushh101,cushmha01,Harvey Cushman
588751.0,hecha001,hechaad01,Adeiny Hechavarría
112318.0,clarb001,clarkbr01,Bryan Clark
694359.0,kavan001,kavadni01,Niko Kavadas
121645.0,sambj001,sambijo01,Joe Sambito
818042.0,morru101,morri08,Morrison
114316.0,forsb001,forscbo01,Bob Forsch
121842.0,schmh102,schmuha01,Hank Schmulbach
112726.0,coucj101,couchjo01,Johnny Couch
113277.0,denzr101,denzero01,Roger Denzer
111855.0,cadol101,cadorle01,Leon Cadore
113953.0,everb001,eversbr01,Bryan Eversgerd
112251.0,chith101,chitiha01,Harry Chiti
110394.0,avenb001,avenbr01,Bruce Aven
112429.0,cobbh101,cobbhe01,Herb Cobb
115255.0,gural001,gurala01,Larry Gura
120513.0,philb103,phillbu01,Buz Phillips
121079.0,repur101,repulri01,Rip Repulski
121090.0,reusj001,reussje01,Jerry Reuss
460269.0,gimec001,gimench01,Chris Gimenez
122415.0,smitj105,smithjo01,John Smith
118433.0,mattg001,matthga01,Gary Matthews
110044.0,adamb104,adamsba01,Babe Adams
111380.0,branh101,brancha01,Harvey Branch
123088.0,tannb001,tannebr01,Bruce Tanner
116393.0,ingrr001,ingrari01,Riccardo Ingram
118170.0,mahob101,mahonbo01,Bob Mahoney
112361.0,clars102,clarksu01,Sumpter Clarke
115393.0,hammj101,hammoja01,Jack Hammond
123286.0,thomh101,thompho01,Homer Thompson
110845.0,belte001,beltres01,Esteban Beltré
819263.0,grigw101,griggwi01,Wiley Griggs
120816.0,pyecj101,pyechjo01,John Pyecha
121846.0,schnd101,schneda01,Dan Schneider
122000.0,senes101,senerso01,Sonny Senerchia
116603.0,johnl001,johnsla03,Lance Johnson
124567.0,woodt001,woodstr01,Tracy Woodson
124371.0,willm102,willsma01,Maury Wills
117700.0,leppd101,leppedo02,Don Leppert
817688.0,,powel05,Powell
112247.0,chiol101,chiozlo01,Lou Chiozza
119983.0,oliva001,oliveal01,Al Oliver
123848.0,walkj101,walkuji01,Jim Walkup
121521.0,roysw101,roystwi01,Willie Royster
116377.0,hyert001,hyersti01,Tim Hyers
820320.0,browm105,,Mike Brown
112937.0,cummm001,cummimi01,Midre Cummings
123360.0,tisct101,tischto01,Tom Tischinski
819003.0,hoaru101,hoard01,Hoard
110534.0,bankg101,banksge01,George Banks
111462.0,brigd101,briggda01,Dan Briggs
123064.0,sykeb101,sykesbo01,Bob Sykes
110905.0,bergj101,berghjo01,John Bergh
117327.0,kroom001,kroonma01,Marc Kroon
117817.0,littm101,littema01,Mark Littell
118258.0,mantm101,mantlmi01,Mickey Mantle
476811.0,wests001,westse01,Sean West
670056.0,barac001,baragca01,Caleb Baragar
114924.0,gonza001,gonzaal01,Alex Gonzalez
113111.0,davih101,davisha01,Harry Davis
819221.0,hallc104,hallcl01,Clem Hall
682790.0,gonzw002,gonzawi02,Wikelman González
116784.0,judef101,judefr01,Frank Jude
506633.0,,manleef99,Effa Manley
113408.0,dobsc101,dobsoch01,Chuck Dobson
408225.0,johnr007,johnsro06,Rontrez Johnson
676263.0,dreyj001,dreyeja01,Jack Dreyer
111334.0,bracj101,brackjo01,John Brackenridge
117195.0,knigj101,knighjo01,Joe Knight
117393.0,lacop101,lacocpe01,Pete LaCock
113593.0,duffc101,duffech01,Charlie Duffee
118099.0,macks101,mackost01,Steve Macko
119285.0,moora101,moorear01,Archie Moore
596740.0,viscj901,,Jansen Visconti
621076.0,kaprj001,kaprija01,James Kaprielian
820543.0,bellf103,bellfr02,Fred Bell
113100.0,davic103,daviscu01,Curt Davis
120200.0,palme101,palmqed01,Ed Palmquist
124332.0,willr002,willire02,Reggie Williams
121359.0,rodrj101,rodrijo01,José Rodríguez
111395.0,branm101,brantma01,Marshall Brant
118019.0,luttl101,luttrly01,Lyle Luttrell
623182.0,kivlp001,kivlepa01,Patrick Kivlehan
114606.0,gardg102,gardngi01,Gid Gardner
124558.0,wooda001,woodsal01,Al Woods
131660.0,martj003,martija02,Javier Martínez
119751.0,newss101,newsosk01,Skeeter Newsome
571760.0,heana001,heanean01,Andrew Heaney
117855.0,lockg101,locklge01,Gene Locklear
817225.0,,smith24,Smith
116956.0,kellr102,kellyre02,Ren Kelly
656514.0,hasea001,haselad01,Adam Haseley
113127.0,davim002,davismi02,Mike Davis
123720.0,vickt101,vicketo01,Tom Vickery
283039.0,lankf001,lankffr01,Frank Lankford
465679.0,dedus001,dedunsa01,Sam Deduno
120570.0,pierd101,piersdi01,Dick Pierson
408243.0,trujj001,trujijj01,J. J. Trujillo
543475.0,lylej001,lylesjo01,Jordan Lyles
686796.0,walsb001,walstbl01,Blake Walston
112924.0,cullr101,cullero01,Roy Cullenbine
642130.0,taylb004,taylobl01,Blake Taylor
123805.0,walce101,walczed01,Ed Walczak
817936.0,oldhj102,oldhaji01,Jimmy Oldham
693645.0,schlc001,schlica01,Cam Schlittler
430837.0,dinal001,dinarle01,Lenny DiNardo
119524.0,munoo001,munozos01,Oscar Muñoz
682825.0,mey-l001,meylu01,Luis Mey
117479.0,langb101,langsbo01,Bob Langsford
111681.0,bulls101,bullasi01,Sim Bullas
118730.0,mcgrf001,mcgrifr01,Fred McGriff
112831.0,crist101,criscto01,Tony Criscola
592346.0,gonzc002,gonzach01,Chi Chi González
123985.0,watsm103,watsomu01,Mule Watson
664294.0,mored002,moretda01,Dauri Moreta
687888.0,waltb002,waltebr01,Brandon Walter
117595.0,lebob101,leboube01,Bevo LeBourveau
113385.0,dipif001,dipinfr01,Frank DiPino
113752.0,edwad101,edwarda01,Dave Edwards
123669.0,vaugc101,vaughch01,Charlie Vaughan
120041.0,orave101,oraveer01,Ernie Oravetz
547874.0,iwakh001,iwakuhi01,Hisashi Iwakuma
430403.0,glavm001,glavimi01,Mike Glavine
114462.0,fry-j101,fryjo01,Johnson Fry
446170.0,martg801,,Guillermo Martinez
431081.0,speaa701,,Allan Spear
594986.0,ryank002,ryanky01,Kyle Ryan
110288.0,antoj101,antonjo01,John Antonelli
121771.0,schaw101,schanwa01,Wally Schang
115372.0,hamad101,hamando01,Doc Hamann
552828.0,jonem701,,Mike Jones
427041.0,brinj901,,Joe Brinkman
110548.0,barbb002,barbebr02,Brian Barber
605400.0,nolaa001,nolaaa01,Aaron Nola
121570.0,russj101,russejo01,John Russell
502281.0,hatlm001,hatlema01,Marcus Hatley
430604.0,novor002,novoaro01,Roberto Novoa
124000.0,weatd001,weathda01,David Weathers
112533.0,combe101,combsea01,Earle Combs
820306.0,brucc101,brucecl01,Clarence Bruce
112600.0,conrb101,conrobi02,Bill Conroy
114216.0,flanm001,flanami01,Mike Flanagan
117350.0,kuckj101,kucksjo01,Johnny Kucks
111525.0,brovj101,brovijo01,Joe Brovia
112232.0,cherp101,chervpa01,Paul Chervinko
817854.0,parrm102,parrama02,Manuel Parrado
817866.0,,parke04,Parker
276368.0,levra001,levraal01,Allen Levrault
110871.0,bennh102,bennehe01,Herschel Bennett
275701.0,ostij001,ostinji01,Jimmy Osting
111966.0,cantm101,cantwmi01,Mike Cantwell
118738.0,mcgud101,mcguide01,Deacon McGuire
678024.0,vasim001,vasilmi01,Mike Vasil
346869.0,towej001,towerjo01,Josh Towers
110530.0,bankd101,bankhda01,Dan Bankhead
279561.0,grees003,greenst01,Steve Green
220094.0,davej001,davenjo01,Joe Davenport
123346.0,tillt101,tilloth01,Thad Tillotson
116064.0,holdj102,holdejo01,Joe Holden
112687.0,corhr101,corharo01,Roy Corhan
113337.0,dickg102,dickege01,George Dickerson
425854.0,roblo001,robleos01,Óscar Robles
117781.0,lindj001,lindeji01,Jim Lindeman
119391.0,moroj001,moronje01,Jeff Moronko
124062.0,welcm102,welchmi01,Mickey Welch
124354.0,willj105,williju01,Julius Willigrod
114345.0,fousb101,fousebi01,Bill Fouser
123438.0,tramb001,trammbu01,Bubba Trammell
122702.0,steaj001,stearjo01,John Stearns
123486.0,trucv101,truckvi01,Virgil Trucks
519304.0,soton001,sotone01,Neftali Soto
122118.0,shelh101,shellhu01,Hugh Shelley
112444.0,coffk001,coffmke01,Kevin Coffman
123540.0,tyroj101,tyronji01,Jim Tyrone
119675.0,nealc101,nealch01,Charlie Neal
118961.0,mercl001,mercelu01,Luis Mercedes
114858.0,gleak101,gleaski01,Kid Gleason
111403.0,brauj101,braunjo01,John Braun
819073.0,hendr101,henderu01,Rube Henderson
425564.0,rosaf001,rosarfr01,Francisco Rosario
110390.0,austr101,austiri01,Rick Austin
123551.0,uhlem101,uhlerma01,Maury Uhler
113260.0,demog101,demonge01,Gene DeMontreville
123479.0,troud101,troutdi01,Dizzy Trout
122159.0,shinb101,shindbi01,Billy Shindle
816636.0,wicke101,wicksel01,Elmer Wicks
115554.0,hartj102,hartji01,Jim Ray Hart
116975.0,kenda101,kendeal01,Al Kenders
818212.0,mcmew101,mcmeawi01,Willie McMeans
120285.0,pattd001,patteda04,Danny Patterson
120429.0,pernh101,pernohu01,Hub Pernoll
116897.0,keenj104,keenaji01,Jim Keenan
124261.0,wilhh101,wilheho01,Hoyt Wilhelm
118145.0,magog101,magooge01,George Magoon
431035.0,jacom701,,Mark Jacobson
111882.0,callm101,callama01,Marty Callaghan
110009.0,abboj001,abbotji01,Jim Abbott
818504.0,lewig102,lewisga01,Gaston Lewis
482136.0,bergb701,,Brian Berger
113730.0,eddyc001,eddych01,Chris Eddy
150478.0,lawrj001,lawrejo01,Joe Lawrence
817419.0,roy-o101,royor01,Ormsby Roy
462564.0,uggld001,ugglada01,Dan Uggla
622226.0,cozed001,cozendy01,Dylan Cozens
121863.0,schrb101,schreba01,Barney Schreiber
115083.0,greee101,greened01,Ed Green
122293.0,sketb101,sketcbu01,Harry Sketchley
112753.0,cox-d101,coxdi01,Dick Cox
817961.0,,nolan02,Nolan
122125.0,shepk001,shephke01,Keith Shepherd
120291.0,pattj002,patteje01,Jeff Patterson
682119.0,jordl001,jordale01,Levi Jordan
672715.0,patil001,patinlu01,Luis Patiño
820204.0,campr103,camporo01,Roberto Campos
120071.0,ortef101,ortenfr01,Frank Ortenzio
114695.0,genog101,genovge01,George Genovese
111651.0,buchj104,buchajo01,Johnny Bucha
121016.0,regam101,reganmi01,Mike Regan
818113.0,mitco101,mitchot01,Otto Mitchell
116922.0,kellf102,kellefr02,Frank Kellert
117148.0,klesr001,kleskry01,Ryan Klesko
406874.0,nelsj002,nelsojo01,Joe Nelson
518813.0,hollg001,hollagr01,Greg Holland
124109.0,westb102,westbu01,Buck West
820087.0,chesd101,chestda01,David Chester
553883.0,campv001,campovi01,Jose Campos
115293.0,haefb101,haeffbi01,Bill Haeffner
122943.0,sulld101,sullide02,Denny Sullivan
124581.0,worrt001,worreto01,Todd Worrell
116675.0,jonec101,jonesco02,Cobe Jones
121074.0,rente001,renteed01,Édgar Rentería
121067.0,renfm101,renfrma01,Marshall Renfroe
114707.0,gerab101,geragbe01,Ben Geraghty
820541.0,bellw101,bellwi01,William Bell
123260.0,thomr103,thomara01,Ray Thomas
150401.0,delat001,delarto01,Tomás de la Rosa
819353.0,gonzu101,,González
818077.0,moors102,mooresq01,Square Moore
110365.0,atkia101,atkinal01,Al Atkinson
110960.0,betth102,bettsha01,Harry Betts
676641.0,sulsb001,sulsebe01,Beau Sulser
150322.0,johnm003,johnsma02,Mark Johnson
117280.0,kowaf101,kowalfa01,Fabian Kowalik
116356.0,hurte001,hurtaed01,Edwin Hurtado
111353.0,bradb102,bradlbi01,Bill Bradley
121057.0,rekab001,rekarbr01,Bryan Rekar
111504.0,bronk101,brondke01,Ken Brondell
123095.0,tarba101,tarbear01,Arlie Tarbert
112113.0,castf001,castifr01,Frank Castillo
118239.0,mannj104,mannjo01,Johnny Mann
119445.0,mossh101,mossho01,Howie Moss
820735.0,alleb106,allenbu01,Buddy Allen
119755.0,nichs102,nichosa01,Sam Nicholl
816917.0,tompu101,tompk02,Tompkins
657434.0,ograb001,ogradbr01,Brian O'Grady
816726.0,warrj101,warreje01,Jesse Warren
115072.0,grays102,graysa01,Sam Gray
502239.0,cahit001,cahiltr01,Trevor Cahill
150385.0,masao001,masaoon01,Onan Masaoka
117825.0,littc101,littlca01,Carlisle Littlejohn
110912.0,berlj101,berlyja01,Jack Berly
817160.0,smitw105,smithwi06,Willie Smith
122131.0,sherr101,sherire01,Red Sheridan
110199.0,altmg101,altmage01,George Altman
123052.0,swifb102,swiftbo01,Bob Swift
117286.0,krafc101,kraftcl01,Clarence Kraft
114400.0,freeb101,freembu02,Buck Freeman
817979.0,newbj101,newbeji01,Jimmie Newberry
817587.0,reevd101,reevedo01,Donald Reeves
118992.0,metca101,metcaal01,Alfred Metcalfe
122856.0,straa102,stranal01,Alan Strange
110499.0,baldd101,baldwda01,Dave Baldwin
112407.0,clint101,clinety01,Ty Cline
123866.0,wallj102,wallaja02,Jack Wallaesa
492578.0,,macphle99,Lee MacPhail
117600.0,lee-d001,leede01,Derek Lee
116121.0,hoodw102,hoodwa02,Wally Hood
115096.0,greeh102,greenha01,Hank Greenberg
123627.0,vanbd101,vanbude01,Deacon Van Buren
407872.0,diazj002,diazjo01,Jose Díaz
445153.0,downd001,downsda02,Darin Downs
434057.0,solea001,soleral01,Alay Soler
116411.0,irwib101,irwinbi01,Bill Irwin
114875.0,glosa101,glossal01,Al Glossop
449060.0,rapac001,rapadcl01,Clay Rapada
639373.0,bautg001,bautige01,Gerson Bautista
117116.0,kirkt101,kirkto01,Tom Kirk
816896.0,treac101,,Harvey Threalkill
669326.0,teodb001,teodobr01,Bryce Teodosio
114848.0,glavt101,glavito01,Tommy Glaviano
449607.0,munoo801,,Omer Munoz
430565.0,matsk001,matsuka01,Kazuo Matsui
488740.0,browj006,brownjo05,Jordan Brown
605346.0,lopej005,lopezja03,Jack López
818813.0,jenkj104,jenkijo03,Joe Jenkins
111520.0,brott101,brottto01,Tony Brottem
120034.0,onsle101,onsloed01,Eddie Onslow
