year,mlbam,vhb,pitches,zone_rate,z_swing_rate,o_swing_rate,z_contact_rate,o_contact_rate,z_csw_rate,chase_rate,edge_rate,heart_rate,batter,count,swing_rate,whiff_rate,csw_rate,pitches_x
2015,400085,vsL,1516,0.3313195063748906,0.0769166256666195,0.0577231843353121,0.0,0.0,0.0769166256666195,0.0577231843353121,0.1696804463991774,0.0395273176951366,400085.0,all,0.0769166256666195,1.0,,
2015,400121,vsL,1435,0.3919941204209129,0.1054841910313082,0.0916383172569762,0.0,0.0,0.1054841910313082,0.0916383172569762,0.2239786675368084,0.0451846409984611,400121.0,all,0.1054841910313082,1.0,,
2015,400121,vsR,360,0.4395870341153664,0.0638353819501732,0.055122800337854,0.0,0.0,0.0638353819501732,0.055122800337854,0.1798674083484355,0.1186284756631476,400121.0,all,0.0638353819501732,1.0,,
2015,400284,vsL,1484,0.3513739267257676,0.0357982595217155,0.1550685247831732,0.0,0.0,0.0357982595217155,0.1550685247831732,0.1773157449459405,0.0434291382731492,400284.0,all,0.0357982595217155,1.0,,
2015,405395,vsR,2329,0.3866126181209131,0.0337866514811067,0.132244073369758,0.0,0.0,0.0337866514811067,0.132244073369758,0.2138267909609037,0.037740878131835,405395.0,all,0.0337866514811067,1.0,,
2015,407781,vsR,1850,0.3943208273533948,0.1349465460109074,0.249557564535958,0.0,0.0,0.1349465460109074,0.249557564535958,0.1667820128745513,0.0791997879780102,407781.0,all,0.1349465460109074,1.0,,
2015,407793,vsR,220,0.4925143867070638,0.1846296296296296,0.1552938808373591,0.0,0.0,0.1846296296296296,0.1552938808373591,0.186194954172145,0.0625621677242325,407793.0,all,0.1846296296296296,1.0,,
2015,407812,vsR,1070,0.3785881686643147,0.1352381558502262,0.0868168973458961,0.0,0.0,0.1352381558502262,0.0868168973458961,0.2233081673385802,0.0385249641795785,407812.0,all,0.1352381558502262,1.0,,
2015,407822,vsL,156,0.5186912225705329,0.1365237665947605,0.2859100877192982,0.0,0.0,0.1365237665947605,0.2859100877192982,0.1986415882967606,0.0526188610240334,407822.0,all,0.1365237665947605,1.0,,
2015,407862,vsR,80,0.559367792701126,0.0178571428571428,0.0833333333333333,0.0,0.0,0.0178571428571428,0.0833333333333333,0.4118030118030117,0.0519129019129019,407862.0,all,0.0178571428571428,1.0,,
2015,407890,vsR,10,0.3,0.6666666666666666,0.4666666666666666,0.0,0.0,0.6666666666666666,0.4666666666666666,0.0,0.0,407890.0,all,0.6666666666666666,1.0,,
2015,407893,vsL,1121,0.406100546646543,0.1639104463824508,0.1160570520088038,0.0588235294117647,0.0,0.1305771130491175,0.1160570520088038,0.1638948194634774,0.0331808428494879,407893.0,all,0.1639104463824508,0.9411764705882352,,
2015,407893,vsR,593,0.4079576080721632,0.0722286376523664,0.060870000287017,0.0,0.0,0.0722286376523664,0.060870000287017,0.1959517664532707,0.0726752661460926,407893.0,all,0.0722286376523664,1.0,,
2015,407908,vsR,3,0.75,0.0,0.0,,,0.0,0.0,0.5,0.0,407908.0,all,0.0,1.0,,
2015,408042,vsR,4,0.5,0.0,0.0,,,0.0,0.0,0.1666666666666666,0.3333333333333333,408042.0,all,0.0,1.0,,
2015,408045,vsL,2512,0.3689664513358476,0.061322373352574,0.1257568527286068,0.0,0.0,0.061322373352574,0.1257568527286068,0.171758002105489,0.0409689947374024,408045.0,all,0.061322373352574,1.0,,
2015,408047,vsL,575,0.3451391689080185,0.0995415695415695,0.0815100958068222,0.0,0.0,0.0995415695415695,0.0815100958068222,0.1587790016464885,0.0503092579245635,408047.0,all,0.0995415695415695,1.0,,
2015,408234,vsR,1821,0.3423022664417612,0.0573923432414603,0.1812937440871219,0.0,0.0,0.0573923432414603,0.1812937440871219,0.1825840513126287,0.0347728959962164,408234.0,all,0.0573923432414603,1.0,,
2015,408236,vsL,2401,0.3564072970563746,0.1223228613726352,0.1407187229200135,0.0,0.0,0.1223228613726352,0.1407187229200135,0.1538344569030983,0.0391840028563056,408236.0,all,0.1223228613726352,1.0,,
2015,408241,vsR,135,0.5716549550854825,0.1844924812030075,0.380276134122288,0.0,0.0,0.1844924812030075,0.380276134122288,0.3016170836150552,0.0925148507678933,408241.0,all,0.1844924812030075,1.0,,
2015,408242,vsR,49,0.3805555555555555,0.1333333333333333,0.2179487179487179,0.0,0.0,0.1333333333333333,0.2179487179487179,0.1038888888888888,0.1244444444444444,408242.0,all,0.1333333333333333,1.0,,
2015,408252,vsR,2018,0.3822426386890563,0.0896470496593348,0.1643495995562327,0.0,0.0,0.0896470496593348,0.1643495995562327,0.1842612545997104,0.0711967261107334,408252.0,all,0.0896470496593348,1.0,,
2015,408299,vsR,1445,0.4514697112682534,0.0883701729465293,0.1513954999497779,0.0,0.0,0.0883701729465293,0.1513954999497779,0.20219233485651,0.0525512024828222,408299.0,all,0.0883701729465293,1.0,,
2015,408307,vsL,712,0.3834088796111486,0.1082219817219817,0.1430042321368145,0.0,0.0,0.1082219817219817,0.1430042321368145,0.2178674932601474,0.0549228963426975,408307.0,all,0.1082219817219817,1.0,,
2015,408314,vsL,1093,0.4653764875150687,0.1138329406883426,0.161806401711346,0.0,0.0,0.1138329406883426,0.161806401711346,0.1803845699522796,0.0558446845676368,408314.0,all,0.1138329406883426,1.0,,
2015,408314,vsR,590,0.4875200077700077,0.0730516738530618,0.0733521947582026,0.0,0.0,0.0730516738530618,0.0733521947582026,0.2797866466866466,0.062102675102675,408314.0,all,0.0730516738530618,1.0,,
2015,421685,vsR,173,0.4081871799641834,0.2231256646579227,0.3165413533834586,0.0,0.0,0.2231256646579227,0.3165413533834586,0.1249875108760126,0.109180018587684,421685.0,all,0.2231256646579227,1.0,,
2015,424325,vsR,699,0.4272744228375566,0.2368598665251809,0.1847122491705825,0.0,0.0,0.2368598665251809,0.1847122491705825,0.2287937663815749,0.0427505682935152,424325.0,all,0.2368598665251809,1.0,,
2015,424825,vsL,336,0.4545750119837341,0.1466630591630591,0.0472153695786306,0.0,0.0,0.1466630591630591,0.0472153695786306,0.2064968398741218,0.0632939691027926,424825.0,all,0.1466630591630591,1.0,,
2015,424825,vsR,139,0.4866883116883117,0.1427398989898989,0.1061728395061728,0.0,0.0,0.1427398989898989,0.1061728395061728,0.2479076479076479,0.0515945165945165,424825.0,all,0.1427398989898989,1.0,,
2015,425386,vsR,13,0.7083333333333333,0.0,0.0,,,0.0,0.0,0.1145833333333333,0.0,425386.0,all,0.0,1.0,,
2015,425496,vsR,92,0.6232638888888888,0.1541558441558441,0.0333333333333333,0.0,0.0,0.1541558441558441,0.0333333333333333,0.2072916666666666,0.2428819444444444,425496.0,all,0.1541558441558441,1.0,,
2015,425509,vsR,2371,0.3976281909747494,0.077190524864564,0.1255790569487413,0.0,0.0,0.077190524864564,0.1255790569487413,0.1875985063938533,0.0773222931766727,425509.0,all,0.077190524864564,1.0,,
2015,425532,vsR,100,0.4619845067213489,0.2676767676767677,0.3819444444444444,0.0,0.0,0.2676767676767677,0.3819444444444444,0.1655274550011392,0.0762702210070631,425532.0,all,0.2676767676767677,1.0,,
2015,425543,vsR,126,0.5145820059164865,0.274393315018315,0.3138567927170868,0.0,0.0,0.274393315018315,0.3138567927170868,0.2476422232335874,0.0913054670610991,425543.0,all,0.274393315018315,1.0,,
2015,425549,vsR,779,0.4134802740326944,0.0678289853261941,0.1928596630056358,0.0,0.0,0.0678289853261941,0.1928596630056358,0.2302868256389905,0.040242535428929,425549.0,all,0.0678289853261941,1.0,,
2015,425557,vsR,284,0.4105540172110198,0.0977302789802789,0.1823242178477254,0.0,0.0,0.0977302789802789,0.1823242178477254,0.2088789444442878,0.0686240386187419,425557.0,all,0.0977302789802789,1.0,,
2015,425560,vsL,1768,0.422178679682569,0.1339580400998213,0.1753039965128953,0.0,0.0,0.1339580400998213,0.1753039965128953,0.1724417195350993,0.0498064450643674,425560.0,all,0.1339580400998213,1.0,,
2015,425567,vsR,1593,0.4232536432260089,0.0530814010256167,0.1838837414634508,0.0,0.0,0.0530814010256167,0.1838837414634508,0.1998301603034039,0.0496075485169661,425567.0,all,0.0530814010256167,1.0,,
2015,425626,vsL,2,0.0,,0.0,,,,0.0,0.0,0.0,425626.0,all,,1.0,,
2015,425657,vsL,4,0.75,0.0,0.0,,,0.0,0.0,0.25,0.25,425657.0,all,0.0,1.0,,
2015,425664,vsL,267,0.5607709828104566,0.0955557429583403,0.1272636914003138,0.0,0.0,0.0955557429583403,0.1272636914003138,0.2232039623486992,0.0721435866172708,425664.0,all,0.0955557429583403,1.0,,
2015,425664,vsR,445,0.4045529529249408,0.0414021164021164,0.1402045040055946,0.0,0.0,0.0414021164021164,0.1402045040055946,0.1523291629743741,0.0446725364634696,425664.0,all,0.0414021164021164,1.0,,
2015,425766,vsL,1217,0.3628377225065156,0.0602888533518613,0.087206377803864,0.0,0.0,0.0602888533518613,0.087206377803864,0.1758315858269976,0.0427463673981047,425766.0,all,0.0602888533518613,1.0,,
2015,425772,vsR,357,0.4760443551975549,0.1274618169355011,0.2269507101086048,0.0,0.0,0.1274618169355011,0.2269507101086048,0.2353195842449236,0.0825562626225198,425772.0,all,0.1274618169355011,1.0,,
2015,425783,vsL,2522,0.370171555879479,0.0964922145698587,0.0770401170895165,0.0,0.0,0.0964922145698587,0.0770401170895165,0.1503621474197023,0.0381223330848581,425783.0,all,0.0964922145698587,1.0,,
2015,425784,vsR,1097,0.3909376804985851,0.1707321101916334,0.1448542308265808,0.0,0.0,0.1707321101916334,0.1448542308265808,0.1993059735977251,0.0624712737517785,425784.0,all,0.1707321101916334,1.0,,
2015,425794,vsR,28,0.3952991452991453,0.1607142857142857,0.2,0.0,0.0,0.1607142857142857,0.2,0.2264957264957265,0.0555555555555555,425794.0,all,0.1607142857142857,1.0,,
2015,425796,vsR,1106,0.4385134546266953,0.0788585856174828,0.1367072663620658,0.0,0.0,0.0788585856174828,0.1367072663620658,0.1647843286249109,0.0645673912052473,425796.0,all,0.0788585856174828,1.0,,
2015,425834,vsR,814,0.4536986479263864,0.1035868111507411,0.1542581279847667,0.0,0.0,0.1035868111507411,0.1542581279847667,0.2380560520288284,0.0635925695444717,425834.0,all,0.1035868111507411,1.0,,
2015,425835,vsR,1,1.0,0.0,,,,0.0,,1.0,0.0,425835.0,all,0.0,1.0,,
2015,425844,vsR,236,0.4861659451659452,0.1010255617398474,0.1562583311117035,0.0,0.0,0.1010255617398474,0.1562583311117035,0.2552453102453102,0.0486767676767676,425844.0,all,0.1010255617398474,1.0,,
2015,425877,vsR,1747,0.4631215323224492,0.0648802809117015,0.1100707444772166,0.0,0.0,0.0648802809117015,0.1100707444772166,0.2224027988186857,0.1000590705425146,425877.0,all,0.0648802809117015,1.0,,
2015,425900,vsL,607,0.4585169518619729,0.0886670630284702,0.2152932570602515,0.0,0.0,0.0886670630284702,0.2152932570602515,0.225293183715691,0.0688010429161714,425900.0,all,0.0886670630284702,1.0,,
2015,425900,vsR,151,0.5216583124477862,0.0357142857142857,0.0433035714285714,0.0,0.0,0.0357142857142857,0.0433035714285714,0.2777568922305764,0.0536236424394319,425900.0,all,0.0357142857142857,1.0,,
2015,425902,vsL,2401,0.3862426129527823,0.0782461401546033,0.1254922583698339,0.0,0.0,0.0782461401546033,0.1254922583698339,0.195203663431429,0.0522080795664839,425902.0,all,0.0782461401546033,1.0,,
2015,429400,vsL,7,0.6666666666666666,0.0,0.0,,,0.0,0.0,0.3333333333333333,0.0,429400.0,all,0.0,1.0,,
2015,429664,vsL,2276,0.3270928968296707,0.0742355167646099,0.1046035112937534,0.0,0.0,0.0742355167646099,0.1046035112937534,0.1642270117316626,0.0510225216204143,429664.0,all,0.0742355167646099,1.0,,
2015,429665,vsR,2514,0.4141272073249627,0.1098344658156859,0.1148677098220129,0.0,0.0,0.1098344658156859,0.1148677098220129,0.176795898749103,0.0523190522009399,429665.0,all,0.1098344658156859,1.0,,
2015,429666,vsR,1616,0.4559502153886315,0.1679721929799101,0.118167264285235,0.0,0.0,0.1679721929799101,0.118167264285235,0.1938719570714953,0.1037206363153728,429666.0,all,0.1679721929799101,1.0,,
2015,429667,vsL,1750,0.4115144048683776,0.1541394846020866,0.2595360665768629,0.0,0.0,0.1541394846020866,0.2595360665768629,0.1758614544487396,0.0502495470245535,429667.0,all,0.1541394846020866,1.0,,
2015,429711,vsR,800,0.434559930922124,0.0991793017503763,0.1654565434918289,0.0,0.0,0.0991793017503763,0.1654565434918289,0.1775058413111001,0.0673292894626966,429711.0,all,0.0991793017503763,1.0,,
2015,429713,vsL,1024,0.4117767988080514,0.0639980705996046,0.1385083408223154,0.0,0.0,0.0639980705996046,0.1385083408223154,0.2156020445176649,0.0556114862572812,429713.0,all,0.0639980705996046,1.0,,
2015,429717,vsR,200,0.5493471169113764,0.0929487179487179,0.1924242424242424,0.0,0.0,0.0929487179487179,0.1924242424242424,0.2433457233640832,0.0925728698066519,429717.0,all,0.0929487179487179,1.0,,
2015,429719,vsR,2,0.5,0.0,0.0,,,0.0,0.0,0.5,0.0,429719.0,all,0.0,1.0,,
2015,429780,vsL,27,0.2666666666666666,0.5416666666666666,0.0416666666666666,0.0,0.0,0.5416666666666666,0.0416666666666666,0.2166666666666666,0.025,429780.0,all,0.5416666666666666,1.0,,
2015,429781,vsR,22,0.6047619047619047,0.0,0.0,,,0.0,0.0,0.1809523809523809,0.1619047619047619,429781.0,all,0.0,1.0,,
2015,430001,vsR,365,0.5195681014287185,0.2223286348117817,0.0755544893702788,0.0,0.0,0.2223286348117817,0.0755544893702788,0.258563088977971,0.1219012883668056,430001.0,all,0.2223286348117817,1.0,,
2015,430203,vsL,1123,0.4767992200472418,0.0233001581585014,0.0734912085314618,0.0,0.0,0.0233001581585014,0.0734912085314618,0.2384528812463357,0.0597416027116439,430203.0,all,0.0233001581585014,1.0,,
2015,430321,vsR,581,0.4859690632299067,0.1312584454442417,0.1741861166040566,0.0,0.0,0.1312584454442417,0.1741861166040566,0.2084339125502571,0.0742888294456591,430321.0,all,0.1312584454442417,1.0,,
2015,430404,vsR,978,0.5145487180896826,0.2110450412980649,0.1177419340640984,0.0,0.0,0.2110450412980649,0.1177419340640984,0.204965269063035,0.0740504178626185,430404.0,all,0.2110450412980649,1.0,,
2015,430580,vsR,15,0.625,0.3333333333333333,0.0833333333333333,0.0,0.0,0.3333333333333333,0.0833333333333333,0.3472222222222222,0.1666666666666666,430580.0,all,0.3333333333333333,1.0,,
2015,430599,vsR,10,0.5833333333333334,0.0,0.3333333333333333,,0.0,0.0,0.3333333333333333,0.125,0.0833333333333333,430599.0,all,0.0,1.0,,
2015,430605,vsR,763,0.4504721403806841,0.1475607475096584,0.0817362306858105,0.0,0.0,0.1475607475096584,0.0817362306858105,0.224085424890632,0.0786586169238356,430605.0,all,0.1475607475096584,1.0,,
2015,430611,vsR,176,0.4677089197962063,0.3399649859943977,0.241532402434658,0.0,0.0,0.3399649859943977,0.241532402434658,0.2324287903747106,0.0380052848269167,430611.0,all,0.3399649859943977,1.0,,
2015,430613,vsR,5,0.75,0.0,0.0,,,0.0,0.0,0.75,0.0,430613.0,all,0.0,1.0,,
2015,430637,vsL,1259,0.4525133640793807,0.0480657795814986,0.1546728341206047,0.0,0.0,0.0480657795814986,0.1546728341206047,0.2406507572448419,0.0373036996269266,430637.0,all,0.0480657795814986,1.0,,
2015,430652,vsR,784,0.4468477928460775,0.0625886826399597,0.0663389833760204,0.0,0.0,0.0625886826399597,0.0663389833760204,0.2087378346394082,0.0477248861102547,430652.0,all,0.0625886826399597,1.0,,
2015,430661,vsR,12,0.5238095238095238,0.5625,0.0,0.0,,0.5625,0.0,0.3571428571428571,0.1428571428571428,430661.0,all,0.5625,1.0,,
2015,430681,vsL,100,0.4999740636995539,0.0777777777777777,0.0200534759358288,0.0,0.0,0.0777777777777777,0.0200534759358288,0.241570702355016,0.0673825085589791,430681.0,all,0.0777777777777777,1.0,,
2015,430832,vsR,2726,0.3849592090062145,0.0908650140123878,0.0995364967431288,0.0,0.0,0.0908650140123878,0.0995364967431288,0.1794248212275495,0.052671256751871,430832.0,all,0.0908650140123878,1.0,,
2015,430897,vsL,670,0.3992530973488258,0.2384402780455412,0.0962860524116963,0.0,0.0,0.2384402780455412,0.0962860524116963,0.1957866081050717,0.0614857842399562,430897.0,all,0.2384402780455412,1.0,,
2015,430897,vsR,315,0.510454480328755,0.0238721804511278,0.0429132412351329,0.0,0.0,0.0238721804511278,0.0429132412351329,0.2354755880626286,0.0585178021348233,430897.0,all,0.0238721804511278,1.0,,
2015,430910,vsL,858,0.4206602213294871,0.0552377686760239,0.0773214823871835,0.0,0.0,0.0552377686760239,0.0773214823871835,0.2010961927434189,0.0468672106611517,430910.0,all,0.0552377686760239,1.0,,
2015,430910,vsR,357,0.5290078896004309,0.0668382913806254,0.1035865905431122,0.0,0.0,0.0668382913806254,0.1035865905431122,0.2200953623175421,0.0235039174476884,430910.0,all,0.0668382913806254,1.0,,
2015,430911,vsR,3,0.75,0.0,0.0,,,0.0,0.0,0.75,0.0,430911.0,all,0.0,1.0,,
2015,430912,vsR,62,0.5897253787878788,0.3230769230769231,0.3122222222222222,0.0,0.0,0.3230769230769231,0.3122222222222222,0.2457386363636363,0.0946969696969697,430912.0,all,0.3230769230769231,1.0,,
2015,430935,vsL,109,0.4635959146526444,0.2460563172637476,0.3823529411764705,0.0,0.0,0.2460563172637476,0.3823529411764705,0.2221082588157115,0.0422667803090494,430935.0,all,0.2460563172637476,1.0,,
2015,430945,vsR,1863,0.3618651887571988,0.1376812141944496,0.164427077355375,0.0,0.0,0.1376812141944496,0.164427077355375,0.1439924543347736,0.0383775015559804,430945.0,all,0.1376812141944496,1.0,,
2015,430947,vsL,1481,0.365654078668056,0.0517860128126287,0.0726943534702376,0.0,0.0,0.0517860128126287,0.0726943534702376,0.1614208253564135,0.041825594568847,430947.0,all,0.0517860128126287,1.0,,
2015,430947,vsR,530,0.4086769862321586,0.095649003403014,0.0929941109962332,0.0,0.0,0.095649003403014,0.0929941109962332,0.1833099027409372,0.0570024335817439,430947.0,all,0.095649003403014,1.0,,
2015,430948,vsL,797,0.3272018367275518,0.015392651574837,0.0231526417413693,0.0,0.0,0.015392651574837,0.0231526417413693,0.1461039111709947,0.0702595241969067,430948.0,all,0.015392651574837,1.0,,
2015,430948,vsR,172,0.3696401329410482,0.042016806722689,0.107803599908863,0.0,0.0,0.042016806722689,0.107803599908863,0.1478397079655661,0.0517925247902364,430948.0,all,0.042016806722689,1.0,,
2015,431094,vsR,1214,0.4416803466553354,0.0819366258420425,0.1007047113321026,0.0,0.0,0.0819366258420425,0.1007047113321026,0.2265586940309681,0.067725639539702,431094.0,all,0.0819366258420425,1.0,,
2015,431145,vsR,2057,0.4490835226430923,0.0978380104091184,0.1050301276385649,0.0,0.0,0.0978380104091184,0.1050301276385649,0.217223003810948,0.0748575925372065,431145.0,all,0.0978380104091184,1.0,,
2015,431148,vsL,12,0.4791666666666667,0.0,0.5,,0.0,0.0,0.5,0.25,0.0,431148.0,all,0.0,1.0,,
2015,431151,vsR,903,0.4310460139972985,0.0844194046818926,0.1249065842715156,0.0,0.0,0.0844194046818926,0.1249065842715156,0.1982661986873535,0.0508981865150181,431151.0,all,0.0844194046818926,1.0,,
2015,431171,vsR,929,0.4500826858326858,0.1023478352590194,0.1954196903286078,0.0,0.0,0.1023478352590194,0.1954196903286078,0.231096348096348,0.0628067858067858,431171.0,all,0.1023478352590194,1.0,,
2015,432934,vsR,13,0.6380952380952382,0.2,0.25,0.0,0.0,0.2,0.25,0.438095238095238,0.0,432934.0,all,0.2,1.0,,
2015,433217,vsL,588,0.4493223646590901,0.1283562057600519,0.1173138426686813,0.0,0.0,0.1283562057600519,0.1173138426686813,0.2322644314803786,0.0512762305417482,433217.0,all,0.1283562057600519,1.0,,
2015,433217,vsR,333,0.3592051245717547,0.0969394167923579,0.0945606812542296,0.0,0.0,0.0969394167923579,0.0945606812542296,0.1639618452883302,0.0194821793468694,433217.0,all,0.0969394167923579,1.0,,
2015,433584,vsR,9,0.25,0.3333333333333333,0.1666666666666666,0.0,0.0,0.3333333333333333,0.1666666666666666,0.0833333333333333,0.0,433584.0,all,0.3333333333333333,1.0,,
2015,433587,vsR,10,0.9166666666666666,0.0,0.0,,,0.0,0.0,0.3333333333333333,0.2916666666666666,433587.0,all,0.0,1.0,,
2015,433589,vsR,22,0.6845238095238094,0.25,0.0,0.0,,0.25,0.0,0.369047619047619,0.0654761904761904,433589.0,all,0.25,1.0,,
2015,434158,vsL,2990,0.3917893286444541,0.1370831995068551,0.0713818231161532,0.0,0.0,0.1370831995068551,0.0713818231161532,0.2003195525230456,0.050862095393882,434158.0,all,0.1370831995068551,1.0,,
2015,434538,vsL,204,0.4225705221694527,0.1732919254658385,0.227199761361252,0.0,0.0,0.1732919254658385,0.227199761361252,0.1854100367585603,0.0377924543874322,434538.0,all,0.1732919254658385,1.0,,
2015,434540,vsL,562,0.383040415743102,0.0576595836546494,0.1258230603818839,0.0,0.0,0.0576595836546494,0.1258230603818839,0.1876715350844891,0.0576785552345834,434540.0,all,0.0576595836546494,1.0,,
2015,434563,vsR,1193,0.4616155446257683,0.0302338400739488,0.0748286127548198,0.0,0.0,0.0302338400739488,0.0748286127548198,0.213730800326837,0.0823587301517663,434563.0,all,0.0302338400739488,1.0,,
2015,434567,vsR,772,0.3710611211525353,0.1571986465641638,0.1184925811233904,0.0,0.0,0.1571986465641638,0.1184925811233904,0.1570550280475079,0.0531166941016027,434567.0,all,0.1571986465641638,1.0,,
2015,434604,vsR,948,0.4563312554888467,0.1191751269405813,0.2510370911393981,0.0,0.0,0.1191751269405813,0.2510370911393981,0.2335830101384183,0.0381751850195646,434604.0,all,0.1191751269405813,1.0,,
2015,434622,vsR,22,0.3458333333333333,0.1666666666666666,0.3571428571428571,0.0,0.0,0.1666666666666666,0.3571428571428571,0.0416666666666666,0.1402777777777777,434622.0,all,0.1666666666666666,1.0,,
2015,434628,vsR,218,0.5783104267347964,0.141991184544376,0.3177944862155388,0.0,0.0,0.141991184544376,0.3177944862155388,0.3363072151937697,0.1163368338788506,434628.0,all,0.141991184544376,1.0,,
2015,434636,vsL,1417,0.4565742326933643,0.0628043314754841,0.0511224767638441,0.0,0.0,0.0628043314754841,0.0511224767638441,0.1759803388614214,0.0857927489173911,434636.0,all,0.0628043314754841,1.0,,
