mlb_id,pitch_type,Velo,Usage
407890,CU,77.09343065693432,0.07864523536165327
407890,FF,88.27835671342686,0.4774205893608879
407890,IN,75.425,0.0015308075009567547
407890,SI,87.96756756756757,0.03539992345962495
407890,SL,82.94850197851893,0.3384998086490624
407908,CU,77.72,0.18286814244465832
407908,FF,90.26101694915253,0.5110683349374399
407908,FS,81.38821656050956,0.30221366698748797
407908,IN,77.55,0.0038498556304138597
408061,CH,83.6445287107259,0.41076991544281266
408061,CU,75.87171314741036,0.11170449488206498
408061,FF,89.70511756569849,0.32176234979973295
408061,IN,83.8,0.0022251891410769915
408061,SI,89.77304347826087,0.15353805073431243
408241,CH,83.26719367588932,0.0672872340425532
408241,CU,79.84237288135593,0.125531914893617
408241,FC,86.00504549214227,0.3215425531914894
408241,FF,90.01286432160805,0.2646276595744681
408241,IN,69.0,0.0015957446808510637
408241,SI,90.09933422103862,0.1997340425531915
408241,SL,83.87702702702703,0.019680851063829788
408314,CU,63.285714285714285,0.2978723404255319
408314,FF,81.3060606060606,0.7021276595744681
421685,CH,84.12248322147651,0.09864283349884144
421685,CU,74.15106382978723,0.04667328699106256
421685,FF,89.6429383886256,0.3492221118834823
421685,IN,74.28999999999999,0.0033101621979476996
421685,PO,84.3,0.00033101621979476995
421685,SI,89.97122877122877,0.3313472360145647
421685,SL,81.7316504854369,0.1704733531943065
424144,CH,84.1,0.00026191723415400735
424144,FF,92.22138613861387,0.2645364064955474
424144,IN,76.36315789473684,0.00497642744892614
424144,SI,91.48265582655827,0.2899423782084861
424144,SL,78.94057108863772,0.44028287061288635
424325,CU,71.5578947368421,1.0
425386,CH,85.65253012048194,0.16319307904050334
425386,CU,77.88468899521531,0.16437278804561542
425386,EP,65.48333333333333,0.0023594180102241447
425386,FC,89.6872340425532,0.1478568619740464
425386,FF,92.62673796791444,0.29414077860794335
425386,IN,57.3,0.0015729453401494297
425386,SI,92.11822323462415,0.1726307510813999
425386,SL,86.32481751824818,0.05387337790011797
425426,CU,77.38888888888889,0.010575793184488837
425426,FF,91.69642857142857,0.09870740305522914
425426,FS,80.76,0.04700352526439483
425426,SI,92.18420221169036,0.7438307873090482
425426,SL,84.90823529411765,0.099882491186839
425492,CH,84.35378947368422,0.23387493845396357
425492,CU,82.73564356435644,0.07459379615952733
425492,FC,91.00446428571429,0.0827178729689808
425492,FF,95.29693654266958,0.4500246184145741
425492,IN,63.43636363636363,0.0027080256031511572
425492,PO,92.96666666666665,0.0007385524372230429
425492,SI,95.00396825396825,0.155096011816839
425492,SL,92.2,0.0002461841457410143
425532,CH,83.95215311004785,0.17482225010455876
425532,CU,73.52600000000001,0.020911752404851526
425532,FC,87.67911908646003,0.2563780844834797
425532,FF,90.72666666666667,0.16311166875784192
425532,IN,65.12222222222222,0.0075282308657465494
425532,PO,82.96666666666667,0.0012547051442910915
425532,SI,90.4194789081886,0.3370974487662066
425532,SL,79.76129032258065,0.03889585947302384
425543,CH,85.47777777777777,0.5625
425543,CU,71.7,0.0625
425543,SL,84.08333333333333,0.375
425560,CH,83.2,0.4166666666666667
425560,CU,58.56666666666666,0.25
425560,FF,85.9,0.08333333333333333
425560,SL,77.46666666666667,0.25
425626,CH,78.27700729927008,0.23181049069373943
425626,CU,75.064,0.04230118443316413
425626,IN,77.925,0.01015228426395939
425626,SI,89.13703007518798,0.4500846023688663
425626,SL,82.2812101910828,0.2656514382402707
425657,CH,79.56818181818181,0.0437375745526839
425657,CU,71.87857142857143,0.041749502982107355
425657,IN,77.31666666666666,0.011928429423459244
425657,SI,85.00394922425953,0.7047713717693836
425657,SL,78.21708542713569,0.1978131212723658
425772,CH,82.17500000000001,0.0851063829787234
425772,CU,76.34864864864865,0.7872340425531915
425772,SL,84.01666666666667,0.1276595744680851
425786,CU,78.55142857142857,0.09943181818181818
425786,FF,90.65338983050847,0.3352272727272727
425786,SL,85.73417085427135,0.5653409090909091
425794,CH,82.34903381642512,0.0430085185954706
425794,CS,66.97254901960784,0.002649075420735508
425794,CU,73.56966661192314,0.31627882817369624
425794,EP,62.74375,0.0008310824849366299
425794,FC,84.77354337505395,0.24070226469977146
425794,FF,89.32702355460385,0.12128610014543943
425794,IN,64.82857142857144,0.0007271971743195513
425794,PO,85.07499999999999,0.00020777062123415748
425794,SI,89.34968708515078,0.27389362144192814
425794,SL,75.475,0.00041554124246831497
425796,CH,86.23809523809524,0.44680851063829785
425796,CU,75.32000000000001,0.10638297872340426
425796,FF,89.2,0.02127659574468085
425796,SL,84.765,0.425531914893617
425835,CH,85.84444444444445,0.05357142857142857
425835,CU,78.0,0.017857142857142856
425835,FF,94.46891891891892,0.44047619047619047
425835,IN,76.525,0.023809523809523808
425835,SI,92.8125,0.047619047619047616
425835,SL,88.42428571428572,0.4166666666666667
425840,CH,87.33333333333333,0.005474452554744526
425840,FF,90.63455377574371,0.3987226277372263
425840,IN,72.0875,0.0072992700729927005
425840,SI,90.7109756097561,0.07481751824817519
425840,SL,86.37673179396091,0.5136861313868614
425844,CH,87.1405123932514,0.18950069074403
425844,CS,62.64166666666667,0.00047365304914150384
425844,CU,72.296126340882,0.13246496940990724
425844,EP,65.44931506849315,0.005762778764554963
425844,FA,79.44941176470589,0.0033550424314189855
425844,FC,85.60501930501931,0.020446023287941584
425844,FF,90.25713004484305,0.3960923623445826
425844,FS,80.22,0.00039471087428458656
425844,IN,55.458333333333336,0.00047365304914150384
425844,SI,90.6059946949602,0.07440299980264456
425844,SL,83.9988379888268,0.17663311624235248
425856,CH,86.995,0.02886002886002886
425856,CU,81.51030927835052,0.27994227994227994
425856,FC,87.93571428571428,0.10101010101010101
425856,FF,92.79897959183674,0.42424242424242425
425856,IN,73.5,0.001443001443001443
425856,SI,93.65544554455447,0.14574314574314573
425856,SL,88.70769230769231,0.01875901875901876
425877,CU,53.205,0.5
425877,EP,42.9,0.025
425877,FA,61.166666666666664,0.3
425877,FF,81.33333333333333,0.15
425877,SL,61.0,0.025
429400,CH,85.3725,0.07575757575757576
429400,CU,83.15894039735099,0.2859848484848485
429400,FF,92.02685714285715,0.3314393939393939
429400,IN,82.225,0.007575757575757576
429400,SI,91.77784810126582,0.29924242424242425
429717,FC,83.95358550039401,0.41147859922178986
429717,FF,86.61360691144708,0.3002594033722438
429717,FS,81.76574074074075,0.03501945525291829
429717,IN,76.475,0.0025940337224383916
429717,KC,76.8260465116279,0.13942931258106356
429717,SI,85.93090379008746,0.11121919584954604
429719,CH,87.23602305475505,0.05443991214308127
429719,CU,78.72952646239554,0.05632256040163163
429719,FC,91.34633294528521,0.13476623784122999
429719,FF,93.06574539363484,0.3746470034515218
429719,IN,82.21538461538461,0.0020395356134295575
429719,SI,93.15862533692722,0.11641041732036397
429719,SL,86.58805522208884,0.26137433322874176
429722,CH,85.37964205816554,0.08927501497902936
429722,CU,82.3,9.986019572598362e-05
429722,FF,93.04694444444443,0.4313960455362493
429722,IN,47.599999999999994,0.0003994407829039345
429722,PO,89.1,9.986019572598362e-05
429722,SI,91.69767441860465,0.08587976832434592
429722,SL,84.17513980681241,0.3928500099860196
429780,CH,83.6225352112676,0.24440619621342513
429780,CU,75.05846153846154,0.11187607573149742
429780,FC,85.07000000000001,0.22375215146299485
429780,FF,89.5873949579832,0.20481927710843373
429780,IN,76.4,0.0068846815834767644
429780,SI,89.72314049586777,0.2082616179001721
429781,CH,84.16933333333333,0.17814726840855108
429781,CU,76.37833333333333,0.14251781472684086
429781,FC,88.96923076923076,0.06175771971496437
429781,FF,88.90120481927711,0.19714964370546317
429781,SI,88.50136986301371,0.17339667458432304
429781,SL,86.76057692307693,0.24703087885985747
429783,CH,84.79268292682927,0.1168091168091168
429783,FC,90.60943396226415,0.0754985754985755
429783,FF,91.37350230414746,0.6182336182336182
429783,IN,78.65714285714286,0.019943019943019943
429783,SL,79.31008403361344,0.16951566951566951
430404,CU,69.465,1.0
430580,CH,86.09411764705882,0.00397196261682243
430580,CU,77.27131979695432,0.09205607476635513
430580,EP,64.5808510638298,0.010981308411214953
430580,FC,89.14054545454546,0.12850467289719625
430580,FF,93.42922636103151,0.16308411214953272
430580,FS,85.22938461538462,0.3037383177570093
430580,IN,69.47142857142858,0.0016355140186915889
430580,PO,85.39999999999999,0.0007009345794392523
430580,SI,93.37236737925575,0.2950934579439252
430580,SL,83.9,0.00023364485981308412
430589,CH,83.11333333333333,0.009658725048293626
430589,FF,91.25,0.00128783000643915
430589,IN,70.55,0.0051513200257566
430589,SI,91.41085776330075,0.5930457179652285
430589,SL,85.74662273476112,0.39085640695428203
430599,CH,86.02543103448276,0.1356328558900906
430599,CU,79.9478386167147,0.10143232972814967
430599,FF,91.05031210986267,0.2341420637240573
430599,IN,74.04634146341463,0.011984799766150248
430599,PO,88.5,0.00029231218941829873
430599,SI,91.43716632443532,0.14235603624671148
430599,SL,85.951171875,0.3741596024554224
430605,CH,84.44285714285715,0.56
430605,CU,78.15555555555555,0.36
430605,SL,86.05000000000001,0.08
430613,CH,89.83571428571429,0.09210526315789473
430613,FF,91.7,0.006578947368421052
430613,IN,69.76666666666667,0.019736842105263157
430613,SI,92.50869565217391,0.756578947368421
430613,SL,84.93684210526315,0.125
430630,CH,87.0104761904762,0.18716577540106952
430630,FF,92.59470588235294,0.6060606060606061
430630,IN,65.60000000000001,0.0213903743315508
430630,SI,89.5,0.0017825311942959
430630,SL,84.1368932038835,0.1836007130124777
430634,CH,82.87,0.11363636363636363
430634,SI,88.61578947368422,0.6477272727272727
430634,SL,79.07619047619048,0.23863636363636365
430641,CH,87.54285714285713,0.004354587869362364
430641,CU,74.84285714285714,0.08926905132192846
430641,FF,93.15941727367326,0.2989113530326594
430641,IN,55.47692307692308,0.008087091757387248
430641,PO,88.3,0.00031104199066874026
430641,SI,93.13825136612022,0.2846034214618974
430641,SL,86.76310583580613,0.3144634525660964
430661,CH,87.87978723404257,0.06669031571479248
430661,CU,82.1,0.000354735721887194
430661,FF,94.61701492537314,0.35650940049663
430661,IN,84.378125,0.011351543100390209
430661,SI,94.46224627875509,0.2621496984746364
430661,SL,87.21077283372365,0.3029443064916637
430911,FF,92.05254237288135,0.6704545454545454
430911,FS,84.35483870967742,0.058712121212121215
430911,IN,82.75625000000001,0.030303030303030304
430911,PO,87.8,0.001893939393939394
430911,SL,81.63650793650794,0.23863636363636365
430912,CH,84.40967184801382,0.12524334847501623
430912,CU,75.56900878293601,0.17239887518927102
430912,FF,90.45725982532751,0.3962794722041964
430912,IN,84.025,0.0008652390222799049
430912,PO,89.375,0.0008652390222799049
430912,SI,89.58862068965517,0.1254596582305862
430912,SL,84.9770253929867,0.17888816785637032
430935,CH,84.01349731945758,0.20509669490977298
430935,CU,79.00853899308983,0.13103938943147272
430935,FC,88.4168499607227,0.16467240152642132
430935,FF,92.3346839903105,0.2937067460060798
430935,IN,66.78125,0.0010348619106138024
430935,SI,92.46991680532444,0.19436000258715477
430935,SL,85.01602564102564,0.010089903628484574
430947,CU,66.45,0.15384615384615385
430947,KN,70.54545454545455,0.8461538461538461
431145,CH,80.11428571428571,0.15555555555555556
431145,CU,73.2,0.1111111111111111
431145,FF,88.0875,0.7111111111111111
431145,SI,85.1,0.022222222222222223
431148,CH,77.00422932330827,0.1855921855921856
431148,CU,76.9525925925926,0.04709576138147567
431148,FC,87.32657004830918,0.10832025117739404
431148,FF,92.10113636363636,0.061398918541775684
431148,IN,79.79166666666667,0.0020931449502878076
431148,SI,91.90349914236707,0.5084597941740799
431148,SL,81.62464929859719,0.08703994418280132
431162,CH,79.67692307692307,0.1570048309178744
431162,CU,73.21000000000001,0.07246376811594203
431162,FF,90.36410256410257,0.09420289855072464
431162,IN,75.96000000000001,0.012077294685990338
431162,SI,89.25523809523808,0.5072463768115942
431162,SL,84.41076923076923,0.1570048309178744
432934,CH,81.30357142857143,0.024669603524229075
432934,FF,87.61515533165407,0.5246696035242291
432934,IN,71.5,0.000881057268722467
432934,PO,83.6,0.0004405286343612335
432934,SL,81.76191176470587,0.44933920704845814
433217,CU,71.45,1.0
433579,CH,81.55655655655656,0.2850213980028531
433579,CU,76.23439635535308,0.12524964336661912
433579,EP,63.3,0.0002853067047075606
433579,FC,86.33783231083844,0.13951497860199716
433579,FF,89.85196982397318,0.3403708987161198
433579,IN,69.175,0.0011412268188302425
433579,PO,81.15,0.0005706134094151213
433579,SI,89.72981029810299,0.10527817403708987
433579,SL,80.32222222222222,0.0025677603423680455
433584,CH,83.20658823529412,0.2860026917900404
433584,FF,89.29447004608295,0.2920592193808883
433584,IN,69.84,0.0033647375504710633
433584,PO,81.6,0.0006729475100942127
433584,SI,89.84911838790931,0.2671601615074024
433584,SL,84.76964285714287,0.15074024226110364
433585,CH,78.70487804878049,0.18101545253863136
433585,CU,69.86336633663366,0.2229580573951435
433585,FF,86.35555555555555,0.019867549668874173
433585,SI,86.39285714285714,0.4326710816777042
433585,SL,78.97076923076924,0.1434878587196468
433586,CH,87.3048275862069,0.041029994340690434
433586,FF,94.00569715142429,0.188737973967176
433586,IN,69.92857142857143,0.003961516694963215
433586,KC,80.43173302107728,0.2416525183927561
433586,SI,93.76690856313498,0.389926428975665
433586,SL,89.215756302521,0.1346915676287493
433587,CH,86.84192558496356,0.2385396651111721
433587,CU,79.71834077380952,0.2459511391710129
433587,FC,85.19,0.0009149967975112087
433587,FF,91.07065003282995,0.1393540122609571
433587,PO,86.32857142857142,0.0006404977582578461
433587,SI,90.61716613325575,0.3144843993046024
433587,SL,84.38386605783866,0.06011528959648641
433589,CH,81.70365369340746,0.16481214818693546
433589,CU,76.6760343481655,0.1676921062966357
433589,FC,85.34672818791947,0.15604136667103025
433589,FF,88.96568655438196,0.4585678753763582
433589,IN,78.44117647058823,0.0022254221756774447
433589,PO,84.24,0.0006545359340227779
433589,SI,88.77368421052631,0.002487236549286556
433589,SL,85.36804407713498,0.04751930881005367
434137,CH,87.51666666666667,0.03519061583577713
434137,CU,84.03655172413792,0.4252199413489736
434137,FF,92.45813953488371,0.25219941348973607
434137,SI,92.20714285714286,0.2873900293255132
434378,CH,85.65548941798941,0.05262058884944665
434378,CU,79.18651260504201,0.16565740934085055
434378,FC,91.5078431372549,0.001774900814366256
434378,FF,94.52516266185661,0.5402310851256351
434378,IN,78.23333333333333,0.00020881186051367718
434378,PO,86.33333333333333,0.00010440593025683859
434378,SI,94.39565217391304,0.0008004454653024292
434378,SL,87.33346877351393,0.23125913551889749
434378,ST,80.41611374407583,0.007343217094730981
434442,CH,81.22788461538462,0.054679284963196635
434442,FF,85.10000000000001,0.0031545741324921135
434442,IN,75.9,0.004206098843322818
434442,KC,79.60747663551402,0.39379600420609884
434442,PO,82.8,0.0005257623554153522
434442,SI,86.5536750483559,0.5436382754994742
434538,CH,85.64066964285715,0.2005910271335184
434538,CU,77.70689655172414,0.0025969374048535865
434538,FF,92.75447647951441,0.059013163786155634
434538,IN,75.56,0.0004477478284230321
434538,SI,92.92496300993447,0.423658995253873
434538,SL,85.58621181844134,0.3136921285931763
434540,CH,76.3,0.7647058823529411
434540,CU,63.4,0.11764705882352941
434540,SL,69.25,0.11764705882352941
434563,CH,82.34444444444445,0.6
434563,CU,77.53333333333333,0.4
434622,CU,75.40592255125284,0.052808853602790806
434622,FC,89.59375,0.0038493925177432936
434622,FF,90.97680872150644,0.24275231565018646
434622,FS,84.20044671346523,0.1884999398532419
434622,IN,76.66,0.0006014675808973896
434622,PO,85.875,0.001443522194153735
434622,SI,90.49665139231583,0.3412727054011789
434622,SL,82.97640769779045,0.16877180319980753
434628,CH,85.2235588972431,0.0361151339608979
434628,CU,77.333658008658,0.08363504706734251
434628,FF,92.54365721997301,0.2682838522809558
434628,IN,79.54375,0.001448225923244026
434628,PO,92.6,9.051412020275162e-05
434628,SI,92.22368995633188,0.24873280231716147
434628,SL,85.16241241241241,0.3616944243301955
434643,CH,82.44805194805195,0.04830614805520703
434643,CU,74.98754578754578,0.342534504391468
434643,FF,88.99582366589327,0.2703889585947302
434643,IN,66.47999999999999,0.003136762860727729
434643,SI,88.82785046728972,0.335633626097867
434665,CU,79.7439024390244,0.19617224880382775
434665,FC,90.00454545454545,0.05263157894736842
434665,FF,92.47291666666666,0.11483253588516747
434665,FS,87.56666666666668,0.0645933014354067
434665,IN,66.11428571428571,0.01674641148325359
434665,SI,92.59224137931035,0.5550239234449761
434671,CH,74.75696517412935,0.05381526104417671
434671,CU,77.49077669902913,0.08273092369477912
434671,FA,89.3,6.693440428380188e-05
434671,FC,88.43478636167458,0.15508701472556893
434671,FF,90.96609119079238,0.3024096385542169
434671,FS,84.19442156495694,0.1787817938420348
434671,IN,72.6125,0.000535475234270415
434671,PO,88.6,0.00013386880856760375
434671,SI,90.94270462633452,0.1316599732262383
434671,SL,85.37231638418079,0.09477911646586346
434672,CH,76.9175,0.2556818181818182
434672,CU,77.97421875,0.09090909090909091
434672,FF,86.43988355167394,0.48792613636363635
434672,KC,76.91385281385281,0.1640625
434672,SI,85.15,0.0014204545454545455
434678,CH,82.9,0.05263157894736842
434678,CU,77.33333333333333,0.07894736842105263
434678,FC,86.41428571428571,0.18421052631578946
434678,FF,90.57692307692308,0.6842105263157895
434718,CH,81.69468438538206,0.1971185330713818
434718,IN,78.97037037037036,0.01768172888015717
434718,PO,82.8,0.0006548788474132286
434718,SI,88.91189358372456,0.41846758349705304
434718,SL,83.59248658318425,0.3660772757039948
434778,CH,68.1,0.02702702702702703
434778,CU,76.15,0.05405405405405406
434778,FA,83.5551724137931,0.7837837837837838
434778,FC,82.36,0.13513513513513514
435043,CH,84.55787545787545,0.07218402961396087
435043,CU,75.07727272727273,0.20359598096245374
435043,FF,88.97326732673267,0.053410893707033315
435043,IN,78.05333333333333,0.007932310946589107
435043,SI,89.41750677506775,0.48783712321523004
435043,SL,80.77779456193353,0.17503966155473294
435044,CH,83.74,0.05405405405405406
435044,FF,89.93636363636364,0.05945945945945946
435044,SI,89.81121495327102,0.5783783783783784
435044,SL,81.10175438596491,0.3081081081081081
435045,CH,84.85600000000001,0.09652509652509653
435045,FC,93.0,0.011583011583011582
435045,FF,93.27851851851852,0.5212355212355212
435045,IN,82.15,0.015444015444015444
435045,SL,85.11195652173913,0.3552123552123552
435079,CH,81.7375,0.2962962962962963
435079,CU,79.22631578947369,0.7037037037037037
435221,CH,88.61282051282052,0.010082730093071354
435221,CU,80.44073660714285,0.23164426059979318
435221,FC,91.38333333333334,0.24974146845915202
435221,FF,93.47497129735936,0.22518097207859358
435221,IN,79.05000000000001,0.001034126163391934
435221,PO,92.2,0.0002585315408479835
435221,SI,92.61663223140495,0.250258531540848
435221,SL,85.730081300813,0.031799379524301966
435400,CH,84.65757575757576,0.016649848637739658
435400,CU,82.6975,0.020181634712411706
435400,FC,88.37358208955224,0.33804238143289606
435400,FF,95.19338677354709,0.5035317860746721
435400,IN,75.48636363636363,0.011099899091826439
435400,PO,89.1,0.0005045408678102926
435400,SI,93.28394495412844,0.1099899091826438
435522,CU,71.55,0.14285714285714285
435522,FA,78.09166666666667,0.8571428571428571
435622,CH,84.62,0.3333333333333333
435622,CU,81.03333333333333,0.4
435622,FF,91.725,0.26666666666666666
444436,CH,84.36481481481482,0.16598360655737704
444436,IN,80.3,0.010245901639344262
444436,SI,92.29054290718038,0.5850409836065574
444436,SL,82.88154506437769,0.2387295081967213
444446,CH,85.2,0.075
444446,CU,77.8103448275862,0.20714285714285716
444446,FF,92.51340782122905,0.6392857142857142
444446,SI,92.85909090909091,0.07857142857142857
444468,CH,90.6821052631579,0.03353335686551359
444468,CU,78.9,0.00017649135192375574
444468,FC,92.56666666666666,0.0031768443346276033
444468,FF,96.67724394785847,0.47387927991528417
444468,PO,93.2,0.00017649135192375574
444468,SI,96.6987163029525,0.13748676314860572
444468,SL,86.36536144578312,0.3515707730321214
444482,FA,64.01785714285714,1.0
444520,CH,79.2029776674938,0.2163177670424047
444520,CU,77.00833333333333,0.09017713365539452
444520,FF,90.40625,0.30917874396135264
444520,IN,60.79473684210526,0.010198604401502952
444520,SI,89.47505376344087,0.249597423510467
444520,SL,86.11681034482758,0.12453032742887815
444836,CH,81.425,0.0380952380952381
444836,FC,86.20930232558139,0.4095238095238095
444836,FF,86.8875,0.3047619047619048
444836,IN,63.325,0.0380952380952381
444836,SI,86.21764705882353,0.1619047619047619
444836,SL,78.17999999999999,0.047619047619047616
