year,role,mlbam,player_name,perf,pct,war_est,AAV_mid,AAV_low,AAV_high,years_guess
2015,bat,435063,"Boxberger, Brad",-1.2986507938022493,0.1050036469730124,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435063,"Britton, Zack",-1.020696083840016,0.21324094335035254,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435063,"Carpenter, David",-1.1928724437641338,0.13904206175540967,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435063,"Cedeño, Xavier",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Chen, Wei-Yin",0.44532197468654444,0.7260102115244347,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435063,"Davies, Kyle",1.9537708473978337,0.9236177972283005,5.0,11.351561495662548,9.081249196530038,14.189451869578185,5
2015,bat,435063,"Dickey, R.A.",-0.718977510258705,0.29046438123024554,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435063,"Diekman, Jake",0.41793043437579547,0.7204522246535375,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435063,"Eovaldi, Nathan",-0.3906475771241702,0.36482859226841724,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435063,"García, Jason",-1.5995623517543653,0.025840019450522732,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435063,"García, Luis",0.8354443953192793,0.7931388281060053,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435063,"Gausman, Kevin",0.49195389205342144,0.7345344031120836,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435063,"González, Gio",4.383153576539564,0.984653537563822,5.0,11.351561495662548,9.081249196530038,14.189451869578185,5
2015,bat,435063,"González, Miguel",-0.496022092819704,0.34062727935813275,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435063,"Gómez, Jeanmar",1.411090028231093,0.8713396547532215,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435063,"Harang, Aaron",-1.3207748825649068,0.09561390712375395,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435063,"Hunter, Tommy",2.88844251555733,0.9664235351325067,5.0,11.351561495662548,9.081249196530038,14.189451869578185,5
2015,bat,435063,"Jiménez, Ubaldo",-0.9534653147267891,0.2326963287138342,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435063,"Karns, Nate",1.9934746622043893,0.9261463651835643,5.0,11.351561495662548,9.081249196530038,14.189451869578185,5
2015,bat,435063,"Martin, Chris",0.12222699108484114,0.6621979090688063,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Martín, Rafael",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Matusz, Brian",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Miller, Andrew",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Norris, Bud",-0.16157164227032034,0.42034524677850715,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"O'Day, Darren",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Odorizzi, Jake",-0.36260019509314156,0.3716022368101143,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435063,"Papelbon, Jonathan",0.013891448654744981,0.6397228300510576,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Roark, Tanner",-1.372718248750232,0.06713834184293703,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435063,"Rogers, Esmil",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Sabathia, CC",0.34164243480061335,0.7058837831266715,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435063,"Shreve, Chasen",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Strasburg, Stephen",1.7357276578613894,0.9062971067347435,5.0,11.351561495662548,9.081249196530038,14.189451869578185,5
2015,bat,435063,"Tanaka, Masahiro",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Thornton, Matt",-1.3453972490092394,0.07148553367371747,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435063,"Tillman, Chris",0.015449881633750672,0.6400389010454656,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Tracy, Matt",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435063,"Warren, Adam",-0.5676255948833849,0.3235788961828349,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435063,"Wilson, Justin",1.7963524611814976,0.9108193532701191,5.0,11.351561495662548,9.081249196530038,14.189451869578185,5
2015,bat,435063,"Zimmermann, Jordan",-0.3820461064185281,0.36692438609287625,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435064,"Carpenter, David",-1.1994315431898146,0.1364065159251155,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435064,"Cishek, Steve",0.3977091669634294,0.7169608558230003,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435064,"Cosart, Jarred",-0.5192081660259326,0.3349720398735716,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435064,"Dunn, Mike",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435064,"Hendriks, Liam",1.4651179401846237,0.877563822027717,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435064,"Hynes, Colt",0.5440939000966094,0.744167274495502,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435064,"Miley, Wade",-1.4137126201607364,0.06060782883539995,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435064,"Miller, Andrew",-1.3762301650295445,0.06669584245076586,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435064,"Norris, Daniel",0.2577942180155431,0.6901726233892536,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435064,"Pineda, Michael",-1.6618737962983319,0.019907610017019208,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435064,"Redmond, Todd",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435064,"Rogers, Esmil",1.5816266132987906,0.8910138584974471,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435064,"Shreve, Chasen",-1.5842492052284338,0.02962800875273523,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435064,"Warren, Adam",-0.20762519970807067,0.40933625091174325,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435078,"Benoit, Joaquín",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435078,"Brown, Brooks",0.01728140027395031,0.6403501094091903,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435078,"Collmenter, Josh",-1.3142157831392263,0.09832725504497933,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435078,"De La Rosa, Rubby",-1.2486247888824193,0.12205689277899344,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435078,"Despaigne, Odrisamer",-1.294538484862184,0.10660831509846827,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435078,"Friedrich, Christian",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435078,"Garces, Frank",-1.1567973969228902,0.15337223437879893,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435078,"Greinke, Zack",-1.2494575481096444,0.12172623389253587,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435078,"Kennedy, Ian",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435078,"Kershaw, Clayton",-0.38100741342944383,0.3670994407974714,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435078,"Logan, Boone",-1.5842492052284338,0.02962800875273523,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435078,"Matzek, Tyler",1.456919065902523,0.8763822027716995,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435078,"Ottavino, Adam",-1.7094272671345168,0.012978361293459762,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435078,"Salas, Fernando",-1.0824780991638625,0.18680768295647945,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435078,"Shields, James",-0.707499086263764,0.2925893508388038,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435078,"Thayer, Dale",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
