year,mlbam,role,pitch_type,segment,vhb,pitches,Z_Pitches,O_Pitches,swings,Z_Swings,O_Swings,whiffs,Z_Whiffs,O_Whiffs,contacts,Z_Contacts,O_Contacts,called,Z_Called,edge,heart,chase,avg_spin,avg_ext,h_mov_in,v_mov_in,usage_rate,zone_rate,whiff_rate,z_whiff_rate,o_whiff_rate,z_swing_rate,o_swing_rate,z_contact_rate,o_contact_rate,csw_rate,z_csw_rate,edge_rate,heart_rate,chase_rate
2015,450351,pit,SI,,vsL,9,4,5,2,1,1,0,0,0,2,1,1,4,3,2,2,5,2155.6666666666665,5.722222222222222,1.258888888888889,1.0311111111111113,0.016042780748663103,0.4444444444444444,0.0,0.0,0.0,0.25,0.2,1.0,1.0,0.4444444444444444,0.75,0.2222222222222222,0.2222222222222222,0.5555555555555556
2015,450351,pit,SI,,vsR,32,12,20,9,6,3,1,1,0,8,5,3,7,6,10,2,20,2068.1612903225805,5.622580645161291,1.3790625,0.9578125,0.0570409982174688,0.375,0.1111111111111111,0.16666666666666666,0.0,0.5,0.15,0.8333333333333334,1.0,0.25,0.5833333333333334,0.3125,0.0625,0.625
2015,450351,pit,SL,ahead,vsL,4,2,2,2,1,1,1,0,1,1,1,0,1,1,1,1,2,1461.0,5.275,-0.24,-0.05000000000000002,0.0071301247771836,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.25,0.25,0.5
2015,450351,pit,SL,ahead,vsR,6,4,2,2,1,1,0,0,0,2,1,1,2,2,4,0,2,1536.5,5.1000000000000005,-0.2966666666666667,-0.26,0.0106951871657754,0.6666666666666666,0.0,0.0,0.0,0.25,0.5,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.3333333333333333
2015,450351,pit,SL,behind,vsL,5,2,3,3,1,2,2,0,2,1,1,0,0,0,2,0,3,2455.5,5.08,-0.266,0.092,0.008912655971479501,0.4,0.6666666666666666,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,0.4,0.0,0.4,0.0,0.6
2015,450351,pit,SL,behind,vsR,5,2,3,2,2,0,0,0,0,2,2,0,0,0,2,0,3,2358.0,5.14,-0.384,0.048,0.008912655971479501,0.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0,0.6
2015,450351,pit,SL,two_strike,vsL,14,3,11,10,2,8,6,1,5,4,1,3,0,0,2,1,11,2347.0,5.285714285714286,-0.30142857142857143,-0.10357142857142856,0.024955436720142603,0.21428571428571427,0.6,0.5,0.625,0.6666666666666666,0.7272727272727273,0.5,0.375,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.07142857142857142,0.7857142857142857
2015,450351,pit,SL,two_strike,vsR,25,4,21,11,3,8,4,0,4,7,3,4,0,0,4,0,21,2168.0,5.18,-0.4244,-0.1616,0.044563279857397504,0.16,0.36363636363636365,0.0,0.5,0.75,0.38095238095238093,1.0,0.5,0.16,0.0,0.16,0.0,0.84
2015,450351,pit,SL,,vsL,10,3,7,7,2,5,4,1,3,3,1,2,0,0,3,0,7,1131.75,5.17,-0.23199999999999998,-0.10799999999999998,0.017825311942959002,0.3,0.5714285714285714,0.5,0.6,0.6666666666666666,0.7142857142857143,0.5,0.4,0.4,0.3333333333333333,0.3,0.0,0.7
2015,450351,pit,SL,,vsR,7,3,4,2,2,0,0,0,0,2,2,0,1,1,2,1,4,1201.3333333333333,5.228571428571429,-0.3742857142857143,0.024285714285714282,0.012477718360071301,0.42857142857142855,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.14285714285714285,0.5714285714285714
2015,450729,pit,CH,ahead,vsL,7,1,6,0,0,0,0,0,0,0,0,0,1,1,0,1,6,1687.7142857142858,6.757142857142857,-0.9271428571428572,0.7614285714285715,0.03414634146341464,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.14285714285714285,0.8571428571428571
2015,450729,pit,CH,ahead,vsR,6,3,3,2,2,0,0,0,0,2,2,0,2,1,3,0,3,1638.8333333333333,6.633333333333333,-1.145,0.4683333333333333,0.02926829268292683,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.5
2015,450729,pit,CH,behind,vsL,5,1,4,4,1,3,0,0,0,4,1,3,0,0,0,1,4,1663.0,6.640000000000001,-1.0,0.5599999999999999,0.024390243902439025,0.2,0.0,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.2,0.8
2015,450729,pit,CH,behind,vsR,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1671.5,6.65,-1.08,0.77,0.00975609756097561,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5
2015,450729,pit,CH,two_strike,vsL,10,6,4,8,6,2,0,0,0,8,6,2,0,0,5,1,4,1644.3,6.74,-1.1199999999999999,0.386,0.04878048780487805,0.6,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.1,0.4
2015,450729,pit,CH,two_strike,vsR,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1488.0,6.5,-1.13,0.28,0.004878048780487805,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,450729,pit,CH,,vsL,10,5,5,5,2,3,2,1,1,3,1,2,3,3,5,0,5,1660.6,6.7299999999999995,-1.006,0.5509999999999999,0.04878048780487805,0.5,0.4,0.5,0.3333333333333333,0.4,0.6,0.5,0.6666666666666666,0.5,0.8,0.5,0.0,0.5
2015,450729,pit,CH,,vsR,3,2,1,1,1,0,0,0,0,1,1,0,1,1,2,0,1,1689.3333333333333,6.8,-0.9866666666666667,0.45999999999999996,0.014634146341463415,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.3333333333333333
2015,450729,pit,CU,two_strike,vsL,6,2,4,3,2,1,1,1,0,2,1,1,0,0,2,0,4,2043.1666666666667,6.3999999999999995,0.8133333333333334,-1.2883333333333333,0.02926829268292683,0.3333333333333333,0.3333333333333333,0.5,0.0,1.0,0.25,0.5,1.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.6666666666666666
2015,450729,pit,CU,two_strike,vsR,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1992.0,6.4,0.815,-1.48,0.00975609756097561,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5
2015,450729,pit,CU,,vsL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2059.0,6.4,0.82,-1.06,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,450729,pit,CU,,vsR,2,1,1,2,1,1,1,0,1,1,1,0,0,0,0,1,1,2053.0,6.35,1.155,-1.0550000000000002,0.00975609756097561,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5
2015,450729,pit,FC,ahead,vsR,3,2,1,1,1,0,0,0,0,1,1,0,1,1,0,2,1,2103.6666666666665,6.633333333333333,0.6333333333333333,0.6266666666666666,0.014634146341463415,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.3333333333333333,0.5,0.0,0.6666666666666666,0.3333333333333333
2015,450729,pit,FC,behind,vsL,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,2113.0,6.3,0.4,-0.14,0.004878048780487805,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,450729,pit,FC,behind,vsR,4,1,3,3,1,2,1,0,1,2,1,1,0,0,1,0,3,2062.75,6.8,0.37,0.8574999999999999,0.01951219512195122,0.25,0.3333333333333333,0.0,0.5,1.0,0.6666666666666666,1.0,0.5,0.25,0.0,0.25,0.0,0.75
2015,450729,pit,FC,two_strike,vsL,3,3,0,3,3,0,0,0,0,3,3,0,0,0,3,0,0,2005.6666666666667,6.533333333333334,0.5133333333333333,0.13,0.014634146341463415,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,450729,pit,FC,two_strike,vsR,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,997.0,6.1,0.32,0.06,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2015,450729,pit,FC,,vsR,4,3,1,2,2,0,0,0,0,2,2,0,1,1,2,1,1,2103.5,6.675,0.4425,0.7525,0.01951219512195122,0.75,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.25,0.3333333333333333,0.5,0.25,0.25
2015,450729,pit,FF,ahead,vsL,3,1,2,2,1,1,0,0,0,2,1,1,0,0,1,0,2,1943.6666666666667,6.866666666666667,-0.7933333333333333,1.1733333333333336,0.014634146341463415,0.3333333333333333,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
2015,450729,pit,FF,ahead,vsR,4,3,1,2,2,0,0,0,0,2,2,0,1,1,3,0,1,1969.0,7.125,-0.5025,1.26,0.01951219512195122,0.75,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.0,0.25
2015,450729,pit,FF,behind,vsR,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1932.0,7.0,-0.9,1.35,0.004878048780487805,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,450729,pit,FF,two_strike,vsL,6,3,3,2,2,0,0,0,0,2,2,0,0,0,3,0,3,2006.1666666666667,6.8999999999999995,-0.6066666666666666,1.22,0.02926829268292683,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5
2015,450729,pit,FF,two_strike,vsR,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2069.0,7.0,-0.575,1.4100000000000001,0.00975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,450729,pit,FF,,vsL,3,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,2,1935.6666666666667,7.333333333333333,-0.5633333333333334,1.1933333333333334,0.014634146341463415,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
2015,450729,pit,FF,,vsR,6,2,4,2,2,0,0,0,0,2,2,0,0,0,1,1,4,1975.0,6.883333333333334,-0.7666666666666666,1.2266666666666668,0.02926829268292683,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666
2015,450729,pit,SI,ahead,vsL,12,7,5,7,4,3,1,0,1,6,4,2,3,3,6,1,5,1968.5,6.858333333333333,-1.02,0.8808333333333334,0.05853658536585366,0.5833333333333334,0.14285714285714285,0.0,0.3333333333333333,0.5714285714285714,0.6,1.0,0.6666666666666666,0.3333333333333333,0.42857142857142855,0.5,0.08333333333333333,0.4166666666666667
2015,450729,pit,SI,ahead,vsR,10,4,6,5,1,4,2,0,2,3,1,2,3,2,4,0,6,1992.7,6.7299999999999995,-1.25,0.74,0.04878048780487805,0.4,0.4,0.0,0.5,0.25,0.6666666666666666,1.0,0.5,0.5,0.5,0.4,0.0,0.6
2015,450729,pit,SI,behind,vsL,8,5,3,3,3,0,0,0,0,3,3,0,3,2,5,0,3,1969.7142857142858,6.828571428571428,-1.04125,0.8175,0.03902439024390244,0.625,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.375,0.4,0.625,0.0,0.375
2015,450729,pit,SI,behind,vsR,8,3,5,5,3,2,0,0,0,5,3,2,0,0,2,1,5,1961.7142857142858,6.8428571428571425,-1.05375,0.70875,0.03902439024390244,0.375,0.0,0.0,0.0,1.0,0.4,1.0,1.0,0.0,0.0,0.25,0.125,0.625
2015,450729,pit,SI,two_strike,vsL,10,4,6,9,4,5,0,0,0,9,4,5,0,0,3,1,6,1945.6,6.85,-1.1099999999999999,0.75,0.04878048780487805,0.4,0.0,0.0,0.0,1.0,0.8333333333333334,1.0,1.0,0.0,0.0,0.3,0.1,0.6
2015,450729,pit,SI,two_strike,vsR,17,9,8,11,6,5,1,0,1,10,6,4,4,3,8,1,8,1922.4117647058824,6.888235294117647,-1.0035294117647058,0.7094117647058824,0.08292682926829269,0.5294117647058824,0.09090909090909091,0.0,0.2,0.6666666666666666,0.625,1.0,0.8,0.29411764705882354,0.3333333333333333,0.47058823529411764,0.058823529411764705,0.47058823529411764
2015,450729,pit,SI,,vsL,16,7,9,2,0,2,0,0,0,2,0,2,11,7,5,2,9,1956.4285714285713,6.735714285714286,-1.0162499999999999,0.784375,0.07804878048780488,0.4375,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,1.0,0.6875,1.0,0.3125,0.125,0.5625
2015,450729,pit,SI,,vsR,28,13,15,11,5,6,1,0,1,10,5,5,11,8,11,2,15,1927.857142857143,6.803571428571429,-1.0960714285714286,0.6764285714285715,0.13658536585365855,0.4642857142857143,0.09090909090909091,0.0,0.16666666666666666,0.38461538461538464,0.4,1.0,0.8333333333333334,0.42857142857142855,0.6153846153846154,0.39285714285714285,0.07142857142857142,0.5357142857142857
2015,451085,pit,CH,ahead,vsR,6,5,1,3,2,1,0,0,0,3,2,1,1,1,5,0,1,1687.5,5.433333333333334,0.9866666666666667,1.2716666666666667,0.037037037037037035,0.8333333333333334,0.0,0.0,0.0,0.4,1.0,1.0,1.0,0.16666666666666666,0.2,0.8333333333333334,0.0,0.16666666666666666
2015,451085,pit,CH,behind,vsR,4,1,3,1,1,0,0,0,0,1,1,0,0,0,1,0,3,1709.5,5.55,0.905,1.3225,0.024691358024691357,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.75
2015,451085,pit,CH,two_strike,vsL,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1683.0,5.2,0.66,1.11,0.006172839506172839,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,451085,pit,CH,two_strike,vsR,5,2,3,3,2,1,0,0,0,3,2,1,0,0,2,0,3,1682.6,5.4,0.8699999999999999,1.468,0.030864197530864196,0.4,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.4,0.0,0.6
2015,451085,pit,CH,,vsL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1673.0,5.6,1.21,1.43,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,451085,pit,CH,,vsR,8,6,2,6,5,1,2,1,1,4,4,0,1,1,6,0,2,1719.75,5.5125,1.035,1.16375,0.04938271604938271,0.75,0.3333333333333333,0.2,1.0,0.8333333333333334,0.5,0.8,0.0,0.375,0.3333333333333333,0.75,0.0,0.25
2015,451085,pit,CU,,vsL,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2895.0,4.7,-1.08,-0.72,0.006172839506172839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2015,451085,pit,CU,,vsR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2803.0,4.6,-1.34,-0.59,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,451085,pit,FF,ahead,vsL,10,7,3,7,6,1,1,1,0,6,5,1,3,1,6,1,3,2539.1,5.7,0.5429999999999999,1.7289999999999999,0.06172839506172839,0.7,0.14285714285714285,0.16666666666666666,0.0,0.8571428571428571,0.3333333333333333,0.8333333333333334,1.0,0.4,0.2857142857142857,0.6,0.1,0.3
2015,451085,pit,FF,ahead,vsR,8,4,4,3,2,1,1,0,1,2,2,0,2,2,3,1,4,2450.0,5.5375,0.765,1.7337500000000001,0.04938271604938271,0.5,0.3333333333333333,0.0,1.0,0.5,0.25,1.0,0.0,0.375,0.5,0.375,0.125,0.5
2015,451085,pit,FF,behind,vsL,4,3,1,2,2,0,0,0,0,2,2,0,1,1,3,0,1,2461.25,5.575,0.595,1.5925,0.024691358024691357,0.75,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.0,0.25
2015,451085,pit,FF,behind,vsR,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2457.5,5.3,0.6799999999999999,1.725,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,451085,pit,FF,two_strike,vsL,14,11,3,10,10,0,3,3,0,7,7,0,2,1,8,3,3,2596.9285714285716,5.464285714285714,0.5978571428571428,1.7435714285714285,0.08641975308641975,0.7857142857142857,0.3,0.3,0.0,0.9090909090909091,0.0,0.7,0.0,0.35714285714285715,0.36363636363636365,0.5714285714285714,0.21428571428571427,0.21428571428571427
2015,451085,pit,FF,two_strike,vsR,9,7,2,6,6,0,1,1,0,5,5,0,1,1,5,2,2,2519.5555555555557,5.411111111111111,0.701111111111111,1.78,0.05555555555555555,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.0,0.8571428571428571,0.0,0.8333333333333334,0.0,0.2222222222222222,0.2857142857142857,0.5555555555555556,0.2222222222222222,0.2222222222222222
2015,451085,pit,FF,,vsL,13,10,3,9,9,0,0,0,0,9,9,0,1,1,9,1,3,2543.25,5.491666666666667,0.6815384615384615,1.7369230769230768,0.08024691358024691,0.7692307692307693,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.07692307692307693,0.1,0.6923076923076923,0.07692307692307693,0.23076923076923078
2015,451085,pit,FF,,vsR,5,4,1,1,1,0,0,0,0,1,1,0,3,3,3,1,1,2515.2,5.4399999999999995,0.6599999999999999,1.722,0.030864197530864196,0.8,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.6,0.75,0.6,0.2,0.2
2015,451085,pit,SI,behind,vsR,3,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,3,2468.6666666666665,5.466666666666666,1.39,1.406666666666667,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2015,451085,pit,SI,two_strike,vsR,6,1,5,4,1,3,1,0,1,3,1,2,0,0,0,1,5,2430.0,5.466666666666666,1.325,1.365,0.037037037037037035,0.16666666666666666,0.25,0.0,0.3333333333333333,1.0,0.6,1.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.8333333333333334
2015,451085,pit,SI,,vsR,9,6,3,3,3,0,2,2,0,1,1,0,3,3,6,0,3,2418.3333333333335,5.511111111111111,1.23,1.4177777777777778,0.05555555555555555,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.5,0.0,0.3333333333333333,0.0,0.5555555555555556,0.8333333333333334,0.6666666666666666,0.0,0.3333333333333333
2015,451085,pit,SL,ahead,vsL,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2886.0,5.15,-0.16999999999999998,0.125,0.012345679012345678,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5
2015,451085,pit,SL,ahead,vsR,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2598.0,5.2,-0.27,0.74,0.006172839506172839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2015,451085,pit,SL,behind,vsL,9,2,7,5,2,3,1,0,1,4,2,2,0,0,2,0,7,1917.5,5.088888888888889,-0.2822222222222222,0.2977777777777778,0.05555555555555555,0.2222222222222222,0.2,0.0,0.3333333333333333,1.0,0.42857142857142855,1.0,0.6666666666666666,0.1111111111111111,0.0,0.2222222222222222,0.0,0.7777777777777778
2015,451085,pit,SL,behind,vsR,3,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,2,2361.5,5.1000000000000005,-0.26,0.5766666666666667,0.018518518518518517,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
2015,451085,pit,SL,two_strike,vsL,10,4,6,5,3,2,0,0,0,5,3,2,0,0,4,0,6,1985.6666666666667,5.13,-0.33999999999999997,0.23500000000000001,0.06172839506172839,0.4,0.0,0.0,0.0,0.75,0.3333333333333333,1.0,1.0,0.0,0.0,0.4,0.0,0.6
2015,451085,pit,SL,two_strike,vsR,3,1,2,1,1,0,0,0,0,1,1,0,0,0,0,1,2,2787.0,5.066666666666666,-0.18000000000000002,0.4733333333333334,0.018518518518518517,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
2015,451085,pit,SL,,vsL,19,11,8,11,7,4,5,2,3,6,5,1,1,1,10,1,8,2682.5384615384614,5.11578947368421,-0.2963157894736842,0.33210526315789474,0.11728395061728394,0.5789473684210527,0.45454545454545453,0.2857142857142857,0.75,0.6363636363636364,0.5,0.7142857142857143,0.25,0.3157894736842105,0.2727272727272727,0.5263157894736842,0.05263157894736842,0.42105263157894735
2015,451085,pit,SL,,vsR,5,2,3,2,1,1,0,0,0,2,1,1,1,1,2,0,3,2634.5,5.1,-0.22800000000000004,0.6759999999999999,0.030864197530864196,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,1.0,0.2,0.5,0.4,0.0,0.6
2015,451532,pit,CH,ahead,vsL,6,3,3,4,2,2,1,0,1,3,2,1,2,1,3,0,3,1735.5,6.1499999999999995,-1.1066666666666667,0.48666666666666664,0.029850746268656716,0.5,0.25,0.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.3333333333333333,0.5,0.0,0.5
2015,451532,pit,CH,ahead,vsR,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1572.0,5.9,-1.22,0.17,0.004975124378109453,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,451532,pit,CH,behind,vsL,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1561.0,6.3,-1.46,0.62,0.004975124378109453,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2015,451532,pit,CH,behind,vsR,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1660.0,5.9,-1.63,0.08,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2015,451532,pit,CH,two_strike,vsL,2,0,2,2,0,2,0,0,0,2,0,2,0,0,0,0,2,1669.5,6.05,-1.35,0.03,0.009950248756218905,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2015,451532,pit,CH,two_strike,vsR,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1716.0,6.5,-1.34,0.79,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2015,451532,pit,CH,,vsL,6,1,5,2,1,1,0,0,0,2,1,1,0,0,1,0,5,1621.8333333333333,6.133333333333333,-1.38,0.4883333333333333,0.029850746268656716,0.16666666666666666,0.0,0.0,0.0,1.0,0.2,1.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334
2015,451532,pit,CH,,vsR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1623.0,6.4,-1.92,0.38,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,451532,pit,CU,ahead,vsL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2263.0,5.5,0.85,-1.35,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,451532,pit,CU,behind,vsR,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,2521.0,5.0,0.6,-1.14,0.004975124378109453,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,451532,pit,CU,two_strike,vsR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2412.0,5.3,0.9,-1.43,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,451532,pit,CU,,vsL,3,0,3,1,0,1,0,0,0,1,0,1,1,0,0,0,3,1960.3333333333333,4.833333333333333,1.01,-1.2166666666666666,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0
2015,451532,pit,CU,,vsR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2361.0,5.4,0.63,-1.2,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,451532,pit,FC,ahead,vsL,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1832.5,5.55,0.12000000000000001,0.46,0.009950248756218905,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5
2015,451532,pit,FC,ahead,vsR,7,5,2,4,4,0,0,0,0,4,4,0,0,0,5,0,2,2490.285714285714,5.6571428571428575,0.2871428571428571,0.4857142857142857,0.03482587064676617,0.7142857142857143,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857
2015,451532,pit,FC,behind,vsL,2,2,0,2,2,0,0,0,0,2,2,0,0,0,2,0,0,1746.5,5.6,0.39,0.45499999999999996,0.009950248756218905,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,451532,pit,FC,behind,vsR,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2524.0,6.15,0.165,1.0150000000000001,0.009950248756218905,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0
2015,451532,pit,FC,two_strike,vsL,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,2,1838.0,5.55,0.365,0.11,0.009950248756218905,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0
2015,451532,pit,FC,two_strike,vsR,5,1,4,3,1,2,0,0,0,3,1,2,0,0,1,0,4,1956.0,5.5200000000000005,0.368,0.23199999999999998,0.024875621890547265,0.2,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.2,0.0,0.8
2015,451532,pit,FC,,vsL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2476.0,5.9,0.42,0.61,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,451532,pit,FC,,vsR,9,4,5,4,3,1,0,0,0,4,3,1,1,1,4,0,5,2040.888888888889,5.677777777777778,0.35888888888888887,0.4633333333333333,0.04477611940298507,0.4444444444444444,0.0,0.0,0.0,0.75,0.2,1.0,1.0,0.1111111111111111,0.25,0.4444444444444444,0.0,0.5555555555555556
