season,pitcher_id,dominant_pitch,usage_entropy,repeat_rate,_role_pitch,batter_id,ev_mean,n_bbe,_role_bat
2025,666971,CH,2.5601008911904697,0.015151515151515152,Mixing Starter,,,,
2025,666974,CH,1.7826946886047361,0.0967741935483871,Bulk/Swing,,,,
2025,667356,CU,1.374545192908375,0.09523809523809523,Bulk/Swing,,,,
2025,668390,CU,1.782694688604736,0.03225806451612903,Bulk/Swing,,,,
2025,668731,CH,2.190596802970671,0.15217391304347827,Bulk/Swing,,,,
2025,669003,CH,2.3922922035346867,0.07142857142857142,Mixing Starter,,,,
2025,669084,CH,1.782694688604736,0.25806451612903225,Bulk/Swing,,,,
2025,669276,CH,1.0852280400722045,0.3125,Bulk/Swing,,,,
2025,669357,CH,2.4797076717021445,0.03278688524590164,Mixing Starter,,,,
2025,669923,CH,1.782694688604736,0.1935483870967742,Bulk/Swing,,,,
2025,670092,CH,2.190596802970671,0.021739130434782608,Mixing Starter,,,,
2025,670224,CH,2.4797076717021445,0.03278688524590164,Mixing Starter,,,,
2025,670232,FF,1.374545192908375,0.19047619047619047,Bulk/Swing,,,,
2025,671106,CH,1.5991654107425068,0.07692307692307693,Bulk/Swing,,,,
2025,672012,CH,2.190596802970671,0.043478260869565216,Mixing Starter,,,,
2025,672284,CH,2.190596802970671,0.021739130434782608,Mixing Starter,,,,
2025,672456,CH,1.7826946886047361,0.03225806451612903,Bulk/Swing,,,,
2025,676070,EP,2.348250910542494,0.04918032786885246,Mixing Starter,,,,
2025,676480,CH,2.190596802970671,0.043478260869565216,Mixing Starter,,,,
2025,676680,FF,1.0852280400722045,0.25,Bulk/Swing,,,,
2025,676969,FC,1.374545192908375,0.19047619047619047,Bulk/Swing,,,,
2025,677338,CH,1.0852280400722045,0.375,Bulk/Swing,,,,
2025,678493,FC,1.0852280400722045,0.25,Bulk/Swing,,,,
2025,678662,CH,2.3922922035346867,0.03571428571428571,Mixing Starter,,,,
2025,679788,FC,0.6791932659915256,0.45454545454545453,Bulk/Swing,,,,
2025,680518,CH,1.9378230905790834,0.05555555555555555,Bulk/Swing,,,,
2025,680519,FC,1.0852280400722045,0.375,Bulk/Swing,,,,
2025,680552,CH,1.0852280400722045,0.3125,Bulk/Swing,,,,
2025,680636,CH,1.782694688604736,0.0967741935483871,Bulk/Swing,,,,
2025,680769,CH,2.190596802970671,0.06521739130434782,Mixing Starter,,,,
2025,680885,CU,1.782694688604736,0.16129032258064516,Bulk/Swing,,,,
2025,680977,CH,2.3922922035346867,0.0,Mixing Starter,,,,
2025,681293,CH,1.7826946886047361,0.12903225806451613,Bulk/Swing,,,,
2025,681343,CH,1.7826946886047361,0.12903225806451613,Bulk/Swing,,,,
2025,681895,CU,1.782694688604736,0.03225806451612903,Bulk/Swing,,,,
2025,682985,CH,2.4797076717021445,0.01639344262295082,Mixing Starter,,,,
2025,683090,CH,2.2965114666021638,0.058823529411764705,Mixing Starter,,,,
2025,683175,CU,1.0852280400722045,0.25,Bulk/Swing,,,,
2025,683357,CH,1.9378230905790834,0.1111111111111111,Bulk/Swing,,,,
2025,686981,FC,1.782694688604736,0.0967741935483871,Bulk/Swing,,,,
2025,687749,CH,1.5991654107425068,0.2692307692307692,Bulk/Swing,,,,
2025,687982,CH,1.374545192908375,0.19047619047619047,Bulk/Swing,,,,
2025,688138,CH,1.7826946886047361,0.12903225806451613,Bulk/Swing,,,,
2025,689520,CH,1.374545192908375,0.047619047619047616,Bulk/Swing,,,,
2025,689821,CU,1.0852280400722045,0.3125,Bulk/Swing,,,,
2025,690374,CU,1.5991654107425068,0.23076923076923078,Bulk/Swing,,,,
2025,691011,CH,1.782694688604736,0.03225806451612903,Bulk/Swing,,,,
2025,691645,CH,1.5991654107425068,0.19230769230769232,Bulk/Swing,,,,
2025,694212,CH,2.2965114666021638,0.0392156862745098,Mixing Starter,,,,
2025,694224,FF,0.6791932659915256,0.45454545454545453,Bulk/Swing,,,,
2025,694977,CH,1.5991654107425068,0.3076923076923077,Bulk/Swing,,,,
2025,695336,CH,2.4797076717021445,0.04918032786885246,Mixing Starter,,,,
2025,695342,FF,1.374545192908375,0.23809523809523808,Bulk/Swing,,,,
2025,695534,CH,1.5991654107425068,0.11538461538461539,Bulk/Swing,,,,
2025,698929,FS,1.0852280400722045,0.25,Bulk/Swing,,,,
2025,699615,CH,1.0852280400722045,0.25,Bulk/Swing,,,,
2025,700187,CH,1.0852280400722045,0.125,Bulk/Swing,,,,
2025,701481,CH,1.5991654107425068,0.0,Bulk/Swing,,,,
2025,703639,CH,1.0852280400722045,0.1875,Bulk/Swing,,,,
2025,801432,CH,1.0852280400722045,0.25,Bulk/Swing,,,,
2025,801802,CH,1.374545192908375,0.23809523809523808,Bulk/Swing,,,,
2025,802544,CU,1.374545192908375,0.2857142857142857,Bulk/Swing,,,,
2025,805123,CH,1.782694688604736,0.03225806451612903,Bulk/Swing,,,,
2025,808967,CU,1.9378230905790836,0.027777777777777776,Mixing Starter,,,,
2025,810897,CH,1.374545192908375,0.14285714285714285,Bulk/Swing,,,,
2025,827744,CU,1.0852280400722045,0.1875,Bulk/Swing,,,,
2015,234194,SI,1.3583982154353071,0.5876288659793815,High-Leverage RP,,,,
2015,429781,SI,1.8096889965162841,0.6076487252124646,Bulk/Swing,,,,
2015,443558,CH,2.41756822303528,0.5918367346938775,Bulk/Swing,,,,
2015,452718,SI,1.6824578008819362,0.6435061464457509,Bulk/Swing,,,,
2015,457754,FF,0.6922237395388735,0.700587084148728,High-Leverage RP,,,,
2015,457768,SI,1.3827329601160523,0.6361854996734161,High-Leverage RP,,,,
2015,462089,FF,1.0165529508314672,0.5754716981132075,High-Leverage RP,,,,
2015,462564,CH,2.1334525705652707,0.5273972602739726,Bulk/Swing,,,,
2015,464416,SL,1.5580384465592734,0.5465465465465466,Bulk/Swing,,,,
2015,465657,FF,1.679579095238405,0.6496308915388983,Bulk/Swing,,,,
2015,465674,CH,2.1460863564683113,0.5460992907801419,Bulk/Swing,,,,
2015,467055,CH,2.307349877787458,0.6573208722741433,Bulk/Swing,,,,
2015,475100,CH,2.1796064710370127,0.5769230769230769,Bulk/Swing,,,,
2015,488671,CH,2.254893711578318,0.5900621118012422,Bulk/Swing,,,,
2015,488984,CU,1.6328808895652833,0.6149425287356322,Bulk/Swing,,,,
2015,501925,SI,1.36950318241067,0.6332312404287902,High-Leverage RP,,,,
2015,502004,SI,1.8335158634284894,0.6344928956393925,Bulk/Swing,,,,
2015,502085,FC,1.5443624314141329,0.603882099209202,Bulk/Swing,,,,
2015,502706,SI,1.6414308720663913,0.5624256837098692,Bulk/Swing,,,,
2015,504379,FF,1.4776857035700501,0.5139616055846422,Bulk/Swing,,,,
2015,517593,FF,1.636182033359065,0.635386119257087,Bulk/Swing,,,,
2015,518716,SI,1.9439204425497298,0.6169429097605893,Bulk/Swing,,,,
2015,519085,FF,1.6281739368634982,0.6099290780141844,Bulk/Swing,,,,
2015,519141,FF,1.5977738094992329,0.5940860215053764,Bulk/Swing,,,,
2015,519295,CH,2.0416307744805606,0.5808823529411765,Bulk/Swing,,,,
2015,519411,FF,1.2937763704085739,0.5380116959064327,High-Leverage RP,,,,
2015,541650,CH,2.2453991623841936,0.5769230769230769,Bulk/Swing,,,,
2015,542921,CH,2.301568690680006,0.572289156626506,Bulk/Swing,,,,
2015,542963,FF,1.772143117271047,0.6263736263736264,Bulk/Swing,,,,
2015,543219,FF,1.7207284453256566,0.5623356128353498,Bulk/Swing,,,,
2015,543401,CH,2.4821370349375904,0.5223880597014925,Bulk/Swing,,,,
2015,543760,CH,2.556823371559843,0.6019417475728155,Bulk/Swing,,,,
2015,545338,CH,1.990442640011136,0.6089238845144357,Bulk/Swing,,,,
2015,571527,FF,1.7093900713598724,0.5766710353866317,Bulk/Swing,,,,
2015,571561,FF,1.2935916445401698,0.6016260162601627,High-Leverage RP,,,,
2015,571710,FF,1.0674243474313412,0.607871720116618,High-Leverage RP,,,,
2015,572019,CH,2.145124175649091,0.6026490066225165,Bulk/Swing,,,,
2015,572033,CH,2.133946607438868,0.609271523178808,Bulk/Swing,,,,
2015,592781,FF,1.0940241665507153,0.6027944111776448,High-Leverage RP,,,,
2015,592804,FF,1.4032682392610476,0.6561314791403287,High-Leverage RP,,,,
2015,592815,FF,1.2523907306029172,0.6275752773375595,High-Leverage RP,,,,
2015,593934,CH,2.359146387333703,0.5340314136125655,Bulk/Swing,,,,
2015,594792,FF,1.5190058263215604,0.5665961945031712,Bulk/Swing,,,,
2015,595032,CH,1.6036709203531596,0.5441696113074205,Bulk/Swing,,,,
2015,605412,CH,2.285902578591247,0.5240963855421686,Bulk/Swing,,,,
2015,606299,FF,1.9542070989370632,0.3956043956043956,Bulk/Swing,,,,
2015,608369,CH,2.1040972570497822,0.4931506849315068,Bulk/Swing,,,,
2015,622072,SI,1.483012385897486,0.628719275549806,Bulk/Swing,,,,
2015,656941,CH,2.2177688877836843,0.42857142857142855,Bulk/Swing,,,,
2025,477132,CS,2.0721529997457324,0.07317073170731707,Mixing Starter,,,,
2025,506433,CH,2.2965114666021638,0.058823529411764705,Mixing Starter,,,,
2025,518489,FC,1.374545192908375,0.19047619047619047,Bulk/Swing,,,,
2025,518876,CH,1.782694688604736,0.0967741935483871,Bulk/Swing,,,,
2025,543101,FF,1.782694688604736,0.06451612903225806,Bulk/Swing,,,,
2025,543135,CU,1.782694688604736,0.0967741935483871,Bulk/Swing,,,,
2025,543592,EP,2.3922922035346867,0.07142857142857142,Mixing Starter,,,,
2025,544150,CH,1.5991654107425068,0.15384615384615385,Bulk/Swing,,,,
2025,592791,CH,1.7826946886047361,0.0967741935483871,Bulk/Swing,,,,
2025,593428,CH,2.3922922035346867,0.03571428571428571,Mixing Starter,,,,
2025,595453,CH,1.9378230905790836,0.05555555555555555,Mixing Starter,,,,
2025,595897,CH,1.374545192908375,0.09523809523809523,Bulk/Swing,,,,
2025,600869,CH,2.270764496273168,0.3076923076923077,Bulk/Swing,,,,
