year,pitcher_id,pitches,xwOBA,velo,csw_rate,chase_rate,zone_rate
2015,282332,155,,,0.23767510800461902,,
2015,408241,155,,,0.18914191688228688,,
2015,451085,155,,,0.24920706888960528,,
2015,461829,155,,,0.2580368090391511,,
2015,467008,155,,,0.2725655325549537,,
2015,475479,155,,,0.23560346600925855,,
2015,488768,155,,,0.24080750835768439,,
2015,502032,155,,,0.26739884961643307,,
2015,502085,155,,,0.3117231070953757,,
2015,543881,155,,,0.15906780997224293,,
2015,544931,155,,,0.27388630344088105,,
2015,451584,155,,,0.2862035280821608,,
2015,451661,155,,,0.2454834866716983,,
2015,500779,155,,,0.19489805493045487,,
2015,517414,155,,,0.268500607186095,,
2015,519455,155,,,0.2012299898156135,,
2015,571666,155,,,0.19213401928173948,,
2015,430599,155,,,0.22750731728442683,,
2015,407822,150,,,0.22837391150215547,,
2015,519096,150,,,0.1968212779627052,,
2015,542960,150,,,0.2292610753845944,,
2015,548337,150,,,0.25228780099828857,,
2015,548357,150,,,0.2177618873465738,,
2015,554340,150,,,0.24960780855448347,,
2015,572096,150,,,0.19055325563491432,,
2015,606273,150,,,0.23348301405868413,,
2015,515052,150,,,0.24395753420946922,,
2015,571735,150,,,0.19146231119666338,,
2015,434538,150,,,0.2678683452382835,,
2015,477132,150,,,0.24167777011146194,,
2015,489119,150,,,0.25802600025951494,,
2015,523260,150,,,0.27286454770230273,,
2015,543339,150,,,0.2448187107269585,,
2015,605156,150,,,0.2032704721587291,,
2015,453172,145,,,0.19427917999810326,,
2015,455009,145,,,0.23373855554652284,,
2015,458677,145,,,0.24762389553528735,,
2015,477569,145,,,0.27271845301121284,,
2015,502624,145,,,0.2191459350996734,,
2015,543272,145,,,0.2017739489647206,,
2015,543726,145,,,0.22722339481914833,,
2015,408061,145,,,0.3271817111362395,,
2015,462136,145,,,0.24984815509839578,,
2015,465629,145,,,0.22423803393383884,,
2015,474699,145,,,0.247865872887138,,
2015,488984,145,,,0.22252622727220644,,
2015,518603,145,,,0.16867624786484048,,
2015,520980,145,,,0.2743320416695389,,
2015,571800,145,,,0.17779189929071657,,
2015,571871,145,,,0.21508206242862724,,
2015,592332,145,,,0.22979921107713197,,
2015,593372,145,,,0.23018681173289313,,
