season,pitcher_id,zone,repeat_rate,n
2015.0,592826,none,0.1346153846153846,104
2015.0,598271,none,0.21428571428571427,14
2015.0,621408,none,0.1864406779661017,59
2015.0,434678,none,0.05263157894736842,19
2015.0,445590,none,0.12962962962962962,54
2015.0,448306,none,0.09146341463414634,164
2015.0,449097,none,0.10483870967741936,124
2015.0,456696,none,0.1276595744680851,94
2015.0,467100,none,0.20192307692307693,104
2015.0,501870,none,0.08163265306122448,49
2015.0,542923,none,0.0,24
2015.0,547888,none,0.04891304347826087,184
2015.0,605309,none,0.11805555555555555,144
2015.0,605476,none,0.09352517985611511,139
2025.0,,none,0.08941329041371884,86363
2015.0,234194,none,0.29411764705882354,34
2015.0,408241,none,0.09090909090909091,154
2015.0,453286,none,0.1206896551724138,174
2015.0,453311,none,0.12658227848101267,79
2015.0,453646,none,0.05025125628140704,199
2015.0,501925,none,0.13953488372093023,129
2015.0,504379,none,0.13432835820895522,134
2015.0,519141,none,0.14678899082568808,109
2015.0,543408,none,0.09239130434782608,184
2015.0,545338,none,0.05263157894736842,19
2015.0,548337,none,0.08053691275167785,149
2015.0,571561,none,0.1595744680851064,94
2015.0,592781,none,0.1864406779661017,59
2015.0,594792,none,0.1651376146788991,109
2015.0,595001,none,0.06722689075630252,119
2015.0,622072,none,0.13953488372093023,129
2015.0,425835,none,0.06896551724137931,29
2015.0,430641,none,0.06896551724137931,174
2015.0,452657,none,0.13793103448275862,174
2015.0,458681,none,0.10294117647058823,204
2015.0,461815,none,0.42857142857142855,14
2015.0,518603,none,0.1527777777777778,144
2015.0,518927,none,0.11834319526627218,169
2015.0,519242,none,0.19298245614035087,114
2015.0,534910,none,0.09243697478991597,119
2015.0,543726,none,0.08333333333333333,144
2015.0,571871,none,0.10416666666666667,144
2015.0,595235,none,0.20689655172413793,29
2015.0,596064,none,0.2222222222222222,54
2015.0,430613,none,0.20833333333333334,24
2015.0,431148,none,0.10526315789473684,209
2015.0,453178,none,0.06349206349206349,189
2015.0,501955,none,0.14035087719298245,114
2015.0,504083,none,0.13043478260869565,69
2015.0,518567,none,0.16129032258064516,124
2015.0,543921,none,0.029411764705882353,34
2015.0,553872,none,0.06896551724137931,29
2015.0,571735,none,0.10067114093959731,149
2015.0,592741,none,0.18487394957983194,119
2015.0,434643,none,0.15730337078651685,89
2015.0,448609,none,0.11940298507462686,134
2015.0,489267,none,0.06896551724137931,29
2015.0,519208,none,0.3333333333333333,9
2015.0,533167,none,0.1301775147928994,169
2015.0,538506,none,0.20833333333333334,24
2015.0,594977,none,0.18518518518518517,54
2015.0,612434,none,0.14492753623188406,69
2015.0,218596,none,0.1524390243902439,164
2015.0,425856,none,0.06896551724137931,29
2015.0,430912,none,0.1111111111111111,99
2015.0,445968,none,0.11764705882352941,34
2015.0,446372,none,0.10869565217391304,184
2015.0,501593,none,0.0975609756097561,164
2015.0,501789,none,0.20168067226890757,119
2015.0,502578,none,0.1595744680851064,94
2015.0,516970,none,0.20253164556962025,79
2015.0,553970,none,0.12658227848101267,79
2015.0,572362,none,0.3103448275862069,29
2015.0,595465,none,0.041666666666666664,24
2015.0,605156,none,0.10067114093959731,149
2015.0,623395,none,0.08163265306122448,49
2015.0,150274,none,0.2222222222222222,9
2015.0,430911,none,0.171875,64
2015.0,434628,none,0.09523809523809523,189
2015.0,453156,none,0.09615384615384616,104
2015.0,453307,none,0.13636363636363635,44
2015.0,488674,none,0.12096774193548387,124
2015.0,502051,none,0.23529411764705882,34
2015.0,502188,none,0.05154639175257732,194
2015.0,506560,none,0.4444444444444444,9
2015.0,519263,none,0.1694915254237288,59
2015.0,543900,none,0.12096774193548387,124
2015.0,571578,none,0.10126582278481013,79
2015.0,593140,none,0.16326530612244897,49
2015.0,595371,none,0.3333333333333333,9
2015.0,621121,none,0.11764705882352941,119
2015.0,346793,none,0.1743119266055046,109
2015.0,407822,none,0.09395973154362416,149
2015.0,433579,none,0.06532663316582915,199
2015.0,450665,none,0.13924050632911392,79
2015.0,457711,none,0.06140350877192982,114
2015.0,460008,none,0.10526315789473684,19
2015.0,475416,none,0.13924050632911392,79
2015.0,476595,none,0.08333333333333333,24
2015.0,502042,none,0.18269230769230768,104
2015.0,543901,none,0.09090909090909091,44
2015.0,553878,none,0.10576923076923077,104
2015.0,571800,none,0.0625,144
2015.0,605200,none,0.05263157894736842,19
2015.0,115629,none,0.11194029850746269,134
2015.0,445170,none,0.15254237288135594,59
2015.0,461872,none,0.125,24
2015.0,468504,none,0.05084745762711865,59
2015.0,476451,none,0.06532663316582915,199
2015.0,519169,none,0.1836734693877551,49
2015.0,543716,none,0.12962962962962962,54
2015.0,544993,none,0.18421052631578946,114
2015.0,547749,none,0.11194029850746269,134
2015.0,571787,none,0.15384615384615385,39
2015.0,572089,none,0.08163265306122448,49
2015.0,608678,none,0.10101010101010101,99
2015.0,407819,none,0.1366906474820144,139
2015.0,435045,none,0.20408163265306123,49
2015.0,445163,none,0.07471264367816093,174
2015.0,460283,none,0.0,14
2015.0,475243,none,0.05982905982905983,234
2015.0,489138,none,0.1111111111111111,9
2015.0,506693,none,0.0,54
2015.0,519166,none,0.2028985507246377,69
2015.0,543964,none,0.13793103448275862,29
2015.0,571584,none,0.15942028985507245,69
2015.0,573204,none,0.16666666666666666,24
2015.0,592314,none,0.07563025210084033,119
2015.0,605228,none,0.0759493670886076,79
2015.0,611093,none,0.07407407407407407,54
2015.0,285079,none,0.16346153846153846,104
2015.0,446099,none,0.16806722689075632,119
2015.0,452733,none,0.13157894736842105,114
2015.0,456071,none,0.07692307692307693,104
2015.0,460060,none,0.3333333333333333,9
2015.0,475115,none,0.08379888268156424,179
2015.0,502032,none,0.14935064935064934,154
2015.0,502202,none,0.20168067226890757,119
2015.0,502264,none,0.11363636363636363,44
2015.0,517414,none,0.12337662337662338,154
2015.0,544759,none,0.09649122807017543,114
2015.0,573109,none,0.09278350515463918,194
2015.0,605151,none,0.1111111111111111,54
2015.0,605218,none,0.2916666666666667,24
2015.0,605288,none,0.27586206896551724,29
2015.0,605347,none,0.1794871794871795,39
2015.0,605477,none,0.21052631578947367,19
2015.0,407890,none,0.10869565217391304,184
2015.0,456501,none,0.09313725490196079,204
2015.0,516969,none,0.12698412698412698,189
2015.0,519301,none,0.1797752808988764,89
2015.0,541640,none,0.11494252873563218,174
2015.0,572788,none,0.08870967741935484,124
2015.0,430404,none,1.0,4
2015.0,434718,none,0.17307692307692307,104
2015.0,444857,none,0.04838709677419355,124
2015.0,500891,none,0.21428571428571427,14
2015.0,514669,none,0.22727272727272727,44
2015.0,543883,none,0.07692307692307693,104
2015.0,570632,none,0.1242603550295858,169
2015.0,571901,none,0.20192307692307693,104
2015.0,594742,none,0.0945945945945946,74
2015.0,594987,none,0.21428571428571427,14
2015.0,429400,none,0.0847457627118644,59
2015.0,435400,none,0.0707070707070707,99
2015.0,489002,none,0.20588235294117646,34
2015.0,489294,none,0.07339449541284404,109
2015.0,489295,none,0.2647058823529412,34
2015.0,502043,none,0.13218390804597702,174
2015.0,518526,none,0.2857142857142857,14
2015.0,518715,none,0.125,24
2015.0,542266,none,0.13709677419354838,124
2015.0,543518,none,0.1282051282051282,39
2015.0,543699,none,0.08695652173913043,184
2015.0,571893,none,0.10101010101010101,99
2015.0,573185,none,0.0847457627118644,59
2015.0,573186,none,0.028985507246376812,69
2015.0,580792,none,0.2857142857142857,49
2015.0,592390,none,0.2222222222222222,99
2015.0,592869,none,0.1346153846153846,104
2015.0,594798,none,0.10582010582010581,189
2015.0,605226,none,0.12244897959183673,49
2015.0,605538,none,0.08208955223880597,134
2015.0,606160,none,0.08333333333333333,24
2015.0,607457,none,0.08163265306122448,49
,,none,0.23687780136824724,101736
2015.0,276351,none,0.15254237288135594,59
2015.0,346847,none,0.1069182389937107,159
2015.0,518886,none,0.30952380952380953,84
2015.0,543903,none,0.1797752808988764,89
2015.0,570649,none,0.12849162011173185,179
2015.0,571510,none,0.0759493670886076,79
2015.0,571946,none,0.09278350515463918,194
2015.0,608379,none,0.12578616352201258,159
2015.0,621397,none,0.04081632653061224,49
2015.0,641627,none,0.20238095238095238,84
2015.0,,chase,0.741525224872898,63925
2015.0,150116,none,0.06329113924050633,79
2015.0,424144,none,0.15126050420168066,119
2015.0,445926,none,0.07262569832402235,179
2015.0,450351,none,0.10852713178294573,129
2015.0,453344,none,0.04081632653061224,49
2015.0,459987,none,0.16546762589928057,139
2015.0,465679,none,0.1794871794871795,39
2015.0,468396,none,0.10650887573964497,169
2015.0,500724,none,0.15942028985507245,69
2015.0,542888,none,0.14705882352941177,34
2015.0,570663,none,0.09243697478991597,119
2015.0,592533,none,0.08653846153846154,104
2015.0,592677,none,0.1891891891891892,74
2015.0,605388,none,0.10810810810810811,74
2015.0,450306,none,0.1518987341772152,79
2015.0,469134,none,0.06741573033707865,89
2015.0,477132,none,0.11409395973154363,149
2015.0,519455,none,0.09090909090909091,154
2015.0,543101,none,0.09239130434782608,184
2015.0,571760,none,0.20238095238095238,84
2015.0,592346,none,0.10062893081761007,159
2015.0,400085,none,0.07142857142857142,14
2015.0,435044,none,0.10256410256410256,39
2015.0,457768,none,0.1510791366906475,139
2015.0,462089,none,0.21428571428571427,14
2015.0,502706,none,0.11702127659574468,94
2015.0,516935,none,0.13793103448275862,29
2015.0,518633,none,0.12169312169312169,189
2015.0,543219,none,0.06701030927835051,194
2015.0,543359,none,0.21774193548387097,124
2015.0,571527,none,0.13178294573643412,129
2015.0,453203,none,0.21428571428571427,14
2015.0,458730,none,0.14864864864864866,74
2015.0,462985,none,0.07100591715976332,169
2015.0,518418,none,0.21428571428571427,14
2015.0,519240,none,0.13178294573643412,129
2015.0,543942,none,0.25,44
2015.0,554432,none,0.24489795918367346,49
2015.0,608641,none,0.02040816326530612,49
2015.0,643327,none,0.08860759493670886,79
2015.0,433585,none,0.0898876404494382,89
2015.0,474521,none,0.12195121951219512,164
2015.0,490063,none,0.06918238993710692,159
2015.0,493117,none,0.2857142857142857,14
2015.0,501381,none,0.09146341463414634,164
2015.0,502154,none,0.36486486486486486,74
2015.0,503449,none,0.14035087719298245,114
2015.0,519186,none,0.22727272727272727,44
2015.0,543184,none,0.12804878048780488,164
2015.0,543803,none,0.16666666666666666,24
2015.0,592717,none,0.07317073170731707,164
2015.0,594857,none,0.11363636363636363,44
2015.0,453343,none,0.15966386554621848,119
2015.0,465629,none,0.13194444444444445,144
2015.0,488768,none,0.05844155844155844,154
2015.0,502462,none,0.2898550724637681,69
2015.0,518553,none,0.13445378151260504,119
2015.0,519293,none,0.13953488372093023,129
2015.0,542924,none,0.06896551724137931,29
2015.0,572102,none,0.13924050632911392,79
2015.0,434538,none,0.1342281879194631,149
2015.0,476570,none,0.3181818181818182,44
2015.0,500721,none,0.3148148148148148,54
2015.0,502162,none,0.2413793103448276,29
2015.0,502381,none,0.10919540229885058,174
2015.0,518774,none,0.102803738317757,214
2015.0,518875,none,0.22340425531914893,94
2015.0,519381,none,0.2653061224489796,49
2015.0,572070,none,0.10869565217391304,184
2015.0,592705,none,0.17391304347826086,69
2015.0,605396,none,0.13793103448275862,29
2015.0,430661,none,0.109375,64
2015.0,431162,none,0.1092436974789916,119
2015.0,457915,none,0.15789473684210525,19
2015.0,458006,none,0.11538461538461539,104
2015.0,476589,none,0.08823529411764706,204
2015.0,477229,none,0.15789473684210525,19
2015.0,493247,none,0.29411764705882354,34
2015.0,517008,none,0.10365853658536585,164
2015.0,547348,none,0.125,24
2015.0,572889,none,0.0,14
2015.0,592181,none,0.16326530612244897,49
2015.0,607968,none,0.06818181818181818,44
2015.0,429783,none,0.07894736842105263,114
2015.0,433587,none,0.07692307692307693,169
2015.0,450308,none,0.09278350515463918,194
2015.0,456379,none,0.15384615384615385,104
2015.0,456496,none,0.21518987341772153,79
2015.0,460059,none,0.06707317073170732,164
2015.0,502166,none,0.21428571428571427,14
2015.0,518468,none,0.08256880733944955,109
2015.0,518516,none,0.08695652173913043,184
2015.0,518764,none,0.034482758620689655,29
2015.0,519151,none,0.13513513513513514,74
2015.0,520980,none,0.1388888888888889,144
2015.0,523848,none,0.1111111111111111,9
2015.0,543766,none,0.1414141414141414,99
2015.0,543881,none,0.09090909090909091,154
2015.0,592665,none,0.06698564593301436,209
2015.0,605894,none,0.17857142857142858,84
2015.0,607067,none,0.13636363636363635,44
2015.0,648737,none,0.12359550561797752,89
2015.0,444446,none,0.14814814814814814,54
2015.0,444836,none,0.034482758620689655,29
2015.0,491159,none,0.2619047619047619,84
2015.0,501992,none,0.1919191919191919,99
2015.0,503285,none,0.13709677419354838,124
2015.0,518693,none,0.10483870967741936,124
2015.0,543261,none,0.046875,64
2015.0,543351,none,0.47368421052631576,19
2015.0,543548,none,0.11940298507462686,134
2015.0,572096,none,0.1610738255033557,149
2015.0,594772,none,0.09090909090909091,44
2015.0,605169,none,0.24489795918367346,49
2015.0,605304,none,0.14814814814814814,54
2015.0,425492,none,0.13953488372093023,129
2015.0,425657,none,0.14388489208633093,139
2015.0,502083,none,0.07537688442211055,199
2015.0,502087,none,0.3333333333333333,24
2015.0,543380,none,0.1559633027522936,109
2015.0,543456,none,0.08860759493670886,79
2015.0,276514,none,0.20512820512820512,39
2015.0,458708,none,0.05063291139240506,79
2015.0,467094,none,0.0707070707070707,99
2015.0,474463,none,0.08695652173913043,184
2015.0,477569,none,0.14583333333333334,144
2015.0,500779,none,0.05844155844155844,154
2015.0,519076,none,0.08875739644970414,169
2015.0,543506,none,0.1414141414141414,99
2015.0,545333,none,0.07009345794392523,214
2015.0,547874,none,0.05325443786982249,169
2015.0,571439,none,0.2463768115942029,69
2015.0,572888,none,0.1079136690647482,139
2015.0,592135,none,0.13157894736842105,114
2015.0,595191,none,0.17567567567567569,74
2015.0,628452,none,0.17307692307692307,104
2015.0,430599,none,0.06493506493506493,154
2015.0,445612,none,0.10091743119266056,109
2015.0,451788,none,0.11702127659574468,94
2015.0,457732,none,0.1282051282051282,39
2015.0,502046,none,0.13432835820895522,134
2015.0,519267,none,0.1518987341772152,79
2015.0,425786,none,0.1590909090909091,44
2015.0,450172,none,0.15384615384615385,169
2015.0,453329,none,0.06722689075630252,119
2015.0,456051,none,0.12162162162162163,74
2015.0,462515,none,0.18840579710144928,69
2015.0,502239,none,0.16279069767441862,129
2015.0,516769,none,0.034482758620689655,29
2015.0,543094,none,1.0,4
2015.0,571951,none,0.15384615384615385,104
2015.0,592767,none,0.10810810810810811,74
2015.0,595014,none,0.09722222222222222,144
2015.0,596057,none,0.11392405063291139,79
2015.0,598287,none,0.22448979591836735,49
2015.0,450203,none,0.07563025210084033,119
2015.0,452027,none,0.08163265306122448,49
2015.0,456034,none,0.11413043478260869,184
2015.0,457456,none,1.0,4
2015.0,474668,none,0.10526315789473684,19
2015.0,502281,none,0.2413793103448276,29
2015.0,543507,none,0.09770114942528736,174
2015.0,547179,none,0.10582010582010581,189
2015.0,592593,none,0.10112359550561797,89
2015.0,595441,none,0.08333333333333333,24
2015.0,605374,none,0.21875,64
2015.0,425794,none,0.0625,64
2015.0,430589,none,0.20238095238095238,84
2015.0,446321,none,0.16279069767441862,129
2015.0,461833,none,0.1069182389937107,159
2015.0,502272,none,0.1774193548387097,124
2015.0,542587,none,0.203125,64
2015.0,542882,none,0.05527638190954774,199
2015.0,543294,none,0.10344827586206896,174
2015.0,592662,none,0.11194029850746269,134
2015.0,594815,none,0.1282051282051282,39
2015.0,628333,none,0.07860262008733625,229
2015.0,,none,0.9084305116274792,1739586
2015.0,217096,none,0.05263157894736842,19
2015.0,407908,none,0.1595744680851064,94
2015.0,434540,none,0.0,14
2015.0,444520,none,0.07216494845360824,194
2015.0,448179,none,0.08163265306122448,49
2015.0,462382,none,0.08527131782945736,129
2015.0,472551,none,0.07065217391304347,184
2015.0,502026,none,0.15827338129496402,139
2015.0,502522,none,0.25,64
2015.0,515052,none,0.10738255033557047,149
2015.0,571476,none,0.041666666666666664,24
2015.0,572021,none,0.16666666666666666,24
2015.0,592102,none,0.22340425531914893,94
2015.0,612672,none,0.1206896551724138,174
2015.0,448281,none,0.21739130434782608,69
2015.0,453192,none,0.3829787234042553,94
2015.0,453249,none,0.24324324324324326,74
2015.0,457435,none,0.09375,64
2015.0,458690,none,0.21052631578947367,19
2015.0,502624,none,0.09722222222222222,144
2015.0,517059,none,0.2857142857142857,14
2015.0,518703,none,0.056179775280898875,89
2015.0,542960,none,0.16778523489932887,149
2015.0,543135,none,0.10614525139664804,179
2015.0,543409,none,0.27586206896551724,29
2015.0,592332,none,0.0625,144
2015.0,592570,none,0.3333333333333333,9
2015.0,602083,none,0.1794871794871795,39
2015.0,605177,none,0.14388489208633093,139
2015.0,400089,none,0.08333333333333333,24
2015.0,425386,none,0.09045226130653267,199
2015.0,429781,none,0.03389830508474576,59
2015.0,435221,none,0.10526315789473684,19
2015.0,457754,none,0.46938775510204084,49
2015.0,465657,none,0.11956521739130435,184
2015.0,488984,none,0.09722222222222222,144
2015.0,489334,none,0.0,24
2015.0,504186,none,0.12605042016806722,119
2015.0,518716,none,0.0673076923076923,104
2015.0,519085,none,0.13513513513513514,74
2015.0,523989,none,0.09239130434782608,184
2015.0,543242,none,0.16279069767441862,129
2015.0,571710,none,0.2608695652173913,69
2015.0,592804,none,0.17391304347826086,69
2015.0,592815,none,0.171875,64
2015.0,592879,none,0.16666666666666666,24
2015.0,594835,none,0.1724137931034483,29
2015.0,150302,none,0.18181818181818182,44
2015.0,407845,none,0.11290322580645161,124
2015.0,429722,none,0.24050632911392406,79
2015.0,429780,none,0.11594202898550725,69
2015.0,444468,none,0.1402439024390244,164
2015.0,472610,none,0.16279069767441862,129
2015.0,491646,none,0.09701492537313433,134
2015.0,493159,none,0.10112359550561797,89
2015.0,571057,none,0.14516129032258066,124
2015.0,641490,none,0.21348314606741572,89
2015.0,434378,none,0.09649122807017543,114
2015.0,448178,none,0.11940298507462686,134
2015.0,448614,none,0.10059171597633136,169
2015.0,474284,none,0.09174311926605505,109
2015.0,493351,none,0.15789473684210525,19
2015.0,592091,none,0.109375,64
2015.0,605317,none,0.058823529411764705,34
2015.0,430580,none,0.07476635514018691,214
2015.0,456068,none,0.06097560975609756,164
2015.0,518833,none,0.041666666666666664,24
2015.0,543424,none,0.1864406779661017,59
2015.0,572750,none,0.11940298507462686,134
2015.0,599998,none,0.4444444444444444,9
2015.0,605232,none,0.1743119266055046,109
2015.0,623184,none,0.08045977011494253,174
2015.0,329092,none,0.26582278481012656,79
2015.0,446399,none,0.06521739130434782,184
2015.0,453562,none,0.06878306878306878,189
2015.0,455009,none,0.06944444444444445,144
2015.0,455119,none,0.21212121212121213,99
2015.0,457448,none,0.041666666666666664,24
2015.0,458584,none,0.22115384615384615,104
2015.0,467008,none,0.11038961038961038,154
2015.0,474029,none,0.11949685534591195,159
2015.0,501563,none,0.08163265306122448,49
2015.0,516910,none,0.13131313131313133,99
2015.0,518397,none,0.14285714285714285,14
2015.0,527054,none,0.1111111111111111,189
2015.0,534812,none,0.14285714285714285,119
2015.0,612272,none,0.13793103448275862,29
2015.0,425844,none,0.08762886597938144,194
2015.0,430630,none,0.12359550561797752,89
2015.0,456027,none,0.1518987341772152,79
2015.0,457744,none,0.1891891891891892,74
2015.0,458677,none,0.09722222222222222,144
2015.0,459429,none,0.2247191011235955,89
2015.0,462945,none,0.23728813559322035,59
2015.0,475479,none,0.07142857142857142,154
2015.0,502304,none,0.2037037037037037,54
2015.0,542609,none,0.43478260869565216,69
2015.0,544928,none,0.12949640287769784,139
2015.0,544931,none,0.14935064935064934,154
2015.0,571927,none,0.2028985507246377,69
2015.0,573127,none,0.20253164556962025,79
2015.0,595307,none,0.09497206703910614,179
2015.0,596331,none,0.3448275862068966,29
2015.0,608167,none,0.16455696202531644,79
2015.0,435043,none,0.07065217391304347,184
2015.0,445197,none,0.19230769230769232,104
2015.0,447755,none,0.13924050632911392,79
2015.0,451085,none,0.11038961038961038,154
2015.0,457918,none,0.07936507936507936,189
2015.0,475857,none,0.21428571428571427,84
2015.0,488846,none,0.07936507936507936,189
2015.0,518813,none,0.17647058823529413,119
2015.0,542914,none,0.07317073170731707,164
2015.0,543278,none,0.1417910447761194,134
2015.0,543391,none,0.15384615384615385,39
2015.0,547973,none,0.24561403508771928,114
2015.0,598264,none,0.13445378151260504,119
2015.0,608349,none,0.234375,64
2015.0,279824,none,0.042328042328042326,189
2015.0,433584,none,0.11235955056179775,89
2015.0,434137,none,0.13559322033898305,59
2015.0,445276,none,0.20202020202020202,99
2015.0,451584,none,0.11688311688311688,154
2015.0,452666,none,0.07731958762886598,194
2015.0,461325,none,0.23255813953488372,129
2015.0,518748,none,0.11009174311926606,109
2015.0,592398,none,0.18181818181818182,44
2015.0,594986,none,0.1532258064516129,124
2015.0,136600,none,0.08823529411764706,34
2015.0,425543,none,0.07142857142857142,14
2015.0,434665,none,0.11926605504587157,109
2015.0,446899,none,0.13445378151260504,119
2015.0,489119,none,0.09395973154362416,149
2015.0,489265,none,0.16352201257861634,159
2015.0,541652,none,0.21739130434782608,69
2015.0,554431,none,0.20512820512820512,39
2015.0,593372,none,0.1111111111111111,144
2015.0,424325,none,1.0,9
2015.0,430605,none,0.21428571428571427,14
2015.0,434622,none,0.08247422680412371,194
2015.0,449079,none,0.1111111111111111,54
