season,pitcher_id,from2,from1,to_pt,n,prob
2015.0,452666,FF,FF,PO,1,0.2
2015.0,452666,IN,CH,CU,1,0.25
2015.0,452666,IN,CH,CH,1,0.25
2015.0,452666,FF,CH,SL,1,0.5
2015.0,452666,CU,SI,FF,1,0.5
2015.0,452666,CU,SI,CU,1,0.5
2015.0,452666,FF,FF,SI,1,0.2
2015.0,452666,IN,FF,SL,1,0.5
2015.0,452666,IN,SI,CH,1,0.2
2015.0,452666,SL,CH,SI,1,0.25
2015.0,452666,PO,SL,CU,1,0.5
2015.0,452666,PO,SL,CH,1,0.5
2015.0,452666,FF,CH,IN,1,0.5
2015.0,452666,CH,CU,SI,1,0.06666666666666667
2015.0,452666,SL,SL,FF,1,0.16666666666666666
2015.0,452666,SI,CH,CH,1,0.2
2015.0,452666,SI,CH,FF,1,0.2
2015.0,452666,SI,IN,CH,1,0.3333333333333333
2015.0,452666,PO,SI,SL,1,1.0
2015.0,452666,SI,IN,IN,1,0.3333333333333333
2015.0,452666,SI,IN,SI,1,0.3333333333333333
2015.0,452666,PO,FF,SL,1,0.5
2015.0,452666,FF,PO,SL,1,0.3333333333333333
2015.0,452666,IN,SL,CU,1,1.0
2015.0,452666,FF,SL,SL,1,0.2
2015.0,452666,FF,SL,CH,1,0.2
2015.0,452666,SL,CU,CU,1,0.14285714285714285
2015.0,452666,SL,CU,SL,1,0.14285714285714285
2015.0,452666,CH,SL,CH,1,0.16666666666666666
2015.0,452666,CH,SL,SL,1,0.16666666666666666
2015.0,452666,CH,SL,IN,1,0.16666666666666666
2015.0,452666,SI,FF,CU,1,0.16666666666666666
2015.0,452666,SI,FF,FF,1,0.16666666666666666
2015.0,452666,SI,FF,SL,1,0.16666666666666666
2015.0,452666,SI,SI,CH,1,1.0
2015.0,452666,FF,SL,FF,1,0.2
2015.0,452666,FF,PO,FF,1,0.3333333333333333
2015.0,452666,FF,PO,SI,1,0.3333333333333333
2015.0,452666,CU,SL,CU,1,0.3333333333333333
2015.0,452666,PO,FF,SI,1,0.5
2015.0,452718,CH,FC,IN,7,0.3684210526315789
2015.0,452718,FC,CH,FC,7,0.5
2015.0,452718,SL,SI,PO,6,0.3333333333333333
2015.0,452718,CH,CH,FC,6,0.75
2015.0,452718,SL,SI,FC,5,0.2777777777777778
2015.0,452718,FC,CH,CH,5,0.35714285714285715
2015.0,452718,FC,SL,SI,5,1.0
2015.0,452718,PO,SI,SL,4,1.0
2015.0,452718,CH,FC,SL,4,0.21052631578947367
2015.0,452718,CH,SL,SI,4,0.8
2015.0,452718,SI,SL,SI,4,0.2857142857142857
2015.0,452718,SI,PO,IN,4,0.5714285714285714
2015.0,452718,SI,FC,CH,4,0.6666666666666666
2015.0,452718,SL,SI,SL,3,0.16666666666666666
2015.0,452718,SL,SL,SI,3,0.5
2015.0,452718,FC,IN,PO,3,0.42857142857142855
2015.0,452718,CH,FC,CH,3,0.15789473684210525
2015.0,452718,CH,FC,SI,3,0.15789473684210525
2015.0,452718,FC,IN,SI,3,0.42857142857142855
2015.0,452718,SI,SL,FC,3,0.21428571428571427
2015.0,452718,SI,SL,CH,3,0.21428571428571427
2015.0,452718,SI,SL,SL,3,0.21428571428571427
2015.0,452718,IN,SI,SL,3,0.75
2015.0,452718,FC,SI,SL,3,0.6
2015.0,452718,IN,PO,SL,3,0.6
2015.0,452718,IN,FC,CH,3,1.0
2015.0,452718,PO,SL,SL,2,0.5
2015.0,452718,SL,SI,IN,2,0.1111111111111111
2015.0,452718,SI,CH,FC,2,0.5
2015.0,452718,CH,FC,PO,2,0.10526315789473684
2015.0,452718,SL,FC,CH,2,0.6666666666666666
2015.0,452718,SI,PO,FC,2,0.2857142857142857
2015.0,452718,IN,CH,FC,2,1.0
2015.0,452718,FC,PO,SI,2,1.0
2015.0,452718,PO,IN,FC,2,0.5
2015.0,452718,CH,CH,SL,2,0.25
2015.0,452718,SL,CH,FC,2,0.4
2015.0,452718,SL,SL,CH,1,0.16666666666666666
2015.0,452718,SL,SI,SI,1,0.05555555555555555
2015.0,452718,SL,SI,CH,1,0.05555555555555555
2015.0,452718,PO,FC,SL,1,0.5
2015.0,452718,FC,IN,CH,1,0.14285714285714285
2015.0,452718,SL,SL,SL,1,0.16666666666666666
2015.0,452718,SL,FC,SI,1,0.3333333333333333
2015.0,452718,SL,SL,IN,1,0.16666666666666666
2015.0,452718,SI,CH,CH,1,0.25
2015.0,452718,SI,CH,SL,1,0.25
2015.0,452718,CH,SI,SL,1,1.0
2015.0,452718,PO,FC,CH,1,0.5
2015.0,452718,PO,SL,SI,1,0.25
2015.0,452718,CH,SL,CH,1,0.2
2015.0,452718,SL,PO,SL,1,1.0
2015.0,452718,PO,SL,CH,1,0.25
2015.0,452718,IN,SI,SI,1,0.25
2015.0,452718,SI,PO,SI,1,0.14285714285714285
2015.0,452718,SI,SL,PO,1,0.07142857142857142
2015.0,452718,FC,SI,CH,1,0.2
2015.0,452718,FC,SI,FC,1,0.2
2015.0,452718,FC,CH,SL,1,0.07142857142857142
2015.0,452718,FC,CH,SI,1,0.07142857142857142
2015.0,452718,SI,FC,SI,1,0.16666666666666666
2015.0,452718,SI,FC,FC,1,0.16666666666666666
2015.0,452718,IN,SL,SI,1,1.0
2015.0,452718,IN,PO,SI,1,0.2
2015.0,452718,IN,PO,CH,1,0.2
2015.0,452718,FC,FC,FC,1,0.5
2015.0,452718,FC,FC,CH,1,0.5
2015.0,452718,PO,IN,CH,1,0.25
2015.0,452718,PO,IN,PO,1,0.25
2015.0,452718,SL,IN,SI,1,1.0
2015.0,452718,CH,IN,PO,1,1.0
2015.0,452718,SI,SI,CH,1,0.5
2015.0,452718,SI,IN,FC,1,0.5
2015.0,452718,SI,IN,SL,1,0.5
2015.0,452718,PO,CH,CH,1,1.0
2015.0,452718,SL,CH,SL,1,0.2
2015.0,452718,SL,CH,IN,1,0.2
2015.0,452718,SL,CH,CH,1,0.2
2015.0,452718,SI,SI,PO,1,0.5
2015.0,452733,SI,SL,SL,6,0.5454545454545454
2015.0,452733,SL,SL,SI,6,0.8571428571428571
2015.0,452733,SL,SI,CH,6,0.4
2015.0,452733,CH,SL,SI,5,0.5
2015.0,452733,SL,SI,IN,5,0.3333333333333333
2015.0,452733,SI,IN,FF,4,0.6666666666666666
2015.0,452733,IN,FF,CH,4,1.0
2015.0,452733,FF,CH,SI,4,0.4
2015.0,452733,FF,CH,SL,4,0.4
2015.0,452733,CH,SI,SL,4,0.5714285714285714
2015.0,452733,IN,SI,SL,3,1.0
2015.0,452733,SI,SL,SI,3,0.2727272727272727
2015.0,452733,CH,SL,CH,3,0.3
2015.0,452733,FF,SI,SL,3,1.0
2015.0,452733,SI,FF,CH,3,0.6
2015.0,452733,SI,CH,CH,3,0.42857142857142855
2015.0,452733,SI,CH,SL,3,0.42857142857142855
2015.0,452733,SL,SI,FF,3,0.2
2015.0,452733,SL,CH,CH,2,0.3333333333333333
2015.0,452733,SI,IN,SL,2,0.3333333333333333
2015.0,452733,SL,CH,SI,2,0.3333333333333333
2015.0,452733,CH,FF,IN,2,0.4
2015.0,452733,CH,FF,CH,2,0.4
2015.0,452733,SI,FF,SI,2,0.4
2015.0,452733,CH,CH,SL,2,0.4
2015.0,452733,CH,CH,FF,2,0.4
2015.0,452733,FF,IN,CH,1,0.5
2015.0,452733,IN,SL,CH,1,0.5
2015.0,452733,SL,CH,SL,1,0.16666666666666666
2015.0,452733,SL,CH,FF,1,0.16666666666666666
2015.0,452733,IN,SL,SI,1,0.5
2015.0,452733,CH,IN,SI,1,1.0
2015.0,452733,FF,IN,SI,1,0.5
2015.0,452733,SI,SL,FF,1,0.09090909090909091
2015.0,452733,FF,CH,FF,1,0.1
2015.0,452733,FF,CH,IN,1,0.1
2015.0,452733,SI,SL,CH,1,0.09090909090909091
2015.0,452733,CH,SL,IN,1,0.1
2015.0,452733,CH,SL,SL,1,0.1
2015.0,452733,SL,SL,CH,1,0.14285714285714285
2015.0,452733,CH,SI,IN,1,0.14285714285714285
2015.0,452733,CH,SI,CH,1,0.14285714285714285
2015.0,452733,CH,FF,SI,1,0.2
2015.0,452733,SI,SI,FF,1,1.0
2015.0,452733,CH,SI,SI,1,0.14285714285714285
2015.0,452733,SL,SI,SL,1,0.06666666666666667
2015.0,452733,SL,IN,SI,1,1.0
2015.0,452733,SI,CH,SI,1,0.14285714285714285
2015.0,452733,SL,FF,CH,1,1.0
2015.0,452733,IN,CH,FF,1,1.0
2015.0,452733,CH,CH,CH,1,0.2
2015.0,453156,CH,CH,CU,6,0.75
2015.0,453156,SL,SI,CU,6,0.6666666666666666
2015.0,453156,SI,CU,CH,6,0.6
2015.0,453156,CU,CH,CH,6,0.6
2015.0,453156,CH,CU,SI,6,0.6
2015.0,453156,CU,SI,SL,6,0.75
2015.0,453156,SI,SL,SI,4,0.4444444444444444
2015.0,453156,SL,SL,SI,3,0.42857142857142855
2015.0,453156,SI,CU,SL,3,0.3
2015.0,453156,SL,SI,PO,2,0.2222222222222222
2015.0,453156,SL,SL,SL,2,0.2857142857142857
2015.0,453156,SL,SL,CH,2,0.2857142857142857
2015.0,453156,SI,SL,SL,2,0.2222222222222222
2015.0,453156,CU,PO,SI,2,1.0
2015.0,453156,CU,SL,SL,2,0.5
2015.0,453156,PO,CU,CH,2,1.0
2015.0,453156,SI,SL,CH,2,0.2222222222222222
2015.0,453156,SL,CH,CU,2,0.3333333333333333
2015.0,453156,SL,CH,SI,2,0.3333333333333333
2015.0,453156,SI,PO,CU,2,1.0
2015.0,453156,CU,CH,CU,2,0.2
2015.0,453156,CH,CU,PO,2,0.2
2015.0,453156,CH,SL,SI,2,0.6666666666666666
2015.0,453156,CU,SI,CU,2,0.25
2015.0,453156,CH,CH,CH,1,0.125
2015.0,453156,PO,SI,SL,1,0.5
2015.0,453156,PO,SL,CH,1,1.0
2015.0,453156,CU,CU,SI,1,1.0
2015.0,453156,CH,CH,SL,1,0.125
2015.0,453156,PO,SI,SI,1,0.5
2015.0,453156,SL,SI,CH,1,0.1111111111111111
2015.0,453156,SL,CH,CH,1,0.16666666666666666
2015.0,453156,SI,CU,SI,1,0.1
2015.0,453156,CH,SI,SI,1,0.3333333333333333
2015.0,453156,CH,SI,CU,1,0.3333333333333333
2015.0,453156,CU,SL,SI,1,0.25
2015.0,453156,CU,SL,CU,1,0.25
2015.0,453156,SI,SL,CU,1,0.1111111111111111
2015.0,453156,SL,CH,SL,1,0.16666666666666666
2015.0,453156,CH,SI,SL,1,0.3333333333333333
2015.0,453156,SI,SI,SL,1,0.5
2015.0,453156,CU,CH,SL,1,0.1
2015.0,453156,CH,CU,CH,1,0.1
2015.0,453156,CH,CU,CU,1,0.1
2015.0,453156,CU,CH,SI,1,0.1
2015.0,453156,SI,SI,CU,1,0.5
2015.0,453156,SL,CU,SL,1,0.5
2015.0,453156,CH,SL,CH,1,0.3333333333333333
2015.0,453156,CH,PO,SL,1,1.0
2015.0,453156,SI,CH,PO,1,1.0
2015.0,453156,SL,CU,CH,1,0.5
2015.0,453172,FF,SI,SL,6,0.5454545454545454
2015.0,453172,SI,FF,CH,5,0.5
2015.0,453172,SL,CH,FF,5,0.625
2015.0,453172,SI,SI,FF,4,0.6666666666666666
2015.0,453172,SL,SI,FF,4,0.4
2015.0,453172,SI,SL,SL,4,0.3333333333333333
2015.0,453172,CH,FF,IN,4,0.3076923076923077
2015.0,453172,FF,SI,SI,3,0.2727272727272727
2015.0,453172,FF,SL,SI,3,0.42857142857142855
2015.0,453172,SL,SL,SI,3,0.3333333333333333
2015.0,453172,SI,FF,SI,3,0.3
2015.0,453172,SL,FF,SI,3,0.5
2015.0,453172,SI,SL,CH,3,0.25
2015.0,453172,CH,FF,SI,3,0.23076923076923078
2015.0,453172,FF,CH,FF,3,0.3333333333333333
2015.0,453172,FF,SL,SL,2,0.2857142857142857
2015.0,453172,CH,CH,FF,2,0.6666666666666666
2015.0,453172,PO,IN,FF,2,1.0
2015.0,453172,SI,FF,SL,2,0.2
2015.0,453172,SL,SL,SL,2,0.2222222222222222
2015.0,453172,SI,CH,SL,2,0.5
2015.0,453172,SL,SL,FF,2,0.2222222222222222
2015.0,453172,SI,CH,FF,2,0.5
2015.0,453172,SL,SL,CH,2,0.2222222222222222
2015.0,453172,IN,FF,CH,2,0.5
2015.0,453172,CH,SL,SI,2,0.5
2015.0,453172,SL,SI,SI,2,0.2
2015.0,453172,PO,SI,SL,2,1.0
2015.0,453172,SI,SL,FF,2,0.16666666666666666
2015.0,453172,FF,IN,PO,2,0.4
2015.0,453172,SL,FF,SL,2,0.3333333333333333
2015.0,453172,SI,SL,SI,2,0.16666666666666666
2015.0,453172,SL,SI,IN,2,0.2
2015.0,453172,CH,FF,SL,2,0.15384615384615385
2015.0,453172,CH,FF,CH,2,0.15384615384615385
2015.0,453172,FF,CH,SL,2,0.2222222222222222
2015.0,453172,FF,CH,CH,2,0.2222222222222222
2015.0,453172,SL,CH,SI,2,0.25
2015.0,453172,SI,IN,SL,1,0.5
2015.0,453172,FF,FF,SI,1,1.0
2015.0,453172,SI,IN,CH,1,0.5
2015.0,453172,CH,CH,SI,1,0.3333333333333333
2015.0,453172,FF,SL,FF,1,0.14285714285714285
2015.0,453172,FF,SI,CH,1,0.09090909090909091
2015.0,453172,FF,PO,IN,1,1.0
2015.0,453172,FF,SI,FF,1,0.09090909090909091
2015.0,453172,FF,SL,CH,1,0.14285714285714285
2015.0,453172,IN,FF,SI,1,0.25
2015.0,453172,IN,CH,FF,1,1.0
2015.0,453172,SI,SI,SL,1,0.16666666666666666
2015.0,453172,SI,SI,CH,1,0.16666666666666666
2015.0,453172,PO,SL,FF,1,1.0
2015.0,453172,IN,SI,SL,1,1.0
2015.0,453172,IN,FF,SL,1,0.25
2015.0,453172,CH,SL,FF,1,0.25
2015.0,453172,CH,SL,CH,1,0.25
2015.0,453172,SL,PO,SI,1,1.0
2015.0,453172,SL,FF,IN,1,0.16666666666666666
2015.0,453172,IN,SL,CH,1,0.5
2015.0,453172,IN,SL,SL,1,0.5
2015.0,453172,SI,SL,PO,1,0.08333333333333333
2015.0,453172,IN,PO,SI,1,0.5
2015.0,453172,SL,SI,SL,1,0.1
2015.0,453172,SL,SI,CH,1,0.1
2015.0,453172,IN,PO,SL,1,0.5
2015.0,453172,SI,PO,IN,1,1.0
2015.0,453172,FF,IN,FF,1,0.2
2015.0,453172,FF,IN,SL,1,0.2
2015.0,453172,FF,IN,SI,1,0.2
2015.0,453172,CH,IN,FF,1,1.0
2015.0,453172,SL,CH,CH,1,0.125
2015.0,453172,CH,FF,FF,1,0.07692307692307693
2015.0,453172,CH,SI,SI,1,0.25
2015.0,453172,CH,SI,FF,1,0.25
2015.0,453172,CH,SI,PO,1,0.25
2015.0,453172,CH,SI,CH,1,0.25
2015.0,453172,FF,CH,IN,1,0.1111111111111111
2015.0,453172,FF,CH,SI,1,0.1111111111111111
2015.0,453172,CH,FF,PO,1,0.07692307692307693
2015.0,453178,FF,IN,KC,6,1.0
2015.0,453178,PO,SI,SL,6,0.8571428571428571
2015.0,453178,SL,SI,KC,6,0.6
2015.0,453178,KC,FF,CH,6,0.75
2015.0,453178,SL,SL,SI,6,0.6
2015.0,453178,CH,FF,KC,6,0.35294117647058826
2015.0,453178,IN,KC,PO,5,0.625
2015.0,453178,KC,CH,FF,5,0.5555555555555556
2015.0,453178,SI,KC,FF,5,0.625
2015.0,453178,KC,PO,SI,5,1.0
2015.0,453178,SI,SL,SL,4,0.4444444444444444
2015.0,453178,SL,CH,FF,4,0.8
2015.0,453178,FF,CH,FF,4,0.3076923076923077
2015.0,453178,CH,FF,IN,4,0.23529411764705882
2015.0,453178,CH,CH,SL,3,0.5
2015.0,453178,KC,IN,FF,3,0.75
2015.0,453178,SL,KC,FF,3,0.6
2015.0,453178,FF,CH,CH,3,0.23076923076923078
2015.0,453178,FF,CH,SL,3,0.23076923076923078
2015.0,453178,IN,FF,CH,3,0.6
2015.0,453178,CH,SL,KC,3,0.42857142857142855
2015.0,453178,KC,SL,SL,3,0.75
2015.0,453178,CH,FF,CH,3,0.17647058823529413
2015.0,453178,IN,KC,SI,2,0.25
2015.0,453178,SI,SL,KC,2,0.2222222222222222
2015.0,453178,SI,PO,KC,2,1.0
2015.0,453178,SI,SL,CH,2,0.2222222222222222
2015.0,453178,CH,CH,FF,2,0.3333333333333333
2015.0,453178,FF,KC,CH,2,0.2857142857142857
2015.0,453178,FF,KC,SL,2,0.2857142857142857
2015.0,453178,KC,CH,CH,2,0.2222222222222222
2015.0,453178,FF,CH,IN,2,0.15384615384615385
2015.0,453178,FF,KC,SI,2,0.2857142857142857
2015.0,453178,SL,SI,PO,2,0.2
2015.0,453178,SI,CH,FF,2,1.0
2015.0,453178,SI,KC,CH,2,0.25
2015.0,453178,FF,SL,SI,2,0.5
2015.0,453178,PO,KC,IN,2,0.6666666666666666
2015.0,453178,SL,SL,SL,2,0.2
2015.0,453178,CH,FF,SI,2,0.11764705882352941
2015.0,453178,CH,FF,SL,2,0.11764705882352941
2015.0,453178,SI,FF,CH,1,0.5
2015.0,453178,SI,FF,IN,1,0.5
2015.0,453178,IN,KC,CH,1,0.125
2015.0,453178,SI,SL,IN,1,0.1111111111111111
2015.0,453178,CH,KC,CH,1,0.5
2015.0,453178,PO,SI,FF,1,0.14285714285714285
2015.0,453178,CH,KC,SL,1,0.5
2015.0,453178,KC,IN,KC,1,0.25
2015.0,453178,CH,CH,PO,1,0.16666666666666666
2015.0,453178,SL,IN,SL,1,0.5
2015.0,453178,KC,SI,CH,1,0.25
2015.0,453178,FF,SI,KC,1,0.3333333333333333
2015.0,453178,FF,SI,FF,1,0.3333333333333333
2015.0,453178,FF,SI,SL,1,0.3333333333333333
2015.0,453178,KC,SI,SL,1,0.25
2015.0,453178,KC,SI,IN,1,0.25
2015.0,453178,SI,IN,FF,1,1.0
2015.0,453178,SL,CH,CH,1,0.2
2015.0,453178,SL,KC,IN,1,0.2
2015.0,453178,SL,KC,CH,1,0.2
2015.0,453178,SL,SI,CH,1,0.1
2015.0,453178,KC,SI,KC,1,0.25
2015.0,453178,KC,FF,IN,1,0.125
2015.0,453178,KC,FF,SL,1,0.125
2015.0,453178,IN,FF,SL,1,0.2
2015.0,453178,IN,FF,SI,1,0.2
2015.0,453178,IN,SI,FF,1,1.0
2015.0,453178,FF,FF,KC,1,1.0
2015.0,453178,SL,FF,FF,1,1.0
2015.0,453178,FF,CH,KC,1,0.07692307692307693
2015.0,453178,KC,CH,SL,1,0.1111111111111111
2015.0,453178,KC,CH,KC,1,0.1111111111111111
2015.0,453178,CH,PO,SI,1,1.0
2015.0,453178,CH,SL,SI,1,0.14285714285714285
2015.0,453178,CH,SL,PO,1,0.14285714285714285
2015.0,453178,CH,SL,CH,1,0.14285714285714285
2015.0,453178,FF,KC,KC,1,0.14285714285714285
2015.0,453178,CH,SL,SL,1,0.14285714285714285
2015.0,453178,SL,SI,SL,1,0.1
2015.0,453178,KC,KC,SL,1,1.0
2015.0,453178,SI,KC,IN,1,0.125
2015.0,453178,SL,IN,SI,1,0.5
2015.0,453178,FF,SL,PO,1,0.25
2015.0,453178,KC,SL,IN,1,0.25
2015.0,453178,FF,SL,CH,1,0.25
2015.0,453178,CH,IN,FF,1,0.5
2015.0,453178,SL,PO,SI,1,0.5
2015.0,453178,SL,PO,KC,1,0.5
2015.0,453178,SL,SL,FF,1,0.1
2015.0,453178,SL,SL,CH,1,0.1
2015.0,453178,IN,SL,SI,1,1.0
2015.0,453178,PO,KC,CH,1,0.3333333333333333
2015.0,453178,CH,IN,KC,1,0.5
2015.0,453192,SL,SI,FF,7,0.6363636363636364
2015.0,453192,SL,FF,SL,6,0.5454545454545454
2015.0,453192,FF,SI,SL,6,0.8571428571428571
2015.0,453192,FF,SL,FF,6,0.375
2015.0,453192,SL,SL,SI,5,0.45454545454545453
2015.0,453192,FF,SL,SL,5,0.3125
2015.0,453192,SL,SL,FF,4,0.36363636363636365
2015.0,453192,SI,SL,SL,4,0.5
2015.0,453192,FF,FF,SL,4,0.4
2015.0,453192,SI,FF,SL,4,0.4444444444444444
2015.0,453192,FF,SL,SI,4,0.25
2015.0,453192,FF,FF,FF,3,0.3
2015.0,453192,SI,SL,SI,3,0.375
2015.0,453192,SI,FF,FF,3,0.3333333333333333
2015.0,453192,SL,SI,IN,2,0.18181818181818182
2015.0,453192,SL,FF,SI,2,0.18181818181818182
2015.0,453192,SL,SL,SL,2,0.18181818181818182
2015.0,453192,SL,SI,SL,2,0.18181818181818182
2015.0,453192,SL,FF,FF,2,0.18181818181818182
2015.0,453192,IN,FF,SL,2,0.5
2015.0,453192,IN,FF,FF,2,0.5
2015.0,453192,FF,FF,SI,2,0.2
2015.0,453192,SI,FF,SI,2,0.2222222222222222
2015.0,453192,SI,IN,FF,2,1.0
2015.0,453192,IN,SI,FF,1,1.0
2015.0,453192,SL,FF,IN,1,0.09090909090909091
2015.0,453192,FF,SI,FF,1,0.14285714285714285
2015.0,453192,SI,SL,FF,1,0.125
2015.0,453192,FF,IN,FF,1,0.5
2015.0,453192,FF,IN,SI,1,0.5
2015.0,453192,SL,IN,FF,1,1.0
2015.0,453192,FF,FF,IN,1,0.1
2015.0,453192,FF,SL,IN,1,0.0625
2015.0,453203,CH,CU,SL,4,1.0
2015.0,453203,SL,CH,CU,2,1.0
2015.0,453203,CU,SL,CH,2,0.6666666666666666
2015.0,453203,SL,SL,CU,1,1.0
2015.0,453203,CU,SL,SL,1,0.3333333333333333
2015.0,453203,CU,CH,CH,1,1.0
2015.0,453203,CH,CH,CU,1,1.0
2015.0,453203,SL,CU,CH,1,1.0
2015.0,453214,CU,FF,KN,9,0.8181818181818182
2015.0,453214,KN,FF,CU,8,0.6666666666666666
2015.0,453214,FF,KN,FF,5,0.38461538461538464
2015.0,453214,KN,CU,FF,5,0.625
2015.0,453214,CU,KN,FF,5,0.625
2015.0,453214,FF,KN,KN,4,0.3076923076923077
2015.0,453214,FF,KN,CU,4,0.3076923076923077
2015.0,453214,FF,CU,CU,4,0.4
2015.0,453214,FF,CU,KN,4,0.4
2015.0,453214,CU,CU,FF,4,0.6666666666666666
2015.0,453214,KN,FF,KN,3,0.25
2015.0,453214,KN,KN,FF,3,0.75
2015.0,453214,CU,KN,CU,3,0.375
2015.0,453214,FF,CU,FF,2,0.2
2015.0,453214,CU,FF,CU,2,0.18181818181818182
2015.0,453214,KN,CU,KN,2,0.25
2015.0,453214,CU,CU,KN,2,0.3333333333333333
2015.0,453214,KN,FF,FF,1,0.08333333333333333
2015.0,453214,KN,CU,CU,1,0.125
2015.0,453214,KN,KN,CU,1,0.25
2015.0,453214,FF,FF,KN,1,1.0
2015.0,453222,SL,SI,FF,8,0.5333333333333333
2015.0,453222,FF,SI,SL,7,0.7777777777777778
2015.0,453222,CU,CH,CH,7,0.5384615384615384
2015.0,453222,CH,CU,FC,7,0.5833333333333334
2015.0,453222,CU,FC,FF,6,0.75
2015.0,453222,CH,CH,CU,5,0.5
2015.0,453222,SI,SL,CU,5,0.3125
2015.0,453222,SL,CU,CH,4,0.6666666666666666
2015.0,453222,FF,FC,CU,4,0.5714285714285714
2015.0,453222,FC,SL,SI,4,0.8
2015.0,453222,SL,SI,CU,4,0.26666666666666666
2015.0,453222,SI,CU,CH,4,1.0
2015.0,453222,FC,FF,IN,4,0.5
2015.0,453222,SI,SL,CH,4,0.25
2015.0,453222,CU,SL,SI,3,0.75
2015.0,453222,FF,IN,SI,3,0.6
2015.0,453222,IN,SI,SL,3,1.0
2015.0,453222,FC,CU,CH,3,0.6
2015.0,453222,SI,FF,FC,3,0.3333333333333333
2015.0,453222,FC,FF,SI,3,0.375
2015.0,453222,SI,SL,SI,3,0.1875
2015.0,453222,FF,SL,SI,2,0.6666666666666666
2015.0,453222,CU,FF,SI,2,0.6666666666666666
2015.0,453222,PO,IN,FF,2,1.0
2015.0,453222,CU,CH,CU,2,0.15384615384615385
2015.0,453222,SL,SI,PO,2,0.13333333333333333
2015.0,453222,FC,CU,SL,2,0.4
2015.0,453222,IN,FF,FC,2,0.6666666666666666
2015.0,453222,CH,CH,SL,2,0.2
2015.0,453222,CH,CH,FC,2,0.2
2015.0,453222,FF,CH,CU,2,1.0
2015.0,453222,SI,FF,CH,2,0.2222222222222222
2015.0,453222,SI,FF,SI,2,0.2222222222222222
2015.0,453222,PO,SI,SL,2,1.0
2015.0,453222,CH,FC,FF,2,0.4
2015.0,453222,CH,SL,SI,2,0.5
2015.0,453222,CH,SL,FF,2,0.5
2015.0,453222,IN,PO,SI,2,1.0
2015.0,453222,CH,CU,FF,2,0.16666666666666666
2015.0,453222,FC,SI,SL,2,1.0
2015.0,453222,FF,CU,CH,2,0.6666666666666666
2015.0,453222,SI,PO,IN,2,1.0
2015.0,453222,SI,SL,SL,2,0.125
2015.0,453222,SI,CH,CH,1,1.0
2015.0,453222,CU,FC,SL,1,0.125
2015.0,453222,CU,FC,SI,1,0.125
2015.0,453222,FC,CH,CU,1,0.3333333333333333
2015.0,453222,FC,CH,SI,1,0.3333333333333333
2015.0,453222,FC,CH,SL,1,0.3333333333333333
2015.0,453222,FF,SL,FC,1,0.3333333333333333
2015.0,453222,FF,FC,FC,1,0.14285714285714285
2015.0,453222,SL,CU,SL,1,0.16666666666666666
2015.0,453222,SL,CU,FC,1,0.16666666666666666
2015.0,453222,FF,SI,IN,1,0.1111111111111111
2015.0,453222,FF,FF,SI,1,1.0
2015.0,453222,FF,FC,CH,1,0.14285714285714285
2015.0,453222,FF,FC,SL,1,0.14285714285714285
2015.0,453222,CH,IN,FF,1,1.0
2015.0,453222,CU,SL,FF,1,0.25
2015.0,453222,CU,FF,FC,1,0.3333333333333333
2015.0,453222,CU,SI,SL,1,1.0
2015.0,453222,FF,SI,FC,1,0.1111111111111111
2015.0,453222,CU,CH,SI,1,0.07692307692307693
2015.0,453222,SL,CH,FC,1,0.25
2015.0,453222,SL,CH,CH,1,0.25
2015.0,453222,SL,SI,CH,1,0.06666666666666667
2015.0,453222,SL,FF,SI,1,0.2
2015.0,453222,SL,FF,IN,1,0.2
2015.0,453222,SL,CH,CU,1,0.25
2015.0,453222,SL,FF,SL,1,0.2
2015.0,453222,SL,FF,CU,1,0.2
2015.0,453222,SL,CH,FF,1,0.25
2015.0,453222,IN,CH,FC,1,1.0
2015.0,453222,FF,IN,PO,1,0.2
2015.0,453222,FF,IN,CH,1,0.2
2015.0,453222,IN,FF,SL,1,0.3333333333333333
2015.0,453222,CH,CH,CH,1,0.1
2015.0,453222,CH,FF,CU,1,1.0
2015.0,453222,SI,IN,PO,1,1.0
2015.0,453222,FC,SL,CU,1,0.2
2015.0,453222,FC,PO,CH,1,1.0
2015.0,453222,CH,SI,FF,1,0.5
2015.0,453222,CH,SI,SL,1,0.5
2015.0,453222,SI,FF,FF,1,0.1111111111111111
2015.0,453222,SI,FF,SL,1,0.1111111111111111
2015.0,453222,FC,FC,CH,1,1.0
2015.0,453222,CU,CH,SL,1,0.07692307692307693
2015.0,453222,CU,CH,IN,1,0.07692307692307693
2015.0,453222,CU,CH,FC,1,0.07692307692307693
2015.0,453222,SL,FF,FC,1,0.2
2015.0,453222,CH,FC,CU,1,0.2
2015.0,453222,CH,FC,SL,1,0.2
2015.0,453222,CH,FC,CH,1,0.2
2015.0,453222,SI,SL,FF,1,0.0625
2015.0,453222,SI,SL,FC,1,0.0625
2015.0,453222,SL,SL,SI,1,0.3333333333333333
2015.0,453222,PO,CH,CU,1,1.0
2015.0,453222,FF,CU,FF,1,0.3333333333333333
2015.0,453222,SL,SL,SL,1,0.3333333333333333
2015.0,453222,CH,CU,SI,1,0.08333333333333333
2015.0,453222,CH,CU,IN,1,0.08333333333333333
