season,pitcher_id,pitch_type,run_len,n_runs
2015.0,605177,SI,1,30
2015.0,605177,SL,2,1
2015.0,605177,SL,1,28
2015.0,605200,CH,1,5
2015.0,605200,CU,1,5
2015.0,605200,FC,1,5
2015.0,605200,SI,2,1
2015.0,605200,SI,1,3
2015.0,605218,CH,1,5
2015.0,605218,CU,2,1
2015.0,605218,CU,1,8
2015.0,605218,FF,2,1
2015.0,605218,FF,1,8
2015.0,605226,CH,2,2
2015.0,605226,CH,1,11
2015.0,605226,CU,1,15
2015.0,605226,FF,2,2
2015.0,605226,FF,1,11
2015.0,605226,IN,1,5
2015.0,605228,CH,2,4
2015.0,605228,CH,1,12
2015.0,605228,CU,2,2
2015.0,605228,CU,1,16
2015.0,605228,FF,2,2
2015.0,605228,FF,1,16
2015.0,605228,SI,3,1
2015.0,605228,SI,1,17
2015.0,605232,CH,2,4
2015.0,605232,CH,1,22
2015.0,605232,FF,2,2
2015.0,605232,FF,1,16
2015.0,605232,SI,2,3
2015.0,605232,SI,1,24
2015.0,605232,SL,2,4
2015.0,605232,SL,1,22
2015.0,605288,CH,2,1
2015.0,605288,CH,1,8
2015.0,605288,CU,1,5
2015.0,605288,FF,1,5
2015.0,605288,SI,2,1
2015.0,605288,SI,1,8
2015.0,605304,CH,1,10
2015.0,605304,CU,2,1
2015.0,605304,CU,1,8
2015.0,605304,FF,2,1
2015.0,605304,FF,1,8
2015.0,605304,PO,1,5
2015.0,605304,SI,1,10
2015.0,605304,SL,3,1
2015.0,605304,SL,2,1
2015.0,605304,SL,1,5
2015.0,605309,CH,3,1
2015.0,605309,CH,2,3
2015.0,605309,CH,1,26
2015.0,605309,CU,2,1
2015.0,605309,CU,1,33
2015.0,605309,FF,4,1
2015.0,605309,FF,2,5
2015.0,605309,FF,1,21
2015.0,605309,PO,1,5
2015.0,605309,SI,2,2
2015.0,605309,SI,1,31
2015.0,605317,CH,2,1
2015.0,605317,CH,1,8
2015.0,605317,FF,1,10
2015.0,605317,IN,2,1
2015.0,605317,IN,1,3
2015.0,605317,SL,1,10
2015.0,605333,CH,2,1
2015.0,605333,CH,1,8
2015.0,605333,CU,2,1
2015.0,605333,CU,1,13
2015.0,605333,FF,2,1
2015.0,605333,FF,1,13
2015.0,605338,FF,2,1
2015.0,605338,FF,1,8
2015.0,605338,SI,1,10
2015.0,605338,SL,1,10
2015.0,605347,CH,2,1
2015.0,605347,CH,1,8
2015.0,605347,CU,2,2
2015.0,605347,CU,1,6
2015.0,605347,FF,2,2
2015.0,605347,FF,1,6
2015.0,605347,SI,2,1
2015.0,605347,SI,1,8
2015.0,605359,CH,2,1
2015.0,605359,CH,1,8
2015.0,605359,FF,1,10
2015.0,605359,IN,2,1
2015.0,605359,IN,1,3
2015.0,605359,SI,1,10
2015.0,605359,SL,1,10
2015.0,605374,FF,3,2
2015.0,605374,FF,2,1
2015.0,605374,FF,1,12
2015.0,605374,IN,1,5
2015.0,605374,SI,3,1
2015.0,605374,SI,2,1
2015.0,605374,SI,1,15
2015.0,605374,SL,4,1
2015.0,605374,SL,2,3
2015.0,605374,SL,1,10
2015.0,605388,CH,2,3
2015.0,605388,CH,1,14
2015.0,605388,CU,1,15
2015.0,605388,FF,2,4
2015.0,605388,FF,1,12
2015.0,605388,SL,2,1
2015.0,605388,SL,1,18
2015.0,605396,CH,2,1
2015.0,605396,CH,1,3
2015.0,605396,CU,2,1
2015.0,605396,CU,1,8
2015.0,605396,FF,4,1
2015.0,605396,FF,1,6
2015.0,605396,SL,1,5
2015.0,605400,CH,2,2
2015.0,605400,CH,1,11
2015.0,605400,CU,1,15
2015.0,605400,FF,1,15
2015.0,605400,IN,1,5
2015.0,605400,PO,1,10
2015.0,605400,SI,2,1
2015.0,605400,SI,1,13
2015.0,605452,CH,2,1
2015.0,605452,CH,1,18
2015.0,605452,FF,1,10
2015.0,605452,SI,2,1
2015.0,605452,SI,1,18
2015.0,605452,SL,4,1
2015.0,605452,SL,2,2
2015.0,605452,SL,1,12
2015.0,605476,CH,2,1
2015.0,605476,CH,1,23
2015.0,605476,FF,3,1
2015.0,605476,FF,2,1
2015.0,605476,FF,1,20
2015.0,605476,IN,1,15
2015.0,605476,PO,1,5
2015.0,605476,SI,2,4
2015.0,605476,SI,1,27
2015.0,605476,SL,4,1
2015.0,605476,SL,2,3
2015.0,605476,SL,1,25
2015.0,605477,AB,2,1
2015.0,605477,AB,1,3
2015.0,605477,FF,2,1
2015.0,605477,FF,1,3
2015.0,605477,SI,1,5
2015.0,605477,SL,1,5
2015.0,605538,CH,2,1
2015.0,605538,CH,1,23
2015.0,605538,CU,1,25
2015.0,605538,FF,2,2
2015.0,605538,FF,1,21
2015.0,605538,IN,1,10
2015.0,605538,SI,2,1
2015.0,605538,SI,1,23
2015.0,605538,SL,2,2
2015.0,605538,SL,1,21
2015.0,605541,CH,2,2
2015.0,605541,CH,1,16
2015.0,605541,CU,1,15
2015.0,605541,FF,2,3
2015.0,605541,FF,1,14
2015.0,605541,IN,1,10
2015.0,605541,SI,2,1
2015.0,605541,SI,1,18
2015.0,605541,SL,2,3
2015.0,605541,SL,1,14
2015.0,605894,CH,2,3
2015.0,605894,CH,1,14
2015.0,605894,CU,1,20
2015.0,605894,FC,1,5
2015.0,605894,FF,1,20
2015.0,605894,SI,2,4
2015.0,605894,SI,1,12
2015.0,606160,CH,1,5
2015.0,606160,FF,2,1
2015.0,606160,FF,1,3
2015.0,606160,IN,1,5
2015.0,606160,SI,1,5
2015.0,606160,SL,2,1
2015.0,606160,SL,1,3
2015.0,606273,CH,2,1
2015.0,606273,CH,1,33
2015.0,606273,CU,2,5
2015.0,606273,CU,1,25
2015.0,606273,FF,2,5
2015.0,606273,FF,1,25
2015.0,606273,IN,1,10
2015.0,606273,SI,3,2
2015.0,606273,SI,2,4
2015.0,606273,SI,1,21
2015.0,607067,CU,2,1
2015.0,607067,CU,1,8
2015.0,607067,FC,1,10
2015.0,607067,FF,2,1
2015.0,607067,FF,1,8
2015.0,607067,FS,1,5
2015.0,607067,SI,2,1
2015.0,607067,SI,1,8
2015.0,607068,CH,1,10
2015.0,607068,FF,1,5
2015.0,607068,SI,1,10
2015.0,607068,SL,2,2
2015.0,607068,SL,1,6
2015.0,607074,CH,2,3
2015.0,607074,CH,1,19
2015.0,607074,FF,2,1
2015.0,607074,FF,1,28
2015.0,607074,SI,2,5
2015.0,607074,SI,1,20
2015.0,607074,SL,2,5
2015.0,607074,SL,1,20
2015.0,607259,CH,2,1
2015.0,607259,CH,1,28
2015.0,607259,CU,2,2
2015.0,607259,CU,1,26
2015.0,607259,FF,2,1
2015.0,607259,FF,1,28
2015.0,607259,IN,2,1
2015.0,607259,IN,1,8
2015.0,607259,SI,2,1
2015.0,607259,SI,1,28
2015.0,607259,SL,2,2
2015.0,607259,SL,1,26
2015.0,607309,CH,2,2
2015.0,607309,CH,1,16
2015.0,607309,FF,2,2
2015.0,607309,FF,1,16
2015.0,607309,SI,2,2
2015.0,607309,SI,1,16
2015.0,607309,SL,2,5
2015.0,607309,SL,1,10
2015.0,607359,CH,3,1
2015.0,607359,CH,2,1
2015.0,607359,CH,1,15
2015.0,607359,FF,2,1
2015.0,607359,FF,1,18
2015.0,607359,PO,1,5
2015.0,607359,SI,2,1
2015.0,607359,SI,1,18
2015.0,607359,SL,2,3
2015.0,607359,SL,1,14
2015.0,607374,CH,2,1
2015.0,607374,CH,1,18
2015.0,607374,FF,2,2
2015.0,607374,FF,1,16
2015.0,607374,PO,1,10
2015.0,607374,SI,2,2
2015.0,607374,SI,1,16
2015.0,607374,SL,2,3
2015.0,607374,SL,1,14
2015.0,607405,CU,2,1
2015.0,607405,CU,1,3
2015.0,607405,FF,1,5
2015.0,607405,SL,1,5
2015.0,607457,CH,2,1
2015.0,607457,CH,1,8
2015.0,607457,FF,1,15
2015.0,607457,IN,1,10
2015.0,607457,SL,1,15
2015.0,607968,CH,2,1
2015.0,607968,CH,1,8
2015.0,607968,FF,2,1
2015.0,607968,FF,1,8
2015.0,607968,PO,1,5
2015.0,607968,SI,1,10
2015.0,607968,SL,2,1
2015.0,607968,SL,1,8
2015.0,608167,CH,2,3
2015.0,608167,CH,1,14
2015.0,608167,FF,1,20
2015.0,608167,SI,2,1
2015.0,608167,SI,1,18
2015.0,608167,SL,2,1
2015.0,608167,SL,1,18
2015.0,608349,CH,1,10
2015.0,608349,FF,3,2
2015.0,608349,FF,2,5
2015.0,608349,FF,1,9
2015.0,608349,IN,1,5
2015.0,608349,KC,2,2
2015.0,608349,KC,1,21
2015.0,608379,CH,2,1
2015.0,608379,CH,1,33
2015.0,608379,CU,3,1
2015.0,608379,CU,2,1
2015.0,608379,CU,1,30
2015.0,608379,FC,1,30
2015.0,608379,FF,2,2
2015.0,608379,FF,1,31
2015.0,608379,IN,1,20
2015.0,608379,PO,1,5
2015.0,608641,CH,2,1
2015.0,608641,CH,1,8
2015.0,608641,CU,2,1
2015.0,608641,CU,1,8
2015.0,608641,FF,1,10
2015.0,608641,IN,1,5
2015.0,608641,SI,1,5
2015.0,608641,SL,2,1
2015.0,608641,SL,1,8
2015.0,608648,CH,1,5
2015.0,608648,FC,1,15
2015.0,608648,FF,2,1
2015.0,608648,FF,1,13
2015.0,608648,KC,2,1
2015.0,608648,KC,1,13
2015.0,608648,SI,1,15
2015.0,608665,CH,2,2
2015.0,608665,CH,1,21
2015.0,608665,CU,1,5
2015.0,608665,FC,1,25
2015.0,608665,FF,2,1
2015.0,608665,FF,1,23
2015.0,608665,PO,1,5
2015.0,608665,SI,1,25
2015.0,608665,SL,2,2
2015.0,608665,SL,1,21
2015.0,608678,CH,2,1
2015.0,608678,CH,1,8
2015.0,608678,FC,2,1
2015.0,608678,FC,1,18
2015.0,608678,FF,2,1
2015.0,608678,FF,1,18
2015.0,608678,IN,2,1
2015.0,608678,IN,1,8
2015.0,608678,SI,2,1
2015.0,608678,SI,1,18
2015.0,608678,SL,2,1
2015.0,608678,SL,1,18
2015.0,611093,CH,4,1
2015.0,611093,CH,3,1
2015.0,611093,CH,1,8
2015.0,611093,FF,2,1
2015.0,611093,FF,1,13
2015.0,611093,IN,1,5
2015.0,611093,SI,1,5
2015.0,611093,SL,2,2
2015.0,611093,SL,1,11
2015.0,612272,CH,2,1
2015.0,612272,CH,1,8
2015.0,612272,FF,2,1
2015.0,612272,FF,1,8
2015.0,612272,SL,1,10
2015.0,612434,CH,3,1
2015.0,612434,CH,2,3
2015.0,612434,CH,1,11
2015.0,612434,FF,2,3
2015.0,612434,FF,1,14
2015.0,612434,IN,1,10
2015.0,612434,SL,3,1
2015.0,612434,SL,2,4
2015.0,612434,SL,1,9
2015.0,612672,CH,2,3
2015.0,612672,CH,1,29
2015.0,612672,CU,2,2
2015.0,612672,CU,1,31
2015.0,612672,FF,2,3
2015.0,612672,FF,1,29
2015.0,612672,SI,2,2
2015.0,612672,SI,1,31
2015.0,612672,SL,2,3
2015.0,612672,SL,1,29
2015.0,621121,CH,2,4
2015.0,621121,CH,1,22
2015.0,621121,FF,2,2
2015.0,621121,FF,1,26
2015.0,621121,IN,1,5
2015.0,621121,KC,2,2
2015.0,621121,KC,1,26
2015.0,621121,PO,1,5
2015.0,621121,SI,2,1
2015.0,621121,SI,1,18
2015.0,621209,CH,1,5
2015.0,621209,CU,1,5
2015.0,621209,FF,1,5
2015.0,621209,SI,1,5
2015.0,621209,SL,1,5
2015.0,621281,CH,1,15
2015.0,621281,CU,1,15
2015.0,621281,FC,2,2
2015.0,621281,FC,1,11
2015.0,621281,FF,2,3
2015.0,621281,FF,1,9
2015.0,621281,SI,1,5
2015.0,621397,CH,1,10
2015.0,621397,CU,1,10
2015.0,621397,FF,2,1
2015.0,621397,FF,1,8
2015.0,621397,IN,1,10
2015.0,621397,SI,2,1
2015.0,621397,SI,1,8
2015.0,621408,CH,1,10
2015.0,621408,CU,1,5
2015.0,621408,FF,2,1
2015.0,621408,FF,1,18
2015.0,621408,IN,1,5
2015.0,621408,SL,1,20
2015.0,621962,CH,2,3
2015.0,621962,CH,1,19
2015.0,621962,CU,3,1
2015.0,621962,CU,2,1
2015.0,621962,CU,1,20
2015.0,621962,EP,1,5
2015.0,621962,FC,2,3
2015.0,621962,FC,1,19
2015.0,621962,FF,2,2
2015.0,621962,FF,1,21
2015.0,622072,CH,2,5
2015.0,622072,CH,1,25
2015.0,622072,IN,2,1
2015.0,622072,IN,1,23
2015.0,622072,KC,1,35
2015.0,622072,SI,2,3
2015.0,622072,SI,1,29
2015.0,622663,CH,1,15
2015.0,622663,FC,1,15
2015.0,622663,FF,2,2
2015.0,622663,FF,1,11
2015.0,622663,SI,1,5
2015.0,622663,SL,1,15
2015.0,623184,CH,2,1
2015.0,623184,CH,1,23
2015.0,623184,CU,2,3
2015.0,623184,CU,1,29
2015.0,623184,FF,2,3
2015.0,623184,FF,1,29
2015.0,623184,IN,1,10
2015.0,623184,PO,1,5
2015.0,623184,SI,1,30
2015.0,623184,SL,2,2
2015.0,623184,SL,1,31
2015.0,623395,CH,2,1
2015.0,623395,CH,1,8
2015.0,623395,CU,2,3
2015.0,623395,CU,1,9
2015.0,623395,FF,2,2
2015.0,623395,FF,1,11
2015.0,623395,IN,1,5
2015.0,623395,SI,1,5
2015.0,623430,CH,2,1
2015.0,623430,CH,1,8
2015.0,623430,FF,2,1
2015.0,623430,FF,1,13
2015.0,623430,IN,1,5
2015.0,623430,SL,2,2
2015.0,623430,SL,1,11
2015.0,628333,CH,2,2
2015.0,628333,CH,1,26
2015.0,628333,CU,2,1
2015.0,628333,CU,1,28
2015.0,628333,EP,2,1
2015.0,628333,EP,1,28
2015.0,628333,FC,2,1
2015.0,628333,FC,1,28
2015.0,628333,FF,2,1
2015.0,628333,FF,1,28
2015.0,628333,IN,1,15
2015.0,628333,PO,1,5
2015.0,628333,SI,1,30
2015.0,628333,SL,2,1
2015.0,628333,SL,1,28
2015.0,628452,CH,2,1
2015.0,628452,CH,1,23
2015.0,628452,FF,2,2
2015.0,628452,FF,1,21
2015.0,628452,PO,1,5
2015.0,628452,SI,2,1
2015.0,628452,SI,1,23
2015.0,628452,SL,2,4
2015.0,628452,SL,1,17
2015.0,641490,CH,3,1
2015.0,641490,CH,2,2
2015.0,641490,CH,1,18
2015.0,641490,FF,2,4
2015.0,641490,FF,1,22
2015.0,641490,SI,1,5
2015.0,641490,SL,2,6
2015.0,641490,SL,1,18
2015.0,641627,CH,2,2
2015.0,641627,CH,1,16
2015.0,641627,CU,2,3
2015.0,641627,CU,1,14
2015.0,641627,FF,2,3
2015.0,641627,FF,1,9
2015.0,641627,IN,1,5
2015.0,641627,SI,2,4
2015.0,641627,SI,1,17
2015.0,643327,CH,1,15
2015.0,643327,CU,1,15
2015.0,643327,FC,1,15
2015.0,643327,FF,1,15
2015.0,643327,IN,1,5
2015.0,643327,SI,2,2
2015.0,643327,SI,1,11
2015.0,648737,CH,2,4
2015.0,648737,CH,1,12
2015.0,648737,FF,2,3
2015.0,648737,FF,1,19
2015.0,648737,IN,1,5
2015.0,648737,SI,3,1
2015.0,648737,SI,1,12
2015.0,648737,SL,2,1
2015.0,648737,SL,1,23
2015.0,,AB,2,1
2015.0,,AB,1,49
2015.0,,CH,19,1
2015.0,,CH,18,1
2015.0,,CH,16,2
2015.0,,CH,15,3
2015.0,,CH,14,1
2015.0,,CH,13,12
2015.0,,CH,12,8
2015.0,,CH,11,25
2015.0,,CH,10,28
2015.0,,CH,9,64
2015.0,,CH,8,566
2015.0,,CH,7,481
2015.0,,CH,6,555
2015.0,,CH,5,719
2015.0,,CH,4,2433
2015.0,,CH,3,1855
2015.0,,CH,2,4229
2015.0,,CH,1,80041
2015.0,,CS,3,2
2015.0,,CS,2,3
2015.0,,CS,1,23
2015.0,,CU,14,3
2015.0,,CU,13,1
2015.0,,CU,12,1
2015.0,,CU,10,2
2015.0,,CU,9,5
2015.0,,CU,8,1491
2015.0,,CU,7,1275
2015.0,,CU,6,1298
2015.0,,CU,5,963
2015.0,,CU,4,5362
2015.0,,CU,3,4050
2015.0,,CU,2,2605
2015.0,,CU,1,17462
2015.0,,EP,8,3
2015.0,,EP,7,4
2015.0,,EP,6,8
2015.0,,EP,5,7
2015.0,,EP,4,31
2015.0,,EP,3,53
2015.0,,EP,2,146
2015.0,,EP,1,1451
2015.0,,FA,3,1
2015.0,,FA,2,5
2015.0,,FA,1,132
2015.0,,FC,11,2
2015.0,,FC,9,3
2015.0,,FC,8,1397
2015.0,,FC,7,591
2015.0,,FC,6,333
2015.0,,FC,5,368
2015.0,,FC,4,3858
2015.0,,FC,3,1545
2015.0,,FC,2,1784
2015.0,,FC,1,12981
2015.0,,FF,29,1
2015.0,,FF,25,1
2015.0,,FF,24,2
2015.0,,FF,21,2
2015.0,,FF,20,2
2015.0,,FF,19,2
2015.0,,FF,18,2
2015.0,,FF,17,7
2015.0,,FF,16,70
2015.0,,FF,15,25
2015.0,,FF,14,20
2015.0,,FF,13,29
2015.0,,FF,12,56
2015.0,,FF,11,36
2015.0,,FF,10,52
2015.0,,FF,9,167
2015.0,,FF,8,5139
2015.0,,FF,7,1239
2015.0,,FF,6,793
2015.0,,FF,5,989
2015.0,,FF,4,7420
2015.0,,FF,3,1952
2015.0,,FF,2,3741
2015.0,,FF,1,75723
2015.0,,FO,8,1
2015.0,,FO,7,6
2015.0,,FO,6,4
2015.0,,FO,5,1
2015.0,,FO,4,13
2015.0,,FO,3,18
2015.0,,FO,2,92
2015.0,,FO,1,551
2015.0,,FS,8,93
2015.0,,FS,7,37
2015.0,,FS,6,41
2015.0,,FS,5,46
2015.0,,FS,4,331
2015.0,,FS,3,584
2015.0,,FS,2,798
2015.0,,FS,1,13681
2015.0,,IN,4,108
2015.0,,IN,3,109
2015.0,,IN,2,4175
2015.0,,IN,1,8586
2015.0,,KC,9,1
2015.0,,KC,8,328
2015.0,,KC,7,204
2015.0,,KC,6,217
2015.0,,KC,5,183
2015.0,,KC,4,989
2015.0,,KC,3,1008
2015.0,,KC,2,1077
2015.0,,KC,1,10843
2015.0,,KN,8,18
2015.0,,KN,7,4
2015.0,,KN,5,4
2015.0,,KN,4,135
2015.0,,KN,3,254
2015.0,,KN,2,337
2015.0,,KN,1,1747
2015.0,,PO,3,77
2015.0,,PO,2,139
2015.0,,PO,1,3006
2015.0,,SC,3,4
2015.0,,SC,2,10
2015.0,,SC,1,88
2015.0,,SI,16,12
2015.0,,SI,15,4
2015.0,,SI,14,5
2015.0,,SI,13,3
2015.0,,SI,12,6
2015.0,,SI,11,14
2015.0,,SI,10,18
2015.0,,SI,9,33
2015.0,,SI,8,2209
2015.0,,SI,7,660
2015.0,,SI,6,547
2015.0,,SI,5,635
2015.0,,SI,4,5714
2015.0,,SI,3,2640
2015.0,,SI,2,4470
2015.0,,SI,1,67598
2015.0,,SL,16,1
2015.0,,SL,15,2
2015.0,,SL,14,1
2015.0,,SL,13,1
2015.0,,SL,12,2
2015.0,,SL,11,3
2015.0,,SL,10,10
2015.0,,SL,9,42
2015.0,,SL,8,3296
2015.0,,SL,7,1827
2015.0,,SL,6,1441
2015.0,,SL,5,1440
2015.0,,SL,4,9233
2015.0,,SL,3,3083
2015.0,,SL,2,2503
2015.0,,SL,1,23422
2015.0,,ST,8,11
2015.0,,ST,7,11
2015.0,,ST,6,6
2015.0,,ST,5,4
2015.0,,ST,4,60
2015.0,,ST,3,33
2015.0,,ST,2,164
2015.0,,ST,1,1592
2015.0,,SV,8,3
2015.0,,SV,6,2
2015.0,,SV,5,1
2015.0,,SV,4,18
2015.0,,SV,3,21
2015.0,,SV,2,69
2015.0,,SV,1,571
2015.0,,UNK,31140,1
2015.0,,UNK,22462,1
2015.0,,UNK,16378,1
2015.0,,UNK,15304,1
2015.0,,UNK,14337,1
2015.0,,UNK,14336,9
2015.0,,UNK,14333,1
2015.0,,UNK,14331,1
2015.0,,UNK,12564,1
2015.0,,UNK,12482,1
2015.0,,UNK,12288,2
2015.0,,UNK,12287,1
2015.0,,UNK,12284,1
2015.0,,UNK,12282,4
2015.0,,UNK,12281,1
2015.0,,UNK,10329,1
2015.0,,UNK,10240,3
2015.0,,UNK,10237,1
2015.0,,UNK,10089,1
2015.0,,UNK,9915,1
2015.0,,UNK,9439,1
2015.0,,UNK,9432,1
2015.0,,UNK,9361,1
2015.0,,UNK,8325,1
2015.0,,UNK,8192,1
2015.0,,UNK,7920,1
2015.0,,UNK,7784,1
2015.0,,UNK,7721,1
2015.0,,UNK,7242,1
2015.0,,UNK,7073,1
2015.0,,UNK,6856,1
2015.0,,UNK,6566,1
2015.0,,UNK,6525,1
2015.0,,UNK,6403,1
2015.0,,UNK,6144,1
2015.0,,UNK,6136,1
2015.0,,UNK,6016,1
2015.0,,UNK,5565,1
2015.0,,UNK,5088,1
2015.0,,UNK,4421,1
2015.0,,UNK,4368,1
2015.0,,UNK,4097,1
2015.0,,UNK,4096,4
2015.0,,UNK,4095,1
2015.0,,UNK,4026,1
2015.0,,UNK,4020,1
2015.0,,UNK,4006,1
2015.0,,UNK,3966,1
2015.0,,UNK,3794,1
2015.0,,UNK,3659,1
2015.0,,UNK,3287,1
2015.0,,UNK,3223,1
2015.0,,UNK,2927,1
2015.0,,UNK,2884,1
2015.0,,UNK,2640,1
2015.0,,UNK,2505,1
2015.0,,UNK,2440,1
2015.0,,UNK,2049,6
2015.0,,UNK,2048,91
2015.0,,UNK,2047,5
2015.0,,UNK,2046,3
2015.0,,UNK,1934,1
2015.0,,UNK,1912,1
2015.0,,UNK,1856,1
2015.0,,UNK,1806,1
2015.0,,UNK,1733,1
2015.0,,UNK,1711,1
2015.0,,UNK,1655,1
2015.0,,UNK,1638,1
2015.0,,UNK,1619,1
2015.0,,UNK,1606,1
2015.0,,UNK,1601,1
2015.0,,UNK,1591,1
2015.0,,UNK,1540,1
2015.0,,UNK,1519,1
2015.0,,UNK,1516,1
2015.0,,UNK,1428,1
2015.0,,UNK,1384,1
2015.0,,UNK,1367,1
2015.0,,UNK,1356,1
2015.0,,UNK,1355,1
2015.0,,UNK,1339,1
2015.0,,UNK,1289,1
2015.0,,UNK,1212,2
2015.0,,UNK,1195,1
2015.0,,UNK,1170,1
2015.0,,UNK,1158,1
2015.0,,UNK,1127,1
2015.0,,UNK,1097,1
2015.0,,UNK,1078,1
2015.0,,UNK,1034,1
2015.0,,UNK,1009,1
2015.0,,UNK,985,1
2015.0,,UNK,971,1
2015.0,,UNK,960,1
2015.0,,UNK,957,1
2015.0,,UNK,956,1
2015.0,,UNK,930,1
2015.0,,UNK,903,1
2015.0,,UNK,886,1
2015.0,,UNK,881,2
2015.0,,UNK,879,1
2015.0,,UNK,871,1
2015.0,,UNK,867,1
2015.0,,UNK,866,1
2015.0,,UNK,864,1
2015.0,,UNK,860,1
2015.0,,UNK,839,1
2015.0,,UNK,835,1
2015.0,,UNK,791,1
2015.0,,UNK,767,1
2015.0,,UNK,762,1
2015.0,,UNK,760,1
2015.0,,UNK,758,1
2015.0,,UNK,741,1
2015.0,,UNK,739,1
2015.0,,UNK,711,1
2015.0,,UNK,700,1
2015.0,,UNK,697,2
2015.0,,UNK,694,1
2015.0,,UNK,692,1
2015.0,,UNK,679,1
2015.0,,UNK,654,1
2015.0,,UNK,647,1
2015.0,,UNK,631,1
2015.0,,UNK,625,2
2015.0,,UNK,621,2
2015.0,,UNK,601,1
2015.0,,UNK,599,2
2015.0,,UNK,578,1
2015.0,,UNK,575,1
2015.0,,UNK,568,1
2015.0,,UNK,565,1
2015.0,,UNK,557,1
2015.0,,UNK,553,1
2015.0,,UNK,548,1
2015.0,,UNK,543,1
2015.0,,UNK,540,2
2015.0,,UNK,538,2
2015.0,,UNK,536,1
2015.0,,UNK,514,1
2015.0,,UNK,513,1
2015.0,,UNK,512,1
2015.0,,UNK,496,3
2015.0,,UNK,493,1
2015.0,,UNK,489,2
2015.0,,UNK,488,1
2015.0,,UNK,487,1
2015.0,,UNK,478,2
2015.0,,UNK,477,1
2015.0,,UNK,469,1
2015.0,,UNK,464,1
2015.0,,UNK,461,1
2015.0,,UNK,458,1
2015.0,,UNK,454,2
2015.0,,UNK,449,1
2015.0,,UNK,448,3
2015.0,,UNK,445,1
2015.0,,UNK,443,1
2015.0,,UNK,442,1
2015.0,,UNK,433,1
2015.0,,UNK,429,1
2015.0,,UNK,420,1
2015.0,,UNK,415,1
2015.0,,UNK,413,1
2015.0,,UNK,403,1
2015.0,,UNK,402,1
2015.0,,UNK,400,1
2015.0,,UNK,391,1
2015.0,,UNK,388,1
2015.0,,UNK,386,1
2015.0,,UNK,385,1
2015.0,,UNK,384,1
2015.0,,UNK,382,2
2015.0,,UNK,381,3
2015.0,,UNK,364,1
2015.0,,UNK,360,2
2015.0,,UNK,359,1
2015.0,,UNK,355,2
2015.0,,UNK,347,2
2015.0,,UNK,338,2
2015.0,,UNK,337,1
2015.0,,UNK,334,1
2015.0,,UNK,331,1
2015.0,,UNK,328,1
2015.0,,UNK,324,1
2015.0,,UNK,321,1
2015.0,,UNK,319,1
2015.0,,UNK,318,2
2015.0,,UNK,317,2
2015.0,,UNK,314,1
2015.0,,UNK,305,1
2015.0,,UNK,304,1
2015.0,,UNK,301,1
2015.0,,UNK,300,1
2015.0,,UNK,295,1
2015.0,,UNK,294,1
2015.0,,UNK,293,1
2015.0,,UNK,292,3
2015.0,,UNK,291,1
2015.0,,UNK,289,1
2015.0,,UNK,288,1
2015.0,,UNK,287,1
2015.0,,UNK,286,1
2015.0,,UNK,285,1
2015.0,,UNK,282,2
2015.0,,UNK,278,3
2015.0,,UNK,277,2
2015.0,,UNK,274,1
2015.0,,UNK,269,1
2015.0,,UNK,268,1
2015.0,,UNK,261,1
2015.0,,UNK,258,1
2015.0,,UNK,255,1
2015.0,,UNK,254,1
2015.0,,UNK,253,1
2015.0,,UNK,250,1
2015.0,,UNK,249,2
2015.0,,UNK,245,1
2015.0,,UNK,243,2
2015.0,,UNK,242,1
2015.0,,UNK,241,1
2015.0,,UNK,240,2
2015.0,,UNK,232,1
2015.0,,UNK,230,2
2015.0,,UNK,229,3
2015.0,,UNK,228,1
2015.0,,UNK,225,1
2015.0,,UNK,224,1
2015.0,,UNK,221,1
2015.0,,UNK,219,2
2015.0,,UNK,218,1
2015.0,,UNK,217,1
2015.0,,UNK,216,1
2015.0,,UNK,215,2
2015.0,,UNK,214,2
2015.0,,UNK,208,1
2015.0,,UNK,203,3
2015.0,,UNK,202,1
2015.0,,UNK,201,1
2015.0,,UNK,197,1
2015.0,,UNK,196,3
2015.0,,UNK,193,1
2015.0,,UNK,192,3
2015.0,,UNK,191,2
2015.0,,UNK,190,1
2015.0,,UNK,183,1
2015.0,,UNK,182,1
2015.0,,UNK,181,2
2015.0,,UNK,179,1
2015.0,,UNK,178,2
2015.0,,UNK,175,2
2015.0,,UNK,174,1
2015.0,,UNK,168,1
2015.0,,UNK,167,2
2015.0,,UNK,164,3
2015.0,,UNK,162,1
2015.0,,UNK,161,1
2015.0,,UNK,160,3
2015.0,,UNK,159,1
2015.0,,UNK,158,2
2015.0,,UNK,155,2
2015.0,,UNK,154,1
2015.0,,UNK,153,1
2015.0,,UNK,152,1
2015.0,,UNK,151,1
2015.0,,UNK,150,1
2015.0,,UNK,147,2
2015.0,,UNK,146,1
2015.0,,UNK,145,1
2015.0,,UNK,141,1
2015.0,,UNK,139,1
2015.0,,UNK,138,2
2015.0,,UNK,137,2
2015.0,,UNK,133,1
2015.0,,UNK,131,1
2015.0,,UNK,130,1
2015.0,,UNK,129,2
2015.0,,UNK,128,3
2015.0,,UNK,126,1
2015.0,,UNK,125,1
2015.0,,UNK,124,1
2015.0,,UNK,123,2
2015.0,,UNK,122,4
2015.0,,UNK,119,1
2015.0,,UNK,118,1
