season,batter_id,la_mean,la_std,la_abs_diff_mean,ev_mean,ev_std,ev_abs_diff_mean
2015,285079.0,,,,,,
2015,425532.0,,,,,,
2015,429711.0,,,,,,
2015,429713.0,,,,,,
2015,430897.0,,,,,,
2015,435044.0,,,,,,
2015,435078.0,,,,,,
2015,435623.0,,,,,,
2015,448306.0,,,,,,
2015,448674.0,,,,,,
2015,454560.0,,,,,,
2015,455755.0,,,,,,
2015,456715.0,,,,,,
2015,457762.0,,,,,,
2015,457803.0,,,,,,
2015,460075.0,,,,,,
2015,460077.0,,,,,,
2015,461865.0,,,,,,
2015,462564.0,,,,,,
2015,466988.0,,,,,,
2015,467827.0,,,,,,
2015,474832.0,,,,,,
2015,475416.0,,,,,,
2015,485567.0,,,,,,
2015,489149.0,,,,,,
2015,493114.0,,,,,,
2015,493351.0,,,,,,
2015,501571.0,,,,,,
2015,502046.0,,,,,,
2015,516910.0,,,,,,
2015,518542.0,,,,,,
2015,518567.0,,,,,,
2015,519083.0,,,,,,
2015,523260.0,,,,,,
2015,534910.0,,,,,,
2015,542194.0,,,,,,
2015,542866.0,,,,,,
2015,543213.0,,,,,,
2015,543302.0,,,,,,
2015,543760.0,,,,,,
2015,543776.0,,,,,,
2015,571666.0,,,,,,
2015,572191.0,,,,,,
2015,588751.0,,,,,,
2015,592626.0,,,,,,
2015,592663.0,,,,,,
2015,594809.0,,,,,,
2015,594838.0,,,,,,
2015,595879.0,,,,,,
2015,596146.0,,,,,,
2015,600303.0,,,,,,
2015,605228.0,,,,,,
2015,607776.0,,,,,,
2015,608365.0,,,,,,
2015,623143.0,,,,,,
2015,628329.0,,,,,,
2015,628333.0,,,,,,
2015,643327.0,,,,,,
2015,282332.0,,,,,,
2015,407793.0,,,,,,
2015,408042.0,,,,,,
2015,424325.0,,,,,,
2015,425509.0,,,,,,
2015,430203.0,,,,,,
2015,445988.0,,,,,,
2015,446334.0,,,,,,
2015,448605.0,,,,,,
2015,449107.0,,,,,,
2015,450665.0,,,,,,
2015,453286.0,,,,,,
2015,453344.0,,,,,,
2015,453943.0,,,,,,
2015,456030.0,,,,,,
2015,457449.0,,,,,,
2015,458681.0,,,,,,
2015,461829.0,,,,,,
2015,488771.0,,,,,,
2015,488846.0,,,,,,
2015,490063.0,,,,,,
2015,500779.0,,,,,,
2015,502100.0,,,,,,
2015,502143.0,,,,,,
2015,502523.0,,,,,,
2015,514888.0,,,,,,
2015,516770.0,,,,,,
2015,518418.0,,,,,,
2015,518716.0,,,,,,
2015,518764.0,,,,,,
2015,518863.0,,,,,,
2015,519058.0,,,,,,
2015,519237.0,,,,,,
2015,519317.0,,,,,,
2015,520471.0,,,,,,
2015,527048.0,,,,,,
2015,542513.0,,,,,,
2015,542908.0,,,,,,
2015,543881.0,,,,,,
2015,570256.0,,,,,,
2015,571946.0,,,,,,
2015,572128.0,,,,,,
2015,572138.0,,,,,,
2015,572971.0,,,,,,
2015,592273.0,,,,,,
2015,592680.0,,,,,,
2015,592789.0,,,,,,
2015,593871.0,,,,,,
2015,594824.0,,,,,,
2015,595918.0,,,,,,
2015,598284.0,,,,,,
2015,605452.0,,,,,,
2015,608700.0,,,,,,
2025,518792.0,,,,,,
2025,553869.0,,,,,,
2025,553882.0,,,,,,
2025,592192.0,,,,,,
2025,592206.0,,,,,,
2025,605137.0,,,,,,
2025,605141.0,,,,,,
2025,606192.0,,,,,,
2025,606466.0,,,,,,
2025,608701.0,,,,,,
2025,624415.0,,,,,,
2025,642136.0,,,,,,
2025,642201.0,,,,,,
2025,656582.0,,,,,,
2025,662139.0,,,,,,
2025,663330.0,,,,,,
2025,663697.0,,,,,,
2025,663731.0,,,,,,
2025,665742.0,,,,,,
2025,665804.0,,,,,,
